	chr11:62796075-62796224	chr11:62796225-62796374	chr11:62796375-62796524	chr11:62796525-62796674	chr11:62796675-62796824	chr11:62796825-62796974	chr11:62796975-62797124	chr11:62797125-62797274	chr11:62797275-62797424	chr11:62797425-62797574	chr11:62797575-62797724	chr11:62797725-62797874	chr11:62797875-62798024	chr11:62798025-62798174	chr11:62798175-62798324	chr11:62798325-62798474	chr11:62798475-62798624	chr11:62798625-62798774	chr11:62798775-62798924	chr11:62798925-62799074	chr11:62799075-62799224	chr11:62799225-62799374	chr11:62799375-62799524	chr11:62799525-62799674	chr11:62799675-62799824	chr11:62799825-62799974	chr11:62799975-62800124	chr11:62800125-62800274	chr11:62800275-62800424	chr11:62800425-62800574	chr11:62800575-62800724	chr11:62800725-62800874	chr11:62800875-62801024	chr11:62801025-62801174	chr11:62801175-62801324	chr11:62801325-62801474	chr11:62801475-62801624	chr11:62801625-62801774	chr11:62801775-62801924	chr11:62801925-62802074	chr11:62802075-62802224	chr11:62802225-62802374	chr11:62802375-62802524	chr11:62802525-62802674	chr11:62802675-62802824	chr11:62802825-62802877	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	9.05877	5.49894	5.16135	5.31591	7.07389	6.07271	2.46983	3.23399	4.07453	3.45725	4.64153	4.34398	4.56944	2.7621	2.68858	2.49638	4.11333	5.21696	6.50149	5.6119	3.21721	5.1134	6.21393	7.79483	6.10556	6.54155	7.63223	7.05829	10.1776	5.76226	1.87457	2.11365	3.98541	2.97754	4.38974	7.1609	5.25164	4.30448	4.77121	4.44516	6.44812	3.50107	2.97363	2.19546	1.91325	2.13638	0.288288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	4.18178	3.94545	5.86264	4.25395	4.81347	5.33847	2.97766	2.35447	4.6028	3.21304	2.97857	3.49961	5.40046	3.03444	3.41446	2.26885	2.34153	3.15544	2.71263	3.37282	1.09717	2.19032	3.14677	2.24177	2.03221	2.86483	1.55074	2.34835	3.4691	2.3562	0.955062	2.02834	3.46731	1.59917	4.51321	4.75158	4.07102	3.28136	4.68023	5.51819	6.20689	1.68142	1.93005	2.1213	0.665569	0.751248	0.522992
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.823ac744-5eeb-40f9-9f65-c42b0b5130dc.fc.signal	10.5471	15.2498	14.4242	12.7407	6.08117	3.55989	6.24969	8.28349	11.8455	11.2387	10.4683	7.65387	12.4806	8.82859	5.7567	3.46707	8.40895	13.2531	15.4014	20.1953	10.4179	9.8162	8.94899	14.2903	16.0871	12.7095	15.6255	12.9887	15.3137	9.82539	12.6918	12.051	14.8904	15.3492	12.6607	20.7633	15.4954	12.5877	14.0801	15.4654	20.8304	12.2508	11.6153	12.5273	5.23685	6.97593	0.76041
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	3.08715	3.62968	3.70042	5.44418	5.01457	3.21322	3.60318	3.54966	2.94208	2.96346	3.15338	5.81873	5.54018	4.01951	3.49937	3.43471	3.71013	4.48615	4.25901	2.86719	2.79718	4.18464	4.56117	4.21408	5.36276	6.01844	4.96253	6.74334	6.46158	3.22652	1.9146	2.18466	3.43208	3.42399	3.5139	4.10061	4.24732	3.90031	4.18155	3.26136	3.51763	2.28357	1.9638	3.67864	2.35241	1.36273	0.438284
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.1bd642c8-def0-432c-b22d-2321d6cee6ca.fc.signal	6.51145	6.48206	5.83114	8.17658	3.2718	4.68402	5.59369	4.9651	8.75491	3.88674	3.14818	5.6696	4.53051	3.40087	3.55452	3.51557	5.64328	2.03657	2.94936	4.49427	3.22144	3.06038	5.07023	5.16778	3.34072	5.91108	4.8086	3.87555	4.07294	5.38476	4.23762	1.89144	5.29237	6.73536	6.34129	7.13379	6.70908	4.41975	4.19676	3.87324	5.31584	2.65861	1.39465	3.70714	5.29742	7.64695	0.466785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	6.71178	7.1557	8.76109	7.99611	7.35879	6.12762	4.29493	4.15663	5.53961	7.82687	7.1528	8.68082	7.46999	3.21469	2.98065	3.10637	4.62859	4.45697	4.00332	4.49089	5.07636	6.55896	5.98738	5.46901	6.09376	7.09671	6.39454	8.04638	9.91774	8.09282	5.94773	8.39165	9.05606	8.205	9.07659	8.53865	8.00675	8.07348	7.83654	8.92937	8.54178	11.8665	11.1972	5.91679	4.91486	4.77627	0.922356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	2.14952	2.0534	2.99358	2.67936	2.69503	2.93428	1.86176	2.63193	3.66356	3.15085	1.99047	0.734475	3.18001	2.43447	2.64502	3.89017	2.66321	1.73216	1.84354	1.3106	1.98673	2.84858	2.57667	1.08672	3.68422	2.97314	2.38672	4.11409	3.60026	2.98487	2.4165	3.37314	4.07956	2.10223	2.18525	3.25009	2.44432	3.06087	5.42694	4.96033	4.29255	3.64631	3.16635	3.64337	2.90527	2.47472	0.520014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	7.96811	3.93125	5.46429	1.15079	1.13558	0.00578107	1.39568	4.99777	5.98894	5.46822	1.31916	1.14597	1.78692	2.65137	0.115678	0	2.22099	6.70454	5.35264	5.19178	2.10754	5.1229	6.98384	6.77896	4.09511	7.72538	5.71415	4.52799	9.18887	5.45879	1.25953	2.28623	3.69709	4.28974	7.66084	7.94252	7.02882	5.88686	5.07671	8.42459	6.3011	2.10877	1.89882	2.33061	1.51534	2.01991	0.648921
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000354.2.0500ebd0-c650-482a-8d75-3cf5ca9c1882.fc.signal	11.5705	16.1412	13.8732	10.6987	7.47356	2.80816	4.96554	12.796	9.74469	6.59861	7.53359	11.0114	8.32014	6.04266	3.20613	7.91879	7.02972	7.32109	17.099	15.6358	9.90948	11.9759	14.1456	12.9577	9.0255	13.898	9.31655	9.41309	9.33814	8.347	9.65441	7.87788	14.4386	11.3354	18.6239	17.3509	14.9345	10.468	15.6958	16.1285	19.9632	10.487	7.79263	6.40277	8.50647	12.6767	0.789433
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	15.577	13.8722	15.3004	16.4294	14.2729	9.70444	10.5321	12.6938	14.5356	11.1063	12.4731	11.5344	9.09964	7.6004	7.55768	10.033	10.1475	12.9863	17.9189	14.5525	10.0884	10.7325	14.3764	18.3463	17.3805	15.2508	14.271	12.985	14.0684	12.3848	10.7855	13.01	16.5342	12.3761	14.2327	13.6083	10.864	13.5689	16.4161	17.42	15.8695	12.0916	9.67878	7.15017	5.40049	6.91246	0.540912
