	chr1:181728675-181728824	chr1:181728825-181728864	chr1:181728865-181728914	chr1:181728915-181728974	chr1:181728975-181729054	chr1:181729055-181729124	chr1:181729125-181729184	chr1:181729185-181729274	chr1:181729275-181729374	chr1:181729375-181729424	chr1:181729425-181729574	chr1:181729575-181729724	chr1:181729725-181729874	chr1:181729875-181730024	chr1:181730025-181730094	chr1:181730095-181730174	chr1:181730175-181730224	chr1:181730225-181730324	chr1:181730325-181730474	chr1:181730475-181730624	chr1:181730625-181730674	chr1:181730675-181730774	chr1:181730775-181730924	chr1:181730925-181731074	chr1:181731075-181731154	chr1:181731155-181731224	chr1:181731225-181731374	chr1:181731375-181731524	chr1:181731525-181731674	chr1:181731675-181731824	chr1:181731825-181731974	chr1:181731975-181732124	chr1:181732125-181732274	chr1:181732275-181732424	chr1:181732425-181732514	chr1:181732515-181732574	chr1:181732575-181732664	chr1:181732665-181732724	chr1:181732725-181732874	chr1:181732875-181732974	chr1:181732975-181733024	chr1:181733025-181733174	chr1:181733175-181733324	chr1:181733325-181733474	chr1:181733475-181733624	chr1:181733625-181733731	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	2.03989	1.58053	1.24545	0.63216	0.43461	0.31608	0.50046	0.779664	0.869704	0.52331	0.563677	1.80111	1.24197	1.48149	1.49474	1.12611	1.13797	1.61526	2.7395	1.85447	1.85237	1.52364	1.27919	1.07611	2.19591	2.79971	2.45715	1.59528	1.07051	0.373078	0.832894	0.297966	0.649018	1.86077	3.10481	2.3444	2.32157	2.11787	3.66047	2.39587	1.32211	0.849056	1.4605	3.30044	3.43672	1.75601	0.426439
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000353.2.4f6acbc5-3a97-4e8f-9a06-b4d65956b678.fc.signal	0.133779	0	0	0	0	0	0	0	0	0	0	0.0704643	0.482276	0.912589	0.656958	0.54099	0.605929	1.30396	0.985385	0.54099	0.162297	0.443088	0.625683	0.284456	0.913037	1.28309	0.580708	0	0	0	0	0.122624	0.472465	0.537383	0.096176	0	0	0.054099	0.373291	0.0413595	0	0	0	0	0.548545	0.76597	0.804965
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	0.271889	0.053548	0	0	0.0684487	0.158504	0.19386	0.111351	0.107686	0.328361	0.429363	0.657162	0.697379	0.470328	0.512988	0.545236	0.480892	0.536311	0.749248	0.706166	0.43502	0.340591	0.412466	0.311362	0.290337	0.366555	0.485564	0.409633	0.748304	0.532961	0.254849	0.369336	0.196411	0.737201	0.937997	0.658435	0.546562	0.288532	0.324464	0.34317	0.30887	0.52389	0.64006	0.469176	0.593943	0.907692	0.600823
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	1.24652	1.03182	0.724742	0.362374	0.060396	0.0728829	0.456079	0.829697	0.568164	0.180882	0.952398	1.19788	0.518816	0.626456	0.913085	1.38837	1.81014	2.02072	1.59409	1.82756	2.85587	2.34006	1.36835	2.06872	1.69594	1.24247	1.51419	1.68989	1.58593	1.12858	0.347121	0.913614	1.36529	1.53934	1.8714	1.85483	1.46646	1.63661	2.5781	3.20286	2.59751	1.27091	1.93422	2.72288	1.73105	2.42686	0.540902
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	0.300577	0.149865	0.0721142	0	0	0.0693497	0.224962	0.461848	0.600716	0.599039	0.785931	1.12831	0.802801	0.609555	0.722767	0.610961	0.476743	0.635822	0.626021	0.801642	0.899019	0.77829	0.654688	1.10068	1.07069	0.769592	0.861879	0.720792	0.835213	0.762641	0.818926	1.23321	1.01908	1.0837	0.536264	0.505196	0.366652	0.271618	1.03818	1.35175	1.15802	0.633283	0.475817	0.84386	0.711803	0.898361	0.732558
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.66fe7e60-cc70-422a-8d7c-594c9a55eec8.fc.signal	1.18664	1.95209	1.34631	0.149567	0	0	0.912441	2.4051	1.45317	0.70898	1.55238	1.09299	0.735868	0.451719	2.09513	0.661902	0.655102	2.56242	2.19007	1.46293	0.713205	0.977254	1.45478	1.35044	0.847011	0.838346	0.608553	1.42526	0.735602	0.637592	0.823318	1.40553	0.991884	1.63045	0.757804	0.85253	0.977212	1.29396	1.08898	1.35975	2.41425	1.35524	1.1746	1.5902	1.36056	1.62117	0.494088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.dd479f7b-7d31-4292-a54c-bd7a49572346.fc.signal	2.54798	2.60891	1.00569	0.0963225	0	0.0938133	0.848855	1.708	1.59611	0.922075	0.971831	1.46912	0.729773	1.34688	1.47724	1.81913	1.60252	1.62781	0.997801	1.23814	2.03471	1.74583	0.97351	0.903217	1.24745	1.49955	1.7613	1.46091	2.16376	0.898665	0.772729	1.53284	0.952867	1.8131	0.961803	1.14821	1.38716	1.39265	2.05612	2.95215	3.7217	1.26397	1.80187	3.40739	3.30296	3.3864	0.773234
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.309e9998-5ade-4caa-9bdd-4c0118af9852.fc.signal	1.47892	0.706188	0.301848	0.123343	0.19524	0.273031	0.643242	1.31978	1.47209	1.28614	0.512226	0.41769	1.03113	2.02713	1.9963	1.57617	1.19972	0.757293	0.495234	0.603171	0.886863	0.952317	0.678681	0.497771	0.669199	1.07575	1.15759	1.06718	1.54568	1.40128	0.53305	0.833593	1.36032	1.76917	2.16692	2.43198	3.24179	3.17467	3.04302	2.22477	1.99954	1.41048	1.53566	1.76075	1.69329	2.35143	0.0996785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.102990be-2f15-4965-9094-d6b665cc5fb0.fc.signal	0.938345	1.0891	0.691575	0.27231	0.156578	0.528927	0.580788	1.50958	1.89183	1.44099	1.29084	2.07855	1.04664	1.53941	1.94976	1.79411	0.837487	1.22543	3.03855	1.8963	1.14901	1.73163	2.06021	1.10982	1.33073	1.87477	1.59007	0.514069	0.767791	2.36872	1.60076	1.01439	0.954828	1.04377	0.352794	0.363046	1.46105	2.49024	2.94009	1.97046	0.742037	0.632022	1.39554	2.1038	1.01579	0.697537	0.613798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.6ef6e344-86f3-4f04-92f8-daa352b5ef4d.fc.signal	0.600474	0.348732	0.141578	0	0	0.124119	0.677506	1.37982	1.06295	0.700259	0.361135	0.270523	0.556848	1.13172	1.37359	1.43168	1.22638	1.24998	0.515349	0.31552	0.462434	0.596521	0.803998	1.05772	1.18778	1.30451	1.58332	1.1084	1.5628	0.508428	0.344593	0.782567	0.594813	0.516678	0.19233	0.246525	0.417153	0.501449	0.856405	0.985117	0.819513	0.332314	0.692054	0.694414	0.722851	0.847416	0.666667
