	chr9:1049161-1049310	chr9:1049311-1049340	chr9:1049341-1049460	chr9:1049461-1049610	chr9:1049611-1049760	chr9:1049761-1049910	chr9:1049911-1050060	chr9:1050061-1050210	chr9:1050211-1050260	chr9:1050261-1050360	chr9:1050361-1050460	chr9:1050461-1050510	chr9:1050511-1050660	chr9:1050661-1050810	chr9:1050811-1050960	chr9:1050961-1051110	chr9:1051111-1051260	chr9:1051261-1051410	chr9:1051411-1051560	chr9:1051561-1051710	chr9:1051711-1051860	chr9:1051861-1052010	chr9:1052011-1052100	chr9:1052101-1052160	chr9:1052161-1052260	chr9:1052261-1052310	chr9:1052311-1052460	chr9:1052461-1052610	chr9:1052611-1052760	chr9:1052761-1052910	chr9:1052911-1053060	chr9:1053061-1053210	chr9:1053211-1053360	chr9:1053361-1053510	chr9:1053511-1053660	chr9:1053661-1053810	chr9:1053811-1053960	chr9:1053961-1054110	chr9:1054111-1054260	chr9:1054261-1054410	chr9:1054411-1054490	chr9:1054491-1054560	chr9:1054561-1054630	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	1.92423	0.588122	0.581451	0.00394607	0	0.256951	1.42489	0.369522	0.098761	0	0.0625006	0.373519	0.492635	0.601135	0.767378	1.79657	2.01958	0.560331	1.04898	1.65583	0.285338	0	0	0.553953	0.663335	0.64549	0.415942	0.801821	0.709462	0.235459	1.382	1.90649	0.306896	0.850765	1.32051	0.0759684	0.79089	1.35719	2.22575	0.868991	1.20392	0.906171	0.98779	0.163934
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	0.744421	0.891704	0.429021	0.155985	1.37359	0.603994	0.507323	1.04078	0.379874	0.532639	0.564509	1.53074	0.402837	0.320425	0.165399	1.45624	0.816557	0	0.578085	0.24484	0.51979	0	0	0.741904	2.08029	1.20036	0.324189	0.675533	0.81001	0.523769	0.996874	0.435777	0.974003	0.709561	0.711232	0.114274	0.559633	0.799396	0.48062	0.516137	0.396886	0.682331	0.0194317	0.320388
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	0.344208	0.138408	0.468024	0.561404	0.232966	0.24376	0.0728899	0.28788	0	0	0.22931	0.33235	0.101913	0.00738733	0.538204	0.143412	0.109642	0.791404	0.654692	0.268089	0	0	0	0	0	0	0	0	0.075026	0.666879	0.365548	0.343383	0.427743	0.788521	0.339739	0.279487	0.601113	0.642028	0.483945	0.0183272	0	0.105584	0.27601	0.127572
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	0.097072	0.084272	0.0760497	0.0516021	0.104454	0.197403	0.181698	0.100932	0.115449	0.0916012	0.0147959	0.0098302	0.0383697	0.0503172	0.0102275	0.00311667	0.222035	0.322792	0.0995049	0	0.0411565	0.125915	0.105976	0.0933555	0.0567255	0.0130838	0.146644	0.248561	0.22181	0.22621	0.143364	0.151449	0.171555	0.40373	0.335515	0.491248	0.503235	0.419778	0.490117	0.609171	0.607913	0.435127	0.229576	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.12642e26-117b-4636-816e-4fbed6d5c0a2.fc.signal	0.95109	1.73259	1.04042	1.09003	0.25483	0.722937	0.375928	0.796211	0.800996	0.899885	0.436239	0.165579	0.349987	0.225854	0.906772	0.535985	0.0961924	0.0491681	0.10629	0.563263	0.256083	0.516444	0.559165	0.612714	0.272238	0.372332	0.664559	0.767847	0.463044	0.765174	0.323828	0.296296	0	0.324671	0.490938	1.14969	2.31345	2.26361	1.59861	1.17847	0.349505	1.58415	1.66208	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.7fc89be2-980d-4ea6-a09b-d10627d38b89.fc.signal	0.361652	0	1.01407	0.547706	0.0141432	0.634814	0	0.443016	0	0	0	0	0.268424	1.74982	0.197304	0.482528	0.434626	0.901632	0	0.63428	0	0.0423808	0.803471	1.7616	2.69419	0.382333	0.346927	0.848661	1.29405	0.48293	1.643	0.742221	0.536555	0.33098	0.41327	1.15453	0.590172	0.205842	0.413545	0.291493	0	0.239567	0.5674	0.769912
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.eab68876-e57f-4e6d-b66b-00c271b4eee3.fc.signal	0.0145921	0	0	0	0	0	0	0	0	0	0	0.021606	0.189928	0.349596	0.605783	0.690981	0.392012	0.258894	0.129604	0.207491	0.361434	0.246693	0.204998	0.337883	0.410732	0.38471	0.17487	0.181684	0.651125	0.894996	1.32195	1.56665	2.06256	2.12898	1.61028	1.39316	1.05815	1.49345	0.621641	0.0188325	0	0	0	0.528889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.1ad53715-8cce-4edc-8f16-9e6eba200f6e.fc.signal	0.647967	0.15287	0.0993767	0.104087	0.223876	0.187294	0.023154	0.0223173	0.12893	0.235842	0.163709	0.0567292	0	0.382315	0.645201	0.198319	0.417784	0.510353	0.205357	0.0051572	0	0	0	0	0	0	0.0943661	0.545602	0.790425	0.323898	0.256895	0.957933	0.62031	0.714812	0.773223	0.732857	0.605917	0.400853	0.317763	0.372955	0.239626	0.521474	0.669788	0.368932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000784.3.5a735e4e-02fc-4cf3-8586-bebcb93dde40.fc.signal	0.914254	1.04947	0.80274	0.14571	0	0	0	0.110467	0.421042	0.066219	0	0	0.0073606	0.566763	1.20845	1.86578	2.37148	1.09225	1.07754	0	0	0	0	0	0.370958	0.750712	0.557921	0.855357	0.40503	0.478964	1.00343	1.07935	0.461558	0.13742	0.353589	1.12983	0.655837	1.12146	1.37289	1.12023	0.943387	0.869076	0.913481	0.524752
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.6ef6e344-86f3-4f04-92f8-daa352b5ef4d.fc.signal	0.0881545	0	0	0	0.061253	0.0796785	0.0450359	0.149535	0.011038	0.0290845	0.0997021	0.131246	0.208272	0.0312023	0.0704742	0.274035	0.545811	0.234246	0.221058	0.105076	0.218654	0.240541	0.31702	0.180208	0.0676751	0.017961	0.0749814	0.154711	0.246136	0.433825	0.334671	0.279075	0.309925	0.727786	0.690489	0.787433	0.706751	0.580008	0.459717	0.56638	0.219051	0.12426	0	0.542105
