	chr3:73381305-73381454	chr3:73381455-73381604	chr3:73381605-73381754	chr3:73381755-73381904	chr3:73381905-73382054	chr3:73382055-73382204	chr3:73382205-73382354	chr3:73382355-73382504	chr3:73382505-73382654	chr3:73382655-73382804	chr3:73382805-73382954	chr3:73382955-73383104	chr3:73383105-73383254	chr3:73383255-73383404	chr3:73383405-73383554	chr3:73383555-73383704	chr3:73383705-73383854	chr3:73383855-73384004	chr3:73384005-73384154	chr3:73384155-73384304	chr3:73384305-73384454	chr3:73384455-73384604	chr3:73384605-73384754	chr3:73384755-73384904	chr3:73384905-73385054	chr3:73385055-73385124	chr3:73385125-73385204	chr3:73385205-73385354	chr3:73385355-73385504	chr3:73385505-73385654	chr3:73385655-73385804	chr3:73385805-73385954	chr3:73385955-73386104	chr3:73386105-73386254	chr3:73386255-73386404	chr3:73386405-73386554	chr3:73386555-73386704	chr3:73386705-73386854	chr3:73386855-73387004	chr3:73387005-73387149	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	0.982965	0.499866	1.90534	0.999506	0.407621	2.10352	0.79242	0	0	0	0	0	0	1.54015	2.19071	3.59935	5.61932	9.1472	3.54957	7.62362	4.35667	5.37238	4.95418	6.41771	3.27493	2.3492	0.56141	1.684	1.24715	2.43434	4.60551	1.06875	0.463738	0.497072	0.0392292	0.537906	0.534299	2.98569	1.7826	0.50902	0.135135
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0.843405	0.293461	0	0	0.164227	0.947032	1.87849	0.543777	0.0882005	1.45197	0.988363	0.227997	0.333114	0.357894	0.461332	0.867766	0.497524	0.631148	1.37778	4.66975	1.52131	1.26781	0.375381	2.98576	2.11708	0	0	0.456616	0.141342	1.29623	1.96241	0.262427	1.735	0.827529	0.585189	1.96828	1.62021	1.63422	0.470406	0	0.694444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	1.01914	0.238558	0	0	0	0	0	0	0	0	0	0	0.411445	2.69296	6.94725	7.28406	4.90809	4.3265	3.36973	3.8002	5.05026	5.21506	5.53984	4.50131	5.72101	4.55691	2.33771	0.2363	0.742337	4.76508	6.48885	3.21331	0.50324	1.20748	2.96336	3.24838	1.61845	4.2228	4.90282	3.349	0.785143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	1.08629	0.236634	0.155509	0	0	0	0	0	0	0	0	0	0.0058778	0.566057	1.87383	2.02677	1.85552	1.8712	1.8027	1.80147	2.22485	2.08462	1.40493	1.87344	2.9118	2.32618	1.25694	0.330246	1.04602	2.53647	2.79713	0.907408	0.196849	1.89877	5.24587	4.5046	2.22342	4.78729	6.24156	6.42482	0.8594
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	0.38423	0.761908	1.41506	0.49707	1.32397	0.0249028	1.54538	0.128336	0	0	0.870437	2.25331	2.34038	1.19745	3.43119	1.7325	3.61586	4.3971	2.01877	1.06463	2.06604	1.83603	2.44742	1.27205	2.14764	1.22296	0.667777	2.44788	2.90958	3.37883	1.61717	0.695269	0	0	0.910372	3.06967	2.81308	2.01207	0.919511	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	1.87979	0.92078	1.49796	1.23579	1.94612	2.35906	1.29679	0.466626	0.467869	0.829132	0.430884	0.126457	0.716862	2.03906	0.529185	1.72179	1.67879	1.93566	2.21481	2.19795	2.03148	2.38341	4.38554	2.56494	1.60042	1.49877	1.17991	1.4869	1.61452	1.28212	2.51565	3.21533	3.07207	1.50632	0.437664	0.645022	0.58089	0.872929	1.31315	1.10196	0.462541
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	1.72195	1.68207	1.52918	2.02432	1.24618	2.24206	1.58833	0.817268	1.06727	0.759686	0.489428	1.25	3.28244	2.69139	2.92955	2.26703	1.50987	1.73183	3.18423	3.07745	1.74246	2.08213	1.17563	2.75585	3.59124	1.24773	1.35005	2.42363	1.61912	1.28913	4.70239	3.87365	2.26832	2.66124	4.02406	3.72015	1.42285	0.527361	1.50647	1.40141	0.776344
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	0.245896	0.167066	0.545457	0.448956	0.0415665	0.893207	1.15683	0.621925	0.202109	0.631337	0.189596	0.619224	0.793398	1.19223	0.471491	0.487681	0.71447	0.838592	0.602998	0.719959	0.891593	1.07753	0.911447	0.746702	0.283382	0.136035	0	0.989217	0.655586	0.252782	1.79867	0.507284	0.499984	0	0.391032	0.178271	0.317409	1.78034	1.36524	0	0.506897
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	1.45819	1.16754	1.23501	1.17117	1.26608	1.67858	1.04311	0.869745	1.07095	1.85378	2.59474	1.74543	1.18782	1.51762	2.5044	1.62391	0.564937	1.0213	1.64942	0.95265	1.30036	1.03464	0.489455	2.28194	5.11325	5.00611	3.96289	2.40712	2.7948	2.86792	2.92193	1.14569	2.272	1.65735	1.11103	2.01052	1.37199	1.11651	1.03906	2.43483	0.508523
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	1.7041	1.16185	0.952006	0.586736	0.416365	1.08076	0.872528	0.881071	1.03055	1.51793	1.03435	0.849822	1.28902	0.649695	1.30942	0.941163	1.27756	1.83022	1.45549	1.24823	2.10753	1.62299	1.22648	1.23404	2.75102	3.01255	1.84881	1.75643	1.55013	1.83779	1.90783	1.79707	0.919842	0.825228	0.98706	1.67406	1.49332	0.922967	1.10721	1.24429	0.428571
