	chr8:37742196-37742345	chr8:37742346-37742495	chr8:37742496-37742585	chr8:37742586-37742645	chr8:37742646-37742795	chr8:37742796-37742945	chr8:37742946-37743095	chr8:37743096-37743245	chr8:37743246-37743395	chr8:37743396-37743545	chr8:37743546-37743695	chr8:37743696-37743845	chr8:37743846-37743995	chr8:37743996-37744145	chr8:37744146-37744295	chr8:37744296-37744445	chr8:37744446-37744595	chr8:37744596-37744745	chr8:37744746-37744895	chr8:37744896-37745045	chr8:37745046-37745195	chr8:37745196-37745345	chr8:37745346-37745495	chr8:37745496-37745645	chr8:37745646-37745795	chr8:37745796-37745945	chr8:37745946-37746095	chr8:37746096-37746245	chr8:37746246-37746395	chr8:37746396-37746545	chr8:37746546-37746695	chr8:37746696-37746845	chr8:37746846-37746995	chr8:37746996-37747145	chr8:37747146-37747295	chr8:37747296-37747445	chr8:37747446-37747595	chr8:37747596-37747745	chr8:37747746-37747895	chr8:37747896-37748045	chr8:37748046-37748069	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	2.38172	0.60853	0.901215	2.65238	2.99109	2.42796	3.74503	3.90211	3.80613	4.41077	3.48769	2.81812	1.6999	1.75587	3.72599	5.71811	5.97616	6.06118	7.43629	5.64605	3.08791	2.64747	2.55502	2.98486	1.81765	0.658875	1.06527	2.49503	2.85905	1.9887	1.73138	1.50629	1.39087	0.883415	1.49348	1.91181	2.24841	1.84726	1.60175	1.86393	1.40491	0.155738
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	3.60364	1.01115	0.935009	3.37126	3.73668	0.590217	0.483268	0.607462	0.334475	0.173388	0.293898	0.051646	0.265611	1.95873	9.19111	16.4333	18.6908	18.1425	16.7063	5.2663	2.45303	0.887787	0.130348	0	0	0	0	0	0	0.0971437	0.177072	0.18445	0.00860767	0	0.216424	2.83789	4.94879	3.52658	2.69966	2.80068	2.35427	0.0756757
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	2.35933	1.58201	0.787636	1.66377	2.20876	1.74718	2.4271	3.70259	2.11862	2.05268	3.15103	1.43323	1.90642	2.50412	2.48379	1.86126	1.4808	2.06493	2.54149	3.26567	3.58594	2.92401	2.81159	3.01164	2.29604	1.40213	2.49185	3.95544	4.12516	2.7726	4.69628	3.02552	1.71902	2.19335	1.76241	1.46874	1.31765	1.36072	0.941138	0.880949	0.832548	0.647887
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.85a47d94-3c5b-4fa0-8468-515ec8dc5b16.fc.signal	2.20032	1.5334	0.646675	1.22896	1.93796	1.50326	2.97627	3.45165	3.19783	2.36886	1.93293	2.15384	2.93227	3.57171	2.77064	2.76032	2.21809	1.1928	1.91649	3.48001	3.04751	3.85763	3.25078	3.26921	4.41991	4.09778	4.52571	4.14663	5.62068	4.25526	3.20924	3.1311	3.64446	2.19761	2.11469	2.20541	1.30405	1.0365	1.10635	2.08433	2.19041	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	1.24987	0.77549	1.74408	1.98671	2.38001	3.1873	5.01562	4.45629	4.82792	4.69477	2.60272	2.95184	3.58325	3.76589	3.58307	4.84826	5.12532	5.46152	3.91608	2.89256	3.44758	3.91242	3.80803	5.29709	4.8504	3.14121	4.26897	4.49024	3.12851	2.02471	3.98086	1.82523	1.69361	2.03546	2.89276	2.48117	1.80398	1.07334	1.21808	2.39844	3.07702	0.211356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000330.2.5131ad66-51e2-42ac-b48a-1af75df9605f.fc.signal	1.1354	1.43692	2.885	3.02376	2.30936	3.20924	9.35515	8.65449	9.82056	8.1784	5.83311	4.11706	3.58085	5.71409	7.39949	12.1386	11.9881	9.79122	10.4705	9.54222	6.08654	4.60956	5.48393	5.73934	5.32267	4.93766	7.57397	9.01651	5.65484	4.59678	5.0844	1.86248	3.02791	3.69293	4.74054	3.89417	2.40979	3.39037	3.76143	3.08045	3.39479	0.230769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.4e81bcc2-9ec4-4d08-b943-7db60ab59078.fc.signal	4.72081	1.55743	1.92036	3.78964	5.55854	5.64407	7.38348	7.7206	8.1003	5.74602	6.8282	2.11951	2.37082	6.16743	6.08279	3.60757	2.96393	2.96053	3.31704	4.47141	5.49261	5.39099	4.47683	5.86015	4.57981	1.96404	3.32838	6.86649	4.57059	2.7093	6.93571	6.51458	4.42416	1.49619	1.43275	2.33997	1.93975	2.7523	1.27236	2.70587	3.38569	0.91342
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8a1df20e-6fe2-48ae-99b1-96a1bc85ea8d.fc.signal	1.36055	0.996462	1.76248	2.19529	7.01056	7.50354	12.0596	14.1762	13.6805	8.38276	6.38638	4.2836	5.69163	9.26535	12.835	16.4811	20.0172	14.3221	11.9733	11.1139	8.99558	4.99221	7.48435	9.48138	9.54917	7.15245	9.91292	5.97578	7.80775	5.98797	6.21973	9.30886	3.61173	3.00508	3.92437	4.46008	3.24694	4.60405	4.50487	3.69458	5.33752	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	4.26684	2.09314	1.17978	2.58134	3.5147	4.66253	6.50032	5.22177	5.70056	5.53912	3.35381	2.71577	3.93183	4.2286	4.82513	5.53182	6.56063	6.12058	6.85464	6.81701	6.2196	4.17462	4.05495	5.01849	3.32255	2.50267	2.61041	2.07494	1.88283	2.93907	2.91987	1.89551	1.60351	1.84014	2.25855	2.45671	1.50235	1.31216	1.40676	1.69191	1.76773	0.213333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000339.2.39f2a04f-5ab3-46a3-91a8-91641dbab08a.fc.signal	0.417955	0.430319	0.461088	1.27041	3.5905	5.13951	6.87622	6.34043	8.84462	10.7073	14.731	9.30166	5.2705	13.1571	11.9058	5.65095	4.01385	7.27323	7.57228	7.89429	5.50543	5.19412	4.29356	4.33284	3.85379	6.12324	5.84682	6.15115	5.65391	5.79651	5.91851	3.52343	1.97663	0.467167	1.9887	2.29027	1.74228	1.13945	1.46492	2.47348	2.66804	0.4375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001460.1.82b45364-a56c-42d4-addc-99df97d473fb.fc.signal	1.92051	2.67826	2.54479	1.40815	5.02483	5.26807	4.82153	2.71702	5.52285	5.5401	3.88526	5.47558	3.99239	4.67143	7.90907	6.42173	5.85706	11.5224	9.382	8.11556	10.0637	6.68994	4.23242	4.06368	6.06699	2.59534	5.67382	3.58249	2.40054	3.23464	6.08182	3.77619	1.841	2.51228	3.25596	2.62669	1.34732	1.87995	2.77116	2.98415	4.20447	0.564516
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000260.2.3ac826bb-c219-4eb4-ae1e-412d5ac0b154.fc.signal	1.11792	0.412231	0.130431	0.859206	1.11761	3.11377	2.03356	3.32571	4.32327	5.72185	6.85975	6.55858	6.69596	7.2482	5.89208	5.31833	6.63722	7.3371	4.92652	2.44468	4.93809	2.8299	2.0523	3.54621	3.63781	2.97912	3.99537	5.74441	3.9951	3.89758	3.13439	3.03754	2.49461	0.957203	0.676251	4.48402	3.13288	2.94659	2.15884	1.57551	1.34398	0.176923
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000348.2.49890929-0215-4581-a0a6-6082ef7a066c.fc.signal	0.0289746	0.324093	0.728237	0.750753	1.62659	3.00129	2.6529	4.33308	3.6674	1.8339	2.76873	2.39092	1.77927	3.16222	4.5596	3.76751	4.72432	4.22773	1.64753	3.10092	2.22333	2.51596	4.83966	5.39323	4.75516	3.04857	4.10554	2.80682	4.24927	3.04963	2.47498	1.63577	1.58051	1.12878	0.0426254	0.216212	0.163474	0	0.49033	1.22739	0.622557	0.30303
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001315.1.cf49d1cb-058e-408d-80ee-cd8819b68335.fc.signal	0.535306	1.96845	2.21895	2.98328	4.31129	2.78197	3.5857	2.32121	4.51518	4.79082	3.74105	3.9536	4.22156	10.7169	10.5803	13.4624	15.7156	11.338	15.1543	9.91992	9.49407	5.66217	3.03492	4.43327	3.98173	4.09081	5.18641	7.08151	5.41729	4.15623	6.75123	3.75305	1.11015	0.476555	4.58694	4.28063	1.88683	1.78057	2.33363	1.37084	3.10452	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.f508f1a3-4076-4925-b02f-30538e0b1e91.fc.signal	2.00962	1.01443	1.12235	2.42681	1.96386	2.19099	4.54571	5.40358	4.94248	2.08703	0.765306	1.8974	2.50432	2.47527	3.99254	4.32887	4.69829	6.24813	6.98537	6.18606	6.36613	4.45956	2.75501	4.68155	3.54847	3.31737	2.45328	3.63466	2.64863	1.86328	1.73519	1.15192	1.69539	2.50079	1.57396	2.10108	1.7002	2.27407	2.16499	2.17761	1.50948	0.264706
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.d181cff2-e0ec-4d8f-83df-ad2768d9574c.fc.signal	1.13312	0.862522	1.11146	2.6576	1.97912	2.31483	3.24035	1.66172	1.39747	3.50606	5.37795	4.90781	5.62998	6.80212	3.16715	3.34547	3.176	2.05402	3.36358	5.59276	5.58903	6.28471	5.22563	5.10586	3.51677	4.91033	7.52795	9.97514	6.92611	5.57748	4.0497	3.37187	2.57844	2.0888	0.796404	1.01525	1.74288	1.71432	2.70826	3.64543	2.34802	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000343.2.e10bdb64-0a71-475a-a46c-71845129ee7e.fc.signal	1.07345	1.79458	3.26719	3.46722	4.89613	4.8564	7.01637	4.87677	4.80684	3.69127	3.707	6.30006	7.84864	11.5063	13.3348	13.7613	11.0446	8.27712	10.7758	13.8118	12.313	8.79791	5.80501	9.98443	7.2079	3.39653	5.14099	7.1784	7.57129	3.88448	7.30795	8.75881	4.45944	4.50359	5.47053	5.34644	1.04389	3.32365	5.25066	2.5601	2.64641	0.59204
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.dde9814b-8b78-4af3-b9ef-87186b3ed1fd.fc.signal	1.22875	2.54923	0.686973	2.99755	4.03248	3.47694	4.96408	5.5778	2.28407	2.28566	5.37624	3.65436	3.67462	2.48979	2.59516	0.994507	1.06036	3.92042	3.50129	5.52666	2.96464	3.54923	3.56972	4.22137	4.41658	2.9251	2.74566	2.78395	2.17856	2.41813	3.6655	2.80554	3.77669	1.95358	0.877588	2.81275	1.41112	1.23444	1.04282	1.01893	0.59621	0.515924
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000321.2.34b4c08e-0c15-430a-a6c5-dc1cf4b41a2e.fc.signal	0.71397	0.245788	0	0.113351	3.2931	8.50245	5.27501	4.6846	5.52199	3.99206	7.01109	5.51265	4.08659	3.50863	3.12195	4.01901	3.24152	3.30544	4.04459	7.16152	5.36629	3.80609	3.60303	3.29735	3.14686	2.63073	3.95212	7.4942	6.60667	5.88069	5.1753	6.26798	4.94035	1.74045	1.0405	1.00054	0.68556	0.672379	1.39232	1.5209	0.322439	0.921875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.33fd32de-b83a-4d4f-b13a-efed59fd5abe.fc.signal	2.05502	1.60826	1.80991	4.78657	5.0533	3.4843	5.75086	4.42924	3.18715	2.12869	2.02567	1.08046	1.5148	2.8403	3.07898	4.23045	6.00631	5.73168	6.23967	3.66282	3.67276	1.93356	2.25718	2.35211	1.64077	0.169161	1.43782	2.71934	2.28463	0.907788	3.05762	2.30184	1.41232	0.670526	1.396	3.32151	3.7824	3.15467	3.06982	2.33943	1.28323	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.9aa71da8-fe78-48e5-b5e7-94900a3e3afc.fc.signal	3.94591	2.77101	2.24305	2.62732	2.6467	2.37963	4.42611	3.42984	2.29523	2.47783	2.73518	1.9026	2.25872	1.6257	1.09449	1.20577	1.22256	1.17322	1.18621	1.47074	1.67637	1.34059	1.766	2.4878	2.13581	1.63284	2.8261	2.54927	2.32487	1.90106	1.97676	1.08712	1.18775	1.46185	0.893768	1.53033	1.2133	1.02057	1.07505	1.84664	2.04893	0.414286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000718.3.3d668648-a4ff-43ad-ae6f-bcf86ce49985.fc.signal	7.0082	4.90791	2.5274	2.93084	5.5805	4.77611	6.40874	5.20872	4.42626	3.4905	6.33216	4.17325	5.11304	6.27455	6.32503	10.0714	7.00075	9.10053	14.109	8.15256	7.4787	3.85721	4.058	4.48426	5.74701	2.90924	3.14471	4.79742	4.00484	3.91946	2.20149	2.13092	1.14784	1.59709	2.31198	3.31005	4.22092	4.38118	3.35255	4.16653	3.77286	0.141667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000152.3.82c5eb6b-94f5-436e-9a8c-a2c4b0dd0ad2.fc.signal	0.471257	1.16125	1.93317	1.65476	2.53648	4.00318	4.30577	7.02373	6.85559	4.06349	3.62548	1.48183	1.75497	6.58148	11.4801	12.519	9.74704	10.3593	10.0561	5.1416	8.39077	9.75739	9.10377	5.68532	7.03319	2.52918	1.6083	4.22975	2.76933	2.83909	4.60098	2.41286	1.3713	0.93529	1.22972	1.12896	1.21681	1.51389	2.41026	1.83163	1.04952	0.608696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003822.3.eda10e48-105b-4e9a-8f60-553c1509df8f.fc.signal	1.45085	0.857549	1.05666	2.5375	3.01708	2.74596	3.02605	2.83311	2.7599	3.04919	2.93836	3.46021	3.19643	2.52471	2.24767	2.48012	2.48125	3.10107	3.18665	2.86733	3.45481	4.25516	4.60292	4.42727	2.88891	2.08165	3.35723	4.58162	2.55381	2.51973	2.18577	2.81817	3.87332	3.33156	1.81959	1.828	1.3312	1.39452	1.28203	1.20123	1.44056	0.537383
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000153.3.50797fd4-7103-44b7-91ec-249af3af060d.fc.signal	0	0.381916	0.934193	1.0344	2.10386	1.23594	0.569543	1.49351	1.04666	2.07425	1.17254	0.737981	0.621204	1.07734	3.18836	2.97737	2.42248	2.59917	3.22139	2.96676	3.3949	1.4188	2.45143	2.00573	1.81469	1.59632	1.5796	2.69059	1.27794	2.08227	2.63968	0.879978	0.234362	0	0	0	0	0	0.704851	2.89483	2.55007	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001013.4.bfd631c1-ff33-408e-83f7-24c85f85303b.fc.signal	2.77328	2.36372	2.2582	3.7967	4.65778	3.31394	2.80984	1.60731	2.86306	2.61603	1.8225	2.10071	1.71616	3.0847	4.44422	6.70921	7.52482	4.89153	6.67803	4.02315	5.3488	2.96617	2.28197	1.92991	1.49242	0.515487	1.58796	2.33573	2.09448	1.22972	1.8552	2.10232	1.31364	0.704248	1.10239	1.17541	2.62498	3.44378	2.95835	2.94702	3.89203	0.176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001854.4.36abf718-9256-42a8-9dd6-975bef0637c8.fc.signal	1.81972	1.4162	1.20846	1.96835	2.20559	3.3171	2.62523	1.79946	2.20938	2.43656	2.31802	0.702042	0.685172	0.76779	1.75627	1.94841	1.86438	2.48903	2.79255	1.26687	2.3741	1.58641	1.65261	2.08448	1.30874	1.32767	1.14402	1.74155	1.26037	1.07127	1.37896	2.2232	1.40052	2.44727	1.11196	0.712119	1.01025	1.73777	1.65975	1.63034	1.28149	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.0eee2def-7060-4652-bac9-21261028455b.fc.signal	2.47349	1.85031	1.03209	1.00381	1.42081	1.54112	1.94473	1.81727	1.65372	1.82006	1.60578	1.41352	1.81336	2.25076	1.87605	1.60652	1.85167	2.41133	1.87601	1.4235	1.42881	1.23598	1.26438	1.06839	1.78868	1.05523	2.62291	4.36967	2.35708	1.3259	1.91242	2.51671	2.88567	0.859291	0.59367	0.661161	0.411554	0.97659	1.65412	2.22898	2.07812	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003845.2.7673cefe-afff-41e8-b1a7-d52d55271696.fc.signal	1.54052	0.706735	0.689692	2.02711	4.11864	5.16139	4.11156	5.27094	4.88974	4.55629	4.73897	4.65267	5.67306	5.19517	2.60776	3.11818	3.48266	5.26756	6.15972	5.65079	5.83916	3.60998	3.9146	4.13874	3.64362	4.03511	5.31887	5.43393	3.1116	4.76199	4.6728	2.84873	4.40504	2.52421	3.38106	1.90071	2.25527	1.979	1.64605	1.32423	2.07435	0.911392
