	chr10:4996700-4996849	chr10:4996850-4996999	chr10:4997000-4997049	chr10:4997050-4997149	chr10:4997150-4997299	chr10:4997300-4997449	chr10:4997450-4997599	chr10:4997600-4997679	chr10:4997680-4997749	chr10:4997750-4997899	chr10:4997900-4998049	chr10:4998050-4998199	chr10:4998200-4998349	chr10:4998350-4998499	chr10:4998500-4998649	chr10:4998650-4998799	chr10:4998800-4998949	chr10:4998950-4999099	chr10:4999100-4999249	chr10:4999250-4999329	chr10:4999330-4999399	chr10:4999400-4999549	chr10:4999550-4999699	chr10:4999700-4999849	chr10:4999850-4999999	chr10:5000000-5000149	chr10:5000150-5000299	chr10:5000300-5000449	chr10:5000450-5000599	chr10:5000600-5000709	chr10:5000710-5000749	chr10:5000750-5000899	chr10:5000900-5000949	chr10:5000950-5001049	chr10:5001050-5001199	chr10:5001200-5001349	chr10:5001350-5001499	chr10:5001500-5001649	chr10:5001650-5001777	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	0.2861	0.00669387	0.185733	0.71272	0.757908	0.592231	0.353855	0.335618	0.58436	1.79688	3.52966	2.9322	2.77812	2.35125	2.68005	3.12119	3.31186	1.79353	0.564638	0.610139	1.28523	0.845724	0.50688	0.499364	0.475165	2.13575	1.31186	1.47874	0.926169	1.12187	0.433269	0.379013	0.316213	0.723985	1.20542	1.33511	1.56597	0.712722	1.15218	0.478324
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0	0	0	0	0	0	0	0.19305	0.48822	1.50474	2.45024	2.16427	1.24157	1.17238	2.21331	1.69416	0.494661	0.246429	0.612592	0.784758	0.719665	0.241323	0.190705	0.983848	0.614284	0.734107	1.75171	0.973744	0.118151	0	0	0	0	0	0	0.447225	1.01017	0.868707	1.72158	0.59633
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	0	0	0	2.01932	0.86054	0	0	0	0	1.54955	0.897951	0.375007	1.02473	0.654519	0.713297	2.22205	1.45602	0.0987221	0	0.790898	2.26933	0.8526	0	0	0	1.02694	3.99685	2.32449	0.807726	1.06473	0	0	0	0	0	0.606558	0.529509	2.43813	4.10307	0.290408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	2.58688	1.86824	2.11475	2.75238	4.52434	4.9726	2.7146	3.04296	4.70938	8.14023	10.474	10.098	9.03615	10.4949	12.5261	12.9356	9.79761	7.40309	2.8686	4.11062	6.03297	6.42957	4.99458	3.45831	2.52181	4.56099	6.34418	4.75321	2.61099	1.33909	0.751874	0.48323	0.765654	1.03348	1.36492	1.38012	1.55413	1.71649	1.52739	0.432864
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	0	0.122096	0.27335	0.385358	0.149431	0	0	0	0	0.00364467	0.486712	0.239563	0.233239	1.87846	1.23234	0.721544	0.980175	0.499195	0.0346243	0.0785881	0.648109	1.13405	0.892761	0.0637817	0	0.0528477	0.25682	0.410222	0.807711	0.282031	0.228069	0.147515	0	0	0.212655	0.679538	0.228686	0.772531	0.744838	0.6
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257563	2.23008	1.67526	0	0	0.087806	0.87806	0.87806	0.087806	0	0	0	0.0643911	0.87806	0.87806	0.286833	0	0	0	0	0	0.0672325	0.961131	0.178865	0	0	0.509091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	0	0.157352	0.546096	0.585432	0.219054	0.271505	0.435023	0.46279	0.492541	0.398004	0.675678	0.714245	0.836115	0.525108	0.347095	0.48399	0.424565	0.421139	0.212884	0	0	0	0	0	0.112615	0.203632	0.140381	0.618599	0.489016	0.02314	0	0.0401093	0.2314	0.57849	0.592145	0.512425	0.285388	0.559382	0.889249	0.786127
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	0	0	0	0	0	0	0	0.109805	0.345123	1.0484	1.6048	1.07034	0.453868	0.719962	4.12661	4.23448	0.850279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544696	1.17708	0.521423
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	0	0	0	0	0	0	0	0	0	0.00637207	0.548973	0.485276	0.03717	0.277164	1.88909	2.78107	0.835706	0.041418	0	0	0	0	0	0	0	0	0.020178	0.31861	0.192227	0	0	0	0	0	0	0	0	0.0913337	0.455459	0.490621
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	0.332979	0.0558493	0.436171	1.77639	1.05889	0.539421	0.377202	0.130389	0.977608	3.67928	3.87936	2.72006	2.36102	2.82266	3.1855	1.44806	1.54702	1.90732	0.504519	0.270668	1.98589	2.50386	0.991773	1.27093	0.53522	2.83849	4.83722	1.76376	1.33915	2.86204	1.65554	0.169638	0.113805	0.352027	0.924564	2.93541	3.17775	1.95976	1.61134	0.648148
