	chr19:6758138-6758287	chr19:6758288-6758437	chr19:6758438-6758587	chr19:6758588-6758737	chr19:6758738-6758887	chr19:6758888-6759037	chr19:6759038-6759187	chr19:6759188-6759337	chr19:6759338-6759487	chr19:6759488-6759637	chr19:6759638-6759787	chr19:6759788-6759937	chr19:6759938-6760047	chr19:6760048-6760087	chr19:6760088-6760237	chr19:6760238-6760387	chr19:6760388-6760537	chr19:6760538-6760687	chr19:6760688-6760837	chr19:6760838-6760987	chr19:6760988-6761137	chr19:6761138-6761287	chr19:6761288-6761437	chr19:6761438-6761587	chr19:6761588-6761737	chr19:6761738-6761887	chr19:6761888-6762037	chr19:6762038-6762187	chr19:6762188-6762337	chr19:6762338-6762487	chr19:6762488-6762637	chr19:6762638-6762787	chr19:6762788-6762937	chr19:6762938-6763087	chr19:6763088-6763237	chr19:6763238-6763387	chr19:6763388-6763487	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	1.79309	5.01401	5.67167	3.17529	3.12172	2.45842	1.82398	2.63026	3.61378	2.69178	3.14638	6.715	5.17234	3.2468	1.67559	2.53216	2.40085	4.09401	5.18008	5.33277	2.80164	3.49948	4.89118	3.39805	3.06093	1.55601	1.42476	1.79982	2.44403	2.0656	1.29805	1.17039	2.38996	1.8369	2.62795	2.94516	2.92054	0.572519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	0.536284	0.648639	0.573448	1.02807	1.08055	0.647798	0.496242	0.806937	1.02704	1.58901	1.09232	1.06358	1.4551	0.843501	0.402767	0.360941	0.621622	1.02867	0.954646	0.538023	0.581741	0.880413	0.8192	0.735139	1.80178	1.19037	0.353778	0.186555	1.32226	0.849056	0.232927	0.425701	0.452849	0.0855338	0.252697	0.901919	0.724842	0.403226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	1.27293	1.98217	2.00387	2.75871	3.62026	2.05506	2.20981	2.0335	1.65481	1.8825	1.60378	2.23696	2.49466	1.75016	0.918639	1.44804	1.60448	1.90223	3.06056	2.3257	1.44529	2.20809	2.54356	2.42819	3.13654	2.79175	2.54006	2.27674	1.53591	0.51873	1.06574	1.78402	1.61098	1.11114	1.29528	1.43485	1.86355	0.458629
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000743.1.1bd642c8-def0-432c-b22d-2321d6cee6ca.fc.signal	3.51372	3.1669	2.88627	3.69383	2.30793	4.64717	3.43826	3.54209	5.95587	5.52863	5.1602	2.95582	0.956003	1.16192	0.736041	1.87562	3.24724	4.2231	5.17193	3.731	1.97398	1.84164	2.39512	3.84313	4.48644	2.14877	2.73117	1.23732	2.21455	2.27926	1.36969	2.59927	1.43737	2.97941	3.16327	2.24292	2.94382	0.404494
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	0.860766	0.754378	0.84239	0.272759	0.640267	2.2708	1.79886	1.38783	0.865593	1.59672	1.76501	1.09092	1.39925	1.21858	0.79594	0.513576	0.359798	0.470044	0.253406	0.120942	0.147997	0.527096	0.99229	0.75893	1.25758	0.9324	1.37815	0.889759	0.189597	0.567715	0.546448	0.763083	1.73212	1.53772	1.3298	1.52611	0.899447	0.297297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	1.9403	1.40465	2.59029	2.31121	2.50605	4.42584	4.04491	3.30689	2.58314	2.81763	4.31893	2.8537	1.56804	0.821396	1.18087	3.78256	4.45437	3.37377	2.3391	2.30222	2.36292	5.0095	8.61002	4.91831	2.90651	2.58454	0.691602	1.55772	3.34313	2.23865	1.16419	2.3843	3.84135	3.31881	1.99626	1.21419	1.61587	0.364448
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	0.288291	1.88377	1.31122	2.87628	3.23308	1.48955	1.25609	0.506158	1.81031	4.14847	8.9143	5.92278	2.41651	2.39497	0.518911	0	0	6.03121	9.18666	9.24654	2.30474	2.01666	2.41401	1.47481	2.34626	0.932168	2.09846	1.1747	0.621336	0	1.13701	0.416996	4.88215	2.94554	1.12325	0.590898	1.11207	0.477642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000354.2.0500ebd0-c650-482a-8d75-3cf5ca9c1882.fc.signal	2.1416	2.3154	2.64553	5.00271	7.37119	5.83416	7.70089	4.63701	6.5281	9.8575	8.0379	3.90642	3.88095	3.03244	1.39302	2.18589	4.22008	7.23349	9.02765	9.96898	3.39275	2.93816	4.20755	2.62214	3.04007	0.962444	3.48612	5.62595	3.68309	2.32802	2.09738	2.80811	6.09319	5.63515	4.20746	4.4159	8.44805	0.522936
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	2.41043	0.944263	1.35207	2.98237	0.856002	1.68233	2.65708	1.83116	2.10708	4.55348	4.62477	2.60696	3.26339	1.80372	0.313378	2.71839	1.07681	4.01926	6.43884	6.386	4.24594	3.22044	3.94014	2.76783	2.43415	1.72906	2.75115	2.39186	1.98428	2.13229	2.88718	1.98838	3.82612	2.95719	2.9318	3.18648	3.29915	0.476884
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	1.00682	0.866353	0.573618	2.85053	0.830211	0.660014	0.663833	1.18904	0	1.06891	1.80825	1.15222	0.620004	0	0	0.0468299	1.57457	2.31208	2.00182	0.624016	0.676487	1.31149	4.06043	1.66874	2.21946	0.265091	0.790183	0.467659	0.721876	0.842694	3.63172	1.78125	1.57991	1.81623	0.0469747	0.950099	2.9877	0.371386
