	chr21:28877370-28877519	chr21:28877520-28877669	chr21:28877670-28877819	chr21:28877820-28877969	chr21:28877970-28878119	chr21:28878120-28878269	chr21:28878270-28878419	chr21:28878420-28878569	chr21:28878570-28878719	chr21:28878720-28878869	chr21:28878870-28878919	chr21:28878920-28879019	chr21:28879020-28879109	chr21:28879110-28879169	chr21:28879170-28879319	chr21:28879320-28879469	chr21:28879470-28879619	chr21:28879620-28879769	chr21:28879770-28879919	chr21:28879920-28880069	chr21:28880070-28880219	chr21:28880220-28880369	chr21:28880370-28880429	chr21:28880430-28880519	chr21:28880520-28880669	chr21:28880670-28880819	chr21:28880820-28880969	chr21:28880970-28881119	chr21:28881120-28881269	chr21:28881270-28881419	chr21:28881420-28881569	chr21:28881570-28881719	chr21:28881720-28881869	chr21:28881870-28882019	chr21:28882020-28882169	chr21:28882170-28882319	chr21:28882320-28882453	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.30697	0.666152	1.18733	2.38798	3.56458	4.76208	1.31249	0	0	0.10296	0.960257	2.57356	2.73948	2.17885	1.42939	0.351042	0.126583	2.44361	4.79098	3.07535	2.38604	3.30638	2.36189	0.803278	0.0320653	0	0.335541
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	0.502296	1.27848	2.74826	4.24489	3.35601	4.34128	3.27182	3.23156	2.89625	5.63095	4.10328	0.403492	0.622929	3.08311	4.34965	2.66736	2.36263	5.67885	3.82176	6.01692	4.34645	3.46823	2.3132	1.77641	1.76587	3.0832	2.16412	1.68201	2.75932	3.48152	3.9936	3.05335	5.96993	5.79864	3.93786	6.90401	7.83293	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	0.539255	0.719671	0.909166	0.596395	0.00784673	1.11256	2.40379	0.625485	0.147586	1.04761	1.02216	0.778888	1.88878	3.32511	3.49123	3.00443	1.08775	1.76996	2.91514	1.927	0.517472	0.79072	2.25925	3.23702	3.22852	2.26471	1.62156	3.10232	2.34479	3.16125	2.94718	4.48203	2.68287	2.03563	1.60514	1.71266	1.32366	0.458445
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.655536	0.862904	0.978277	2.07091	1.90522	0.308088	0	0	0	0.254516	1.31685	1.19272	0.650641	0.622129	1.56745	0.874254	0.123986	0.252141	0.35432	1.49932	3.3504	0.974756	0	1.08463	0.839914	0.185567
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	0.604715	1.90517	1.50098	1.07035	1.85556	2.37291	3.56059	1.92216	0.666941	1.26189	0.624771	0.240656	0.599061	0.64791	0.751269	1.24492	1.10114	1.48071	1.65372	2.2137	2.06869	1.75606	1.78176	2.52223	1.95917	0.720417	0.891651	1.42107	3.34278	3.44157	2.36375	2.74609	2.44343	3.78344	3.09727	2.57669	2.82989	0.0526316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.112805	0.724795	1.36558	2.20077	2.51851	1.7737	0.543384	0.00848773	0	0.0805447	0.666003	1.1362	1.21169	1.25141	1.0308	0.159304	0.0277009	0.173568	0.445414	1.05633	2.67498	2.37736	0.746351	0.203728	0	0	0.00961538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.177518	1.43511	2.54169	4.34188	5.21721	3.28587	0.609517	0	0	0	0.604485	1.31097	1.8176	1.78045	0.996309	0.0523129	0	0	0.042733	0.917478	4.36866	4.24021	1.75042	0.52548	0.25378	0.0234871	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	0.349747	0.624786	0.647947	0.438285	0.29814	1.67209	3.05866	0.957755	0.328726	0.927184	0.293969	0.009486	0.317838	3.47434	6.92107	4.91579	2.81319	0.813362	0.788123	0.610081	0	0.154874	1.33547	4.00026	4.11821	0.966916	0	0.148546	2.30326	4.18227	2.10161	1.43042	1.9245	2.90066	1.30861	2.06298	0.31256	0.680851
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	0.522305	0.407875	1.16143	1.25861	1.74586	2.26502	4.40555	0.669837	0.304178	1.61086	2.96593	0.145186	1.64777	1.88399	0.92636	0.857306	1.88052	1.36886	1.07846	0.298959	1.34312	0.0269786	0.765434	1.72327	1.12715	0.456267	0.449354	1.6065	2.21296	1.10115	4.58047	2.34999	1.72609	2.55939	4.08299	3.51907	4.03463	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	0.406224	1.54737	1.77437	1.10541	1.35247	2.10617	1.76129	0.727799	0.728362	0.690564	0.440688	0.27325	1.11475	3.37575	4.88668	4.24418	2.1734	1.9146	2.22216	1.91013	1.91234	0.839462	0.726763	0.773993	2.03599	2.71951	1.92931	1.67614	1.83703	3.59693	2.50086	2.6479	2.12732	3.77132	2.86263	2.53455	3.0336	0.45583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.44d9234d-e938-4209-8bc5-a1f9ee0dcbe4.fc.signal	1.52432	1.98291	0.292087	0.505983	0.692362	1.26986	1.8847	1.64637	0.176589	0.461085	0.458982	0.335272	1.03376	1.40915	1.53317	1.28436	1.54909	0.785223	0.457931	0.413442	0.621615	0.784905	1.00388	1.16266	1.61383	1.00801	0.339167	1.66933	1.58407	1.59018	0.708994	1.25313	0.782039	2.58706	2.85056	1.03934	2.13899	0.265193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003398.1.142e6ed2-5832-4fa6-8a6b-9ed4d6f47d60.fc.signal	0.72523	0	0	0	0	1.10695	1.03112	1.09688	0.402173	1.45032	0	0.435138	1.45035	0.689199	0	0.098895	0.333036	0.748371	1.91376	0.0984331	0	0.535533	0.482752	1.35973	1.69284	0.0362725	0.482852	0.350964	1.74115	1.0981	0.603153	0.799147	0.218182	0.238403	0.895366	0.45193	0	0.584229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.bcd61aac-63db-4cfa-a058-a141a50b928e.fc.signal	1.06032	1.60581	1.12106	1.21245	2.53405	2.20995	2.00464	2.15248	2.04044	1.24867	0.810825	0.475121	0.487146	0.730712	0.518511	1.86874	2.8337	2.69058	2.34938	2.12192	2.39099	1.28784	1.64796	1.92011	1.36611	1.77213	1.65229	1.29086	1.31927	1.40579	1.69567	1.23168	1.33136	2.66527	3.13961	3.44004	5.90285	0.261628
