	chr1:171265043-171265192	chr1:171265193-171265342	chr1:171265343-171265492	chr1:171265493-171265642	chr1:171265643-171265792	chr1:171265793-171265942	chr1:171265943-171266092	chr1:171266093-171266242	chr1:171266243-171266392	chr1:171266393-171266542	chr1:171266543-171266642	chr1:171266643-171266692	chr1:171266693-171266792	chr1:171266793-171266842	chr1:171266843-171266992	chr1:171266993-171267142	chr1:171267143-171267292	chr1:171267293-171267442	chr1:171267443-171267592	chr1:171267593-171267742	chr1:171267743-171267892	chr1:171267893-171267952	chr1:171267953-171268042	chr1:171268043-171268192	chr1:171268193-171268342	chr1:171268343-171268432	chr1:171268433-171268492	chr1:171268493-171268582	chr1:171268583-171268642	chr1:171268643-171268672	chr1:171268673-171268792	chr1:171268793-171268942	chr1:171268943-171269092	chr1:171269093-171269152	chr1:171269153-171269242	chr1:171269243-171269392	chr1:171269393-171269542	chr1:171269543-171269692	chr1:171269693-171269842	chr1:171269843-171269992	chr1:171269993-171270142	chr1:171270143-171270231	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0.692547	0.844789	0.140073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497846	1.01253	0.278463	0.0288263	0.430748	0.573071	0.588909	0.237575	0	0	0	0	0	0.381823	1.05135	0.977108	0.502687	0.240304	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	0.890198	0.711804	0.516089	0.102381	1.18537	1.7102	0.35428	0.230329	1.2347	2.04766	0.8124	0.273278	0.609407	1.14649	0.746134	1.46129	1.33547	1.35467	1.03647	0.846758	0.266628	0.288183	0.812288	1.51113	1.39821	1.24708	1.33262	1.11107	0.596651	0.4922	0.820361	1.55718	0.598152	0.904022	0.787211	0.259887	0.328285	0.915572	1.02071	0.696526	0.938602	0.50732	0.977344
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003689.3.cde87e50-dbba-4734-bd22-f35203f3b601.fc.signal	0.200374	0.201496	0.0664244	0	0.120017	0.456588	0.227263	0	0	0.242205	0.53539	0.398731	0.107733	0.0996278	0.226027	0.947629	0.857933	0.582037	1.1657	0.88577	0.872633	0.653457	0.643766	1.0639	0.933317	1.23498	1.33403	1.41547	0.499431	0.360273	0.199981	0.551247	0.426807	0.476543	0.496345	0.490751	0.599667	0.457613	0.0342805	0	0.103964	0.381182	0.0275862
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	1.74599	1.09116	1.03128	0.462491	0.426118	0.817914	0.482215	0.34812	0.77486	1.62343	1.57264	0.688464	0.418415	0.589692	1.48814	1.56868	1.42579	1.56889	2.1026	2.59811	1.68439	1.6852	1.74721	1.46778	1.36464	0.904992	0.852706	1.29573	2.01597	2.31628	2.06232	1.98794	1.94969	1.1278	1.2564	1.12076	0.587557	0.511291	0.870445	1.51102	1.33081	0.882277	0.975199
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.a1a38b0a-4e6e-499f-9d4a-f9ed2dd3bf97.fc.signal	0.0649969	0.0963059	0.425078	1.02597	0.508527	0.576279	0.274403	0.0925499	0.22849	0.309661	0.358408	0.439973	0.522565	0.292117	0.142016	0.171591	0.1367	0.110425	0.174474	0.211075	0.263351	0.213308	0.109154	0.115747	0.135728	0.146788	0.0822258	0.0558166	0.126682	0.153926	0.278083	0.147145	0.0644744	0.0906152	0.0570552	0.0296249	0.144029	0.160037	0.457966	0.320034	0.28716	0.332375	0.691667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.12642e26-117b-4636-816e-4fbed6d5c0a2.fc.signal	0.562354	0.240069	0.241648	1.38383	1.03177	1.38348	0.609919	1.29932	0.962582	1.41857	0.634539	0.36958	0.381502	1.45013	1.14685	1.09502	1.18467	1.46811	2.95568	1.37374	1.87445	0.292881	0.657003	1.63728	0.892811	2.16564	1.25507	0.408558	0.665375	1.30019	1.33875	0.559293	0.522909	0.796498	0.264555	0.469281	0.328865	0.612932	0.540252	0.216378	0.271657	0.354034	0.536913
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.5cbd82b6-3f49-4678-a37b-78e82b7626ea.fc.signal	0.368414	0.869961	0.608378	0.015925	0	0	0	0	0	0	0	0	0.186328	0.31851	0.971513	1.32719	0.716684	0.192164	0.838813	0.882345	0.19217	0	0.0602042	0.190277	0.422616	0.598195	0.579125	0.415317	0.129345	0	0.130057	1.06919	1.23058	0.560044	0.0796259	0	0	0	0	0	0	0	0.346457
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001018.4.33fd32de-b83a-4d4f-b13a-efed59fd5abe.fc.signal	1.02562	0.701186	0.214136	0.438068	0.42967	0.772541	0.380163	0.987052	0.802937	0.668534	0.503848	0.675995	0.526938	0.45346	0.412873	0.846683	0.936233	0.576017	1.16444	0.848975	0.92256	0.899114	1.25193	1.25889	0.944062	0.620803	0.626889	0.648455	0.461362	0.679601	1.48747	1.40441	1.13425	1.55976	1.17036	0.30594	0.23513	0.846665	0.555631	0.195943	0.10357	0.20994	0.546634
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.88fcdf4d-dd2c-424a-91c6-ca3469132544.fc.signal	0.31303	0.765749	0.322633	0	0	0	0	0	0	0	0	0	0	0.21354	0.899601	1.32075	0.575273	1.33635	3.03666	1.88713	0.873886	2.79434	3.65432	1.73547	0.831007	0.368385	0.449493	0.290895	0.162815	0.131581	0.247142	0.890998	0.521336	0.312615	0.401232	0.437681	0.0318038	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000246.3.ce270c8d-29f4-452f-bda1-9304aa0691fd.fc.signal	0.205288	0.181305	0.186641	0.0316888	0	0	0	0	0	0	0	0	0	0.038256	0.439772	0.812576	0.357726	0.002391	0	0.0122773	0.141268	0.381132	0.822106	1.62347	1.38528	0.864849	0.742122	0.340428	0.0866117	0	0.0229137	0.446714	0.630937	0.268881	0.02391	0	0	0	0	0	0	0	0.330189
