	chr2:73077151-73077300	chr2:73077301-73077450	chr2:73077451-73077600	chr2:73077601-73077750	chr2:73077751-73077900	chr2:73077901-73078050	chr2:73078051-73078200	chr2:73078201-73078350	chr2:73078351-73078500	chr2:73078501-73078650	chr2:73078651-73078800	chr2:73078801-73078950	chr2:73078951-73079100	chr2:73079101-73079250	chr2:73079251-73079400	chr2:73079401-73079550	chr2:73079551-73079700	chr2:73079701-73079850	chr2:73079851-73080000	chr2:73080001-73080150	chr2:73080151-73080300	chr2:73080301-73080450	chr2:73080451-73080600	chr2:73080601-73080750	chr2:73080751-73080900	chr2:73080901-73081050	chr2:73081051-73081200	chr2:73081201-73081350	chr2:73081351-73081500	chr2:73081501-73081650	chr2:73081651-73081800	chr2:73081801-73081950	chr2:73081951-73082100	chr2:73082101-73082250	chr2:73082251-73082400	chr2:73082401-73082550	chr2:73082551-73082700	chr2:73082701-73082850	chr2:73082851-73083000	chr2:73083001-73083150	chr2:73083151-73083300	chr2:73083301-73083450	chr2:73083451-73083600	chr2:73083601-73083750	chr2:73083751-73083900	chr2:73083901-73084050	chr2:73084051-73084163	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001017.4.35530d7a-23e1-468e-978a-d33955937d72.fc.signal	2.22798	2.03162	1.67996	1.34129	1.26209	1.97066	1.83245	1.39132	1.70458	1.97681	2.95922	1.88071	2.00842	1.53902	2.2902	2.28197	3.02762	2.94305	2.96194	3.18447	3.95957	3.6594	2.64311	3.61229	3.19236	2.74487	3.24605	3.50552	2.398	2.61326	2.39033	1.5555	0.614763	1.14183	0.490142	0.992462	1.32558	1.94149	1.59629	1.55478	1.84016	1.26519	1.75108	2.36219	1.56511	2.07597	2.03008	0.228448
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0.846171	0.816213	0.705766	1.1289	1.04599	1.11183	1.46862	0.888854	0.593525	0.835825	1.05638	1.14873	1.37531	1.6435	2.7439	2.56647	2.00363	2.89822	3.44316	3.36218	4.17443	4.76275	4.15377	2.67247	3.03793	3.05267	1.93261	0.828069	0.584582	0.558178	0.805477	0.561638	0.770297	0.811738	0.670522	1.31679	1.37216	1.85965	2.21554	2.54557	1.99262	1.01465	1.18203	1.56099	1.96604	2.50053	2.85906	0.307971
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003832.2.b7bbc28f-5370-494d-9da9-9e79564dec6e.fc.signal	0.574572	0.300865	0.520684	0.472716	0.672224	0.414211	0.834264	0.727347	0.240958	0.604632	1.00161	0.847856	0.293833	0.482397	0.373266	0.32418	1.3841	1.09159	0.45471	0.809008	0.583197	0.314727	0.289207	0.221398	0.983251	1.18799	1.73556	0.837567	0.439405	0.390065	0.0678219	0.47358	0.282573	0.456012	0.730208	0.731501	0.638457	0.0938085	0.683839	0.634294	0.290378	0.70707	0.493951	0.445152	0.84636	0.90217	1.04475	0.254386
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	2.00879	0.778944	0.841862	1.07666	1.43504	1.80833	3.3073	1.38715	0.381717	2.96144	5.67294	1.62507	1.6901	1.55517	2.26864	3.25559	3.78344	4.22348	1.81958	3.28173	2.70812	3.07661	5.58222	3.55258	4.5699	2.84718	3.8362	3.60259	2.6777	2.79331	3.5717	2.30044	0.319227	0.0733497	1.90823	2.08866	2.08432	2.18304	1.45563	1.09172	3.03861	2.12293	0.438599	1.76443	1.43236	1.41385	4.43306	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	3.82364	3.56741	2.91187	2.16216	1.18903	2.73485	2.1679	2.8332	3.2792	2.27441	4.64199	4.99707	2.95429	3.19133	3.90909	3.33374	2.66404	6.77328	5.36526	6.58713	5.24935	3.263	3.74577	4.85366	4.28708	2.69855	4.82557	5.00312	5.99063	4.96124	4.54354	3.44897	2.33211	2.17545	1.61086	2.67567	4.00197	3.14901	3.11661	2.50538	3.83659	5.25765	4.1449	3.94522	4.27206	2.98188	2.12034	0.933005
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	3.65917	3.48403	0.511372	0.734265	0.0371371	0	0.482403	3.32305	0.654758	0	0	0	0.373736	0.662586	0.799402	1.23437	1.09515	0.902566	0.881838	0.786437	0.711291	0	0	0.594772	1.71688	1.11825	0	0.296888	2.14837	1.58552	0.31386	0.66642	0.852538	1.58035	1.51197	1.37067	1.46444	0.623077	0.878876	1.65471	0.699546	0.0836794	0.359368	0.920198	0.289917	1.62913	0.863097	0.332143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.58d4d6b8-e8d9-44c0-a8c7-fcdf9403bfe2.fc.signal	1.30388	0.976144	0.739799	0.683948	0.579235	0.975686	1.17165	0.785327	1.25928	1.30651	1.3815	1.71654	1.62443	1.29982	1.38271	2.07906	2.28931	1.29371	1.15291	1.74252	1.73287	1.29537	1.33278	2.13965	1.86161	1.43306	1.63479	1.07329	1.01127	0.985443	0.554875	0.301542	0.367832	0.756926	0.624107	1.25943	1.44022	1.1642	1.50561	0.830986	0.623018	0.744407	1.04671	1.1201	0.880161	0.953228	0.683247	0.461538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.0c600fad-76af-4396-b66d-45cc11ce045a.fc.signal	3.75152	5.916	5.95281	7.413	2.71063	3.2734	4.27748	3.00934	4.8366	4.92172	6.02902	6.62705	3.64691	4.76619	11.4934	8.97487	14.4949	13.2679	7.18072	9.96858	10.659	9.233	14.3692	9.77425	10.5173	7.51357	8.99807	9.60972	4.51319	5.01458	2.45821	1.6799	1.07854	1.29644	2.61676	3.11522	5.28295	5.23985	6.45703	4.96358	4.11462	1.24797	1.58891	2.70362	2.67985	1.38797	1.24387	0.730924
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.b264ae9e-8457-4fbc-9ae1-9ad1d872e973.fc.signal	1.56464	1.401	0.548508	0.690099	0.891017	1.12463	1.36504	1.06846	1.15102	1.42311	1.27282	1.41688	1.39146	1.44328	1.36587	1.3725	1.76163	1.94896	1.89026	1.73008	1.67485	1.68732	1.9932	1.68838	1.54342	1.59579	1.44287	1.1168	0.694154	1.06604	1.87189	1.1557	0.656572	1.32518	1.70723	1.7497	1.58886	1.10082	0.792528	0.901717	1.12932	1.23524	1.27843	1.50116	1.40332	1.46452	1.62389	0.446295
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	3.14605	2.04526	1.6111	1.18938	1.45804	2.09747	1.18663	0.942525	0.744801	1.20304	3.18141	2.87134	1.28622	2.11653	1.58238	1.74416	4.48384	3.34167	2.4974	3.05325	3.64513	4.28618	3.71091	4.40024	4.16736	2.96781	2.03855	2.98988	2.22116	2.32913	2.20403	1.71451	0.407761	0.768557	0.602757	1.15987	1.97014	1.82612	2.81854	1.40264	1.77789	1.638	1.1092	2.18356	2.16716	2.60834	1.36836	0.335968
