	chr10:128112428-128112577	chr10:128112578-128112727	chr10:128112728-128112877	chr10:128112878-128113027	chr10:128113028-128113177	chr10:128113178-128113327	chr10:128113328-128113477	chr10:128113478-128113627	chr10:128113628-128113777	chr10:128113778-128113927	chr10:128113928-128114077	chr10:128114078-128114227	chr10:128114228-128114377	chr10:128114378-128114527	chr10:128114528-128114677	chr10:128114678-128114827	chr10:128114828-128114977	chr10:128114978-128115127	chr10:128115128-128115277	chr10:128115278-128115427	chr10:128115428-128115577	chr10:128115578-128115727	chr10:128115728-128115877	chr10:128115878-128116027	chr10:128116028-128116177	chr10:128116178-128116327	chr10:128116328-128116477	chr10:128116478-128116627	chr10:128116628-128116777	chr10:128116778-128116927	chr10:128116928-128117077	chr10:128117078-128117227	chr10:128117228-128117377	chr10:128117378-128117527	chr10:128117528-128117677	chr10:128117678-128117827	chr10:128117828-128117977	chr10:128117978-128118127	chr10:128118128-128118207	chr10:128118208-128118277	chr10:128118278-128118427	chr10:128118428-128118507	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	2.40998	8.18744	9.06546	1.89909	1.64885	1.83616	1.50057	1.55035	1.55853	5.27613	8.43738	11.4818	16.7592	6.71966	0.298794	0	0.11928	0.422188	0.317336	1.90809	7.404	1.98639	0.255806	0	0	0.172157	0.825067	3.74731	8.39175	4.80284	0.37231	2.00669	9.94976	7.56562	0.581613	0.414406	0.723007	6.84427	9.68897	6.91582	2.05445	0.522115	0.355799
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	6.63634	6.82394	7.26981	8.79493	7.62569	7.04446	8.09959	8.28721	10.646	9.91774	7.13924	7.92261	9.50769	8.45885	9.93034	10.086	7.37716	7.54931	6.8433	5.92259	5.87809	5.7688	7.00289	7.39553	8.50191	10.2998	6.70113	5.78912	4.44582	3.73692	4.89259	6.84718	5.78911	5.51736	7.79592	7.35298	6.13921	4.83168	3.40362	2.24234	1.48357	2.68918	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.80d11420-fb58-4105-8d0b-26addcc06923.fc.signal	0.802701	3.68608	4.28327	1.76185	1.31466	1.61136	0.684143	1.69334	1.99221	0.660601	1.88913	1.3427	3.12558	1.94231	0.030118	0.301774	0.621296	2.50939	0.780502	0.0562315	2.3607	1.42263	1.86689	0.704119	0	1.52323	1.4692	1.35458	0.929171	0	1.01823	1.87314	2.72163	0.0152567	0	0.164905	2.33854	4.74626	2.16418	0.163029	0.571153	0.809144	0.0979899
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.69eb8040-32c4-4c18-85e7-a74953df6c51.fc.signal	2.2333	1.63206	2.19833	1.48096	1.00497	1.4596	1.92757	1.06313	1.25495	1.64054	1.57592	2.80283	2.93718	1.16792	1.45942	1.25368	0.710661	1.91898	2.53193	1.59212	1.75791	1.36424	1.42685	1.62438	0.585193	1.48131	3.28365	1.66538	2.10946	2.00687	0.647567	1.58969	2.84237	1.22475	0.334226	0.716922	2.20067	2.96819	1.69496	0.84393	0.616242	0.910157	0.332757
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000060.3.baf1b6b5-96f6-42d1-907a-07181459fd3c.fc.signal	2.52564	1.49401	2.48231	3.19053	2.8715	2.32821	3.23182	2.68502	1.87814	2.57947	1.80595	1.44088	2.68607	2.31381	1.10174	0.451872	0.346722	0.933815	0.39283	0.408708	1.38935	1.63863	0.719997	2.06127	2.11946	1.0589	2.69551	1.5212	1.02099	0.470362	0.130876	1.42905	1.18485	0.262436	0.346636	0.333595	0.391032	0.534647	0.722125	0.518268	1.15197	2.31637	0.421569
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003404.1.88cb95dd-5a6d-4570-8a21-b967680b5521.fc.signal	0.0942673	0.192871	1.38364	3.9542	2.86977	1.53405	1.95164	0.990277	1.71753	0.946398	1.89743	2.5693	1.31835	0.0301631	0	0	0.323103	0.582905	1.11887	1.13369	0.993256	0.85475	1.28863	0.576923	1.13387	1.09813	1.91739	0.26034	0	0	0	0.295686	2.21886	1.23799	0.182649	0.0298752	1.57839	0.784222	0.0812047	0	0	0	0.0842767
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.fae7194c-2bb7-414d-b747-986b067cce33.fc.signal	20.9783	23.15	22.8578	20.2149	15.8883	21.3137	15.0712	11.359	18.5194	21.5034	21.5978	19.1268	18.1174	18.0241	15.7373	19.1959	21.7796	22.1069	24.0325	17.5634	26.1147	20.8324	24.4382	16.9286	10.2585	15.8043	21.1089	14.7555	9.8244	7.05853	7.59373	6.68457	12.1472	8.95922	6.90589	6.54052	17.4192	15.5811	11.3966	4.52421	4.66139	17.3332	0.528661
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.85a47d94-3c5b-4fa0-8468-515ec8dc5b16.fc.signal	1.28097	0.831979	1.36529	2.44577	2.06084	1.93166	2.63376	1.65259	1.98192	1.47356	1.16938	0.667836	0.761586	0.964208	1.74485	1.45735	1.39011	2.65223	2.92244	2.02718	2.04803	1.78001	1.90858	3.17809	4.82009	2.24349	1.38113	1.38516	0.922826	1.74849	1.23194	1.39347	1.85201	1.43311	1.84993	2.40801	2.26476	1.16776	0.484679	0.347607	0.643492	1.78438	0.913043
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000105.3.fa7c889b-e561-4d9e-9f53-4d27307d9ee3.fc.signal	8.57891	10.5588	14.2705	15.2183	14.0067	7.40121	9.6545	13.0385	12.3098	7.41976	10.1345	13.6782	19.9971	14.2847	11.1872	12.6119	7.85956	6.67894	5.36216	5.2192	10.1877	7.057	8.7171	6.90106	6.45082	8.49424	8.75348	3.54964	3.59891	3.99351	4.96915	5.92774	3.91318	2.32151	1.67572	2.8091	9.15165	8.17269	1.94356	0.11193	1.78298	5.36317	0.509542
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	2.88593	3.8918	5.45304	5.75549	5.09775	4.3205	4.99646	5.97933	5.59899	7.87194	7.3157	5.23549	4.42773	4.92893	3.03919	4.85848	3.47838	4.69401	4.32278	6.05169	4.43336	5.01399	7.18318	3.74284	2.10439	2.01117	2.9319	3.82184	2.0713	1.55857	2.04836	3.23979	4.10382	2.36457	1.93872	2.21183	3.23065	2.58523	0.683827	0.315437	1.06428	2.44766	0.459893
