	chr2:15939448-15939597	chr2:15939598-15939747	chr2:15939748-15939897	chr2:15939898-15940047	chr2:15940048-15940197	chr2:15940198-15940347	chr2:15940348-15940497	chr2:15940498-15940647	chr2:15940648-15940797	chr2:15940798-15940947	chr2:15940948-15941097	chr2:15941098-15941247	chr2:15941248-15941397	chr2:15941398-15941547	chr2:15941548-15941697	chr2:15941698-15941787	chr2:15941788-15941847	chr2:15941848-15941997	chr2:15941998-15942147	chr2:15942148-15942297	chr2:15942298-15942447	chr2:15942448-15942597	chr2:15942598-15942657	chr2:15942658-15942747	chr2:15942748-15942897	chr2:15942898-15943007	chr2:15943008-15943047	chr2:15943048-15943197	chr2:15943198-15943347	chr2:15943348-15943437	chr2:15943438-15943497	chr2:15943498-15943647	chr2:15943648-15943797	chr2:15943798-15943947	chr2:15943948-15944097	chr2:15944098-15944247	chr2:15944248-15944397	chr2:15944398-15944547	chr2:15944548-15944697	chr2:15944698-15944847	chr2:15944848-15944997	chr2:15944998-15945147	chr2:15945148-15945297	chr2:15945298-15945354	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.b3b3b801-4bf3-4e6f-974d-5cca823d1b91.fc.signal	0.069395	0.129345	0.0556685	0.0824738	0.0987603	0.13206	0.0273223	0.0625516	0.140399	0.174993	0.193497	0.593364	0.460895	0.219349	0.279884	0.172706	0.351804	0.85021	1.08861	0.820862	0.987941	0.5823	0.540105	0.786513	1.41124	1.75192	1.68412	1.80424	1.39234	0.601142	0.805259	2.10619	2.79468	2.00794	0.752612	0.349998	0.0108274	0	0	0.0631753	0.359917	2.51285	3.01409	1.30355	0.408983
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.823ac744-5eeb-40f9-9f65-c42b0b5130dc.fc.signal	0	0	0	1.32663	1.39448	0.45478	0.217071	1.57261	1.65407	2.25299	1.17744	0	0.788138	3.36461	4.42081	0.597528	0.264806	1.95775	4.99959	2.21828	1.31139	4.05703	4.21665	3.38295	2.08987	2.00252	4.65238	4.59246	7.14762	9.68278	8.12782	5.9156	3.55667	3.21136	3.04865	5.64197	7.09644	3.38295	2.42743	7.83881	4.58141	2.64596	3.65445	6.68592	0.381024
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.123ef280-d4ea-4ca0-978c-a10942825cc4.fc.signal	0.0786803	0.0426924	0.163447	0.219419	0.121683	0.0116089	0	0.123631	0.406016	0.534356	0.760889	0.879717	0.67884	0.415642	0.0517229	0	0	0.198475	1.17318	1.4722	1.28048	0.41836	0.0351093	0.367756	0.905072	0.601735	0.293706	0.663909	1.13268	0.855894	0.52432	0.778995	1.52417	0.910807	0.474776	0.773304	0.600884	0.0257676	1.13873	2.46662	2.44792	2.67349	1.54799	1.74622	0.343014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003838.5.37ca9b25-a545-471a-8ba7-6b638b12b7dd.fc.signal	0.0657317	0	0.0203443	0.241712	0.423875	0.248608	0.0671297	0	0	0.003169	0.231898	0.367912	0.17688	0.144769	0.10698	0.113087	0.199547	0.348044	0.720271	1.18737	0.840392	0.368676	0.327299	0.432424	1.02144	1.14231	0.806773	0.827692	1.03892	0.605838	0.271316	0.768258	1.46844	2.28998	1.65717	1.93746	1.83501	1.72329	1.96737	2.57859	2.55756	2.0417	2.87349	3.11434	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.85a47d94-3c5b-4fa0-8468-515ec8dc5b16.fc.signal	0.0909582	0.0776397	0.273988	0.01174	0	0	0	0	0.0303283	0.146168	0.177082	0.46961	0.307206	0.632996	0.58408	0	0	0.020545	0.713221	1.10847	0.505808	0	0	0	0.331662	1.23461	1.18577	0.74121	1.43383	1.60124	1.11532	0.792469	1.5546	1.81742	1.29796	2.23408	3.8703	3.78808	2.21655	1.9475	2.0999	1.91145	1.74591	1.46371	0.638765
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.72ced85f-cc3d-4155-864f-c88e943e41cd.fc.signal	0.1982	0.223389	0.004628	0	0.208259	0.618599	0.327043	0.111072	0.157349	0.816061	0.411885	0.246826	0.539925	0.856169	1.00889	0.123411	0.242969	0.854626	1.51797	2.78457	2.13816	0.455079	0.840743	1.13128	2.68119	5.93653	6.20113	5.90539	3.5914	1.79378	1.50305	2.61331	3.21061	3.94686	4.81744	5.43378	4.93276	3.07217	2.45117	4.76887	4.24112	2.13848	2.69426	3.67064	0.313146
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.0c600fad-76af-4396-b66d-45cc11ce045a.fc.signal	0.143368	0	0	0.266614	0.420217	0	0	0	0.140359	0.430351	0	0	0	0.440028	0.639253	1.21997	1.84774	0.534531	1.81787	3.69356	2.40386	0.87545	2.81189	4.75291	4.95838	5.35254	5.82153	3.2155	3.90749	3.26113	2.30406	1.17277	6.25737	6.96829	6.53872	4.31431	6.09684	4.48725	4.24472	3.49234	4.03669	2.89222	5.09586	10.4675	0.27551
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.f1456df1-a617-44a6-a060-cb29786302bd.fc.signal	0.29459	0.305338	0.0359103	0.141113	0.158373	0.23445	0.229884	0.0387627	0.133156	0.110062	0.303731	0.186377	0.206251	0.0680299	0.108192	0.345706	0.542963	0.831166	1.27125	1.55895	1.44093	0.347159	0.413667	0.499127	0.739748	1.26199	1.93024	1.21446	1.37212	0.185451	0.347279	1.00343	1.51184	1.65769	1.52383	1.82287	2.14889	1.45234	1.37028	3.00169	1.22189	1.66573	1.91023	1.0953	0.479508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.44df7b1b-5968-426b-8cea-e4fad8f3b32b.fc.signal	0.565579	0.915219	0.292919	0	0	0.293772	0	0	0	0.379171	0.703821	0	0.324205	0.390688	0.438826	0	0	0	2.10354	0.957212	0.991917	0.228409	1.4242	1.03072	1.52153	2.25448	1.97479	4.99981	0.672992	1.22394	1.48064	0.551435	1.85063	4.24427	1.73891	3.91005	3.18765	1.89002	2.86537	3.71468	3.06201	1.81855	1.69888	0.880985	0.415771
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.d29b7bc4-75ef-437b-ab43-12a3fcfc38d5.fc.signal	1.30581	0.524352	0.630323	0.347964	0	0	0	0.183139	0.747516	0.560617	0.0314064	0	0	0	0	0	0	0.136076	0.379757	0.137059	0.394307	0.199249	0	0	0.09597	0.66195	0.995006	0.311494	0.013116	0	0	0.0967297	0.24587	0.502501	1.24291	0.379486	0.423118	0.574919	2.63764	2.87819	0.65896	1.214	2.1701	0.907835	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.8a1df20e-6fe2-48ae-99b1-96a1bc85ea8d.fc.signal	0	0.251223	1.09074	0.805196	0.589653	0.201609	0.353907	0	0	0.402992	0.67306	0.869331	1.23263	0.423794	0.756471	0.682086	0.886947	1.80344	1.85656	2.52591	5.26023	3.46533	3.66036	5.41436	4.33633	1.90394	2.17867	2.3593	3.86438	1.91292	1.43655	2.11532	5.40843	4.92647	1.68091	2.45027	1.75097	1.49805	2.50013	2.00536	1.33683	0.54017	2.00141	2.25587	0.36253
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	0.543262	0.0188235	0.0232571	0.330133	0.487414	0.354467	0.266974	0	0	0	0	0.0299087	0.331242	0.00442907	0	0	0	0	0.198279	0.16726	0	0	0	0	0	0.456277	0.581258	0.548362	0.364854	0.284362	0.00879467	0.102528	0.80799	0.840758	0.0443099	0.153177	0.795479	0.737143	0.351139	0.636083	0.425404	0.599047	1.1271	1.956	0.219101
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.bb1bb2b2-42c2-4f18-8e8f-61e82ab17b84.fc.signal	0.310049	0.430048	0.364685	0.505514	0.544322	0.701849	0.199568	0.384422	0.518345	0.440273	0.792115	0.894681	0.657355	0.611252	0.358864	0.0419433	0.12583	0.534965	0.837633	1.82287	1.73417	2.01993	2.00192	1.82089	2.23625	2.50745	1.97779	1.06907	1.12271	0.574357	0.991511	1.71029	2.3834	1.65968	1.47858	1.63933	2.24247	4.13515	4.1171	4.47573	3.28101	3.08564	2.60266	3.25376	0.960688
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.4d89e710-5a41-461f-91a2-bc627bddca0a.fc.signal	0.477959	0.162597	0.261694	0.159411	0.105145	0	0.0999997	0.275353	0.006942	0	0	0	0.176673	0.210559	0.196957	0.0458286	0.07449	0.0314105	0.224971	0.475101	0.494491	0.267897	0.34513	0.418004	0.273316	0.207882	0.212297	0.465437	0.417304	0.370759	0.42059	0.271775	0.702004	1.001	0.839615	0.430174	0.745346	0.769264	1.61823	1.66222	1.6892	2.778	2.32265	1.07038	0.615385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000339.2.39f2a04f-5ab3-46a3-91a8-91641dbab08a.fc.signal	0.302649	0.800209	0.597013	0.249223	0.0178393	0.0573201	0.151874	0.362032	0.457377	0.504955	0.569701	0.448607	0.928781	0.473022	0.137865	0.371716	0.317648	0.417823	1.34541	1.00497	0.729018	0.570082	0.511419	0.410764	0.654892	1.36866	0.947855	0.587526	0.977765	1.6455	2.00118	2.39957	1.8166	0.809452	1.22887	2.44897	2.79758	2.32995	2.65394	2.94349	1.25742	0.873129	0.708848	1.87753	0.315341
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.ed39a30d-e8d4-4be8-8a48-6338c0cdb04b.fc.signal	0.674494	0.747893	0.614473	0.357108	0.359883	0.599143	0.778566	0.381616	0.636305	0.970889	0.866612	1.28508	0.92681	0.587351	1.07365	0.320488	0.21838	1.79651	1.69596	2.16094	3.79611	2.32962	2.15085	2.70134	2.80011	2.6807	1.1882	2.49346	1.3493	0.540906	1.15774	2.01613	3.36598	2.99249	1.63799	1.42193	2.17084	0.342304	0.646275	2.61709	0.996538	1.2804	1.47467	1.6754	0.370849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83e601b8-bef8-49e1-b42e-c29a56e1ac1c.fc.signal	0.306092	0.337199	0.562594	0.627031	0.670509	0.539857	0.21991	0.114069	0.465602	1.00209	0.92854	1.52232	0.458159	0.147078	0.201032	0.0236273	0.182197	0.302955	0.282033	0.2301	0.0891088	0.0945093	0	0.0112511	0.275987	0.463799	0.382106	0.23883	0.277305	0.241755	0.480784	1.0099	1.02076	0.712144	0.579846	0.299627	0.314645	0.818888	1.90896	1.45174	1.02236	1.20451	1.27402	1.1365	0.97242
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.5501f5e6-6354-4e9f-82a5-be852033207e.fc.signal	0.108827	0.185989	0.183779	0.137957	0	0	0.0353152	0.161135	0.308	0.489557	0.365947	0.2572	0.363188	0.358773	0.197037	0.0266714	0	0	0	0	0	0	0	0.0202337	0.229076	0.313121	0.240088	0.0960148	0.172741	0.424446	0.543016	0.379138	0.322402	0.348922	0.269739	0.356863	0.48144	0.597406	0.723619	0.851353	0.737529	1.44074	1.88334	1.51367	0.886207
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000260.2.3ac826bb-c219-4eb4-ae1e-412d5ac0b154.fc.signal	0	0	0.0676941	0.997486	0.170193	0.91126	1.35611	1.42088	0.276017	1.5668	0.28693	0.518574	0.215451	0.801935	0.904865	0.496508	0.801636	1.10859	0.433371	2.80171	1.77444	0.765697	0	0	0.590125	1.15846	1.96489	1.34675	0.468809	0.97608	0.629807	2.15185	2.12913	0.861406	2.72495	1.15308	1.38206	1.98301	2.77186	1.46164	1.08843	0	0	0	0.267303
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.a1a38b0a-4e6e-499f-9d4a-f9ed2dd3bf97.fc.signal	0	0	0	0	0	0	0	0	0	0.129072	0.266554	0.0172619	0.0203996	0.140565	0.0540869	0	0	0.0627707	0.14856	0.054922	0.133389	0.0460299	0.0287687	0.251956	0.619341	0.677642	0.668902	0.309145	0.0162151	0.0869682	0.220206	0.234148	0.195804	0.657868	1.06333	0.75539	1.98882	2.41031	1.99262	2.13721	2.24647	2.50496	3.17556	3.00352	0.931818
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.21819112-b709-4256-a74d-0e6ec96e0be8.fc.signal	0	0	0	0	0	0	0	0	0	0.0527072	0.47421	0.343612	0.00768647	0.238184	0.200866	0.0201312	0.233297	0.61141	0.990078	0.927526	0.235988	0.20306	0	0.316518	0.932989	1.30671	1.38714	0.960434	2.0361	1.83303	1.24857	1.89164	1.34672	2.48766	3.31302	3.29513	5.03274	5.50145	4.3912	4.42008	4.88752	4.59583	3.88894	2.74413	0.800153
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000348.2.49890929-0215-4581-a0a6-6082ef7a066c.fc.signal	0.0567501	0.611416	0.789273	0.406619	0.518856	0.806069	0.296874	0.496232	0.7672	0.876166	1.02698	1.79699	0.873821	1.30004	0.972162	0.742126	0.687697	1.35537	1.59368	1.45447	2.9988	3.10947	1.20393	0.757934	1.27812	2.57807	2.30595	1.72276	2.639	3.51782	2.98216	3.06118	4.02966	2.67859	2.02912	2.56327	3.0413	3.43485	4.57336	5.69393	4.72747	1.73985	2.0556	1.56524	0.239929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000277.2.32f96f36-e33f-4e3d-b54e-16162d591510.fc.signal	0	0.305198	0.149308	0.551418	0.789777	0.426226	0.558626	1.03299	0.571092	0.474372	0.739204	1.21842	0.618819	1.31475	0.657352	0.477942	0.444177	0.845122	1.65422	2.80281	4.65689	5.27573	4.12955	2.95771	3.12545	2.5677	1.94134	1.98651	3.21698	2.41995	3.28074	4.70655	2.99543	3.97305	2.57012	3.37368	3.96127	3.62969	5.2059	6.0342	2.63957	2.34772	4.72912	6.56466	0.349131
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.8ee3bcc0-0a54-4209-87cf-967cca7d6071.fc.signal	0.0497275	0.0949078	0.0228056	0.000633	0.0414085	0.0962015	0.0932728	0.105079	0.216431	0.244827	0.134179	0.201741	0.160143	0.0624978	0.0635317	0.0394338	0.112258	0.169924	0.153048	0.211953	0.224224	0.0906858	0	0.0763207	0.174912	0.171205	0.143616	0.194893	0.200286	0.0588769	0.0172063	0.0318409	0.131381	0.34341	0.376253	0.249288	0.245297	0.344236	0.198439	0.437804	0.309506	0.345624	0.87977	0.926236	0.468504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.1ec30665-e127-479e-9308-683342038ede.fc.signal	1.41888	0.726295	0.689184	0.629154	0.852507	1.2396	0.67636	1.02452	0.719469	0.309396	0.539149	1.47029	0.810871	0.659422	0.758668	1.01085	1.5329	1.42755	1.94188	3.07607	2.15732	1.8953	1.73939	2.03232	2.54021	2.40322	3.25304	3.42045	2.67163	1.08751	1.07927	1.14987	2.20129	3.52976	2.26878	2.00362	2.31144	2.26791	2.63887	2.31265	1.92697	2.70864	5.07151	5.06936	0.46148
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.2cafda9b-dfc1-4231-8ed9-6249d923a6a9.fc.signal	0.401615	0.591747	0.898233	1.02972	0.497238	0.538118	0.170339	0.00745853	0.160013	0.281092	0.0519535	0	0.184014	0.28847	0.0286859	0	0	0	0.0613895	0.138837	0.0510623	0	0	0.00286867	0.293633	0.265131	0.047333	0	0.107857	0.235147	0.315413	0.695671	1.22929	1.6522	1.22241	0.833811	0.868791	0.737339	1.05303	1.60102	0.708306	0.686491	0.940016	1.26478	0.921384
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004728.1.12642e26-117b-4636-816e-4fbed6d5c0a2.fc.signal	0.669513	0.327605	0.445418	0.302195	0.0432008	0.757422	0.532394	0.328536	0.503899	0.889341	0.807246	0.59356	0.324857	0.73934	0.892583	0.408022	0.47382	0.484972	0.10424	0.675071	1.16693	0.408988	0.347468	0.173734	0.163219	0.387266	0.478543	0.389066	0.618996	0.224486	0	0.140984	0.249006	0.11842	0.513509	0.342366	0.595298	0.654418	1.45453	0.566519	0.499166	1.22635	2.1318	1.51933	0.677758
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.66fe7e60-cc70-422a-8d7c-594c9a55eec8.fc.signal	0.377468	0.213974	0.370925	0.442717	0.215376	0.204091	0.783731	0.317584	0	0	0.454598	0.161532	0.266229	0.909458	0.367956	0	0	0.239307	0.714989	0.499553	0.520492	0	0	0	0.207613	0.689366	1.27015	0.717599	0.932352	1.12882	0.415701	0.642219	0.470973	0.356897	0.344279	0.0292823	0	0.650426	1.17029	1.77374	0.705982	0.81178	1.85894	1.2373	0.463087
