	chr6:25859296-25859445	chr6:25859446-25859525	chr6:25859526-25859595	chr6:25859596-25859745	chr6:25859746-25859895	chr6:25859896-25860045	chr6:25860046-25860195	chr6:25860196-25860345	chr6:25860346-25860445	chr6:25860446-25860495	chr6:25860496-25860645	chr6:25860646-25860795	chr6:25860796-25860945	chr6:25860946-25861095	chr6:25861096-25861245	chr6:25861246-25861395	chr6:25861396-25861545	chr6:25861546-25861695	chr6:25861696-25861845	chr6:25861846-25861995	chr6:25861996-25862075	chr6:25862076-25862145	chr6:25862146-25862295	chr6:25862296-25862395	chr6:25862396-25862445	chr6:25862446-25862525	chr6:25862526-25862595	chr6:25862596-25862745	chr6:25862746-25862825	chr6:25862826-25862895	chr6:25862896-25863045	chr6:25863046-25863195	chr6:25863196-25863345	chr6:25863346-25863425	chr6:25863426-25863495	chr6:25863496-25863645	chr6:25863646-25863795	chr6:25863796-25863845	chr6:25863846-25863945	chr6:25863946-25864095	chr6:25864096-25864245	chr6:25864246-25864395	chr6:25864396-25864529	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003819.1.e6af9ec0-8b4b-4624-8b3a-51f86f371f0f.fc.signal	2.87496	2.88563	2.83666	2.39745	1.82807	1.50351	1.64958	2.20162	1.61956	1.53025	2.09196	2.06046	2.09644	2.7297	2.70822	1.98112	2.56213	3.09001	2.44142	2.73676	2.17653	1.6091	1.35256	1.01123	0.748399	0.472081	0.340319	0.224636	0.0500969	0	0.0573251	0.0994713	0.0104639	0.129749	0.199018	0.229443	0.401628	0.552343	0.346223	0.311327	0.617288	0.760493	0.287065	0.45
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.de511913-2cf9-43ba-9705-d5ac577dfa6f.fc.signal	0.274235	1.11352	1.98954	1.80526	1.33636	0.652608	0.497546	0.905738	1.3144	2.03726	2.40751	1.89935	0.336061	1.03073	1.70019	0.90504	1.67705	1.68089	1.15227	0.811136	0.962215	0.853115	0.686404	0.87629	0.978579	0.781484	0.122509	0.268113	0.524632	0.147601	0.499233	1.06297	0.645173	0.799522	1.46167	1.52101	1.25704	1.03179	1.6226	0.909289	1.27504	0.851822	0.703456	0.65687
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.15a517d0-8389-43f7-9ce5-66c163ab4bf7.fc.signal	1.73354	1.71124	1.44636	1.21704	1.1186	1.0513	0.852558	0.752397	0.842465	0.848192	0.823968	1.11725	1.24613	1.86215	1.21975	0.406467	1.13791	1.57942	0.8163	1.27983	0.72606	0.66466	1.411	1.30274	1.20282	1.05232	1.35209	1.22697	0.496736	0.225518	0.476982	0.894544	0.567659	0.514897	0.595179	0.575524	0.89323	1.29329	1.9332	1.7643	0.673583	0.632252	1.02543	0.168274
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.6691e14a-7458-41f2-935d-5eff68a0a0fe.fc.signal	0.948731	0.684713	1.73266	1.68929	1.05619	0.922397	0.633239	0.94832	0.842991	0.802014	1.40878	1.27834	1.26371	2.28568	2.16865	1.18785	2.44296	2.66832	2.57475	2.33292	2.12862	1.44052	1.46633	1.77403	1.26606	0.814763	0.622532	0.0615865	0.0836085	0.266453	0.292062	0	0	0.189048	0.681658	0.688902	0.501879	0.469737	0.492542	0.11549	0.414373	0.725837	0.481896	0.540541
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.dbb73ee4-8810-4120-8cbd-bc932140ca51.fc.signal	0.938386	0.954019	1.0024	1.11889	1.0422	1.51051	1.78275	1.51915	1.79208	1.73369	1.63408	1.04585	1.05084	1.28146	1.12335	0.844987	1.69536	2.02605	2.67547	1.90027	1.34332	1.27997	1.15925	0.869867	0.699872	0.655316	0.514152	0.361816	0.202935	0.115478	0.180863	0.30694	0.0627865	0.05322	0.119012	0.20752	0.0590958	0	0	0.336831	0.446264	0.214676	0.124023	0.349246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.3cf78ad3-7b65-4d3f-ad1a-54ef36e9f84b.fc.signal	0.756003	0.647144	1.69933	0.946401	1.51203	4.17203	2.70064	1.82646	1.77159	4.81848	3.87023	2.57674	5.0071	1.42723	0.893713	1.45527	0.787887	2.51416	1.05312	3.30201	3.10677	2.30829	2.64747	1.657	0.986965	0.814296	0	0.236909	1.33241	1.01434	0	0	0	0	0	0	0	0.304797	1.05634	0.32888	0.775712	1.22745	0.559368	0.388601
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001878.2.0c107f79-35ef-4ad5-a762-22192d0ee4c1.fc.signal	1.86423	3.09025	5.52989	5.85459	6.87831	3.31158	2.32526	4.30494	2.68456	1.57409	1.55309	3.54134	3.88619	4.55256	2.99032	1.65075	2.59852	3.06399	3.60522	2.869	3.00111	1.43483	2.0339	2.65354	2.01242	2.34751	2.24386	1.59665	0.671079	1.13396	1.23199	0.675391	0.149094	0	0.341608	0.674837	0.789712	0.733798	1.44602	1.87049	1.52826	1.8774	1.66358	0.451515
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003810.1.e1477c7f-dd1a-410b-b9aa-d42121abe54b.fc.signal	2.80793	2.39003	3.58054	4.79097	3.53575	3.80738	1.78819	1.88396	3.23413	3.046	3.03839	3.29051	4.48974	4.57635	4.93985	3.84515	2.92797	3.48385	2.75774	2.13811	1.94576	2.09498	2.28906	1.93001	1.22826	0.742281	0.510118	0.690296	0.56105	0.258821	0.452824	0.176875	0.236036	0.42355	0.472496	0.437363	0.501391	0.413811	0.34908	0.190664	0.408337	0.837497	1.13627	0.563551
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003809.1.4a2441ca-55cf-47d7-babd-5b4be2878b1b.fc.signal	1.0711	1.12507	1.10716	1.72527	2.02222	1.18043	1.39452	1.94184	1.73506	1.34608	1.87627	3.4858	3.36659	1.69839	1.13399	1.5032	1.48422	2.02201	1.96833	1.54879	2.00385	1.87101	1.22456	0.684989	0.624419	0.397539	0.328504	0.236186	0.128924	0.0464023	0	0	0	0	0	0	0	0	0.0978557	0.261696	0.523063	0.307282	0.0422231	0.462929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.366ce028-dbb5-4000-adeb-5cae508bdd78.fc.signal	3.67694	3.79803	3.49878	3.35169	3.31055	3.85794	2.78949	3.19785	3.87243	4.2672	5.21874	3.60318	2.88983	3.87727	2.77792	3.08941	3.71197	5.05018	5.4833	5.68601	4.12123	2.64427	2.75514	3.08104	1.94469	1.06397	0.68703	0.710577	0.543933	0.403181	0.303938	0.52751	0.352885	0.466341	0.334263	0.289511	0.271062	0.283649	0.443905	0.551888	0.784585	1.00231	0.85536	0.495939
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.15fff734-a78a-4288-8d11-37559fec46b7.fc.signal	2.00769	1.96463	2.62989	2.7234	2.4341	2.41632	1.56448	2.43403	3.37965	3.03992	2.08126	1.87143	2.58598	3.03649	2.41308	2.62367	2.91261	4.63473	5.06262	4.46132	2.8375	1.82048	1.64111	1.46982	1.48725	1.25987	0.640457	0.542113	0.573883	0.230751	0.25746	0.782957	0.466655	0.430919	0.501705	0.306574	0.479433	0.593005	0.37703	0.542124	1.37853	1.23791	0.741357	0.495402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001902.1.a7b50190-d657-4fdf-9077-238ae0258fec.fc.signal	2.2405	1.86433	1.74404	2.00041	2.74889	1.87503	1.7847	1.85319	1.87645	2.82891	3.32227	1.79707	1.90055	2.50985	2.63339	2.70989	3.22031	4.98414	3.22619	4.11699	3.21323	1.66148	1.46516	1.06761	0.686673	0.538389	0.142426	0.0596097	0.146375	0.266654	0.165366	0.245054	0.332465	0.523496	0.385047	0.324102	0.541273	0.591021	0.713885	0.920665	1.04625	1.36282	1.02588	0.353427
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.c1524f24-74eb-4d09-9bfc-c896eff5d9f6.fc.signal	1.76849	3.19344	2.59106	1.67275	1.72883	1.84326	2.29145	2.39854	2.00641	2.3835	3.88436	3.13348	2.51423	2.40127	1.86607	1.62068	1.84111	2.20856	2.45569	3.2397	3.13758	2.42081	2.21538	1.79605	0.795659	0.509607	0.19097	0.159272	0.0291221	0	0.100492	0.506697	0.299265	0.470513	0.482499	0.123718	0	0	0.0364852	0.591124	0.949932	0.508567	0.23509	0.484396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.d45a4b8e-b4ad-4615-86f1-8880954ce942.fc.signal	0.594571	0.949239	1.77715	2.24046	2.391	2.07965	1.53505	1.90954	1.6111	1.84892	1.52472	0.782873	2.00985	1.51679	1.39144	1.23758	1.21824	1.6593	2.1422	1.66983	1.50025	1.33717	1.27595	1.14195	0.772964	0.482136	0.530253	0.394994	0.320055	0.289533	0.194132	0.264895	0.530375	0.785081	0.509742	0.263315	0.611698	0.374218	0.614139	0.454488	0.288509	0.209978	0.3642	0.272059
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.69bb961e-8a87-48cd-a441-045b27001aeb.fc.signal	1.44674	1.43374	1.22994	1.19869	1.53004	1.44084	0.923437	1.99602	1.20764	0.827643	1.77183	1.59267	1.41966	1.64028	1.5254	1.67041	1.43565	1.8715	2.61454	1.9632	1.82433	2.16027	1.57383	1.22969	1.29311	0.65111	0.978604	0.924295	0.215393	0.451128	0.601343	0.752182	0.696242	0.999767	0.682184	0.452133	0.226744	0.0105872	0.663858	0.977086	0.989	1.07776	0.490228	0.368836
