	chr2:95173688-95173837	chr2:95173838-95173987	chr2:95173988-95174137	chr2:95174138-95174287	chr2:95174288-95174437	chr2:95174438-95174587	chr2:95174588-95174737	chr2:95174738-95174887	chr2:95174888-95175037	chr2:95175038-95175187	chr2:95175188-95175337	chr2:95175338-95175487	chr2:95175488-95175637	chr2:95175638-95175787	chr2:95175788-95175937	chr2:95175938-95176087	chr2:95176088-95176237	chr2:95176238-95176387	chr2:95176388-95176537	chr2:95176538-95176687	chr2:95176688-95176837	chr2:95176838-95176987	chr2:95176988-95177137	chr2:95177138-95177287	chr2:95177288-95177437	chr2:95177438-95177587	chr2:95177588-95177737	chr2:95177738-95177807	chr2:95177808-95177887	chr2:95177888-95178037	chr2:95178038-95178187	chr2:95178188-95178337	chr2:95178338-95178487	chr2:95178488-95178637	chr2:95178638-95178759	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.02539	0.882429	0.780869	0.348183	1.24879	0.779412	0.331733	0.240221	1.14243	0.854856	0.583256	0.202326	0.541064	0.526246	1.03996	1.05016	0.746337	0.598758	1.00865	1.13942	0.52833	0.5427	0.726385	0.352619	0.545157	1.25959	1.08853	1.73745	2.21414	1.7449	0.0985871	0.669894	1.12353	0.375333	0.116678	0.450382
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0.158256	0.202437	0.844705	0.882305	0.357522	0.273469	0.422292	0.183611	0.841965	0.500269	0.604597	0.199718	0.496373	0.582487	0.0881419	0.26567	1.73626	0.465538	0.57042	0.422245	0.233687	1.49264	1.61737	0.747427	0.932963	1.05323	0.932021	0.515641	0	0.252617	0.250815	0	0.122434	0.560794
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.499634	0	0	0	0.351679	0.719309	0.108838	0	0	0	0	0.38546	0.502668	0	0	0.201157	0.318901	0.369807	0.135095	0.700116	0.235741	0	0	0	0.0378557	0.314321	0.0124213	0	0	0	0.746289	0.165004	0	0	0.445291	0.445455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.177711	0.125103	0.388062	0.0714597	0.274129	0.1704	0.272566	0	0	0	0.0333933	0.700208	0.518852	0.574076	0.00394913	0	0	0.26837	0.121327	0.275955	0.291127	0	0	0.679021	0.610111	0.80176	0	0	0	0	0	0	0	0	0	0.4875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.792856	0.597892	0.588176	0.136988	0.192305	0.194891	0.778752	0.274764	0.283776	0.320286	0.0971122	0.125481	0.401239	1.18915	0.26295	0.0852539	0.518887	0.777005	1.18341	1.19839	1.15894	0.381341	0.012531	0.028718	0.329514	0.292745	0.218619	0.192943	0.194118	0.0760969	0.133028	0.544658	0.601133	0.278813	0.209405	0.607735
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0	0.129507	0.764317	0.169491	1.19209	0.907066	0.74301	2.26081	0.62159	0.611162	0.220246	0.455082	0.921333	2.47455	0.68748	0.889077	1.29571	0.460808	1.58457	0.949033	0.970232	0.696508	1.08002	1.5978	1.19524	1.05518	0.543741	0.626064	1.11312	1.66849	1.6676	1.66257	3.15629	2.02221	0.231675	0.646154
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0.215178	0	0	0	0	0	0	0	0	1.38744	1.27324	0.351478	0	0.0195007	1.21042	0.211593	0	1.77832	0.788408	0	0	0	0	1.47626	0.562281	0	0	0	0	0	0	0.153919	0.890346	0.0234253	1.38961	0.661538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0	0.193781	0.581341	0.59496	0	0	0	0	0.601593	0.524204	0.619586	0.928247	1.44744	0.947565	0.380271	0.364954	0.0782034	0.378797	0.705788	1.16657	1.31258	1.64265	0.327113	0	0.18015	0.53097	0	0.157422	0.35547	0.330261	0.626031	0.547082	0.735448	0.412657	0.142718	0.244131
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0.108412	1.33996	0.856661	1.35952	0.68087	0	0	0	0.213695	0.940486	0	1.65821	2.66891	2.46179	2.14879	0.457975	2.71306	0.895331	0	0.483156	1.07893	0.530546	0.713394	0.602757	0.0109407	0.209724	0.807393	0.0581709	0	1.26804	1.23759	0.589239	0.42
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.316585	0.401394	0.171841	0.659823	1.95356	1.14472	0.959793	1.31132	0.837527	0.209798	0.419015	0.529071	0.805841	0.485755	0.483609	1.4014	1.00618	0.474356	0.591967	0.580251	0.604206	0.39926	0.0137258	0.010736	0.537963	0.811899	0.941066	1.20354	1.21783	2.31705	2.13191	1.94932	1.8478	1.60005	0.796312	0.425
