	chr1:26291705-26291854	chr1:26291855-26292004	chr1:26292005-26292154	chr1:26292155-26292304	chr1:26292305-26292454	chr1:26292455-26292604	chr1:26292605-26292684	chr1:26292685-26292754	chr1:26292755-26292834	chr1:26292835-26292904	chr1:26292905-26293054	chr1:26293055-26293204	chr1:26293205-26293354	chr1:26293355-26293504	chr1:26293505-26293654	chr1:26293655-26293804	chr1:26293805-26293954	chr1:26293955-26294104	chr1:26294105-26294254	chr1:26294255-26294404	chr1:26294405-26294554	chr1:26294555-26294704	chr1:26294705-26294854	chr1:26294855-26295004	chr1:26295005-26295154	chr1:26295155-26295304	chr1:26295305-26295454	chr1:26295455-26295604	chr1:26295605-26295754	chr1:26295755-26295904	chr1:26295905-26296054	chr1:26296055-26296204	chr1:26296205-26296354	chr1:26296355-26296504	chr1:26296505-26296654	chr1:26296655-26296804	chr1:26296805-26296831	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	3.05106	1.97426	1.91004	1.8729	2.11014	0.341765	0.200895	0.426709	0.827832	1.27175	0.834081	0.548887	0.870206	0.595106	0.666731	0.740706	1.45333	0.800606	0.970872	1.05437	0.465394	0.698061	0.89593	1.64819	0.717519	0.691837	1.24821	1.41884	1.12469	0.637255	0.823115	1.5221	1.99216	0.886041	0.564477	1.0983	1.04129	0.789116
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.66147	1.55328	0.756554	0.246633	1.64505	0.580021	0.412435	0.521904	1.04999	1.56576	1.15541	0.346319	1.43109	1.33368	1.51171	0.690078	0.712842	1.61316	1.05342	1.36755	0.479568	0.804808	1.29202	0.827084	1.20617	1.30895	0.818663	0.378936	0.855357	0.560663	0.528566	0.283722	0.375015	1.19596	0.626508	1.2821	1.0076	0.547297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.467867	0.0111308	0.827207	0.348669	0	0.0241167	0.532027	0.544442	0.0591324	0	0.363491	0.751146	0.0723274	0	0	0.153939	1.15232	1.60145	1.01566	0.255963	0.88656	1.67853	0.284989	0	0	0	0	0	0.465976	0.0826332	0	0	0.69923	0.936591	0.144697	0	0	0.823413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	1.20149	0.660798	0.415481	0.115938	0.835138	0.259619	0	0	0	0	0.0961282	0.365543	0	0.476754	0.172729	0	0	0.014196	0.400925	0.557479	0.129949	0	0.335529	0.589377	0.844442	0.658962	0.00709733	0	0	0	0	0	0.364432	0.101732	0.044954	0.498473	0.12882	0.660529
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.362717	0.390387	0.119079	0.140225	0.729044	0.273863	0	0	0	0.0696577	0.535214	0.46538	0.28756	0.387431	0.455157	0.596513	0.948443	0.518557	0.216296	0.15697	0.0771431	0.173388	0.178842	0.696456	0.205081	0	0.118775	0.288401	0.0862684	0.474283	0.529433	0.252344	0.0907309	0	0.238685	0.614021	0.423774	0.917241
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.146133	0	0	0.401063	0.106627	0	0	0	0	0	0.140843	0.0342988	0.450951	0.197585	0	0.00789827	0.533441	0.0434113	0.476903	0.070126	0.361636	0.045081	0.290625	0.252745	0	0.939471	0.355447	0	0	0.126372	0.463645	0.126895	0.553289	1.57983	0.268556	0.485743	0.59237	0.585769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.121917	0.155944	0.36637	0.221905	0.249698	0.240966	0.185527	0.0650916	0.0677981	0.118981	0.153055	0.164711	0.122999	0.133374	0.0356369	0.0114789	0.0433921	0.104589	0.165158	0.117172	0.0422236	0.0952313	0.16401	0.152748	0.0531766	0.139213	0.199649	0.0812255	0.0414659	0.246747	0.238076	0.179901	0.173535	0.0776269	0.130656	0.248021	0.0771948	0.553435
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	6.13369	6.72016	5.47144	6.07689	4.8941	4.76914	2.27732	1.31718	1.56541	3.24936	4.24949	1.15888	1.77105	1.59571	2.14551	1.84558	2.56274	3.96888	2.90724	1.38976	1.2769	2.33708	2.18412	1.57536	1.11656	1.0245	1.91837	1.55752	0.96956	1.2398	1.29917	1.17002	3.32	1.66741	0.930941	0.338474	0.47012	0.470588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	10.3023	10.127	11.9194	7.8699	5.37725	2.40972	0.7351	0.764983	0.95618	2.13107	3.99393	2.03043	3.19666	1.33273	0.309178	0.966847	1.14922	0.726561	1.61053	1.63932	3.36016	1.51792	2.20257	2.63605	1.785	2.45436	2.07569	1.30839	2.18324	3.69748	2.3173	3.68792	4.12143	5.52068	3.06316	5.52026	4.31	0.797619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	13.6535	16.1979	20.5359	22.8109	14.2847	7.86531	6.54981	5.0289	2.49932	3.57708	5.66823	10.9314	13.0309	4.12081	4.13085	3.19632	5.17482	4.40792	4.12984	4.86095	2.04508	1.07186	2.00136	2.08689	0.998106	1.34118	2.62857	1.96015	4.36841	3.54379	2.19437	2.4955	2.60705	2.13816	0.817479	1.42385	1.10464	0.470588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.82536	1.64411	1.92021	2.13049	1.28291	0.671799	0.329686	0.384067	0.800988	0.589435	0.36704	0.725493	0.434984	0.440501	0.25387	0.130503	0.407918	1.54952	0.977894	1.19786	1.5507	1.25575	0.818371	0.85591	0.483283	0.239213	0.518618	0.507195	0.892392	0.742838	0.540655	0.154576	0.823778	1.24171	0.844045	1.7809	1.35756	0.601036
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	1.11992	2.57456	2.56599	1.24406	0.571421	0.601832	1.14828	1.00091	2.02573	2.5073	3.00844	1.87754	0	0.963141	1.00568	0	2.04097	1.53671	0.446557	1.24645	1.4477	0.233007	0.983588	0.678662	0.0429015	1.59701	0.378014	0.978197	1.28393	0.968835	0.0842499	1.05365	0.356443	0.649182	1.3107	0.167343	0	0.589744
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	2.0032	1.44055	0.815322	1.24907	1.24196	0.516926	0.346583	0	0	0	0.424281	0.768468	0.182346	0	0	0.215705	0.495412	0.56889	0.666022	0.898276	0.0284376	0.327032	0	0.23698	0.124587	1.34006	0.78212	0	0.035547	0.319923	0.0426564	0.312814	0.0971618	0.549892	0.827181	1.12584	0.71112	0.375921
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0.449227	1.91365	0.8715	0	0	0	0	0	0	0	0.934391	0.682825	0	0	1.29377	0.323443	0	0	0	0	1.66596	1.13573	0	0.590426	1.01525	0	0.44086
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	3.0423	2.8341	2.7441	2.55287	2.61925	1.76034	1.40456	1.30173	0.927216	1.15786	1.85596	1.88972	0.715193	1.1644	1.1241	0.290566	0.190367	0.923142	0.719466	0.435525	0.851342	0.690133	0.750223	0.517192	0.607751	0.559169	0.529117	1.00257	1.03179	1.06513	1.02907	0.766699	0.721588	0.872077	0.72538	0.61691	0.807955	0.622191
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	4.5549	3.68162	3.85896	2.54394	2.04399	1.13476	0.539344	0.286407	0.003369	0.260426	1.8707	2.37286	2.21012	1.14675	0.751427	0.523919	1.61123	1.50524	1.62109	1.12904	0.962529	1.18952	2.00399	1.36177	1.11737	1.0094	1.23697	1.64956	1.85519	1.42076	0.992723	0.368797	1.08901	1.19612	1.35665	1.58221	1.62004	0.619718
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.8457	1.18002	1.24341	1.27244	1.58886	1.11294	0.879889	0.657808	0.694522	0.72566	0.634708	0.833074	0.593244	0.683939	0.88604	0.431734	0.779132	1.18793	1.36033	0.742856	0.463094	0.363981	0.239498	0.235058	0.288615	0.477105	0.830817	0.536786	0.557289	0.629109	0.627182	0.459746	0.427075	0.413869	0.220655	0.183275	0.132384	0.814103
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0.745935	0	1.16616	1.18946	0.590412	0	0	0	0	0	0.232604	1.06525	0.506839	1.10217	0	0	0	0	0.868867	0.941273	1.20676	0.0402253	0	0	0	0	0.60338	0.874645	0	0.705672	2.36795	0.653394	0	0.933228	0.595335	0	0	0.355958
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.573388	0.474549	0.357034	0.431294	0.521359	0.235563	0.283439	0.470414	0.618147	0.650664	0.87982	0.829301	0.614752	0.2199	0.0469688	0	0	0.192042	0.521275	0.731977	0.792219	0.644509	0.631569	0.877328	0.873044	0.521991	0.522654	0.476908	0.647298	0.938537	1.12865	0.89047	1.12932	1.26044	0.909959	0.663407	0.700795	0.24026
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.827ded64-aa40-4620-8391-8dd4ae096d90.fc.signal	6.41795	5.74069	3.23345	2.00077	2.54969	2.29757	0.922134	0.603408	0.56319	2.02729	4.37744	3.93095	1.04308	0.67144	0	0	0.143147	1.34408	0.874212	0.715958	1.11087	1.19398	1.51681	1.23657	0.671099	0.0154776	0	0.221901	0.702504	0.936293	1.38012	0.754656	0.890375	1.14625	1.29399	1.43788	2.59286	0.644068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.feb5cf97-c346-43c5-9925-b098ecdfe359.fc.signal	6.70163	6.79546	8.96712	7.58758	7.73331	6.21287	0	0	0.0637507	0.740535	4.18666	8.72064	4.25825	2.67704	2.64252	2.58487	3.1469	4.55646	3.61749	1.92844	3.69178	2.53565	3.22437	1.68861	0.427296	2.97156	4.62251	4.9402	3.00199	1.93333	6.41887	2.87871	1.73413	2.00228	2.109	0.853389	2.01325	0.555184
