	chr7:88280141-88280290	chr7:88280291-88280440	chr7:88280441-88280590	chr7:88280591-88280740	chr7:88280741-88280890	chr7:88280891-88281040	chr7:88281041-88281190	chr7:88281191-88281340	chr7:88281341-88281490	chr7:88281491-88281640	chr7:88281641-88281790	chr7:88281791-88281940	chr7:88281941-88282090	chr7:88282091-88282150	chr7:88282151-88282240	chr7:88282241-88282390	chr7:88282391-88282540	chr7:88282541-88282690	chr7:88282691-88282840	chr7:88282841-88282990	chr7:88282991-88283140	chr7:88283141-88283290	chr7:88283291-88283440	chr7:88283441-88283590	chr7:88283591-88283740	chr7:88283741-88283890	chr7:88283891-88284040	chr7:88284041-88284190	chr7:88284191-88284340	chr7:88284341-88284490	chr7:88284491-88284640	chr7:88284641-88284790	chr7:88284791-88284940	chr7:88284941-88285090	chr7:88285091-88285240	chr7:88285241-88285390	chr7:88285391-88285540	chr7:88285541-88285668	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.582369	0.714474	0.642466	0.957218	0.39502	0	0.442711	0.311647	1.47905	2.46073	2.62569	5.10987	4.02382	2.65398	0.213086	0	0.10362	0.459735	1.04367	0.551941	0.700383	0.185513	1.73569	2.09884	1.91509	1.27664	0.71658	0.485524	0.615113	0	0	0	1.16579	1.38261	0	0	0.178059	1.54536	0.704981
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0.456469	0	0.642046	0.649331	0	0.987919	2.40116	0	0.369708	0.520171	0	0	0.854092	2.21391	1.29548	0.0713904	0	1.08502	1.16819	2.57149	1.33912	2.48786	2.43306	0.658726	0.80816	0.780684	1.33548	1.77586	0.188104	1.00067	0.395938	0.55466	0	0	0	0.202526	1.66534	1.45536	0.305755
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	1.29921	1.39224	1.17898	0.481491	0.303236	0.785178	0.487387	0.0355912	1.08041	0.907787	0.741414	0.595032	1.30676	0.946606	0.588426	1.04622	0.514136	0.758032	0.52041	0.369263	0.342309	0.347633	0.305457	0.695312	0.619392	0.56838	0.475321	1.3418	0.543793	0.232055	0.550949	0.229209	0.321744	0.160873	0.0398624	0.808507	0.360177	0.817376	0.745283
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.363029	1.10855	0.708158	0.106055	0	0	0	0	0	0	0	0	0	0	0.0347356	0.337435	0.349422	0.113544	0.44822	0.215144	0	0	0	0	0.0209123	0.758972	0.730583	0.0134436	0	0	0	0	0	0	0	0.0866425	1.26542	1.87509	0.56639
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.024653	0.428962	0.351716	0	0	0	0	0	0	0	0	0.269539	0.553871	0.854632	0.931993	1.82062	1.76798	1.67804	3.01422	1.14554	0	0	0	0	0	0.453615	0.351716	0	0	0	0	0	0	0	0	0.174215	1.22114	2.07046	0.687702
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.827ded64-aa40-4620-8391-8dd4ae096d90.fc.signal	0.0501373	0.0299632	0.423554	0.544581	0.493858	0.602521	0.99286	0.80851	0.272818	1.08432	1.90172	0.350232	0	0	0	0.159052	0.753913	0.453342	0.538261	0.855622	1.5829	1.00255	0.631538	0.45524	0.738534	0.670518	0.663343	0.452874	0.10308	0.347691	0.108343	0	0.245296	0.27836	0	0	0	0	0.396226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.0451628	0.200952	0	0.183764	0.176852	0.211628	0.171853	0.585624	0.494652	0.433011	1.67709	1.1244	1.07938	0.62045	0	0	0	0	0.373916	0.669443	0.138767	0.360261	0.0561297	1.28097	0.298883	0	0	0.544394	0.256186	0.154029	0.603104	0.0426976	0.15211	0.572267	0.327291	1.2703	0.792597	0	0.712098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.166306	0.246339	0.0991878	0.0164512	0.322537	0.243079	0.427153	0.128441	0.215248	0.0636989	0.235029	0.649137	0.734777	0.27508	0.114351	0.520004	0.592357	0.0772931	0	0.118211	0.127068	0.238949	0.295977	0.301685	0.85822	0.527379	0.301602	0.318307	0.140493	0.309847	0.269475	0	0.223096	0.0760466	0.0934327	0.193555	0	0	0.459662
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	0.196048	0.238664	0.714823	0.315779	0.165466	0.540475	0.872024	0.377732	0.364932	0.381282	0.0705091	0.216118	0.418703	0.147806	0	0	0.757709	0.64368	0.194481	0.367638	0.266071	0.624924	0.330224	0.861221	0.793313	0.565421	0.372792	0.171094	0.407497	0.295405	0.655462	0.472251	0.0711127	0.946914	0.649771	0.383538	0	0.151979	0.234982
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	4.11003	2.30323	1.12561	1.83914	1.17228	1.51569	1.36812	0.441417	1.20435	1.28007	1.80402	2.08665	1.45329	0.734743	0.15914	0.057355	0.461482	0.380731	0.850179	0.535791	0.330536	0.780717	1.86816	1.77007	1.06069	0.41476	0.71322	0.275902	0.365567	0.766645	1.19244	1.13458	0.795308	1.05709	0.854692	0.508171	0.849688	1.05634	0.404444
