	chr16:81954347-81954496	chr16:81954497-81954646	chr16:81954647-81954796	chr16:81954797-81954946	chr16:81954947-81955096	chr16:81955097-81955246	chr16:81955247-81955396	chr16:81955397-81955546	chr16:81955547-81955696	chr16:81955697-81955846	chr16:81955847-81955996	chr16:81955997-81956146	chr16:81956147-81956296	chr16:81956297-81956446	chr16:81956447-81956596	chr16:81956597-81956746	chr16:81956747-81956896	chr16:81956897-81957046	chr16:81957047-81957196	chr16:81957197-81957346	chr16:81957347-81957496	chr16:81957497-81957646	chr16:81957647-81957796	chr16:81957797-81957946	chr16:81957947-81958096	chr16:81958097-81958246	chr16:81958247-81958396	chr16:81958397-81958546	chr16:81958547-81958696	chr16:81958697-81958846	chr16:81958847-81958996	chr16:81958997-81959146	chr16:81959147-81959296	chr16:81959297-81959349	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.2361	1.23956	0.352332	0.410615	0.610236	1.34096	0.963127	0.586236	0.547805	0.577073	0.55027	0.589648	0.989525	1.61978	1.60786	1.94433	1.2343	1.07321	0.625164	0.962516	0.329069	1.02656	1.37209	0.889178	0.488383	0.162522	1.06811	1.48661	1.87978	2.30311	1.69676	1.25126	0.546303	0.391522	0.136962
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.924253	1.19341	0.0780433	0	0.161508	0.6637	1.24749	1.25369	0.337345	1.03051	0.105056	1.38344	2.21878	2.02272	2.34619	3.46253	3.17651	1.72368	0.249931	0.976578	0.240894	0.297888	0	0.565223	0.778604	0.325141	0.799034	0.537252	2.29469	2.36303	0.350894	0	0	0.428214	0.32699
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.0194801	0.392539	0.660533	0.0889942	0.208419	0.150314	0.359047	0.623327	0.452036	0.367931	0.462615	0	0.175863	0.0682629	0.447368	0.529046	0.0665912	0.0154636	0.514596	0.0188434	0	0.06394	0.489314	0.500923	0.262625	0.306196	0	0	0	0	0	0.0750211	0.389691	0.253544	0.225513
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0	0	0.140596	1.60904	0.341894	2.36909	2.15075	1.4866	2.26757	1.43528	1.47401	3.95198	4.52201	4.61709	4.70931	0.911948	4.70886	3.39517	4.04062	5.83198	2.24185	0.148778	4.4431	4.0163	0	0	0	0	0	0.113774	1.44258	0.346951	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.502398	0.173907	0	0.131396	0.428072	0.183944	0.640876	0.141045	0.378753	0.0081118	0.2813	0.0945197	0.10823	0.648075	0.206811	0	0.198195	0.4367	0	0.135261	0.427173	0	0	0	0.052052	0.440657	0.0328858	0.54785	0.066582	0	0	0.395796	0.28887	0.505718	0.493635
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.193732	0.015377	0	0.208601	0.838093	1.33845	1.43581	1.72128	1.90287	0.921899	0.759563	0.343107	1.18438	2.04097	2.17248	2.64814	0.522549	1.51838	1.2641	0.544092	1.1262	0.782535	0.496036	0.442901	0.423451	0.329504	0.232568	0.0931883	0.10193	0.863895	0.954003	0.491999	1.05341	1.12505	0.382661
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.513387	0.13822	0	0	0.352227	0.434405	0.289535	0	0	0	0	0	0	0	0	0	0.758913	0.537149	0	0	0	0	0.143591	0.57546	0.916292	0.754013	0.244178	0.425693	0	0.535504	0.939357	0.430969	0.574298	0.17965	0.404834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	1.08941	0.323191	0.567414	0.74535	0.610973	1.04948	0.615484	0.64092	0.953241	0.721721	0.405792	0.385796	0.390353	0.238799	0.0853261	0.33835	0.317423	0.236739	0.200234	0.429907	0.225045	0.575932	0.460775	0.543753	0.325931	0.356025	0.149934	0.0631894	0.0860345	0.147302	0.101203	0.0667297	0.882266	1.10653	0.327434
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.377156	0.934043	1.0705	0.0989959	0.412453	0.996157	2.94741	1.81102	1.673	2.20478	0.361808	1.50465	0.439832	1.42166	1.56027	0.760477	0.965405	0.11917	0.352681	0.591377	0.295659	0.366675	0.875057	1.6008	2.15521	1.84488	1.06081	1.87121	1.40373	0.701983	0.984828	0.496719	0.457066	1.60144	0.379747
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.474553	0.563215	1.36853	1.43152	1.79446	0.97185	1.33027	0.766377	0.904411	0.975835	0.531699	0.241639	0.62397	0.61423	0.96304	1.46973	0.501707	0.785078	0.717413	1.12796	0.835291	1.7404	0.796866	0.474114	0.102234	0.23042	0.215357	0.075469	0	0.314572	0.694064	0.359649	0.746455	1.50055	0.215947
