	chr14:74943713-74943862	chr14:74943863-74944012	chr14:74944013-74944162	chr14:74944163-74944312	chr14:74944313-74944462	chr14:74944463-74944612	chr14:74944613-74944762	chr14:74944763-74944912	chr14:74944913-74945062	chr14:74945063-74945212	chr14:74945213-74945362	chr14:74945363-74945512	chr14:74945513-74945662	chr14:74945663-74945812	chr14:74945813-74945962	chr14:74945963-74946112	chr14:74946113-74946262	chr14:74946263-74946412	chr14:74946413-74946482	chr14:74946483-74946562	chr14:74946563-74946712	chr14:74946713-74946862	chr14:74946863-74947012	chr14:74947013-74947162	chr14:74947163-74947312	chr14:74947313-74947462	chr14:74947463-74947612	chr14:74947613-74947762	chr14:74947763-74947912	chr14:74947913-74948062	chr14:74948063-74948212	chr14:74948213-74948362	chr14:74948363-74948512	chr14:74948513-74948662	chr14:74948663-74948775	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.549313	0.872619	0.15664	0.622047	0.839455	0.496603	0.569762	0.545192	0.190552	0.729259	1.16885	0.972676	1.54912	1.57435	1.21473	1.29548	1.95954	2.29663	2.34975	1.81792	1.29391	1.98705	2.33195	2.15563	0.947185	1.90548	2.17926	1.98057	2.48357	1.83002	2.76615	2.25102	2.01177	1.49662	1.72912	0.556522
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.828179	0.85748	0.0106045	0.142682	1.66527	1.06004	0.678545	1.02469	0.624348	0.58177	0.587598	0.3536	0.5022	0.629106	1.32735	1.09722	1.09285	1.58654	1.36481	1.12091	1.48707	1.03978	1.73782	1.81479	0.655535	0.906049	1.84604	0.781125	1.09562	0.637581	0.514906	1.43907	1.30368	0.286443	0.623878	0.321705
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.248512	0.521126	0.0723286	0.0370979	0.545236	0.0370991	0.561925	0.54709	0.142809	0.570675	0.813274	0.493326	1.18889	1.46602	1.15293	0.634303	0	0.109434	1.87995	2.0975	3.12227	0.410477	0.504043	1.8529	1.43925	1.65808	3.62604	2.41333	1.91364	1.10799	0.658023	0.580477	0.324555	0.710327	0.905605	0.498201
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.686094	0.908246	0.280685	0	0	0	0	0	0	0	0.141601	0.63733	1.26273	1.84125	0.455727	0.74857	1.31028	1.10634	0.254551	0	0.0045064	0.567942	0.797901	0.275462	0.334435	0.493259	0.175894	0	0.0946611	0.54529	0.0372638	0.346335	0.806404	0.231153	0.997586	0.530885
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0.376674	0.0963918	0	0	0	0.386055	0.151685	0.322383	0.514476	0.388748	0.364232	1.17445	0.858814	1.66219	1.34858	1.3923	1.13727	1.11878	0.611035	1.85122	1.46099	0.0684511	0	0.421418	0.207958	0.299542	0	0.228532	1.49082	1.11977	0.897773	0.502747
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.0042534	0	0	0.0762719	0.147339	0.122171	0.310626	0.20525	0.10459	0.381581	0.452348	0.50368	0.570011	0.705501	0.870706	1.06893	1.04705	1.30846	1.0732	0.842406	0.643714	0.881405	0.80787	0.858166	0.701439	0.394935	0.420344	0.514997	0.717766	0.386721	0.191062	0.208792	0.380756	0.423907	0.404545	0.28853
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.068356	0.292069	0.232867	0.137446	0.302441	0.0351945	0.560391	1.04597	0.0734693	0.0208174	0.251487	0.188716	0.0488617	0.321653	1.0539	1.40609	1.67153	1.50921	1.36924	0.86772	0.743406	1.08564	1.57413	1.4289	0.901651	0.503748	0.449418	1.43723	1.31166	1.0627	1.48148	0.642096	2.09372	2.55732	1.48309	0.447619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0	2.86061	1.04461	0	0	0	1.05657	1.0413	1.80098	0.0120065	1.44351	2.51016	1.59655	1.21744	4.43858	1.18721	4.78014	4.76677	6.09778	4.02986	0.0960523	5.10292	5.46312	6.77911	1.42096	2.46335	3.09779	0.180098	2.10084	1.81304	0	0.744405	1.16891	0	2.95584	0.734375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	1.80373	0.0687302	0	0	0.661334	0.583086	1.03578	0.808205	0.661258	2.26822	5.0887	2.87973	1.91745	1.33201	3.67609	3.49836	3.29689	2.55344	6.21655	4.79067	6.28798	2.27768	3.14012	4.92791	5.17173	3.91579	2.15209	3.63346	2.11612	3.51605	4.25527	3.33481	4.66917	2.986	3.34668	0.465359
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0.135704	0	0	0	0.601964	1.01525	0	0	0	0	0	4.03282	13.556	6.87059	4.44532	10.2568	12.7562	8.60509	8.33867	6.44759	2.31022	3.72705	3.80873	3.66881	0.943376	1.95062	1.27166	0.461383	1.15019	1.78484	0.189804	0	0	1.35854	3.79331	0.480214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0	0.121038	0.511322	0.505456	0.548964	0.798839	0.484132	0.26412	0.200046	0.192603	0.586275	0.773591	0.856771	0.779587	0.615848	0.390309	0.621021	0.570152	0.580425	0.720927	0.544723	0.272897	0.557027	1.04021	1.06863	1.16012	0.762434	0.707084	0.802845	0.548052	0.326196	0.455478	0.543701	0.264444	0.0740027	0.43349
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	0.9062	1.98998	0.304195	0.0833413	0.609286	1.34588	1.6584	1.85428	0.995916	0.0333365	1.31038	4.10765	2.72519	1.55885	1.59821	1.17289	0.779492	1.84023	0.76851	0.576505	0.610338	1.52151	0.702886	0.99053	2.26232	1.28299	0.237523	0.4705	0	0.543341	0.762933	0.137513	0.604223	2.42439	0.774878	0.414835
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0.00297387	0.38976	1.00359	0.926107	0.44747	0.720453	0.645626	0.382284	0.676115	0.571725	1.24476	1.43543	1.54835	1.22152	1.78852	3.06358	2.89086	2.62122	2.47893	1.94829	1.8606	2.33121	1.61592	1.52129	1.77738	0.792	1.03515	1.21503	1.25097	1.91196	1.37711	0.993325	0.535212	0.927566	0.559971
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	1.49454	2.41256	0.496391	0	0.645801	0.877977	2.41791	3.24518	3.48538	9.13512	7.74301	3.98595	3.95182	6.33559	5.09199	5.26543	4.75836	6.08474	5.02676	2.70713	8.62534	6.40233	5.32692	3.38132	3.18647	3.59744	3.63481	3.91573	4.21126	6.10581	4.60355	3.82701	6.40715	5.22006	9.38073	0.388418
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	0.503254	0.76955	1.60469	0.885421	0.854814	0.373846	0.773921	0.642161	0.653684	0.605584	2.97283	2.01665	1.59791	2.00039	2.24744	0.684287	0.83155	1.52775	1.25183	0.507426	0.758638	1.40495	2.30589	3.13362	2.77411	0.911422	1.06791	0.969852	2.70491	2.73025	3.07155	3.6113	3.96804	3.34615	3.08471	0.238806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	2.1331	1.31117	1.88106	2.26902	3.41812	2.02552	2.00916	0.905128	0.363357	2.01881	2.6435	2.19828	2.8084	3.92642	4.50836	3.65628	2.2633	9.25619	10.7662	7.52835	7.94919	3.69682	3.76227	4.3291	2.98606	5.23476	2.53215	2.18939	3.50389	3.48664	3.58173	2.99623	3.53249	4.38527	5.2882	0.522794
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.450701	0.707693	0.631338	0.422516	0.371772	1.01148	0.923473	0.527472	0.425595	1.26265	2.12622	1.77386	1.28843	2.43147	2.05259	1.73568	2.32986	3.14037	3.90148	1.16844	3.24628	3.02687	2.94876	4.27965	1.7118	2.20458	0.887072	0.862656	0.782248	0.815665	0.158808	0.572147	0.759121	0.866091	1.18994	0.60414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	1.39598	1.29299	0.469878	0.958226	1.31946	1.20773	2.45853	3.21099	0.473114	1.15589	1.40689	1.86271	2.35563	2.48618	2.57563	1.53527	1.46957	1.29398	1.93176	1.93615	1.65494	2.02448	2.17724	2.42554	1.22218	1.26415	0.571305	1.61396	1.90724	1.19467	0.629992	0.990445	1.26227	0.942902	1.09058	0.582181
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	1.67689	0.637105	1.35553	1.38773	2.15181	2.00014	2.23095	2.64343	0.430214	2.373	2.72335	0.501006	2.02857	1.21918	0.579721	2.5073	3.58651	3.17756	3.47751	1.90957	0.974507	1.16495	1.50948	2.59397	2.38614	3.03482	2.62776	1.5807	1.87024	2.25856	1.9356	1.56675	0.913035	1.46247	3.72719	0.594349
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.68ad223e-c775-4c49-8f3f-4ec63b3e920b.fc.signal	0	0	0	0.0377017	0.32689	0.310273	0.486845	0.851983	0.218562	0	1.93367	2.0095	0.913892	1.36313	0.791172	2.86902	1.50715	1.41582	1.76051	1.16733	1.8499	1.69393	2.3804	1.76162	0.897355	0.844372	0.705437	0.405191	0.925291	0.684861	1.57272	0.79718	0.955717	1.33597	0.840529	0.448077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	1.12412	1.93612	0.499856	0.371229	0.198271	0.542075	0.544184	0.44294	0	1.08616	1.21902	1.95509	1.30129	1.62231	1.6105	1.08862	1.80955	2.04791	2.19645	0.256943	1.44543	1.8774	1.23101	1.58047	1.73199	1.1755	1.30807	0.954945	0.390314	0.0609192	0.39589	0.598032	0.701429	0.463142	1.84392	0.483212
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	0.113405	0	0.533072	0.417718	0.289621	0.858492	0.406675	0.258085	0.389774	0.249288	0.704303	0.63729	0.993422	0.695685	0.978984	1.3364	1.81732	0.833476	0.564471	1.01441	1.6191	1.50708	1.24706	1.36	1.40371	1.11451	0.519701	0.961429	0.892749	1.09472	1.97448	1.26685	0.759583	0.708599	2.14093	0.875182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0.171442	0	0	0	0	0.200674	0.904158	0.763429	0.429781	0.482443	0.265819	1.28638	0.455551	0.46959	0.443211	0.265752	1.00529	1.69462	1.83486	1.2841	1.53356	2.17229	2.931	3.25701	3.23768	1.94061	2.0566	1.79862	4.22706	5.18109	5.30771	3.40926	1.42513	1.59097	4.33039	0.289474
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.6c7e93ea-bf0c-48a2-82fb-1c49e3dc143b.fc.signal	0.445181	0.684436	0.652783	0.369725	0.36252	0.201961	0.455421	0.761258	0.624714	1.17932	1.44738	0.975874	0.777125	0.984938	1.12086	1.29724	0.824982	1.98228	2.10436	1.79003	1.31663	1.87464	1.5622	0.916876	0.923043	1.09456	0.873664	1.12093	1.29267	0.940127	1.63837	1.67491	1.09656	0.721651	1.28089	0.130081
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	1.14192	0.625077	0.281982	0.169693	0.494433	0.339387	0.540897	0.984997	0.556911	1.08518	2.04714	1.85696	3.41535	4.07624	2.12086	3.19582	3.6409	4.64098	3.86741	1.51181	1.07418	2.42528	1.7422	1.33338	1.94637	1.5587	1.2642	1.17682	0.711847	0.400122	0.651805	0.509883	0.733925	0.578203	0.3918	0.354864
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	2.09321	0.878905	0.662896	0.256312	0.904544	0.582711	0.859178	0.975685	0.0951483	0.565274	0.608466	0.720803	0.599842	0.728959	1.0783	1.29139	1.44529	1.60656	2.34037	0.640235	2.95385	1.19441	2.20399	2.6923	2.17853	2.3677	2.27381	1.94397	1.39141	0.658199	0.506239	0.791083	0.533773	0.692718	1.42058	0.456991
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	0.0098886	0.108114	0.277549	0.307149	0.278489	0.729893	0.639562	0.321046	0.556442	1.23621	1.94606	1.18978	0.829083	0.811331	0.541308	0.763832	0.800895	0.458212	0.397942	0.512313	0.478904	0.279072	0.161325	0.27137	0.474515	0.682897	0.423279	0.629104	1.44174	1.23475	0.759199	0.458547	0.340056	0.1561	0.355968	0.471098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.a39935bf-2e13-411b-a0e6-5df09e4383e1.fc.signal	1.82923	0.988658	0.817529	0.21098	1.44585	1.29062	0.415777	0.630138	1.51246	1.28555	2.66687	1.50172	1.53047	3.84406	3.30149	0.965415	3.1202	2.98155	2.63956	2.1741	1.22653	1.0133	2.90786	2.52908	2.15123	2.50999	0.741596	2.65702	2.11803	1.59558	0.889595	2.80207	1.77408	2.05893	0.709188	0.401214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.65d6531d-7428-4454-855d-d39b585d5301.fc.signal	0.277763	0.0537447	0	0.149972	0.389312	0.528814	0.931468	0.541752	0.143878	0.537632	0.984022	1.0603	0.968024	1.8837	2.29611	2.50336	2.89676	2.77648	2.53928	2.01192	1.64046	2.82394	2.94476	2.17596	1.74803	1.17433	0.94941	1.40952	2.18536	2.25919	1.64703	0.735325	0.954187	1.33824	1.66822	0.36036
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.a3034dad-cf3f-4b0e-b7ac-4dfa7b52d765.fc.signal	0.262135	0.220241	0.218363	0.154301	0.318558	0.0223986	0.37331	0.261317	0.288693	0.181678	1.34878	1.28899	0.666981	0.360626	1.22192	1.36812	2.31033	2.46901	1.80678	0.800017	0.434241	1.03049	1.41926	0.276858	1.2041	1.42594	0.311092	1.13214	2.11874	2.27527	1.85749	0.442146	2.4736	2.26707	1.84112	0.424419
