	chr13:77591014-77591163	chr13:77591164-77591313	chr13:77591314-77591463	chr13:77591464-77591613	chr13:77591614-77591763	chr13:77591764-77591913	chr13:77591914-77592063	chr13:77592064-77592143	chr13:77592144-77592213	chr13:77592214-77592363	chr13:77592364-77592513	chr13:77592514-77592663	chr13:77592664-77592813	chr13:77592814-77592963	chr13:77592964-77593113	chr13:77593114-77593263	chr13:77593264-77593413	chr13:77593414-77593563	chr13:77593564-77593653	chr13:77593654-77593713	chr13:77593714-77593793	chr13:77593794-77593863	chr13:77593864-77594013	chr13:77594014-77594163	chr13:77594164-77594313	chr13:77594314-77594463	chr13:77594464-77594613	chr13:77594614-77594663	chr13:77594664-77594763	chr13:77594764-77594913	chr13:77594914-77595063	chr13:77595064-77595213	chr13:77595214-77595363	chr13:77595364-77595513	chr13:77595514-77595663	chr13:77595664-77595813	chr13:77595814-77595963	chr13:77595964-77596073	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0.622428	0.863614	0.0958212	0	0	0	0	0	0.0262605	0.501556	0.407304	0.115221	0	0	0.274657	0.542759	0.215023	0.456903	0.339679	0.244093	0.291253	0.129538	0.197202	0	0	0.31914	0.18109	0	0.163348	0.0641157	0.228196	0.452235	0.450902	0	0.376121	0.517986
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.354479	1.2911	0.186481	0	0.799808	1.45131	0.695704	0.306664	0.383227	0.451831	0.54757	1.48993	2.26058	1.09695	0.817947	0.21355	0.0199313	0.422789	0.744923	0.423532	0.48582	0.954717	1.33665	0.943521	0.504893	0.725376	0.720586	0.573583	0.576533	0.345803	0.744386	1.13377	0.632804	0.274891	0.340623	1.38343	1.51855	1.08476	0.411765
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0	0	0	0.0791679	0.452675	1.41483	1.0966	0.422991	0.44822	0.331666	0.36754	1.28826	1.53265	0.615519	0.0044812	0.157511	0.448049	0.150671	0	0	0.649882	0.89644	0.730585	0.0941052	0.969586	2.40084	1.13245	0.0089624	0	0	0	0	0	0	0	0.155348	0.5135	0.54252	0.480839
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	1.20294	0.202075	0.227941	0.245545	0.460631	0.366745	0.263015	0.344194	0.444619	0.469048	0.430369	0.744248	0.325479	0.449663	0.533532	0.552148	0.117453	0.486387	0.476492	0.243737	0.412809	0.653756	0.461408	0.280663	0.915324	1.33803	1.15255	0.440723	0.851871	0.491257	0.644356	1.20102	1.17515	0.371829	1.03406	0.746593	0.581916	0.198566	0.856459
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0	0	0	0	0.0249031	1.34833	0.497469	0	0.0373011	1.00275	0.265924	0.0523221	0.432284	0.878471	0.339956	0.685194	0.492353	0.490753	0.108286	0.00817533	0.241386	0.242515	0.171622	0	0	0.0801745	0.145541	0	0.041028	0.316907	0.119405	0.707971	0.691675	0.02716	0.689864	0.310368	0.665295	0.717015	0.319277
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.68ad223e-c775-4c49-8f3f-4ec63b3e920b.fc.signal	0	0	0	0	0	0.302245	0.860947	0	0	1.88642	0.0964429	0.711239	1.24937	1.34947	0.614354	0.497749	1.49515	0.305422	0	0	1.23772	2.31518	0.850754	0	0.529181	0.0903419	0.591991	0.374897	0	0	0	0.442484	0.837869	0	0	0	1.66132	0.777519	0.266709
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.bdafba4d-384d-4886-a6c9-d1ddd966b153.fc.signal	0.0947359	0.989001	0.727837	0.0258145	0.10491	0.378295	0.232816	0	0.326844	0.501151	0.369011	1.05657	1.39071	0.838449	0.31979	0	0.266032	0.146937	0	0.1605	0.467787	0.570744	0.500692	0.505678	0.726101	0.367581	0.0646641	0	0.204359	0.265671	0.777006	1.30125	1.27892	0.182133	0.27459	0.265864	0.926637	0.425907	0.69727
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.672828	0.550485	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0815161	0.488466	0	0	0	0	0	0.157049	0.184583	0.697259
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0	0	0	0	0	0.512071	0.581894	0.310301	0.237493	1.34754	0.368368	0	0	0.303012	0.4432	0	0	0	0	0	0	0	0	0.0947399	0.918488	1.0797	1.23397	0.771309	0	0	0	0.141921	1.64614	0.09093	0.235369	1.00772	0.354614	0.55377	0.208062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.429031	0.436146	0.446201	0.669963	0.935534	0.62907	0.426725	0.466592	0.521103	0.735113	0.663242	0.501024	0.769609	0.751629	0.437114	0.332404	0.506519	1.04255	0.746697	0.436644	0.361276	0.425332	0.74282	0.716405	0.539784	0.244137	0.417359	0.64852	0.785843	1.05449	1.19992	0.496232	0.500337	0.505794	0.27221	0.534367	0.975146	0.487139	0.490463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0	0	0	0.299172	0.602002	0.252846	0	0	0	0	0	0	0.0916795	0.293215	0.61292	0.157016	0.074816	0.58512	0.184954	0	0.103862	0.365754	0.286384	0.243282	0.38996	0.0152161	0	0	0	0	0.143285	0.15255	0	0	0.171383	0.0422191	0.155511	0	0.657343
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.65d6531d-7428-4454-855d-d39b585d5301.fc.signal	0	0.0151717	0.200922	0.127456	0.660579	1.02581	0.503603	0.0622795	0.186	0.385977	0.0437	0	0.276728	0.255921	0.205298	0.260182	0.441656	0.310131	0.158707	0.115448	0.212133	0.28889	0.265275	0.385108	1.0013	1.36457	0.475927	0.105905	0.646801	0.485928	0.792374	0.872871	1.10572	0.887988	0.532856	0.399757	0.245891	0.464454	0.389831
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003400.1.b3d30ae7-78a7-458d-9ccf-f1436025286b.fc.signal	1.39086	1.68308	0.235564	0.0290927	0.928473	0.848821	0.645123	0.488137	0.756402	1.0511	0.72012	0.431196	0	0.533903	0.49457	0.0664267	0	1.29451	2.18042	1.52002	0.560563	0.53716	0.341142	0	0.0178626	0.400349	0.396913	0.316908	0.442027	0.448281	0.585105	0.702817	0.579669	0.762222	0.338994	0.875498	1.25924	0.318596	0.893564
