	chr1:159949762-159949911	chr1:159949912-159950061	chr1:159950062-159950131	chr1:159950132-159950211	chr1:159950212-159950281	chr1:159950282-159950361	chr1:159950362-159950511	chr1:159950512-159950661	chr1:159950662-159950811	chr1:159950812-159950961	chr1:159950962-159951111	chr1:159951112-159951261	chr1:159951262-159951411	chr1:159951412-159951561	chr1:159951562-159951631	chr1:159951632-159951711	chr1:159951712-159951821	chr1:159951822-159951861	chr1:159951862-159952011	chr1:159952012-159952161	chr1:159952162-159952311	chr1:159952312-159952461	chr1:159952462-159952611	chr1:159952612-159952761	chr1:159952762-159952911	chr1:159952912-159953061	chr1:159953062-159953211	chr1:159953212-159953361	chr1:159953362-159953511	chr1:159953512-159953661	chr1:159953662-159953811	chr1:159953812-159953961	chr1:159953962-159954111	chr1:159954112-159954261	chr1:159954262-159954411	chr1:159954412-159954561	chr1:159954562-159954661	chr1:159954662-159954711	chr1:159954712-159954781	chr1:159954782-159954861	chr1:159954862-159955011	chr1:159955012-159955034	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	3.38225	3.1307	1.9479	1.44211	1.61886	1.7263	1.9327	1.38992	0.767391	1.31997	1.07361	0.492542	1.65128	0.748255	0.189649	0.730361	1.13221	1.18709	1.58935	2.3435	0.371647	1.79596	2.13823	1.71363	2.5932	1.04667	0.53689	0.488685	0.289679	1.31767	0.85166	1.48075	2.12041	1.76774	0.620549	2.53563	5.32072	3.09523	1.30772	0.86173	0.674308	1.14483	0.439655
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	1.26219	0.535108	0.53696	1.48639	2.80198	2.89046	1.85342	0.8199	0.910936	0	0.117009	2.43219	1.4612	2.61714	2.82842	1.09266	0.997256	1.49196	1.66703	1.9401	0.744166	0.549701	0.36892	0.750191	0.72788	0.45544	0.218526	0.403947	1.60217	0.0897091	1.29233	1.76969	5.60665	5.48422	6.81706	3.25555	2.62099	1.91904	0.672785	0.329089	0.213978	0.91705	0.560606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000008.3.2e1ab747-5c43-4469-97d5-a2e674bc3ee6.fc.signal	2.6495	2.95149	3.17096	1.96698	0.278577	2.41484	3.9993	4.9268	3.3271	0.911416	2.45443	0.424746	1.82609	2.83486	1.57646	0.679745	0.554639	1.56121	2.78596	3.00457	4.20281	1.03176	1.0847	0.0729233	0.731728	2.13373	3.47872	1.50257	0.333229	1.27833	2.74555	1.46454	1.69204	1.82565	0.349287	0.153689	0.657984	0.641301	0.00898214	0	0	0	0.487365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.d4812fd5-35f7-424c-8ea9-21e1d395b54b.fc.signal	14.2111	14.8243	8.50659	4.89836	5.34831	8.90348	12.6877	9.51606	7.96153	5.01294	3.34906	2.9876	4.94403	5.29349	4.41399	3.33435	2.89108	4.87304	6.05347	5.41927	6.41276	5.46642	2.99443	2.36896	1.19699	0.825572	1.09215	1.5703	1.62019	1.2247	2.33687	5.58503	7.64245	6.48437	2.2301	3.82329	3.57841	2.0744	1.5284	1.4798	1.35015	0.966903	0.471233
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000084.3.433bc629-750b-4674-bbb1-9759454f2728.fc.signal	10.9564	6.07697	3.90007	0.150734	1.40308	9.75908	17.9744	14.113	9.54293	7.94565	13.3386	4.54554	6.57701	8.38107	11.9102	11.432	3.89631	5.72338	13.1455	28.1547	20.2415	11.3807	7.66122	1.8995	3.35712	5.41587	5.75453	3.49004	1.46717	8.57374	13.8452	9.29297	13.5046	7.17908	0.071648	0.956405	1.60697	0	1.40953	1.82549	0.372062	0	0.390244
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.c36bbd63-78f2-464a-952f-d221dd832d3f.fc.signal	2.08225	2.09631	1.35695	0.0186444	0.559076	1.41073	1.16882	1.24934	0.991607	1.51702	1.00062	0.653179	2.81249	2.32769	1.0708	0.894901	1.24169	2.63408	2.90357	2.21135	1.1174	0.523133	0.438453	0.527766	0.76841	0.668909	0.890556	0.103845	0.78874	2.53797	3.98782	4.00152	6.2116	3.06832	3.18866	4.58636	2.34803	2.12681	2.50778	1.53777	0.50817	0.888441	0.414062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.9cc4804f-5850-46a5-b627-ca441aa97c73.fc.signal	5.22708	9.728	6.63171	3.75606	6.23171	8.44815	12.753	10.2705	5.59913	3.60616	1.58968	0.658367	1.84746	5.79274	6.99404	4.3464	1.973	3.79036	8.49641	11.2382	9.08304	3.71425	3.0468	1.41868	0.950564	0.00261133	0.822769	2.86548	3.40824	4.25333	3.39268	4.63294	7.64285	6.73159	1.47057	1.6372	2.25312	2.57625	1.94482	1.19626	0.376889	0	0.633136
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000055.3.f7f2e0ed-3f12-40ea-ab1e-c5e10f8d62d8.fc.signal	5.07059	3.56548	0.95429	0.700103	1.61553	3.68384	3.81242	4.30087	4.38393	1.54657	2.54145	1.80541	1.59374	1.35645	2.50106	1.34563	0.614593	1.88669	6.27167	10.8005	9.66618	5.72646	5.52849	4.70314	2.0645	2.24514	2.28696	0.788618	3.20611	4.58755	8.11468	3.74678	4.27231	3.58148	1.55066	2.07417	1.75993	0.29855	0.446762	1.65011	1.06706	0	0.501176
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.13102329-ee3d-4773-b2d1-9ab40cd17100.fc.signal	0.0595756	0.176707	0.0985233	0	0	0.138345	0.503238	0.237736	0	0.250918	0.401388	0.357764	0.139028	0.381722	0.674329	0.537855	0.282181	0.17784	0.397951	0.504593	0.205599	0.166346	0.0691661	0.311775	0.296943	0.408553	0.284365	0.451916	0.577412	0.60713	1.02686	1.4166	1.79588	1.24023	0.812487	2.11979	2.512	1.48227	0.675686	0.44324	0.828553	0.73185	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.cbe12698-0ab5-4b3e-9969-24f7116515b6.fc.signal	0.561833	0.357256	0.404315	0.171793	0.0853626	0.707914	0.47513	0.318289	0.470106	0.431858	0.0181544	0.0494436	0.490234	0.513117	0.492309	0.419175	0.405666	0.549339	0.956369	0.427358	0.419851	0.888265	0.459203	0	1.0253	1.4167	0.521664	1.14444	1.22353	1.15071	1.85908	4.39467	7.12635	3.90992	2.46258	5.20329	6.32118	2.17875	2.44979	2.9581	1.77551	1.15055	0.517766
