	chr1:171265043-171265192	chr1:171265193-171265342	chr1:171265343-171265412	chr1:171265413-171265492	chr1:171265493-171265552	chr1:171265553-171265642	chr1:171265643-171265792	chr1:171265793-171265942	chr1:171265943-171266052	chr1:171266053-171266092	chr1:171266093-171266242	chr1:171266243-171266332	chr1:171266333-171266392	chr1:171266393-171266542	chr1:171266543-171266692	chr1:171266693-171266842	chr1:171266843-171266992	chr1:171266993-171267052	chr1:171267053-171267142	chr1:171267143-171267222	chr1:171267223-171267292	chr1:171267293-171267442	chr1:171267443-171267592	chr1:171267593-171267742	chr1:171267743-171267892	chr1:171267893-171268042	chr1:171268043-171268192	chr1:171268193-171268342	chr1:171268343-171268452	chr1:171268453-171268492	chr1:171268493-171268642	chr1:171268643-171268752	chr1:171268753-171268792	chr1:171268793-171268942	chr1:171268943-171269092	chr1:171269093-171269242	chr1:171269243-171269392	chr1:171269393-171269472	chr1:171269473-171269542	chr1:171269543-171269582	chr1:171269583-171269692	chr1:171269693-171269842	chr1:171269843-171269922	chr1:171269923-171269992	chr1:171269993-171270142	chr1:171270143-171270231	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0.409648	0.571409	0.282599	0.57969	0.792188	0.989374	1.04781	0.538618	0.465762	0.640823	1.14451	1.01285	0.856147	0.223358	0	0.285354	0.959688	0.748363	0.238874	0.545176	0.263173	0.296893	0.838592	0.546705	1.1215	0.573607	0.627893	1.08834	0.927414	0.680141	0.593299	0.50566	0.772409	0.168147	0.534196	0.281484	0.55481	0.250941	0	0	0	0	0	0	0	0.983129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0.27699	0.550065	0.45766	0	0.58001	1.21106	0.740541	0.63721	0.789449	0.239336	0	0.0213707	0.261621	0	0.0627763	0.349938	0.64176	0.814907	0.793695	0.175659	0.123886	0.388522	1.65465	0.479996	0.280388	0.371219	0.0915481	0.59237	0.246632	0	0	0	0.584211	1.1533	0.270494	0	0	0	0	0	0	0	0.489693	0.27289	0.98638
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.863435	1.75478	1.53091	1.12157	0.665628	0.0410883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272827	0.447041	0.0854637	0.0096692	1.97246	3.4603	2.75064	2.47869	1.45881	0.32525	0.376941	0.634815	0.885859	0.756023	0.223521	0	0	0	0	0	0	0	0	0	0	0.71875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.695369	0	0	0.107787	0.317359	0.594206	0.311637	0.492314	0.182659	0.423355	1.04921	0.492265	0.596965	1.03166	0.423286	0.111257	0.944532	1.63196	1.16111	0.538777	0.311822	0.116929	0.129525	0.450098	0.238355	0.492926	0.359636	0.722996	0.801862	0.280947	0.427875	0.638147	0.678847	0.62817	0.672965	0.53044	1.71917	1.68962	0.611606	0.500822	0.327349	0.637793	0.701996	0.224297	0.278091	0.45606	0.975199
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.84365	0.838506	1.34272	1.52359	1.49294	1.08254	1.43935	1.28907	1.62053	1.78012	1.474	1.61408	1.84235	1.80562	1.3901	1.65518	2.34147	2.77415	2.58469	2.49628	2.23069	1.61533	1.11684	1.2388	2.67778	3.06262	2.21974	1.93908	1.78556	1.29346	1.35397	1.76033	1.31378	1.06344	0.722769	1.16928	0.944297	0.484355	0.695339	1.10365	1.01341	1.03955	0.738822	0.54674	0.661655	0.439319	0.970005
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0	0	0	0	0	0.321724	0.451231	0.483817	0.141467	0.398148	0.656337	0.386088	0.642457	0.605668	0.360732	0.411407	0.10854	0.416219	0.416482	0.447956	0.449965	0.352689	0.0981765	0.289481	0.639617	0.164693	0.12595	0.0170143	0.118035	0.269346	0.586915	0.632614	0.41141	0.43501	1.04004	1.55615	2.03972	0.4296	0.0775446	0	0.152988	0.898846	0.889057	0.126657	0	0	0.845361
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004602.2.741c4143-cd13-4cda-85a5-e7102d67912b.fc.signal	0.911717	0.152524	0	0	1.04653	1.93333	1.45447	2.10221	1.8172	0.332538	0	0	0.017508	0.8646	0.175636	0	0	0	0	0	0	0	0.241333	0.806562	0	0	0.123894	0.73561	0.251519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.201bcc7c-a1bc-4b3d-b4a1-a8869234c0b1.fc.signal	0.85992	1.50274	1.05167	0.596164	0.218907	0.07425	0	0	0	0	0	0	0	0	0	0.0323971	0.611574	1.16077	1.14025	0.947259	0.65414	0.221758	0.5365	0.46902	0.0863977	0.755172	0.836842	1.44135	1.78788	1.21704	0.301742	0.151346	0.501834	1.18002	1.50071	1.14041	0.867203	0.631418	0.141726	0.10125	0.00736364	0	0	0	0	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.f57dabc7-264e-43f4-83fd-08369e826dea.fc.signal	0.122905	0.857943	0.741828	0	0	0	0.0401323	0.254493	0.0615665	0.373412	0.249743	0.587622	0.0897717	0.947169	0.669707	0.183103	0.476366	1.6236	1.65848	1.67556	0.809332	0.857457	1.01664	0.569655	0.548088	0.16398	0.506221	1.41601	1.69851	1.46066	0.899012	0.989075	0.681454	1.49282	0.518669	0.513858	1.05948	0.162262	0	0.0188075	0.74889	0.0476462	0	0	0	0	0.233108
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000247.3.cbe182ef-6b41-4546-a41c-524edcebe7f8.fc.signal	0.446247	0.415982	0.630331	0.802422	0.80413	0.461651	0.114666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.579271	0.707335	0.758518	0.607253	0.298243	0.0844669	0	0.112618	0.397234	0.241617	0	0	0	0	0	0	0	0	0	0	0	0
