	chr1:181728675-181728734	chr1:181728735-181728824	chr1:181728825-181728894	chr1:181728895-181728954	chr1:181728955-181728974	chr1:181728975-181729034	chr1:181729035-181729124	chr1:181729125-181729164	chr1:181729165-181729274	chr1:181729275-181729304	chr1:181729305-181729424	chr1:181729425-181729574	chr1:181729575-181729724	chr1:181729725-181729874	chr1:181729875-181730024	chr1:181730025-181730174	chr1:181730175-181730324	chr1:181730325-181730474	chr1:181730475-181730624	chr1:181730625-181730774	chr1:181730775-181730924	chr1:181730925-181731004	chr1:181731005-181731074	chr1:181731075-181731224	chr1:181731225-181731374	chr1:181731375-181731524	chr1:181731525-181731674	chr1:181731675-181731824	chr1:181731825-181731974	chr1:181731975-181732024	chr1:181732025-181732124	chr1:181732125-181732274	chr1:181732275-181732424	chr1:181732425-181732574	chr1:181732575-181732724	chr1:181732725-181732874	chr1:181732875-181733024	chr1:181733025-181733174	chr1:181733175-181733324	chr1:181733325-181733474	chr1:181733475-181733624	chr1:181733625-181733731	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123667	0.540632	0	0	0	0	0	0.228011	0.448294	0.097006	0.430904	0.27656	1.02787	0.0880114	0.397476	0.0383301	0	0.423077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.247538	0.141024	0.0869447	0.0203745	0.0053425	0	0.0152813	0.172256	0.352148	0.549683	0.491938	0.565829	0.294835	0.334012	0.219895	0.619629	0.340634	0.408108	0.312349	0.291633	0.180129	0.16029	0.226337	0.394404	0.510282	0.145789	0.214049	0.164365	0.128832	0.105884	0.191963	0.12826	0.10403	0.043239	0.0584713	0.16196	0.182176	0.0512959	0.181028	0.104596	0.126689	0.151803	0.666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848147	0.593476	0	0.828642	1.20676	0.120676	0.52278	0.944152	0	0.829092	0.593184	0	0	0	0.362028	1.16653	0.61947	0.909093	0	1.00563	1.09413	2.05945	0.426389	0.909093	0.868416	0.884462
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.57957	0.418578	0	0	0	0	0	0	0	0	0	0	0	0.649038	0.664492	0.297513	0.359333	0.420591	1.73866	0.615947	0.397971	0	0	0.236439	0.716521	1.0718	0.135904	0.152107	0.376325	0	0.197054	1.42491	0.367026	0	0.401796	0.911752	0	0	0.368533	0.558078	0.514437	0.522875	0.494088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	0.4384	0.4384	0.30688	0	0	0	0	0	0	0	0.00888967	0.291368	0.0796503	0.447171	0.795888	0.510366	1.74015	0.738626	0.711134	0.803742	0.94107	3.06857	2.18967	0.953434	0.0409173	0.226083	0.575768	0.549464	0.564078	0.675141	0.718982	0.900874	0.965228	0.65342	0.834809	0.54049	0.267892	0	0.278394	0.459197	0.94983	0.901931	0.448568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.7d6e7c7b-090f-4b2a-a7ba-f833c718a8ac.fc.signal	0.659029	0.620581	0.35086	0	0	0	0.056729	0.192795	0.237892	0.433383	0.297425	0.311466	0.23133	0.531363	0.238968	0.159279	0.566873	0.718218	0.947668	1.32744	1.13069	0.57953	0.8514	1.20364	0.898131	0.258883	0.0596237	0.136847	0.203336	0.264331	0.320222	0.479809	0.407372	0.402096	0.475438	0.333646	0.429057	0.528919	0.558379	0.21469	0.0784184	0.240071	0.761905
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83112ba3-4a46-4bcb-b23c-b8a94da18e77.fc.signal	0.196189	0.058736	0.240222	0.230884	0	0	0	0	0.30841	0.478039	0.366508	0.0983319	0.103018	0.377972	0.509359	0.130181	0	0.142513	0.527108	0.311022	0.324173	0.354694	0.245902	0.194903	0.352765	0.146323	0.405536	0.177299	0.0200869	0.347448	0.451352	0.0455877	0.0246592	0.286607	0.363998	0.211867	0.48963	0.707988	0.21609	0.8778	0.4959	0.18296	0.732558
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	0	0	0	0	0	0	0.656108	0.66348	0.476499	0.66348	0.577485	0.498111	0.541434	0.631813	0.400119	1.07025	0.375595	0.478888	0.432242	0.690025	0.610402	0	0	0	0	0	0.510442	0.431376	0.79284	0.662082	0.471261	0.476732	0.604365	0.533021	0.480584	0.684978	0.434005	0	0	0	0	0.352237	0.613798
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9ac74a4d-9d70-4efc-945e-29c0f04f171f.fc.signal	0.747469	0.336267	0	0	0	0	0	0	0.0718394	0.425058	0.741471	0.637857	0.67996	0.525968	0.325563	0.204556	0.648137	0.190699	0.0436273	0.438052	0.351953	0.638177	0.63864	0.444316	0.100691	0.0712136	0.155562	0.360109	0.269006	0.227144	0.0537773	0.703734	0.303259	0.112164	0.0119881	0.433188	0.22537	0.442606	0.010546	0	0	0.474965	0.396396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.f291fb29-a363-426c-a2c2-33a98c6182ef.fc.signal	0.154495	0.0857734	0	0	0	0	0	0.111998	0.153511	0.106864	0	0.134001	0.30915	0.165628	0.143269	0.10199	0.23127	0.244416	0.418118	0.117465	0	0	0	0	0.150387	0.116898	0.245232	0.120229	0.267781	0.430368	0.315225	0.38023	0.248701	0.306769	0.497579	0.42053	0.31669	0.11014	0	0	0	0	0.600823
