	chr9:4601679-4601828	chr9:4601829-4601978	chr9:4601979-4602128	chr9:4602129-4602278	chr9:4602279-4602428	chr9:4602429-4602578	chr9:4602579-4602728	chr9:4602729-4602878	chr9:4602879-4603028	chr9:4603029-4603178	chr9:4603179-4603328	chr9:4603329-4603478	chr9:4603479-4603628	chr9:4603629-4603778	chr9:4603779-4603928	chr9:4603929-4604078	chr9:4604079-4604228	chr9:4604229-4604378	chr9:4604379-4604528	chr9:4604529-4604678	chr9:4604679-4604828	chr9:4604829-4604978	chr9:4604979-4605128	chr9:4605129-4605278	chr9:4605279-4605428	chr9:4605429-4605578	chr9:4605579-4605728	chr9:4605729-4605878	chr9:4605879-4606028	chr9:4606029-4606128	chr9:4606129-4606178	chr9:4606179-4606328	chr9:4606329-4606378	chr9:4606379-4606408	chr9:4606409-4606478	chr9:4606479-4606578	chr9:4606579-4606628	chr9:4606629-4606728	chr9:4606729-4606769	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.693921	0.414416	0.785399	0.351788	0.572926	0.824999	0.0650896	1.37398	1.30791	0.280773	0	0.285615	0.877842	0.172316	1.00159	1.29646	1.54028	1.09601	0.549602	1.47082	1.78171	2.75615	1.52833	0.761078	1.83372	0.933859	0.83093	0.0445232	0	0	0	0	0	0	0	0	0	0	0	0.245098
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.309519	0.12176	0	0	0.0603425	0.311925	0.677862	1.16808	0.009464	0	0	0	0	0.0617504	0.190118	0.165272	0.44167	0.171956	0.087542	0.486388	0.129897	0.385989	0.161457	0.290438	0.383844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313433
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.759307	0	0.133567	0.114537	0	0.172706	0.205406	0.614232	0.42221	0.687476	0.184046	0.213388	0	0.144579	0.731766	0	0.217459	0.420656	0.439228	0.294607	0.259577	0.240873	0.347005	0.359874	0	0.514374	0.0750335	0	0	0	0	0	0	0	0	0	0	0	0	0.37766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	4.28533	1.69062	1.29558	0.113772	1.37704	1.03562	1.02897	0.990761	1.71356	0.772735	0.376565	0.211464	0.689617	0.928943	0.279768	0	0.371205	1.08995	0.398079	0.883176	0.167153	1.44562	1.25378	0.470884	0.31951	0.262508	0.2797	1.70887	1.18511	0.0391017	0	1.36753	1.20878	0.035553	0	0	0	0	0	0.339623
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	2.27207	1.04744	1.38935	0.943239	0.198965	0.29912	0	0.414545	0.984895	0.920182	0.16749	0.289077	0.0569166	0.561106	0.643289	0.803548	1.64723	0.641701	0.322901	0.472431	0.563074	2.06632	1.03515	0.0024326	0.302156	0.0709445	1.04079	1.19287	0.160116	0.40029	0.30422	0	0	0	0	0	0	0	0	0.330709
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.170636	0	0	0.41542	0.166142	0	0.0129453	0.474076	0.0362472	0.0141748	0.561334	0.267524	0.141709	0	0.251839	0.789043	0.687672	0.452176	0.721641	1.05521	0.885002	1.67364	0.770831	1.3533	0.533274	0.72928	0.545875	0.230383	0	0.133301	0.57957	0.374789	0	0	0	0	0	0	0	0.379032
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	1.13719	1.48781	0.706551	0.134854	0.446709	0.590006	0.37677	0.968847	0.0969688	0.271342	0.279219	0	0.348861	0.833315	0.197305	0.066016	1.13851	0.710704	0.992533	0.0337483	0.348007	2.15125	2.45919	1.99513	2.21993	1.8129	0.80359	0.301622	0	0.560002	0.63277	0.0274201	0	0	0	0	0	0	0	0.353659
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.335438	0.23996	0.316678	0.171409	0.0763581	0.0298561	0.520413	0.374041	0.368805	0.0234161	0	0.00604587	0.341273	0.675012	0.704835	0.414169	0.575614	0.845191	0.847644	1.3289	0.750605	2.2186	1.46165	1.68203	0.833343	0.668152	0.0108583	0.36196	0.0132713	0	0	0	0	0	0	0	0	0	0	0.513699
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	1.43701	0.681237	2.13158	1.62097	1.12984	1.76408	1.16217	2.82629	0.767851	0	0	0.711024	2.38282	0.0848519	0.187267	1.10502	0.606734	0.796038	1.70532	0.675476	0.481261	0.433865	1.32294	2.53732	2.13599	0.796752	0	1.04419	1.39981	0.892987	1.09374	2.39047	0.0964568	0	0	0	0	0	0	0.423077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.867f20aa-cd84-4630-be8b-4d90cccd43d7.fc.signal	0.0489259	0	0	0.0341276	0.468701	0.261054	0	0.109167	0.172011	0	0	0.266167	1.21626	0.565141	0	0.179843	0.999903	0.243145	0.565021	0.666872	0.347894	2.44188	2.11446	2.34484	0.887327	0.420881	0	0.290744	0.118766	0	0	0	0	0	0	0	0	0	0	0.555556
