	chr16:89428756-89428905	chr16:89428906-89429055	chr16:89429056-89429145	chr16:89429146-89429205	chr16:89429206-89429255	chr16:89429256-89429285	chr16:89429286-89429355	chr16:89429356-89429435	chr16:89429436-89429505	chr16:89429506-89429655	chr16:89429656-89429805	chr16:89429806-89429955	chr16:89429956-89430105	chr16:89430106-89430255	chr16:89430256-89430325	chr16:89430326-89430405	chr16:89430406-89430485	chr16:89430486-89430555	chr16:89430556-89430705	chr16:89430706-89430855	chr16:89430856-89431005	chr16:89431006-89431155	chr16:89431156-89431305	chr16:89431306-89431455	chr16:89431456-89431605	chr16:89431606-89431755	chr16:89431756-89431905	chr16:89431906-89432055	chr16:89432056-89432205	chr16:89432206-89432355	chr16:89432356-89432505	chr16:89432506-89432655	chr16:89432656-89432805	chr16:89432806-89432955	chr16:89432956-89433105	chr16:89433106-89433255	chr16:89433256-89433405	chr16:89433406-89433555	chr16:89433556-89433705	chr16:89433706-89433826	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	2.23953	1.55993	1.32024	0.226699	0	0	0	0	0	0	0	0	0.181359	0.264636	1.87991	3.68899	3.30668	1.93972	1.41451	1.91303	3.37891	1.60223	0.843903	1.53533	2.50392	3.7852	3.15105	4.054	4.79116	4.49914	3.46773	2.48306	1.33716	2.11948	1.04319	0.723086	1.46527	0.930125	0.607016	2.32239	0.229478
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0	0.495944	0.719052	0.60481	0.483848	0	0	0	0	0	0	0	0	0	0	0	0.0302405	1.19234	2.08456	1.38064	0.567495	1.90695	1.52443	1.46676	2.10878	1.57718	1.72858	1.88833	0.808721	1.82569	1.55167	1.08578	1.02877	1.66121	1.39106	1.62664	2.5596	2.09005	0.684253	1.85942	0.636364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.880149	1.12342	1.52125	1.35056	0.887835	0	0	0	0	0	0	0.416052	1.0549	0.544974	0.200905	0	1.08238	2.97629	6.25603	8.11769	9.32099	10.5489	7.42682	5.62551	3.53069	3.31804	4.96035	3.92927	3.2963	3.14296	4.37814	3.51745	2.48855	2.21991	2.51002	1.67108	1.18641	0.443024	0.139551	0.875852	0.0831622
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0.491501	0.97685	0.27356	0	0	0	0	0	0	0	0	0	0.317127	0.786923	0.737233	0.911148	0.464959	0.204023	0.654275	0.35434	1.0055	1.17786	0.857366	1.09742	3.75755	1.61442	1.27779	2.14757	2.45903	0.904269	0.897689	0.882848	0	0.257446	2.38061	0.543249	0.293022	0.404328	0.853011	0.0987403
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0.577988	3.75635	1.54256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734916	1.50337	2.61562	3.79385	1.33914	1.69596	0.621852	4.51118	4.75034	1.62173	6.2231	10.1821	4.48476	3.97868	3.90561	1.25859	0.345579	1.5939	2.09312	1.58286	3.1282	0.690217
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0.443927	1.37224	0.920055	0.344959	0	0	0	0	0	0	0	0	0	0	0	0.708015	2.01934	2.90759	6.15459	5.96085	6.98198	3.03741	2.80969	3.43602	2.40112	3.75791	2.80038	0.914874	0.811286	0.752306	1.09918	0.705985	0.660681	0.383714	0.716784	0.877466	0.597152	0.884573	0.201646	0.62931
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.29423	3.11111	1.45678	0.287606	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367127	2.03533	4.03412	5.32853	6.33741	6.36271	7.36359	6.35197	6.20598	7.8119	4.3916	3.26291	4.00841	3.96566	2.32012	0.853165	0.669397	1.40121	2.86984	2.36406	1.33059	1.25593	1.6265	0.576433
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0.391442	0.457882	0.255429	0	0	0	0	0	0	0	0	0	0	0	0.787163	3.89647	3.27392	5.54233	5.13672	4.90631	2.83019	4.70798	6.47676	4.12336	3.3098	1.11695	1.1138	0.435411	0.792185	1.54846	0.60295	0.256328	0.365274	0.497371	0.323862	0.637478	0.0745683	0.397605	0.688247
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.600634	1.15719	0.57658	0.0800615	0	0	0	0	0	0	0	0.0286929	0.397763	0.151823	0.30932	0.447395	0.701614	1.56201	1.82548	0.750642	1.10065	0.756644	0.440592	0.847332	0.849243	1.26042	1.94845	1.29611	2.35395	1.26218	0.900664	0.739029	0.867181	1.45544	1.21957	0.603804	0.678567	1.31958	0.576421	0.296021	0.417458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	1.04975	0.830012	0.38103	0	0	0	0	0	0	0	0	0.112825	0.595364	0.587945	0.429454	0.164227	0.44536	0.833591	2.10301	1.72978	0.596876	1.81738	3.25468	2.25554	1.55305	2.93141	2.90336	2.18412	2.95726	0.788383	1.3987	0.6965	1.97315	1.91241	2.00213	1.83986	1.78296	1.98369	0.806243	0.241123	0.777978
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.943464	1.3419	0.579044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397438	0.337101	0	0.805481	1.159	2.39052	2.27164	1.829	1.02066	1.3012	0.927624	1.88481	2.22011	0.193444	0.0858634	0.445061	0.650483	0.578356	0.296262	0.469943	0.0828828	0.110651	0.70979
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	1.33886	4.61265	5.32292	1.33177	0	0	0	0.0230088	1.63067	0.994181	0	0.238111	1.52198	0.0073628	0.783785	1.10005	1.30261	2.40165	5.28283	3.98911	7.79408	4.79922	6.15638	10.8116	9.25933	13.7103	10.4459	3.21444	2.69339	2.18227	4.66204	2.49723	2.90588	3.79847	4.52086	3.68176	4.8606	5.20181	1.4557	1.65856	0.758209
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	1.28493	0.628399	0.929624	0.213999	0	0	0	0	0	0.111432	0.943041	0.582121	1.77701	0.875253	0.103389	0.101898	0.569785	0.816894	0.90065	1.55446	2.23239	0.399367	0.48274	1.60453	1.50367	1.86136	1.51076	1.89707	2.21184	1.03138	4.35728	1.67292	0.556762	0.299856	0.149412	1.27204	1.55816	2.24631	0.676835	0.250499	0.293561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0	1.83703	4.74275	3.51207	0.108059	0	0	0	0	0	0	0	0	0	0	0	0.630343	3.52494	2.6055	1.93532	1.02238	0.324627	1.79718	0.759676	1.20986	3.65538	5.6273	1.27628	3.00376	1.34437	1.70088	0.525376	0	0	0.390219	2.14889	2.16973	4.50577	0.888483	4.82262	0.709184
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0.146728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963479	1.28655	0.318123	0.732684	0.836878	0.694152	2.75422	1.76633	2.37381	1.9974	0.271932	0	0	0	0	0	0.141324	1.29722	0.70919	0	0	0.234947	0.666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	1.85345	0.109011	0.667652	0.438455	0.0782034	0	0	0	0	0	0	0.267833	0.443243	0	0	0	0.342174	1.14277	1.45763	0.631717	2.22874	1.78255	1.67335	2.55742	1.76103	2.56091	2.26353	1.8961	2.73041	2.8371	1.98144	2.24912	1.34129	2.1023	2.27058	4.46301	5.26171	2.47445	0.464532	1.29572	0.0656496
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0.403274	2.57786	3.10647	1.88564	0.991747	0.0992307	0	0	0	0	0	0	0	0	0	0	3.30044	7.25772	6.00444	10.4103	10.0485	4.93313	5.68494	7.62513	5.66516	6.49359	5.0891	5.94326	3.8531	3.1669	2.37349	1.76188	1.4615	1.59694	3.159	2.69572	3.78525	4.64722	1.7495	0.873082	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0.62347	1.45589	0.871841	0.304374	0.0444222	0	0	0	0	0	0.049358	0.483708	0.0756823	0	0.162176	0.24679	0.438002	1.25138	3.9662	7.54417	9.74291	7.38978	5.19552	4.9823	5.50227	3.58864	3.22294	3.4582	2.21276	2.74197	3.18922	2.46851	3.29324	2.58736	1.6677	2.55064	3.55421	1.51015	1.48056	1.71815	0.450495
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0.475709	0.111973	0.266717	0.270073	0.210371	0.134623	0.0347986	0	0.195848	0.266404	0.10231	0	0	0	0.134132	0.594047	0.947252	1.26033	1.70434	1.40593	0.722369	0.311438	0.185254	0.332546	0.742395	1.6973	2.20925	1.30541	0.724645	1.12768	1.62475	1.35189	0.820685	0.91348	0.236835	0.235431	0.901463	1.11783	0.68505	1.08057	0.127389
