	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.65475	1.77007	1.71423	1.58164	1.03194	0.386402	1.32908	1.59159	1.10056	1.87126	1.95019	0.641363	1.00263	0.949803	0.803479	1.07109	1.5191	2.02619	1.43442	1.41492	1.48726	0.380653	0.684612	0.350831	0.394911	0.815244	0.756171	0.505063	1.13989	1.18239	0.824809	0.785016	2.01423	1.23103	0.649107	0.580773	1.20468	1.76876	0.960024	1.02706	0.882032	0.835567	0.459875	1.35402	1.79958	1.08699	0.381333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	2.4807	2.74881	1.14067	2.48403	1.86443	1.15031	1.69753	10.4108	8.37539	6.52931	1.03001	1.27189	3.64928	1.54699	0.71338	2.12334	2.17292	3.11105	2.31002	2.21034	1.45965	1.04821	0.278027	0.589315	0.906438	1.43638	0.785394	1.31141	2.28369	1.98196	0.491912	0.976544	1.7931	0.65887	1.72999	1.78977	1.69153	0.391452	0.906327	0.995364	0.570936	2.56125	2.46926	0.871475	2.66176	6.67222	0.379155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.978223	1.01038	0.335712	0.491124	0.191297	0.376441	0.619043	1.07547	0.381731	0.463671	0.187299	0.325375	1.07632	1.05447	1.06281	0.689486	0.423523	0.566761	0.912847	1.21338	0.722139	1.04207	1.35359	1.07286	1.76325	1.05783	2.52377	1.72551	1.04907	3.6328	4.3271	3.44518	4.09129	2.47347	2.60517	2.4471	1.83605	1.76929	1.29586	2.37924	1.95693	1.94544	2.77852	2.13222	1.34082	1.67788	0.048899
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.546927	0.851159	0.145375	0	1.11059	0.587341	1.75458	3.0501	1.52269	0.68824	0.714803	0.22804	0.0220416	0.522221	0.343108	0.298584	0.511861	0.0816091	0	0	0	0	0	0	0.289307	0.504375	0.612455	0.192899	0.0723502	0.497034	0.556361	0.443263	0.211426	0	0	0	0	0	0.665807	0.706665	1.13138	2.04584	0.721464	0.649115	0.409911	1.78574	0.250357
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	2.69822	1.12807	1.31151	4.71926	1.50717	0	0	4.08151	6.08272	3.04134	2.5949	3.19254	2.1124	0.632844	2.40016	3.68236	3.783	2.24513	0.0452256	2.9937	5.98599	4.38679	6.21836	9.5763	3.43891	1.80635	2.11518	1.82784	0.350498	1.46861	0.166285	0.0678384	3.08654	2.94064	3.51361	1.56716	1.42663	2.56649	0.257843	3.00842	5.06961	3.87359	2.99877	4.78726	1.13629	1.26698	0.749436
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.406984	0.289706	0.762426	0.543287	0.0257515	0.479589	0.0542901	0	0.0454576	0.432491	0.276237	0.166442	0.417538	0.260221	0	0.289697	0.309502	0.257104	0.278359	0	0.266037	0.112383	0	0.203482	1.11718	0.716978	0.231239	0	0	0.0700555	1.08313	0.173901	0.329305	0.37887	0	0	0	0	0	0.46084	0.868261	0.204396	0.141959	1.05719	0.472822	0.57969	0.506229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.446343	0.0689776	0	0.158904	0.203388	0.331376	0.850746	0.978771	1.04758	0.763647	1.03202	0.33433	0.479862	1.13771	0.446357	0.765863	0.524101	1.00204	0.597764	0.591906	0.479456	0.900604	0.712071	0.684501	0.906657	0.428533	0.473889	0.925357	0.52834	0.827309	1.66043	0.892243	1.36378	1.00095	0.573096	1.37592	1.01136	0.832517	0.311072	0.510383	0.62832	0.105828	0.360062	0.441671	0.305737	0.200528	0.117409
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.268612	0.885218	0	0.360643	0.416753	0.421183	0	0	0.284734	0.255787	0.212693	0.323796	0.139014	0	0.30556	0.229903	0.09793	0.588	0.400415	0	0.130701	1.15436	0.432077	0	0.091165	0.494199	0	0.480839	0.101188	0	0	0	0.0812403	0.338997	0.319888	0.16455	0.331647	0.203029	0	0.132215	0.265313	0.498875	0.493102	0	0.0985291	0.489656	0.556309
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.325794	0.39165	0.488933	0.421296	0.058716	0.0802828	0.304736	0.55095	0.384552	0.380065	0.111757	0.0307633	0.129863	0.307161	0.150752	0.147293	0.189675	0.352529	0.352717	0.312463	0.134753	0.13702	0.162384	0.189821	0.1478	0.204665	0.174699	0.0922312	0.186875	0.17784	0.140218	0.153275	0.269457	0.252574	0.151888	0.122316	0.204498	0.310754	0.418312	0.39627	0.335491	0.343254	0.262958	0.209342	0.173016	0.204262	0.27509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	1.24275	1.87236	1.37297	0.484986	1.01969	0.86568	1.2904	2.635	5.05998	3.87735	1.72448	0.838678	0.342467	1.05572	0.64262	0.779505	0.74686	1.47439	1.14624	0.789911	1.38532	1.01708	1.10469	0.994798	0.83296	1.77283	1.91984	0.824074	0.994797	0.57015	0.411216	0.30136	1.20416	1.83816	0.697808	0.114309	1.15433	1.56637	2.22182	1.17297	0.829956	1.12544	1.00071	0.448354	0.896818	0.694052	0.606965
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.64358	1.26232	2.31525	1.86984	2.86771	1.8726	3.92099	4.86398	5.6102	3.60865	2.62525	2.40682	3.42665	2.56859	0.989129	1.32316	1.38359	1.01246	2.40971	1.32567	3.52472	2.66229	1.23989	1.6966	1.6545	0.775562	0.785639	0.731134	1.62274	2.62187	2.77969	2.12246	2.11318	2.03809	3.89757	2.9115	4.27753	1.61659	4.03342	3.95236	4.86927	8.122	7.15833	8.2254	8.60937	4.12549	0.676703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	10.2023	11.6247	9.19626	7.14295	8.20623	2.4099	6.72353	19.6579	19.5407	19.3518	8.83447	4.49493	5.68222	9.28312	2.69826	3.82791	11.1831	11.4665	9.0068	5.62159	4.58811	3.64297	2.79925	3.58627	1.88163	3.29685	3.49322	1.37223	0	0.326472	2.56289	1.1541	1.50971	0.913211	0.132561	0.739058	3.25529	3.23408	2.98913	2.02201	2.24571	2.74435	5.6027	2.88783	3.88097	6.18279	0.606796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	1.16281	1.19533	0.655337	0.757901	0.709713	0.269705	0.317952	1.35986	0.354495	1.20417	0.117922	0.121759	1.4356	0.889002	0.128356	0.379724	0.699834	0.19232	0.401037	1.234	0.941648	0.0220418	0.503251	0.0312043	0.481786	0.481809	0.800612	1.06392	0.520597	0.513744	0.583976	0.868695	0.504726	0.798397	0.547028	0.159126	0.541124	0.970125	0.541443	0.579164	0.356742	0.0030848	0.750517	0.763116	0.902878	0.790406	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	3.26592	0.816473	0	1.05657	0.984536	1.09439	0.883064	1.23148	2.44017	0.922364	0.367659	1.84824	2.275	4.21446	0.30017	0.408235	3.38893	1.43099	2.01488	0	1.76496	0.27615	0	0	0	0	1.35461	0.660359	0.696379	1.03396	0.708385	1.33273	1.4648	5.72728	7.89369	5.60976	0.662183	0.424684	0	0.374095	0.597102	2.58319	0.840822	0	2.54256	3.07216	0.230263
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	2.43853	1.37565	0.109287	0	1.84341	3.19553	3.89706	4.11744	8.27099	2.17141	0.0624021	0.825426	0.29327	0.692044	0.244489	1.41379	2.94234	0.270852	0	1.3057	1.12887	0.479312	0	0.41048	0.302739	0.80655	1.09641	1.83426	0.23844	0.914944	0.117009	0.874254	0.790866	2.04771	0.677158	0.679851	0.37443	0	0.669086	0.634755	1.35022	2.67507	2.23258	1.00083	1.25769	0.959748	0.269653
