	chr11:32413990-32414139	chr11:32414140-32414289	chr11:32414290-32414439	chr11:32414440-32414589	chr11:32414590-32414739	chr11:32414740-32414889	chr11:32414890-32415039	chr11:32415040-32415089	chr11:32415090-32415189	chr11:32415190-32415339	chr11:32415340-32415389	chr11:32415390-32415489	chr11:32415490-32415639	chr11:32415640-32415789	chr11:32415790-32415909	chr11:32415910-32415939	chr11:32415940-32416089	chr11:32416090-32416239	chr11:32416240-32416389	chr11:32416390-32416539	chr11:32416540-32416689	chr11:32416690-32416769	chr11:32416770-32416839	chr11:32416840-32416989	chr11:32416990-32417139	chr11:32417140-32417289	chr11:32417290-32417439	chr11:32417440-32417479	chr11:32417480-32417589	chr11:32417590-32417739	chr11:32417740-32417889	chr11:32417890-32418039	chr11:32418040-32418189	chr11:32418190-32418289	chr11:32418290-32418339	chr11:32418340-32418489	chr11:32418490-32418639	chr11:32418640-32418789	chr11:32418790-32418939	chr11:32418940-32419040	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.246118	0	0	0	0	0.282116	0.862031	1.028	0.617661	0	0	0	0.21367	0.410884	0	0	0	0	0	0.335307	0.667476	0.243607	0.050702	0.766579	0.424363	0.176055	0.351007	0	0	0.296576	0.344841	0.145674	0	0.146394	0.448763	0.248181	0.691193	0.73634	0	0.174953	0.661238
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.feb5cf97-c346-43c5-9925-b098ecdfe359.fc.signal	1.08124	1.13493	0.135154	1.16594	0.666463	1.37117	1.12372	2.38768	2.42074	0.860591	1.65507	1.41723	1.01912	0.992594	1.719	3.07216	2.72238	3.46838	1.71576	0.846026	1.37151	2.17203	2.06298	1.0463	0	0.60756	1.33098	0.89127	0.907218	1.16682	0.428688	0.486182	1.08085	1.0236	0.173667	3.02143	2.79313	3.26431	4.47276	2.9939	0.405229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.522734	0.516335	0.327491	0.182403	0.105872	0.0397888	0.350772	0.607147	0.560117	0.563224	0.264779	0.389578	0.322201	0.217625	0.3879	0.170106	0.12326	0	0	0	0.118078	0.267642	0.151787	0	0	0.286529	0.26006	0.453906	0.276031	0	0	0	0	0	0	0	0.116052	0.205615	0.223283	0	0.502924
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	0.383051	0	0.744689	0.605311	0.744385	0.904578	0.841661	0.828538	1.21903	1.48362	1.39928	0.512047	0.33133	1.1223	0.698312	0.0593637	0.373022	0.741723	0.349554	0.424739	0.0907389	0	0	0.341249	0.213303	0.761746	1.68881	0.95846	0.342674	0.319777	0.773691	0.468738	1.05121	0.601524	0.535245	0.86746	0.11665	0.0762499	0.325258	0.792849	0.433071
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.6c7e93ea-bf0c-48a2-82fb-1c49e3dc143b.fc.signal	0.678106	0.692688	0.910547	1.36339	1.19808	1.02712	1.60127	1.47434	1.27968	0.811643	0.693434	0.952766	1.33217	0.873468	0.727377	0.63559	0.615549	0.885274	0.881882	0.627478	0.536946	0.619272	0.522186	0.399848	0.299919	0.700285	0.853813	0.80255	0.807137	0.617325	0.683582	0.876318	0.791549	0.780703	1.02438	1.41387	1.44505	1.27462	1.10502	1.29571	0.754795
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001508.1.f6c67936-5b0a-4ed6-8085-a2a611177783.fc.signal	0.0187086	0.932897	0.262215	1.52645	0.948267	0	0.23713	1.8711	2.84336	0.700511	0	0	0	0	0	0	0	0	0.525783	0.175055	0.604509	0.258831	0	0	0.585106	1.42333	2.30613	3.0598	2.04594	1.77637	2.08068	0.159372	0	0.0544964	1.02496	2.12002	1.09542	3.40684	1.54269	0.0812723	0.464945
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003847.4.2b3ec079-53bd-4903-ae08-424fc11f8e29.fc.signal	0	0.31191	1.9973	0.404102	0.641379	0.521198	0.712849	1.36213	0.292859	0	0	0	0	0	0.509996	1.27056	0.594621	1.35822	1.5714	1.16361	0	0	0	0	0	0	0	0	0	1.72536	2.35194	0.00908093	0.440425	0.660637	2.62833	3.08493	1.81038	1.70066	0.889617	0	0.648714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.6a99d923-7ab5-41be-874b-467d20e26e79.fc.signal	1.3587	0.995175	1.05679	0.939089	0.411287	0.485059	1.14534	2.67533	2.83416	1.62381	1.01082	0.710384	0.234211	0.419964	0.628323	1.23707	1.14454	1.16612	1.18142	1.38391	0.207617	0.240019	0.931086	1.55893	0.315122	0.477109	0.629061	0.293416	0.116242	0	0.398425	0.71785	0.736621	0.976787	0.912412	2.12581	2.14428	1.18538	1.29978	1.18815	0.458647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.cdb41994-86e2-4949-bf91-2378fd47bfa2.fc.signal	0.242041	0.408401	0.472701	0.839683	1.23297	1.43068	0	0	0.0786643	0.789612	0.763065	0.478051	0.0685791	0	0	0	0.141192	0.860194	0.660928	0.334	0.149935	0.45283	0.35876	1.02554	0.414519	0.388847	0.204476	0.628642	0.843252	0.60872	0.557458	0.10892	0.730093	0.977665	0.632532	0.194543	0	0.537431	1.87643	0.391922	0.580756
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001887.4.92e33eb4-60fb-4aba-99b3-db60d30e791f.fc.signal	2.76261	2.03279	0.540241	0	0	0.331385	1.68674	0.365106	0.556907	2.37952	3.05558	0.785909	0	0	0	0	0.237481	0.349972	0.429594	1.16475	0.423352	0.709198	1.23502	0.634047	0.895823	1.38473	1.41476	2.54528	2.49615	1.05195	0.0688087	0.712201	0.658262	0.157419	0.619059	0.660819	1.50711	1.69589	0.176337	1.67109	0.634528
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.bcf78771-4438-44b9-b60f-ce0703898bd2.fc.signal	2.80776	0.943604	0	0	0	0	0	0	0	0	0	0	0.183928	1.38938	2.30111	1.5098	1.53901	0.615668	0	0	0	0	0	0.136588	1.25483	1.61638	1.97742	1.70189	0.711422	1.01148	3.08476	1.80875	0	0	0	0	0.582776	0.705061	1.17132	0.46594	0.672742
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.96c109c2-5b12-4d08-bc59-f48ccc7c2f4a.fc.signal	0.0296048	0.683386	0.382396	0.202299	0.875818	0.863482	1.48284	1.59138	0.714222	0	0	0	0.323189	0.466281	0	0	0.194254	0.552993	0	0	0	0.0489953	0.537254	0.963446	0.980762	0.471695	0.532339	0.867107	1.67616	1.41127	0.819767	0.0057642	0.261444	0.526304	0.326818	0.161506	0.747173	0.292281	0.766122	1.27801	0.737647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001326.1.567f2eaa-fb2e-4531-aa24-4f23ad86e52a.fc.signal	0.546925	0	0.0541421	1.14768	0	1.33582	2.01561	2.30123	1.67755	1.72995	0	0	0.676631	1.26003	1.2871	1.48578	0.984237	0	0.951199	3.45378	3.80635	3.21693	1.41667	0.780484	0.321757	1.14229	1.87469	0	0	0.00658153	0.839797	0	1.8938	0.0898378	0	2.00824	0.158944	0.43991	0.614316	1.00875	0.48951
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000277.2.6f1c9091-fd70-44a8-b612-a333084af5aa.fc.signal	1.05417	1.6905	2.32538	0.310757	2.46168	1.00821	2.12162	1.34794	1.49079	2.35716	0.587891	0	1.07345	1.79045	2.00894	1.98959	1.23611	1.14509	0.759756	1.62048	3.04021	1.02102	0.655351	1.9482	2.0942	0.529521	0.654661	0.61379	0.140631	0.311974	0.867639	0.772324	0.750474	0.158242	0	0	0.0987861	0.899324	1.24109	1.66232	0.514451
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.11ad2674-be5c-41ad-b54e-80291c85aeb3.fc.signal	0.147266	0.209234	0.729707	0.714592	1.54101	0.58836	0	0	0	0.546124	0.598639	0.728212	1.15292	0.192298	0	0	0	0.0379072	1.80886	3.58173	4.50564	3.44525	1.43219	0.438926	0.115698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616438
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000339.2.661eb5d7-e490-45e2-a8f4-f36ea8a48c60.fc.signal	3.1223	0.675398	1.56477	0	0	1.14216	0.916256	0.736677	1.05001	4.44597	3.65822	0.976758	2.64273	1.89161	2.33004	1.07528	0	0	1.97177	3.78796	2.78381	1.13863	2.49918	3.53726	0.309934	0	1.17439	1.78805	0.668871	0	2.78672	2.73264	0.509209	2.07286	2.14569	0.61339	1.55523	1.82762	1.83432	1.23699	0.447531
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001378.1.0fecda09-3e67-46f5-9229-720f600c0eed.fc.signal	0	0	0	0	1.04581	0.156999	0	0	0.115063	1.23063	1.07384	0.667079	0	0	0	0	1.0398	2.67226	2.05731	1.01529	0.903188	3.8908	3.09138	1.26218	2.36787	0.457531	0.18302	0.73881	0.658545	1.10101	0.652159	1.27946	0.212865	0.699384	0.658166	0.389308	0.0269136	1.8756	0.796877	0.346628	0.559406
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.3cd86255-36f1-4b55-a6a7-d6b5647cff3a.fc.signal	0.102619	0.221861	0.246809	0.573081	0.426661	0.107094	0.2759	0.596254	0.655401	0.795881	0.731656	0.348162	0.155582	0.16077	0.137548	0.1975	0.145672	0.230136	0.227309	0.0272121	0	0	0	0.0918304	0.303412	0.281141	0.271929	0.462325	0.51571	0.640265	0.580206	0.430057	0.0817337	0.219644	0.39977	0.598687	0.154509	0	0	0	0.519737
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.6a6e5234-23fa-41fc-9f41-6ee555b180c8.fc.signal	3.06273	0.0779249	0	0	0.488664	1.33295	0.420436	0	0.906618	0.613783	0	0	0	1.11782	0.0761369	0	0.311092	1.45528	0.834157	1.57906	0	0	0	1.20882	0.888329	2.24954	0.325443	0.247369	2.04228	1.89901	1.92225	0.458582	1.20381	0	0	1.49226	0.815737	1.47122	2.11392	0	0.602679
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003833.4.ec16fc35-ccb2-4f91-92dd-1cc5fac441b7.fc.signal	1.70426	1.41929	1.74474	1.69471	0.708732	0.775438	0.21262	0.62535	0.546564	1.0505	2.18874	1.88232	0.600336	0.858818	0.943241	1.4279	1.94902	1.01223	0.937544	0.420143	0.619099	0.926305	1.30607	1.38954	0.932633	1.1602	0.804366	0.570117	0.46369	0.808356	1.01725	0.577639	0.842296	1.25339	1.19289	0.753233	1.40901	3.13511	1.56755	1.35597	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003829.4.8d269671-1194-421c-8d53-c81f23ee5f40.fc.signal	0	0.65335	2.30603	0	0	0	0	0	0	0	0	0	0	0	0.949562	5.56116	5.86613	4.20726	0.135861	0	0	0	0	0	0	1.24393	10.4799	6.43463	3.04864	1.92192	0	0	0	0	0	0	0	0	0	0	0.70155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.cf621cfe-3687-4632-9cb9-1d96c4cbf6b0.fc.signal	0.399699	0.213968	0.532695	0.497096	1.48101	0.254161	0	0	0	0.185108	0.627195	0.752806	0.47369	0	0	0	0	0.0676786	0.581666	1.00111	1.15972	1.09836	1.248	0.47192	0.516986	0	0	0	0	0.310711	0.263422	0.161288	0.424572	0	0	0.0222507	1.22417	1.48461	0.460585	0.638909	0.65
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.b0a69b43-094d-48ec-bc60-f9af8670e969.fc.signal	0	0	0	0.514112	1.05007	0.0832221	0.689002	6.37255	4.48899	0	0.265767	1.03529	0.698814	0.914497	0.754892	1.2941	0.733466	2.40399	2.17158	1.47047	0.043806	0.715765	1.73625	1.13182	0	0.563098	4.9095	6.32298	1.80723	0	0	0	0	0	0	0	1.38037	3.75549	0.591432	1.43431	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000270.2.43754eb9-4d4f-4ac8-9c98-cfd7436168c7.fc.signal	0	0	0	0	0	0	1.61532	4.38058	1.89694	0	0	0	0	0	0	0	0	3.12242	0.685526	0	0	0	0	0	0	0.410618	1.13766	0	0	0.318544	2.60554	0.114414	0	0	0	0	0	4.2445	0.790491	1.16377	0.495726
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.19ff4aa6-fb54-46a9-9e6d-d838602855e5.fc.signal	0.228113	0.172049	1.34926	1.24994	0.654729	0.220058	0.341334	0.416989	1.22205	1.14217	0.282269	0	0.685364	0.251719	0.283786	1.42803	1.57097	1.94689	0.277446	0.0399168	0.500375	0.186445	0	0.622517	0.288253	1.54399	0.751266	0.57241	1.00454	0.729733	1.09598	0.101369	0	0	0.0693516	0.786725	0.570639	0.0709977	1.35213	1.48814	0.418803
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.f603ad07-1fa1-4eda-9e31-ea07130b3846.fc.signal	0.309014	0.179021	0.450484	0.371076	0.397168	0.359306	0.16303	0.476371	0.307902	0.449395	0.698475	0.549176	0.519269	0.278148	0.284803	0.477505	0.393298	0	0.140633	0.367869	0.483784	0.877728	0.463406	0.122809	0.153322	0.285865	0.244646	0.377698	0.402275	0.152759	0.204258	0.151573	0.0750376	0	0.0524376	0.811517	1.46478	1.0932	1.82721	0.926154	0.472648
