	chr19:6922178-6922327	chr19:6922328-6922477	chr19:6922478-6922627	chr19:6922628-6922777	chr19:6922778-6922927	chr19:6922928-6923077	chr19:6923078-6923227	chr19:6923228-6923377	chr19:6923378-6923527	chr19:6923528-6923677	chr19:6923678-6923827	chr19:6923828-6923977	chr19:6923978-6924127	chr19:6924128-6924277	chr19:6924278-6924427	chr19:6924428-6924577	chr19:6924578-6924727	chr19:6924728-6924877	chr19:6924878-6925027	chr19:6925028-6925127	chr19:6925128-6925177	chr19:6925178-6925327	chr19:6925328-6925477	chr19:6925478-6925627	chr19:6925628-6925777	chr19:6925778-6925927	chr19:6925928-6926077	chr19:6926078-6926227	chr19:6926228-6926377	chr19:6926378-6926527	chr19:6926528-6926677	chr19:6926678-6926827	chr19:6926828-6926977	chr19:6926978-6927127	chr19:6927128-6927207	chr19:6927208-6927277	chr19:6927278-6927372	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.495944	0.60481	0.060481	0	0	0	0.173623	0.316458	0.517778	0.0910541	1.03878	0.669707	0	0	0.161018	1.14575	0.31811	0.615622	0.603777	0.870926	0.60481	0.278213	0	0.0997952	0.566544	1.03894	0.60869	0.504144	1.17053	1.47174	0.966482	1.34838	0.173838	0.392875	0.263839	0	0.865022	0.854749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	1.76377	0	0	0	0	0	0.271354	4.21539	3.99104	1.2324	1.02888	0	0	0	0	0	0.535062	2.5117	1.84331	1.66765	3.3786	2.74319	2.10897	1.97181	6.62409	4.13861	2.70204	3.92601	1.79327	0.0525112	0.276473	1.28056	0.0787668	1.33949	3.28696	3.37913	2.26377	0.648485
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0.338418	0.198744	0	0	0	0	0	0	0	0	0	0.198152	0.306405	0.266657	0.57969	0.0695628	0	0	0.533755	0.110009	0	0	0.250325	0.1668	0	0	0	0	0	0	0	0	0.64539
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0	0	0	0	0.0671353	0.584472	0	0	0	0	0	0	0.456126	0.066784	0	0	0	0	0	0	0	0	0	0.465141	0.882218	0	0	0	0	0	0	0	0	0.61745
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.56418	1.59773	0.320778	0	0.00593813	0.821088	1.19228	0.950244	0.408696	1.04525	0.55676	0.776556	0.50627	1.63477	1.4716	1.26573	0.844344	0.276123	0.414251	1.1581	1.26503	1.46699	1.08243	0.898512	0.855786	1.46601	1.39232	0.554178	0.677233	1.52105	1.35143	0.332564	1.17744	1.49221	1.06903	0.680909	0.776014	0.453704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	0.506622	0.56389	0.122183	1.22532	0.241419	0.48466	0.863311	0.697585	0.430538	0.595915	0.443948	0	0.853232	1.35186	0.759078	0	1.05238	1.17896	0.61364	1.06172	0.912305	1.78416	1.83393	2.15819	1.3701	2.53999	3.3816	4.70472	3.89638	5.24193	3.69101	3.53725	3.03968	1.90891	1.60877	0.519764	2.05158	0.507463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0.886613	0.761016	0.320222	0.304624	0.33543	0.755303	0.731557	0.0922393	0.294113	0.957962	0.99347	0.528882	0.0339201	0.234978	0.245455	0.589002	0.870739	0.70044	0.766291	0.759299	0.758538	0.950178	0.843721	0.633879	1.02428	1.36574	1.42977	0.936999	0.898532	0.853889	0.797326	0.543947	0.357664	0.132813	0	0	0	0.745794
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	1.58483	1.46433	0	0	0	1.60595	2.15957	1.63663	1.17998	0.384368	1.58274	3.28261	4.85055	13.16	8.88998	5.6718	6.18816	8.38606	6.28561	8.57374	5.00262	1.98251	0.527958	0.120676	1.85453	0.836387
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.827ded64-aa40-4620-8391-8dd4ae096d90.fc.signal	1.27591	0.251992	0.0638282	0.56319	0.0675828	0.356687	0.678172	0.759635	0.314936	0.189287	0.384675	0.0863771	1.10537	1.66678	1.39347	0.77504	1.43061	2.01974	0.0713374	0	0	0	1.01742	1.37757	0.752345	0.756248	0.897266	0.153939	0.878478	0.487402	0.82102	0.641998	0.95592	0.319134	0	0	0.100781	0.371084
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.feb5cf97-c346-43c5-9925-b098ecdfe359.fc.signal	0	0	0.106858	0.616809	0.0638989	0	0	0	0.553999	1.07373	0.0048572	0	0	0.190623	0.305805	0.381198	1.04825	2.58424	1.58843	1.64673	1.4573	1.38927	0.924959	2.42667	5.12063	1.90416	2.96313	2.10018	1.43923	3.72347	5.05194	0.578929	1.22648	2.05477	0.355188	0	1.02007	0.498641
