	chr10:86704031-86704180	chr10:86704181-86704330	chr10:86704331-86704480	chr10:86704481-86704630	chr10:86704631-86704780	chr10:86704781-86704930	chr10:86704931-86705080	chr10:86705081-86705230	chr10:86705231-86705380	chr10:86705381-86705530	chr10:86705531-86705680	chr10:86705681-86705830	chr10:86705831-86705980	chr10:86705981-86706130	chr10:86706131-86706280	chr10:86706281-86706430	chr10:86706431-86706580	chr10:86706581-86706730	chr10:86706731-86706880	chr10:86706881-86707030	chr10:86707031-86707180	chr10:86707181-86707330	chr10:86707331-86707480	chr10:86707481-86707630	chr10:86707631-86707780	chr10:86707781-86707930	chr10:86707931-86708080	chr10:86708081-86708230	chr10:86708231-86708380	chr10:86708381-86708530	chr10:86708531-86708680	chr10:86708681-86708770	chr10:86708771-86708830	chr10:86708831-86708980	chr10:86708981-86709130	chr10:86709131-86709219	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0	0	0	0	0.0686399	0.413287	0.196861	1.00541	0.48411	0.398781	1.65435	1.66668	0.389475	0	0	0	0.142816	0.450669	0	0	0.541571	0.708498	0.641688	1.08692	1.09615	1.20371	0.665812	3.06408	5.32132	7.34685	13.43	15.3919	17.0635	9.51402	0.609023
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0	0	0.523981	0.71853	0.748477	0.346451	0.36208	0	0.139126	0.272234	0.647438	0.404898	0.379969	0.113384	0	0	0	0.460899	0.141573	0.273338	0.119758	0	0	0	0	0	0.026617	0.470192	1.15109	1.40754	1.23173	0.400966
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	1.24541	0.205046	0.920109	2.49541	0.836133	0.530341	1.99627	3.45035	2.27323	1.06379	1.85192	3.12948	1.90155	1.55081	1.22084	2.86288	1.56861	1.56469	0.904065	0.254447	0.517072	1.90857	1.59642	5.23716	1.65358	0.378626	1.85061	1.66515	2.2795	2.08631	2.23313	2.32458	2.87838	2.99811	2.53864	2.8708	0.600806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.701617	1.26479	0.843698	0	0	0.116612	0.49901	0.538227	0.952773	0.364379	1.55777	1.41159	0.207497	0.529203	0.129955	0.366074	0.669862	0.782689	0.229133	0.315237	0.568678	0.765437	0.423764	0	0	0.0395672	0.254791	0.696325	0.336456	0.48001	0.623601	0.778834	1.0233	1.26335	0.568185	0.565313	0.598361
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.41bb4ab6-1e8d-4527-bfe1-5ddf65dcaa7f.fc.signal	0.415624	0.439055	0.43757	0.406284	0	0	0	0	0	0.265913	0.117472	0.0965684	0.537947	0.42508	0.548438	2.27305	1.14434	0.262616	0.438733	0.41317	0.0715932	0.546127	0.20764	0	0.147058	0.238087	0.385646	0	0	0	0	0	0	0	0.18318	0.753159	0.44246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.b52b6048-f5e8-441d-8082-83c6ea7d797d.fc.signal	0.716272	0	0	0	0	0.403202	0.445717	0.421625	0.33732	0.339832	0.751515	0.813954	0.802682	0.81259	1.33525	1.05087	0.827029	0.259	0.676138	1.42828	0.868977	0	0.110849	0.64396	1.19289	0.738377	0.551482	0.954559	1.25638	0.624674	0.732206	0.901965	0.32604	1.63131	0.349498	0.370588	0.466321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.14e2d66e-78ce-42e0-867f-4b49c7b19bff.fc.signal	1.30385	2.34247	2.57025	1.91724	2.29206	2.01407	2.60503	2.19263	1.71811	3.22352	6.47127	7.22635	6.81986	7.78854	5.32212	5.01074	4.73252	3.6975	8.06538	5.85176	5.4634	3.53031	4.215	5.30481	5.21901	3.53814	5.98389	8.40406	7.34455	4.44565	5.33796	4.69699	4.82189	5.37976	5.05948	2.88706	0.0157967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000957.7.e974118a-1765-49cc-99dd-3d99dcd758cf.fc.signal	0.532957	1.67058	0.235788	0	0.0905474	0.906448	1.4474	0.878494	1.89732	0.803267	1.69988	1.74774	2.94709	3.35195	1.56759	1.1507	1.29054	1.57534	1.35496	1.38645	1.13071	1.32402	0.919508	1.15107	0.96022	1.19533	1.17124	2.3201	1.63907	1.33508	3.09806	1.9799	2.08226	2.31093	2.51663	2.11381	0.260995
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	1.50959	1.25664	1.0348	1.81233	1.85611	1.89748	2.49757	2.52051	2.03512	2.63607	2.78222	3.45731	4.44806	3.8197	2.11295	2.85003	2.53709	0.973939	1.51967	1.38231	1.31658	1.24445	1.13977	1.11156	1.98766	3.04816	2.69748	4.56204	2.69747	1.93761	2.02597	3.42276	3.33161	1.96098	1.43493	0.926054	0.520548
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	1.30407	0.575155	0.792973	0.103151	0	0.814265	1.19825	1.0488	3.16594	1.38087	0.864155	1.21035	3.78949	1.71673	0.44388	0.62348	1.24215	1.37912	0.825341	0	0.31675	0.218817	0	1.73895	1.51484	0.523769	0.468527	1.15148	1.12583	1.15162	0.75698	0.370211	0.06231	1.57865	2.38774	1.73036	0.464789
