	chr5:132269291-132269440	chr5:132269441-132269510	chr5:132269511-132269590	chr5:132269591-132269740	chr5:132269741-132269890	chr5:132269891-132270040	chr5:132270041-132270190	chr5:132270191-132270340	chr5:132270341-132270490	chr5:132270491-132270640	chr5:132270641-132270790	chr5:132270791-132270940	chr5:132270941-132271090	chr5:132271091-132271240	chr5:132271241-132271390	chr5:132271391-132271540	chr5:132271541-132271690	chr5:132271691-132271840	chr5:132271841-132271990	chr5:132271991-132272140	chr5:132272141-132272290	chr5:132272291-132272440	chr5:132272441-132272590	chr5:132272591-132272740	chr5:132272741-132272890	chr5:132272891-132272970	chr5:132272971-132273040	chr5:132273041-132273190	chr5:132273191-132273340	chr5:132273341-132273490	chr5:132273491-132273640	chr5:132273641-132273790	chr5:132273791-132273940	chr5:132273941-132274090	chr5:132274091-132274240	chr5:132274241-132274390	chr5:132274391-132274408	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.64178	0.925814	1.21177	1.34875	2.06056	1.32744	2.13451	1.73037	2.30289	2.21188	1.39651	1.77119	1.83918	1.28928	2.0966	2.09343	1.25357	1.35779	1.61802	0.697326	0.452539	1.24265	1.93622	2.75051	3.23492	1.66093	3.04736	4.87741	2.24599	2.60438	1.93442	1.95375	2.58365	2.51975	5.45172	4.28515	3.23132	0.321429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.562784	1.44614	1.43219	0.885388	1.84996	1.97444	1.2464	0.897122	0.807397	0.811342	1.5941	0.949247	1.05425	0.147017	0.958512	1.85138	1.70075	1.68944	1.15569	0.475037	0.214229	1.10236	0.698957	0.830591	0.439044	0	0	0	0.522248	1.71462	1.70753	0.258977	0.847432	0.59966	0.221055	0.260497	0.24144	0.133803
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	2.42512	4.89015	8.39417	5.31924	2.8646	1.38751	1.0058	1.03195	2.00648	2.32296	1.71879	1.07772	1.28372	1.16044	0.764655	1.98631	1.38855	2.13208	2.34757	0.861437	1.05092	1.85104	1.46819	1.3843	1.03823	1.65533	1.78953	1.87563	1.85169	0.633708	0	0.360012	2.99508	2.10847	1.1603	1.07631	1.1737	0.537665
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.0166962	0.878327	1.66925	0.851548	1.13398	0	0.255943	1.24825	1.58578	0.879149	0.185462	0	0.0593535	0.667155	1.86143	1.32616	0.682507	0.743752	0.46737	0.126136	0.513788	0.832773	0.433976	0.124257	0.667668	0.55636	0.536512	0.988542	0.932937	0.574924	1.88474	2.41758	2.55593	2.60066	1.29854	0.0047832	0	0.358462
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.50244	0.343468	0.976576	1.25481	1.83045	0.557546	0.582615	0.611934	0.122056	0.704517	0.388776	0.482986	0.317184	0.0515387	0.370123	0.603486	0.408266	0.196073	0.234971	0.368703	0.243484	0.122438	0.30638	0.740898	0.297025	1.44143	3.41474	4.15996	2.24749	5.43121	9.45359	9.47671	12.6182	11.0093	8.05681	6.0761	7.52191	0.389554
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.205459	0.319125	0.187724	0.165033	0.600444	0.308148	0.945397	0.943241	0.559122	0.492164	0.51573	0.318909	1.09538	0.806283	0.9828	0.726851	0.804409	0.203788	0.392112	0.0701549	0.237557	0.910007	0.639194	0.680209	2.09807	3.63678	6.43127	3.50541	2.9336	5.58004	11.7205	15.8018	17.3307	20.2442	8.83893	10.0867	16.1144	0.385214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.760145	0.929562	1.51047	1.89024	1.96396	1.03002	2.40331	2.66499	2.77366	1.86073	1.31324	1.85364	1.41538	0.821678	0.864208	1.88711	0.903383	1.72476	1.22514	0.803566	0.60097	0.801679	2.02552	1.57959	1.0204	1.03638	1.91774	2.76232	1.56428	1.43232	1.43688	1.30321	1.43978	1.7849	3.47679	2.83213	2.52081	0.3125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0.0978197	0	0	0.311797	2.0124	1.66866	0.917556	0.660454	0.588952	0.215007	0	0.347144	1.73792	0	0.470752	1.23934	2.03142	0.357521	0	0.855913	0.244547	1.21377	0.935472	0.112738	1.56427	1.16829	0.192737	1.06569	0.311251	0	0	0.275678	0.755906	0	0.66639	0.424858	0	0.104214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	2.66169	2.78829	2.64862	2.49102	3.39003	1.81475	2.26585	1.53823	2.71144	3.80647	0.95715	2.43889	1.5169	2.75176	2.1189	2.94372	3.88465	2.73038	1.54774	3.29452	2.24216	1.55242	2.15447	2.09521	3.05089	2.42707	2.03769	1.62769	1.80927	1.1766	2.67742	1.57302	3.60787	2.98168	2.89632	2.40097	3.06147	0.471184
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.634064	0.902404	0.805767	0.674354	0.866793	0.759814	1.21505	1.1599	0.920545	0.681436	0.582456	0.592472	0.566476	0.558551	0.743	0.446742	0.317943	0.834462	0.943683	0.617844	0.402084	0.26534	0.485225	0.585969	0.471377	0.619447	0.985628	1.52138	1.10058	0.282819	0.0383424	0.722189	1.59318	1.69717	1.25499	0.830114	0.856149	0.569055
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	2.95819	4.26878	5.04921	2.20577	2.22496	1.22288	3.72275	2.6205	1.19979	2.65934	1.98889	2.25758	1.48554	2.95019	2.30336	3.68591	1.78608	1.29202	1.75013	1.49632	3.13891	1.04975	0	0.116378	0.748745	1.02471	0.946533	2.04232	1.00228	0.0507239	0.679512	1.29549	0.519503	1.1691	0.86358	1.18361	1.14732	0.187192
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	3.12756	3.0084	3.783	2.79507	2.15684	1.75157	1.32886	1.85966	2.00288	1.58279	1.16894	1.00127	0.863368	0.622415	1.01496	1.02702	0.390199	0.666438	0.901534	0.797187	0.575113	0.373769	0.427576	0.333509	0.43509	0.326919	0.528221	0.758678	0.364647	0.076741	0	0	0	0.252521	1.26817	1.0783	0.798562	0.701224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	9.32331	4.33891	4.34948	5.05746	3.37327	1.44379	2.33485	2.14478	1.83614	2.05825	2.34317	3.37062	1.29702	1.56388	0.47435	1.55979	3.63706	3.37061	3.98171	2.26578	3.27454	1.8709	2.23376	2.17773	1.64929	0.565798	2.00465	3.46145	3.54831	1.51582	3.88834	2.23512	1.82993	2.2613	0.762574	0.22683	1.51234	0.480988
