	chr3:3102968-3103117	chr3:3103118-3103267	chr3:3103268-3103417	chr3:3103418-3103567	chr3:3103568-3103717	chr3:3103718-3103757	chr3:3103758-3103867	chr3:3103868-3103957	chr3:3103958-3104017	chr3:3104018-3104097	chr3:3104098-3104167	chr3:3104168-3104317	chr3:3104318-3104467	chr3:3104468-3104617	chr3:3104618-3104767	chr3:3104768-3104917	chr3:3104918-3105017	chr3:3105018-3105067	chr3:3105068-3105217	chr3:3105218-3105367	chr3:3105368-3105517	chr3:3105518-3105667	chr3:3105668-3105817	chr3:3105818-3105967	chr3:3105968-3106117	chr3:3106118-3106267	chr3:3106268-3106417	chr3:3106418-3106567	chr3:3106568-3106717	chr3:3106718-3106867	chr3:3106868-3106937	chr3:3106938-3107017	chr3:3107018-3107167	chr3:3107168-3107317	chr3:3107318-3107467	chr3:3107468-3107557	chr3:3107558-3107617	chr3:3107618-3107767	chr3:3107768-3107917	chr3:3107918-3108036	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	1.71163	0.842309	0	0	0	0	0	0	0	0.124487	1.39201	2.13363	0.882879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292727
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.feb5cf97-c346-43c5-9925-b098ecdfe359.fc.signal	1.88474	0.0582864	0.888889	1.9351	0.769093	0	0.768392	1.4573	1.02011	0.145716	1.40525	1.7487	0.286575	0.576758	1.54322	0.0534329	0	0	0.57112	0.593911	1.14733	0.0169327	0	0	0	0	0	0	0	0	0	0	0.492273	0.432251	1.21437	3.32745	4.18969	2.82713	2.04207	0.467442	0.306604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.8a6af925-1821-4fc7-84d7-e838a44be225.fc.signal	0.716062	1.56865	0.587146	1.86897	3.07506	2.64808	2.35284	2.08472	1.88869	1.41479	1.25593	1.47869	0.955186	1.06451	0.534285	0.499303	0.600282	1.41475	0.933237	1.08186	1.35463	1.4854	2.01198	0.861622	1.22239	0.552664	0.670403	0.40662	0.737583	1.07271	0.577218	0.727399	2.07491	2.09573	1.39575	1.54149	0.827474	1.3931	0.960035	1.09642	0.353982
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.604466	0.244063	0	0.255257	0.280473	0	0.3172	0.561118	0.126215	0	0.667521	0.938091	0.0261296	0.567789	0.788485	0.53591	0	0	0.178197	0.761941	0.484529	0.0960229	0	0	0	0	0.45161	0.0784866	0.555563	0.585789	0	0	0	0	0	0	0	0.144696	0.271534	0	0.660714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.a8b62515-f113-4847-973f-317b45173002.fc.signal	0.219576	1.06198	0.646328	0.92221	1.01051	1.49046	3.93152	4.04467	0.983075	0.0101017	0	0.0457725	0.809766	0.7728	0.584464	1.635	0.345657	0.483095	0.922354	1.22625	0.493975	0.940512	1.04456	0.387628	0.416534	1.53349	2.06492	1.73459	0.926071	2.11325	3.45149	2.22211	1.06118	1.49899	0.261118	0.973058	1.32791	0.454397	0.554818	1.14752	0.0978261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.d83c61fb-c563-40ff-afb5-9fc097a52b75.fc.signal	0	1.75232	0.482063	0	0.522923	1.16743	0.437776	0	0	0.436664	1.11176	0.705704	0.947335	0.97452	2.0181	0.14155	1.31818	1.27348	1.29978	0	0	0.390668	2.3545	1.34064	0.0495645	1.12056	0.849431	1.05665	0.357649	0.994222	0	0	0	0.521683	2.00038	0.806992	2.21367	2.1701	1.6824	0.289356	0.36
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.f6d26e48-e432-43c5-8ad8-8ec3b14cf9c0.fc.signal	13.0641	13.1728	7.63425	4.80425	6.20616	2.74611	1.38992	1.72167	2.16429	2.04493	2.07956	2.54542	1.585	0.824689	1.59669	0.917719	1.65753	1.88466	2.00179	1.68673	2.0877	1.55369	2.20893	3.40098	3.29342	3.11269	1.01699	1.2966	1.91637	2.26782	2.02149	2.0687	0.749651	1.87175	1.98686	1.20176	1.19994	0.992061	1.23566	2.21903	0.393939
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001517.1.def76da7-e51f-466f-a75e-d4cb918f9d1a.fc.signal	0.990643	0.393078	0	0	0	0	0.299768	0.819992	0.320769	0	0	0.100628	0.784499	0	0	0	0	0.56328	0.452996	1.07214	1.08459	0.447677	1.61015	1.39292	0.591752	0.713396	0.568039	0.786199	0.488203	1.70149	0.510185	0.802821	1.41284	1.42827	2.3712	5.18225	5.09141	2.7511	3.78528	5.3556	0.405063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.93646603-f0c6-4b5c-9750-3c77b569d934.fc.signal	0.316058	0.38958	0	0	0.360826	0.387371	0.171684	0	0	0	0.176109	1.06918	1.13399	0.730308	0.31736	0.613464	1.2432	0.603888	0.420896	0.428056	0.672116	1.0438	0.272705	0	0.331255	0.208503	0.437375	1.48811	1.44796	0.35961	0	0	0	0.205071	0.535325	0.48005	0.726379	0.564729	0.147252	0.810091	0.28877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.2dfc8185-75fc-483f-9a76-86d609a673b1.fc.signal	0	0	0.230991	0.616923	0.133033	0.0226387	0.202694	0.469892	0.29631	0.326584	0.329909	0.57909	0.0941826	0.0351041	0.287683	0.224192	0.131589	0.144382	0.128183	0.193853	0.0505464	0	0.0648879	0.412894	0.393469	0.138075	0.844732	0.561844	0.181626	0.620954	0.677795	0.664504	0.45088	0.393635	0.00705747	0.15352	0.197377	0.346258	0.261417	0.0438986	0.339623
