	chr2:15939448-15939597	chr2:15939598-15939747	chr2:15939748-15939807	chr2:15939808-15939897	chr2:15939898-15939967	chr2:15939968-15940047	chr2:15940048-15940197	chr2:15940198-15940347	chr2:15940348-15940497	chr2:15940498-15940647	chr2:15940648-15940797	chr2:15940798-15940947	chr2:15940948-15941097	chr2:15941098-15941247	chr2:15941248-15941397	chr2:15941398-15941547	chr2:15941548-15941697	chr2:15941698-15941847	chr2:15941848-15941997	chr2:15941998-15942147	chr2:15942148-15942297	chr2:15942298-15942447	chr2:15942448-15942597	chr2:15942598-15942747	chr2:15942748-15942897	chr2:15942898-15943047	chr2:15943048-15943197	chr2:15943198-15943347	chr2:15943348-15943397	chr2:15943398-15943497	chr2:15943498-15943647	chr2:15943648-15943797	chr2:15943798-15943947	chr2:15943948-15944097	chr2:15944098-15944247	chr2:15944248-15944397	chr2:15944398-15944547	chr2:15944548-15944697	chr2:15944698-15944847	chr2:15944848-15944997	chr2:15944998-15945147	chr2:15945148-15945297	chr2:15945298-15945354	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	5.09689	5.09988	3.33961	0.382601	0.503726	0.55636	0.0408081	0	0.404112	0.497025	0.389483	0.840182	1.32526	2.742	1.9685	0.400638	1.42442	0.636131	1.41516	0.382067	0.918123	2.43345	0.510052	0.893992	2.39078	6.78844	4.14351	3.36453	1.9976	1.5552	2.47031	4.58496	8.01261	6.99168	8.96761	7.65582	4.25477	3.17806	5.74798	0.957043	1.1685	1.23529	0.942053	0.921384
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	1.32169	1.23034	0.72752	0	0	0	1.38501	0.466051	3.27398	5.59655	4.90689	11.5662	10.7296	15.8678	13.7443	7.78124	10.0461	7.97086	13.5183	12.2167	12.5307	12.4261	18.9386	16.5227	8.53956	5.25639	8.48109	7.12569	4.71465	4.986	2.06902	4.4546	2.17892	1.72723	1.69074	2.1742	2.30096	1.92646	2.87607	4.41033	3.45291	0	0	0.381024
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	5.65788	10.7981	8.58438	5.16599	6.21025	7.1705	9.17418	9.20365	4.18984	4.27755	9.22804	12.0114	16.145	9.83474	11.8141	5.79084	3.37119	1.68845	6.1807	6.61712	7.31764	5.74053	2.23583	0.0283599	4.77091	13.8333	25.7245	22.3586	13.0596	4.03668	5.64542	5.34742	8.80528	7.08102	3.8695	2.66937	2.67523	1.34461	1.04566	1.01217	0.384167	0	0	0.477645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	2.85868	7.67816	8.04637	4.00692	2.04107	4.56112	8.43835	6.01788	3.7293	12.7073	17.8483	23.1066	20.0831	12.4225	14.3231	6.06578	5.36091	2.33714	9.21799	8.92238	12.9041	11.2375	1.47499	0.151018	7.82244	18.2442	11.3285	13.6869	8.9992	4.16272	5.32803	9.00551	8.07887	7.00929	5.69043	3.87941	2.95448	1.96201	2.19401	1.1638	0	0.132957	0.339026	0.472422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	3.02935	2.29639	1.30485	0.601506	0.635781	1.3214	1.24581	0.709364	0.516566	1.01736	1.71369	2.49172	2.16912	1.6242	1.98423	1.47869	1.27401	0.69901	1.39772	1.26784	1.14055	1.5724	0.688041	0.796672	1.16764	2.13647	2.19837	1.86604	0.987774	0.431182	1.23484	3.75909	3.43375	2.59034	2.12355	1.78307	1.0601	0.882762	1.5509	0.506292	0.681926	0.67123	0.424408	0.670533
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0.778112	1.25093	1.67915	1.70614	1.56333	1.58696	1.70452	1.55644	1.2182	2.01118	4.73305	4.86014	5.2136	6.91989	6.30642	4.29645	2.9206	2.94696	6.21757	5.86684	6.47966	7.9192	3.58121	5.38716	9.35607	6.15864	4.36198	3.97106	3.4688	2.32409	2.78761	3.49203	2.56979	1.79645	0.690761	0.226734	0.206703	0.00550567	0.0374305	0.679472	1.81422	2.40595	1.35821	0.570645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	2.86299	2.18371	1.19324	0.979718	0.80937	0.963262	0.96743	1.56031	1.74821	2.45461	3.0608	2.38193	2.69346	3.77748	4.58757	2.46062	0.965266	0.650368	1.4665	3.21267	3.87322	2.8912	0.611394	0.423026	3.95871	5.24648	3.40135	2.80943	2.36233	2.00518	3.0011	3.70662	5.56886	5.84791	3.82923	1.19678	0.231072	0.129497	0.475012	0.471521	0.178315	0.439002	0.475444	0.651106
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.feb5cf97-c346-43c5-9925-b098ecdfe359.fc.signal	0.583217	0.354043	0.50798	0.164068	0	0	0.0891201	0.640113	0.46416	0.882527	2.67993	1.29849	1.85728	3.04782	1.69975	0.472887	1.65708	1.23533	0.146837	0.193525	1.70565	2.39874	2.62023	2.63314	3.91574	2.74939	3.76949	2.64738	2.18587	1.12208	0.72858	0.932639	1.08551	0.830585	0.137025	0.94522	1.13931	1.69157	0.535277	0	0	0.111716	0.869205	0.394366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	3.05891	3.75912	3.4868	2.05409	5.54693	12.2643	18.9623	20.8413	15.7014	14.6467	11.9731	21.457	20.908	13.0793	20.2797	20.9751	26.4536	18.7613	16.2964	20.299	20.0595	15.7709	3.11787	0.31681	11.2081	26.2764	28.2348	31.3336	23.7857	10.5704	11.8683	14.3325	9.30146	9.36888	8.3316	9.70527	10.8452	4.44785	3.17745	1.56472	3.35765	2.7262	1.16581	0.463087
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	1.73363	2.61626	2.0827	0.845168	4.05897	7.52345	5.96511	5.20298	4.52628	3.34113	3.55982	6.08528	7.76748	11.3416	6.76797	4.16478	3.29657	0.972367	3.5599	4.87556	5.12605	4.02421	1.30746	3.18721	6.18913	9.14825	10.04	7.87471	3.49474	1.11499	5.07116	11.7693	9.74775	5.42372	2.65653	3.13894	3.63721	4.87229	3.64571	1.12882	0.163147	0.34753	0.572637	0.90678
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	2.88236	3.20156	3.87359	3.73666	4.47824	6.13744	4.18469	7.78109	5.68716	8.56718	9.41178	12.6873	18.8497	21.9747	18.2953	15.7867	11.0288	3.58106	8.3	7.96677	7.09915	9.60373	2.70882	2.05773	6.54479	7.70725	8.66098	5.98275	3.85928	3.34983	3.84785	3.89073	4.79484	3.73463	3.24324	2.44932	1.15823	1.78136	2.68812	1.822	0.887596	1.19931	1.79018	0.480032
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	3.43928	5.20485	6.27493	1.56121	1.00588	6.15477	6.49415	3.58078	0.891386	3.04486	7.99915	7.80252	8.46083	13.6481	9.08303	3.7181	6.57775	2.57574	8.49147	10.2361	9.32714	11.1716	3.1978	3.08952	6.88037	7.81954	7.41203	6.39478	3.10679	1.49269	2.55777	4.08163	3.92588	3.8438	2.47633	2.29327	1.1003	0.716465	2.34429	1.03499	0.327735	0.411131	0.507906	0.479508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	1.38673	3.10652	3.23847	2.40255	2.73857	4.47513	3.54152	2.87635	2.89808	2.28175	3.69411	3.86719	5.78724	8.71478	7.27849	6.68361	2.37057	1.48814	3.09354	5.45166	8.63118	6.73541	2.20798	0.932854	3.63882	4.63877	3.1385	2.59943	1.42601	2.05825	2.60322	2.20251	1.91933	2.2915	4.10924	2.02106	1.51482	1.59695	1.05441	0.0708913	0.771823	1.53609	3.16297	0.438875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.a8b62515-f113-4847-973f-317b45173002.fc.signal	1.64229	1.51374	1.14472	0	0	0	0	0	0	0	0.233498	1.83517	0.216496	1.05316	1.19553	0.872638	0.689486	0.207423	1.38174	0.939969	0	0	0	0	0.541353	1.03424	1.02346	0.632958	0	0	0.211332	0.849865	0.581103	0.0830506	0	0	0.260292	0.686982	0.376745	0.839357	0.444459	0.140078	0	0.497942
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	2.15336	1.49456	0.537856	0.288266	0.063278	0.31639	0.402867	0.213033	0.52309	1.57333	0.704446	1.86861	1.67668	2.44232	2.02258	1.06928	0.828879	0.25944	1.07559	1.30337	2.05633	3.47148	1.12625	2.20397	7.22091	7.45835	9.77917	8.47626	4.5366	2.12276	4.34713	5.84717	14.4322	8.27526	7.00679	5.58951	5.31251	6.16327	2.22076	0.855451	0.538371	0.919591	0.889614	0.735955
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	1.07228	1.52526	1.87619	1.35123	1.76724	2.32002	1.96203	3.09064	2.88071	6.35953	10.963	8.61831	8.42891	10.753	4.05838	3.63737	2.45698	0.927306	3.09889	2.97597	4.93601	3.3652	3.82481	3.38025	4.13558	2.81191	1.70291	2.29268	1.33731	0.860038	1.56061	2.5104	2.42217	2.40493	1.9418	0.516769	0.237183	0.632166	0.84667	0.0796161	0.319172	0	0	0.370849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	1.17598	1.34012	1.12023	0.486625	0.625772	0.804399	1.05909	1.21232	0.79201	0.972884	1.72834	2.55111	1.70774	1.75568	1.80431	1.19261	0.826296	1.41333	1.88699	1.78524	2.70803	2.8612	1.13097	0.9516	2.863	4.31494	4.65117	3.18832	1.93068	1.58284	1.10664	2.69642	3.4509	2.0261	1.5565	1.65908	1.38229	1.28272	1.51938	1.517	0.84862	0.967741	0.713978	0.570938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	1.3858	3.18706	4.24682	0.350894	0.879036	1.45233	0.647875	0.053064	0.443971	2.35749	2.24889	2.88107	3.50243	2.58669	2.80295	2.77671	1.94603	0.918119	1.70598	2.10532	3.60256	2.15356	0.540489	3.52413	6.28582	5.65418	9.53835	10.3627	5.5489	3.94896	6.19841	7.0795	9.70012	8.66862	10.3885	9.45505	8.65216	7.09912	4.95142	1.44667	0.534791	1.03941	1.61133	0.996656
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.a3034dad-cf3f-4b0e-b7ac-4dfa7b52d765.fc.signal	0.993954	2.23376	4.20272	4.39567	9.37899	21.2586	35.9527	24.8055	5.83407	4.14451	3.97794	6.94967	7.14389	6.87242	7.33532	5.45462	2.58521	0.747095	3.08908	3.66244	5.55717	3.76662	1.77543	1.64024	2.61026	4.56384	3.39184	3.10516	0.844859	0.868145	2.39244	4.33395	4.16137	1.87051	1.11993	0.85643	1.63403	1.30617	0.750929	0.881053	1.22931	0.477333	0.975447	0.744948
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.4655431f-8c56-4476-831c-eb227cec568c.fc.signal	1.22516	2.44006	2.20157	0.891447	0.245224	0.223273	1.74614	1.72264	1.83427	2.88276	3.62218	6.74215	5.1648	5.39119	4.98795	1.75364	0.959114	1.29304	4.42147	3.15714	2.80498	2.99977	2.62881	5.41413	7.59097	4.84201	3.36176	2.76739	2.89177	2.46208	1.30998	3.53232	3.49844	4.01075	1.43366	2.26378	1.9436	0.686783	1.47959	1.14256	0.916744	0.101124	0	0.27551
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.13102329-ee3d-4773-b2d1-9ab40cd17100.fc.signal	0.224876	0.113995	0.0421712	0.227297	0.382581	0.389805	0.317866	0.599515	0.452991	0.493818	0.586067	1.08607	1.27889	0.632845	0.777617	0.82618	0.742494	1.21993	1.50004	0.693821	0.94399	0.799695	0.190374	0.331225	0.73566	1.69745	1.63016	1.18152	0.663281	0.847679	1.15613	1.70092	2.18782	1.55968	2.11224	1.56496	1.16039	1.70801	1.30669	0.783516	0.28143	0.373777	0.544498	0.755299
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.440b0def-8afc-49ae-ab48-eb6e55baaba4.fc.signal	4.86781	7.96083	6.43889	3.12188	4.51864	9.45869	7.85975	4.90388	1.62135	3.69016	4.24007	2.06385	2.75933	3.48423	3.71762	2.03943	2.9038	1.60059	6.58852	5.3495	7.03963	8.35772	2.03383	2.11819	3.69912	7.67319	3.42006	2.34501	2.55445	2.49075	3.00881	2.52273	1.87265	2.60627	2.38231	1.69078	1.23529	1.37403	1.04842	0.434447	0.0858647	0.261471	0.343452	0.415771
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.93646603-f0c6-4b5c-9750-3c77b569d934.fc.signal	0.145939	0	0	0	0	0.154875	1.43723	1.63217	1.43723	0.773136	0.733487	4.12014	10.8934	6.63783	5.3972	3.89217	1.69825	0.059472	3.58819	6.69069	4.98583	2.78527	1.02093	1.13657	5.21708	7.55082	7.66207	7.65215	5.97203	3.38736	0.476178	1.45856	2.77389	2.58478	2.90101	3.67784	2.56953	3.22565	5.98198	4.29255	1.48832	2.69816	4.23681	0.313146
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	8.46034	6.72815	1.88479	0.850499	0.707451	1.85881	1.85845	0.644713	0.594112	1.27443	4.44037	2.89283	4.13234	4.34813	3.68143	0.458865	0.77568	1.89461	1.83218	2.07041	3.49932	4.38455	1.6655	2.17309	2.42519	4.61313	3.70034	2.61641	0.795587	0.376217	0.254111	0.36795	1.71244	1.8745	0.905821	1.21745	0.519824	0.552468	1.87399	0.118397	0.226438	1.12542	0.00544982	0.62585
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.b52b6048-f5e8-441d-8082-83c6ea7d797d.fc.signal	2.05044	1.482	2.45769	2.13108	2.00539	1.06704	1.31222	2.10412	2.54221	5.03672	5.07196	2.95091	4.88222	7.50041	4.42393	4.61495	2.98682	2.18106	6.84473	6.00347	4.06852	5.23051	2.18711	0.617472	5.306	2.81104	3.21954	4.54631	3.53527	1.33595	3.60585	2.39628	3.55462	1.86035	2.81652	2.45334	0.984996	1.16035	0.749167	0.253003	0.86789	0.384799	0.306235	0.817481
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.867f20aa-cd84-4630-be8b-4d90cccd43d7.fc.signal	1.3978	2.93758	3.38191	0.411827	1.00622	3.64976	1.67901	0.151516	0.405411	0.671666	0.0283774	1.33393	2.46663	3.62148	3.06045	1.26134	2.63179	2.08034	5.65812	4.8241	4.76815	8.74996	1.69951	0.742077	4.51648	11.1372	10.1551	7.63071	3.96326	2.24666	5.51022	7.60898	13.5123	7.63339	11.7034	6.33575	4.43068	7.16314	4.86708	1.00113	0.882078	0.691986	0.55165	0.784512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003847.4.2b3ec079-53bd-4903-ae08-424fc11f8e29.fc.signal	0	0	0	0	0	0.769	1.96432	0.731011	1.31673	0.776415	0.52215	1.92945	1.78918	2.68794	3.00123	1.28187	0.62918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842427	0.432366	1.24785	0.409428	1.05303	1.35763	1.73287	0.966529	0.796646	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000316.2.3f5a9e9c-04a3-407c-8bb6-519c406c7e44.fc.signal	2.47019	0.850782	0.30826	3.36924	4.64376	2.41207	0	0	0	1.89869	4.47213	3.8286	3.18938	4.28249	5.95018	2.5745	0	0	1.6832	0.496865	0.488271	3.90223	2.67394	2.13671	4.35002	5.64703	0.805933	1.36395	2.32823	1.10387	0	0	0	0.898611	1.95663	0	0	0.987346	1.20836	0	0	0	0	0.393665
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.fc509fae-cfc8-4cd1-b6e1-cb05b98526c1.fc.signal	3.86803	3.58855	5.31511	4.50207	5.4897	5.91878	4.39853	5.55359	2.74166	8.5906	10.9071	8.82796	13.2252	15.0031	13.7556	6.75115	2.74639	0.168812	4.4484	5.99534	6.91605	3.75347	0.137394	1.01883	5.04324	6.47826	4.52687	6.32254	6.68437	2.66586	1.84181	3.41032	2.06286	4.23323	2.75551	1.87295	1.7667	1.41944	2.30601	0.725649	1.43108	1.70787	0.940161	0.463084
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.2af65a74-ad9a-47d1-bb59-7449ff40f2d9.fc.signal	0.322967	0.459783	0.723228	0.613678	0.81318	0.910186	0.711334	0.396767	0.415034	0.696603	0.684034	0.747775	1.1432	1.24877	0.983219	0.733084	0.266567	1.09504	1.7204	1.15986	0.82318	1.05446	0.711403	0.782365	1.43787	1.16579	2.02573	2.65495	1.9895	1.43089	2.52175	2.99254	2.1879	1.49215	1.53128	1.37481	1.22627	1.02393	0.670134	0.923545	0.748223	0.546661	1.05599	0.915493
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	3.25588	4.56177	4.50799	2.8202	5.02877	8.49734	12.4888	13.4815	7.4962	8.47186	5.24902	10.7986	11.3714	6.0788	5.30469	6.82016	10.4187	9.45426	12.3768	10.6613	11.4854	9.653	2.20649	0	2.4403	4.82775	9.84076	11.8817	10.7971	10.0883	9.17628	6.96979	7.39856	6.21314	4.68856	4.89835	5.61988	4.22302	3.50406	1.61319	0.540778	1.22608	1.24326	0.458333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.6a99d923-7ab5-41be-874b-467d20e26e79.fc.signal	0.229687	0.361123	0.50348	0.43833	0.254873	0.53297	0.735712	0.359908	0.557818	0.439623	0.931951	1.25421	1.04065	0.645997	0.894266	0.726411	0.873383	0.808869	1.51822	1.24031	1.19659	1.67722	1.31352	0.916995	1.68494	1.88409	1.67439	1.88012	1.30977	0.354105	0.421481	0.511049	0.562139	0.473269	0.705093	1.42329	1.30816	0.64694	0.546777	0.536515	0.287762	0.136874	0.567429	0.291899
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83112ba3-4a46-4bcb-b23c-b8a94da18e77.fc.signal	0.633277	2.06874	2.94598	0.644404	2.03681	5.61214	3.44982	2.02946	1.16157	3.36016	5.56759	11.0057	8.18024	8.38208	5.25489	5.4048	4.81823	0.834464	4.45559	3.919	3.52306	3.81355	0.662398	0.521771	5.41217	10.556	8.03037	8.70758	4.41303	2.52845	5.20132	6.39139	6.22314	3.65393	4.16273	6.29241	4.30558	6.36835	3.11365	2.42206	2.30511	1.2989	0.335969	0.97242
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	2.39596	4.31355	2.21014	1.56551	3.59713	5.59776	11.8766	13.6577	7.86264	10.8318	12.966	14.9384	13.708	17.9787	12.9914	11.6038	13.7461	6.71045	9.32208	13.587	7.2423	11.2371	4.55171	1.46262	9.24637	18.7736	19.1024	15.1682	11.5948	4.99408	3.50532	4.56247	4.23838	3.26883	2.05922	4.51501	2.85429	3.04007	3.04903	2.23788	0.443668	1.0629	1.55288	0.586538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.cdb41994-86e2-4949-bf91-2378fd47bfa2.fc.signal	3.14269	1.88425	1.60318	0.362871	1.00974	3.63508	1.23696	4.5302	3.47051	1.80998	4.05158	2.98011	3.47786	3.06485	4.43402	3.81777	3.88813	3.16389	4.24308	6.31087	4.93117	4.1999	1.10315	1.55938	5.17575	7.55752	1.73838	6.44912	3.83162	1.75258	2.29387	2.95417	3.44936	1.44194	3.49173	2.89406	0.991006	2.82962	2.05781	0.847875	0.618594	1.57174	1.11318	0.741713
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.e9fbad15-4a0e-4eb7-a1cb-5ed723b77040.fc.signal	0.0580112	0.348921	0.449913	0.271461	0.316773	0.0911762	0.196269	0.557462	0.0272088	1.30816	1.51183	0	0.733169	0.497426	0.55895	1.11032	0.304656	0.600492	0.311896	0.731262	0.291753	0.948277	0.744293	0.894805	0	0	0.697207	0.576454	0.0307108	0.728349	1.00986	0.912267	1.36541	1.86653	2.81966	0.453279	2.0262	1.45782	0.14099	1.38814	1.18286	0.285047	1.17749	0.270518
