	chr7:74063444-74063593	chr7:74063594-74063743	chr7:74063744-74063893	chr7:74063894-74064043	chr7:74064044-74064133	chr7:74064134-74064193	chr7:74064194-74064283	chr7:74064284-74064343	chr7:74064344-74064443	chr7:74064444-74064493	chr7:74064494-74064573	chr7:74064574-74064643	chr7:74064644-74064793	chr7:74064794-74064943	chr7:74064944-74065093	chr7:74065094-74065243	chr7:74065244-74065393	chr7:74065394-74065543	chr7:74065544-74065693	chr7:74065694-74065843	chr7:74065844-74065993	chr7:74065994-74066143	chr7:74066144-74066293	chr7:74066294-74066443	chr7:74066444-74066593	chr7:74066594-74066663	chr7:74066664-74066743	chr7:74066744-74066893	chr7:74066894-74067043	chr7:74067044-74067193	chr7:74067194-74067343	chr7:74067344-74067493	chr7:74067494-74067643	chr7:74067644-74067793	chr7:74067794-74067943	chr7:74067944-74068093	chr7:74068094-74068243	chr7:74068244-74068393	chr7:74068394-74068497	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	3.82833	3.51049	2.12669	1.7367	1.34026	0.988025	0.864749	0.493631	0.214057	0.4513	1.39443	2.42552	2.21461	2.39138	1.82145	2.02579	1.597	2.34256	1.94531	2.96852	1.57608	1.65266	2.66695	3.05624	0.73678	0.802	2.76203	3.61821	2.30218	1.98352	0.21869	0.908813	1.39631	0.502624	0.583997	0.233268	0.775738	1.20247	0.314488	0.478788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	2.58252	2.43807	1.59312	1.29119	0.948752	1.4155	1.48063	1.25371	0.164914	0	0.289745	0.854361	1.60713	1.34961	0.666754	0.444407	1.45045	0.585306	0.219982	1.39248	2.15596	2.13303	1.68732	1.29243	0.223418	0.841758	1.41248	2.27699	3.24661	1.26586	1.06535	0.252006	0.568131	1.75521	1.52961	2.50576	2.93329	3.38848	5.07804	0.381959
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.569993	1.00343	1.02755	1.02014	0.404957	0.55636	0.438942	0	0.0194789	0.534188	1.61013	1.60565	0.520934	1.71152	0.484069	0.795686	0.615724	0.356075	0	0.461016	0.559521	1.15931	1.09519	0.730177	0.439525	0.401388	0.55636	0.639877	1.33912	1.37065	0.320868	0	0.12426	0.469204	0	0.380218	2.38545	0.780832	0.0187297	0.46071
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.144907	0.715605	0.481325	0.200959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0887167	0.435997	0.487085	0	0	0	0	0	0.409648	0.431948	0.420154	0.452926	0.911137	0.705611	1.08813	0.429665
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.933496	0.676293	1.37424	1.57432	0.691903	0.159409	0	0	0.0881438	0.37508	0.77841	0.860145	1.01286	0.80189	0.488118	0.851572	0.417635	0.716543	0.777806	0.770304	1.09163	1.95444	2.07449	1.47428	0.942841	1.17093	1.53338	1.64561	0.553962	0	0	0	0.0837679	1.15919	1.94693	0.467656	0.808247	1.14392	0.902318	0.542033
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.146118	0.505489	0	0	0	0	0	0	0	0	0	0	0.200709	0.414055	0.50664	0.555608	0.080144	0	0	0	0	0	0.220396	0.343535	0	0.110012	0.506179	0.214828	0	0.240897	0.41071	0	0	0	0.136913	0.359027	0	0.431537	0.148195	0.378911
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.16449	0.13389	0.163118	0.198516	0.0965828	0.0816297	0.045897	0	0	0.0586608	0.199003	0.209087	0.0935371	0.148896	0.21196	0.254357	0.24396	0.0738773	0.0566608	0.163094	0.144335	0.107665	0.0638913	0.107948	0.0778401	0.0186393	0.179259	0.309531	0.137978	0.138035	0.133803	0.0441691	0.236076	0.180302	0.125534	0.358975	0.873502	0.676914	0.192173	0.292249
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	1.91212	1.38793	2.49273	1.2342	0.67813	0.756819	0.324122	0	0	0.361359	1.5001	1.80719	1.09042	0.743516	0.517996	2.30671	1.96978	0.828252	0.187856	2.79605	2.03911	2.06259	1.90721	0.520497	0.280035	0.173021	0.415353	1.95724	0.61765	0.263782	0.135247	0	0	0.410181	0.415525	0	0.536306	1.36439	1.13622	0.38189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	1.4561	1.43965	0.866622	1.2643	1.45037	0.563429	0.0137106	0.481241	0.796998	0.809354	1.24305	1.12451	2.59202	1.78386	0.278041	0.207304	0.401445	0.310908	1.75853	0.919579	1.42461	2.84099	1.02816	0.457384	0.440931	0.997617	1.83525	2.00859	0.804451	0.373476	0.373476	0.118459	0.0230337	0.944258	0.844251	0.778751	1.82134	1.76261	2.12272	0.596306
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	1.07986	1.01098	1.32088	1.89102	1.55159	0.816256	0.195254	0	0.0320646	0.119617	0.274325	0.685928	0.913127	0.901553	0.727402	0.611962	0.66756	0.789525	0.541676	0.277014	0.206452	0.39061	0.647237	0.681494	0.5182	0.943767	1.01483	1.09463	1.26758	1.15676	0.495124	0.395296	0.580819	0.587758	0.605094	1.13595	1.26463	0.828655	1.05014	0.380665
