	chr17:34624084-34624233	chr17:34624234-34624383	chr17:34624384-34624533	chr17:34624534-34624623	chr17:34624624-34624683	chr17:34624684-34624833	chr17:34624834-34624983	chr17:34624984-34625133	chr17:34625134-34625283	chr17:34625284-34625433	chr17:34625434-34625493	chr17:34625494-34625583	chr17:34625584-34625733	chr17:34625734-34625883	chr17:34625884-34626033	chr17:34626034-34626183	chr17:34626184-34626333	chr17:34626334-34626483	chr17:34626484-34626633	chr17:34626634-34626783	chr17:34626784-34626933	chr17:34626934-34627083	chr17:34627084-34627233	chr17:34627234-34627383	chr17:34627384-34627463	chr17:34627464-34627533	chr17:34627534-34627573	chr17:34627574-34627613	chr17:34627614-34627683	chr17:34627684-34627833	chr17:34627834-34627983	chr17:34627984-34628063	chr17:34628064-34628133	chr17:34628134-34628203	chr17:34628204-34628283	chr17:34628284-34628433	chr17:34628434-34628583	chr17:34628584-34628733	chr17:34628734-34628883	chr17:34628884-34629033	chr17:34629034-34629183	chr17:34629184-34629333	chr17:34629334-34629355	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.581528	0.63008	0.345288	0.358534	0.655687	0.76599	0.947938	0.191583	1.21811	1.46129	1.15457	1.41484	1.0296	0.485605	0.396483	1.87868	1.13188	0.0702148	1.14054	1.26277	1.36932	0.977475	0.223779	0.583424	0.296975	0	0	0	0.557725	0.448549	0.199289	1.01399	0.773721	0.666516	0.513067	1.44024	1.4695	1.17096	0.436378	0.78557	0.288546	0.721921	1.10135	0.555556
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.639067	0.760842	0.626499	1.20091	1.27768	1.08838	0.78424	1.08189	1.51766	0.981946	0.680336	0.707775	0.862469	0.453012	0.439763	0.260021	0.193776	0.0829322	0.133603	0.206061	0.322003	0.883373	0.665552	0.540009	0.433666	0.125565	0.075591	0.171904	0.342525	0.709131	0.650642	0.589528	0.745885	0.640419	0.531681	0.666001	0.454529	0.217241	0.137709	0.187161	0.0958375	0.16293	0.267185	0.802416
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.203881	0.965969	1.76053	1.34865	1.07168	0.764449	0.176596	0	0.290891	0.923809	0.94348	0.534479	0.473997	0.33613	1.17831	0.455928	0	0.019319	0.989027	0.305225	0.2241	1.13587	0.474113	0.318302	0.37559	0	0	0	0.645504	0.572977	0	0	0.283811	0.481081	0.370318	0.258521	0.82303	0.798437	1.50729	0.531367	0.477641	0.248688	0	0.708075
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.588263	1.27515	1.49198	0.587605	1.4208	1.2814	2.86175	2.19362	0.489743	1.29139	0.921171	1.10074	0.872065	1.14661	1.26025	1.16526	1.19138	1.51549	0.905689	0.551835	0.221974	0.152555	0.691837	0.260284	0.28297	0.51545	0.852501	0.849422	0.560328	0.365407	0.718266	0.797813	1.25094	1.2538	0.960476	0.66568	0.738393	0.419213	0.660161	0.0623327	0	0	0	0.87642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	0.623601	0.958074	1.04462	0.538776	0.841016	0.695517	0.458576	0.3642	0.682618	0.65157	0.457902	0.234685	0.564815	1.29645	1.03836	1.78353	0.823384	0.409029	0.487445	0.806524	1.06375	1.52222	0.168165	0.210726	0.309058	0.326392	0	0.263797	0.629751	0.417325	0.656416	0.310304	0.0633374	0	0.240982	1.14279	0.485958	0.660483	0.901968	0.301396	0.868131	0.56087	0.147446	0.396694
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	0.901106	1.14269	1.34393	1.59012	1.81688	1.4989	0.287072	0.612513	1.07028	0.545979	0.035557	0	0.385792	1.41738	2.76177	1.56355	0.254272	0.4384	0.0906027	0	0.417942	0.95862	0.736519	0.400405	0	0	0	0	0.369509	0.572846	0.455936	0.482241	0.594975	0.87681	0.471281	0.797841	1.18943	0.336108	1.25761	0.893529	0.850505	0.254273	0	0.609929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.7d6e7c7b-090f-4b2a-a7ba-f833c718a8ac.fc.signal	0.200606	0.293551	0.846224	1.47571	1.53877	1.01443	1.17554	1.80025	1.59618	1.29914	1.71135	1.68326	0.975441	0.582789	0.875426	0.592047	0.175332	0.230501	0.358233	0.252142	0.0598435	0.12648	0.282901	0.131298	0	0	0.102281	0.262782	0.261895	0.190883	0	0	0.178189	0.349886	0.401112	0.349802	0.396845	0.328692	0.0703122	0.180207	0.555583	0.45494	0.258673	0.835013
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83112ba3-4a46-4bcb-b23c-b8a94da18e77.fc.signal	1.74902	1.97768	2.13419	1.80488	2.47943	2.97857	3.80426	2.42787	2.97832	3.00098	3.07631	2.31956	1.6387	1.43519	1.58752	0.978785	0.56063	0.251636	0.212699	0	0.22678	0.384815	1.32302	0.93064	1.02397	0.510018	0.480161	0.57818	0.905977	1.5594	0.580452	0.643442	0.820885	0.751045	1.46489	1.35577	0.764362	0.341352	0.456827	0.577267	0.182056	0.179423	0.206117	0.860465
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	0.296832	0.382073	1.01209	0.225589	0.760678	1.27082	0.847364	0.375988	0.446605	2.39727	3.01907	2.76467	1.15895	0	0.300778	1.03954	1.73404	2.20736	2.67185	1.3669	1.34925	0.145966	0	0.420204	0.66348	0	0	0	0	0.73872	2.11002	0.464475	0	0.635103	2.62919	1.39783	0	0	0	0.0840408	0.607692	0.0187548	0.211107	0.615385
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9ac74a4d-9d70-4efc-945e-29c0f04f171f.fc.signal	0.432973	0.102631	0.968013	1.43654	2.09872	1.37753	1.42318	1.78754	1.69419	1.62488	1.3526	1.12066	1.6004	1.30155	0.915023	1.22932	0.808785	0.242999	0.152332	0	0	0.162254	0.112406	0.0746615	0	0.0534394	0.166153	0.168799	0.427903	0.44712	0.306557	0.64129	1.68681	1.52118	1.29445	0.927348	0.460752	0.1161	0.116956	0.4008	0.0507863	0.116563	0	0.947484
