	chr5:102971616-102971765	chr5:102971766-102971915	chr5:102971916-102972065	chr5:102972066-102972215	chr5:102972216-102972365	chr5:102972366-102972515	chr5:102972516-102972665	chr5:102972666-102972815	chr5:102972816-102972965	chr5:102972966-102973115	chr5:102973116-102973265	chr5:102973266-102973415	chr5:102973416-102973565	chr5:102973566-102973715	chr5:102973716-102973865	chr5:102973866-102974015	chr5:102974016-102974165	chr5:102974166-102974315	chr5:102974316-102974465	chr5:102974466-102974615	chr5:102974616-102974765	chr5:102974766-102974915	chr5:102974916-102975065	chr5:102975066-102975215	chr5:102975216-102975365	chr5:102975366-102975515	chr5:102975516-102975665	chr5:102975666-102975815	chr5:102975816-102975965	chr5:102975966-102976115	chr5:102976116-102976265	chr5:102976266-102976415	chr5:102976416-102976565	chr5:102976566-102976715	chr5:102976716-102976865	chr5:102976866-102976936	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.81697	0.616313	0.986463	1.05874	0.337137	0.252596	0.146853	0.200559	0.246423	0.354256	0.615086	0.497828	0.585317	0.210968	0	0.074024	0.291853	0.187297	0.302971	0.0702489	0.634667	0.411959	0.424371	1.34981	1.65261	1.39025	0.795802	0.344516	0.723685	0.198014	0.320179	0.568223	0.130466	0.475289	0.218992	0	0.381857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.0887055	0.620938	1.96362	0.0766093	0.831234	2.36682	1.33461	0	0	0.650311	0.588167	0	0.792292	1.00476	1.02249	0.303681	0.716816	0.483956	0.419032	0.708552	0.796381	0.753253	0.536327	0.625762	0.0643861	0.246302	0.365637	0.767034	0.0111493	0	0.074494	0.529756	0.145154	0.48437	0	0	0.541581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	2.14949	0.484528	0.454148	0.327795	1.3835	0.746785	0.068528	0.82369	0.955987	0.976323	1.69672	0.804301	1.06569	1.99512	0.895534	0.456608	0.715539	1.02355	0.774452	0.491853	0.593327	1.55004	1.02913	1.57473	1.36343	1.14146	2.45735	1.29409	1.46728	2.01985	0.44797	0.900082	0.408755	0.340466	0.0495397	0.20366	0.539592
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	5.93798	2.07191	0.769751	0.919331	0.95423	0.983525	0.424966	0	0	0.22272	0.43214	0.318721	0	0	0	0	0	0.04592	0.45093	0.0222616	0	0	0.681252	0.795096	0.473537	0.675042	1.92537	1.33665	0.209496	0.383712	0.348042	0.24459	0.486933	1.07482	1.01206	0.598214	0.363576
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0.374661	3.67101	1.39623	0	0.406985	1.22953	0	0	0	0.196922	2.29342	0.612609	0	0	0	0	1.57529	5.24728	0.437608	0	0.520117	0.931469	0	0	0	0	0	0.878291	0.469867	0	0	0	0	0	0	0	0.747748
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.337081	0.88497	0.283666	0.477793	0.324293	0.630086	0.368299	0.129841	0.466393	1.20628	1.02416	0.124165	0.740839	0.390337	0.490645	0.10525	0.0425879	0.198535	0.0070976	0.195685	0.226558	0	0.219374	0.226559	0	0.125974	0.436819	0.539199	0.283988	0	0.10159	0.521941	0.0656539	0.336972	0.156647	0	0.526865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.401966	0.0954776	0.121414	0.0842825	0.322848	0.00890447	0	0.285074	0.727808	0.348749	0.218918	0.839216	0.76263	0	0	0	0	0	0.0150266	0.232408	0	0.0898191	0.26917	0.248809	0.125867	0.15634	0.288854	0.0932747	0.150783	0.147478	0	0.26962	0.977094	0.34695	0.0222613	0.323359	0.414
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.402179	1.06399	2.74989	1.66227	2.00272	2.44755	1.09217	0.363141	0.36313	0.827919	1.96276	0.600982	0.157045	0.095284	0.127045	0.0444659	0.899657	2.92508	4.84154	1.10484	0.0889317	0.0517256	0.465695	3.01769	2.80071	2.52291	4.1316	2.37128	1.69766	0.849726	0.449346	0.161579	0	0	0.49294	1.41358	0.571856
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.427111	0.863903	1.62217	1.42155	1.07853	0.301433	0.200486	0.459581	1.01352	0.846854	0.668695	0.258784	0.503241	0.303504	0.363549	0.103013	0.518757	0.758301	0.574892	1.53494	0.894843	0.298144	0.340529	1.12394	2.00487	0.422948	0.496186	0.742382	0.360467	0.330775	0.440356	0.438026	0.542518	0.720531	0.676754	0.442549	0.416667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.984076	0.994207	1.35593	1.34918	0.769546	0.53406	0.610511	0.842923	0.443592	1.03794	0.805889	0.820559	1.03762	0.290513	0.2648	0.257709	0.134859	0.366449	1.07712	0.573589	0.0136416	0.414591	1.25801	0.569962	1.53761	0.501907	0.464894	0.378339	0.806472	1.16892	0.950675	0.696296	0.617793	0.396666	0.41585	1.04466	0.408805
