	chr19:49012521-49012670	chr19:49012671-49012820	chr19:49012821-49012970	chr19:49012971-49013120	chr19:49013121-49013270	chr19:49013271-49013420	chr19:49013421-49013570	chr19:49013571-49013720	chr19:49013721-49013870	chr19:49013871-49014020	chr19:49014021-49014170	chr19:49014171-49014320	chr19:49014321-49014470	chr19:49014471-49014620	chr19:49014621-49014770	chr19:49014771-49014920	chr19:49014921-49015070	chr19:49015071-49015220	chr19:49015221-49015370	chr19:49015371-49015520	chr19:49015521-49015670	chr19:49015671-49015820	chr19:49015821-49015970	chr19:49015971-49016120	chr19:49016121-49016270	chr19:49016271-49016420	chr19:49016421-49016570	chr19:49016571-49016720	chr19:49016721-49016870	chr19:49016871-49017020	chr19:49017021-49017170	chr19:49017171-49017320	chr19:49017321-49017470	chr19:49017471-49017620	chr19:49017621-49017650	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.900219	0.651673	1.03551	0.440377	0.300544	0.617547	0.531279	0.169973	0.654831	1.09099	0.998788	1.75824	0.663877	0.510614	0.635467	0.838145	0.878266	1.14114	0.963652	0.805078	1.09687	0.505194	0.1967	0.309065	0.800247	0.98839	0.330198	0.391301	0.188979	0.576807	1.04696	0.579256	1.12609	1.31948	2.48711	0.640264
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.374641	0.311897	1.10023	2.48215	1.64936	1.12444	0.570108	0.329811	0.515838	0.406377	0.839726	0.652905	0.647227	1.27303	1.36535	1.27017	1.89566	0.916883	0.795545	0.835345	0.599169	0.67688	0.884902	0.881978	0.746755	0.417614	0.923401	1.26002	0.662093	0.814472	0.932906	1.79629	1.72945	1.21937	1.99029	0.199388
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.351623	0.598122	0.599047	0.345012	0.0482335	0	0	0.27818	0.315271	0.306	0.287454	0.200294	0.771552	0.923671	0.478546	0	0.489682	0.6974	0	0.0408129	0.825205	0.320842	0	0	0	0	0	0	0	0.259639	1.05159	0.468772	0.126583	0.381201	0.523561	0.215943
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0.038646	0.57969	0.057969	0	0	0	0	0	0.351679	0.324626	0	0	0.166787	0.408664	0	0	0.47501	0.075712	0	0.413512	0.262793	0	0	0	0	0	0	0	0.0888858	1.13991	0.123665	0	0.335714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.214154	0.2363	0.231299	0.0200043	0.0950203	0.88782	0.921727	0.961357	0.29819	0.181348	0.268666	0.238959	0.225875	0.387442	0.428916	0.844226	0.527731	0.256305	0.796907	0.775297	1.51055	1.50304	0.630497	0.18629	0.2338	0.632751	0.925337	0.357644	0	0	0.273808	0.238801	0.680254	0.740263	0.18754	0.572482
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.217202	0	0.0789827	0.572624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27249	0.517336	0.513387	0.995313	0.308065	0.41071	0.27249	0.59237	0.0276439	0	0	0.317279	0.808636	0.691154	2.15652	0.59237	0.332926
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.262781	0.134997	0.0903659	0.163237	0.0474206	0.119994	0.152565	0.190545	0.227944	0.113096	0.203125	0.154096	0.123236	0.0673465	0.0923043	0.12252	0.0522768	0.0380405	0.126803	0.201732	0.202362	0.0943962	0.0027564	0.0827116	0.125247	0.0587921	0.0938365	0.138899	0.0558797	0.0622264	0.105799	0.101817	0.204862	0.245657	0.337363	0.270144
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	2.47988	2.03559	0.366555	0.47817	0.0446292	0	0.981735	1.34512	0.968931	0.60863	1.36531	1.2424	0.494104	0.993389	1.53309	2.69979	0.8463	1.52028	0.484936	0.711914	1.53954	2.26315	2.71254	0.415493	1.06619	1.89583	0.150392	0	0	0.306029	0.637507	0.729917	0.415638	0.601815	0.38363	0.545161
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.6467	0.302226	0.215509	1.26469	0.0235435	0.378441	0.780404	0.336353	0.172572	0.130507	0.302722	0.901063	1.16666	0.926232	0.339797	0.655342	1.41651	0.579017	0.216323	1.24125	1.03122	0.649259	0.791406	0.618469	1.17839	0.766272	0.509459	1.2821	0.0910565	0.957014	0.832178	0.379525	0.933545	1.15144	1.84373	0.834031
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0.0120065	0	0	0	0	0	0	0	0	0	0.355943	1.3134	0	1.19375	3.20434	2.17322	1.30871	0	0	0.180098	2.41188	0.658996	0	0	0	1.33138	3.85427	0.8885	0	0	0	0.816444	2.74959	0.516281	0	0.573171
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0.733377	0.363662	0	0	0	0.410465	1.39219	0.358074	0	0.498644	1.36645	2.88795	0.228179	0.134237	0.91705	1.59573	2.34261	0	0	0	0	0	0.338477	0.74119	0	0	0	0	0	0	0	0.593026	0.507434	0	0	0.467626
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.492988	0.458385	0.0308074	0	0	0	0	0	0	0.131853	0.214242	0.455101	0.713433	0.609175	0	0	0	0	0	0.748127	0.673112	0	0	0	0.139818	0.438455	0.132709	0	0	0	0.597323	0.632878	0.460699	0.886842	0.995487	0.148074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	1.89461	0	0	0	0	0	0.0842442	1.27682	0.152737	0	0	0	0	0	0	0	0	0	0	0	0.925407	0.691809	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262406
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0.23214	0.366603	0.376766	0.273114	0.620189	0.827465	1.43697	0.258114	0.622903	0.86017	0.749355	0.300786	0.680749	1.65275	0.785578	1.1594	1.73674	0.924143	0.476384	0.41902	0.192496	0.40089	0.382949	0.208215	0	0.011235	0.824439	0.380012	0	0	0.0272061	0.487992	0.637648	0.0787257	0.230169	0.330189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	1.0447	0.598743	0.412311	0.499608	0.560263	0.46482	0.45184	0.572329	0.912382	0.861323	1.01326	0.914126	0.783957	0.884287	0.792594	0.728894	0.999438	0.89822	0.558723	0.541401	0.420123	0.553186	0.635892	0.651131	0.521887	0.164668	0.208857	0.174803	0.23781	0.329574	0.263752	0.50951	0.736623	0.638451	0.396635	0.20944
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.197663	0.481132	0.432005	0.36393	0.0578669	0.55722	0.996597	0.712412	0.362459	0.72406	0.464666	0.86002	0.543276	0.732684	1.09564	0.662944	0.806539	1.10732	0.396681	0.415093	1.11122	1.12913	0.474111	0.30041	1.00391	1.17165	1.68429	2.68353	0.50485	1.00152	1.10058	1.26954	1.69741	2.25879	2.71042	0.876501
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.393515	0.37481	0.476976	0.589908	0.320686	0.259114	0.42173	0.533718	0.443539	0.249365	0.202381	0.405164	0.657047	0.378136	0.179066	0.156107	0.164491	0.338832	0.400877	0.0991438	0	0.230558	0.510598	0.267327	0.248093	0.356812	0.325022	0.231642	0.258707	0.135702	0.00191013	0.234019	0.513412	0.424094	0.290169	0.351536
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0	0	0	0.273532	1.23089	1.24647	0.297667	0.217217	3.05079	1.22808	1.10464	0.933228	2.22033	0.337893	1.20676	0.305713	0	0	0	0	0	0	0	1.07804	0.450524	0	0	0	0	0	0.764241	2.29272	0.0306913	0.0992945
