	chr6:136264529-136264678	chr6:136264679-136264828	chr6:136264829-136264978	chr6:136264979-136265128	chr6:136265129-136265278	chr6:136265279-136265428	chr6:136265429-136265578	chr6:136265579-136265728	chr6:136265729-136265878	chr6:136265879-136266028	chr6:136266029-136266178	chr6:136266179-136266328	chr6:136266329-136266478	chr6:136266479-136266628	chr6:136266629-136266778	chr6:136266779-136266928	chr6:136266929-136267078	chr6:136267079-136267228	chr6:136267229-136267378	chr6:136267379-136267528	chr6:136267529-136267678	chr6:136267679-136267828	chr6:136267829-136267978	chr6:136267979-136268128	chr6:136268129-136268278	chr6:136268279-136268428	chr6:136268429-136268578	chr6:136268579-136268728	chr6:136268729-136268878	chr6:136268879-136269028	chr6:136269029-136269178	chr6:136269179-136269328	chr6:136269329-136269478	chr6:136269479-136269628	chr6:136269629-136269675	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.538572	0.0536674	0.242429	0.190612	0.876437	0.956379	0.493925	1.52185	0.298619	0.521869	0.299824	0.914346	0	0	0.246015	0.292467	0.620484	1.41054	0.629414	0.461038	0.359104	0.35299	0.569465	1.29585	0.643518	0.046265	0.453412	0.668155	0.166554	1.00958	0.614136	0.851185	0.323864	0.418236	0.608361	0.479633
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	2.11923	1.87088	0.580618	0.0600917	1.32804	1.39971	2.06128	1.51972	0.614956	1.42878	2.80465	1.41732	3.34948	1.90407	0.641622	0.818758	1.08503	0.161283	1.67144	1.18019	0.981228	1.00494	1.84858	3.02863	0.897525	0.467246	2.47614	1.84787	0.589307	1.02949	1.91927	2.50766	1.64963	0.395143	0.60481	0.392092
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.46218	0.0644571	0.835112	1.63838	0.759529	1.82688	1.52309	1.95808	1.57354	1.27756	0.600689	1.75844	1.02966	0.97975	0.458615	0.830814	1.59701	1.52256	2.16885	0.980834	0.943566	0.746567	0.993171	1.61753	1.19553	0.32816	0.15236	0.934776	1.69815	2.25229	1.43725	1.15427	0.764787	1.55451	1.57206	0.49051
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.20671	0.0819361	0.714681	1.02176	1.65998	0.563953	0.292784	1.29349	1.67739	0.947838	0.201708	0.569043	0.899293	0.828031	0.0429377	0.885633	0.813877	1.6723	0.411302	0.289714	0.589929	0.855036	0.452578	1.00032	0.0327326	0.0980836	0.491186	0	0.112784	0.693566	0.380202	0	0	0.417231	0.268609	0.642162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	2.4238	1.81354	0.323819	2.69669	0.760105	1.25899	5.26275	2.21649	1.96704	2.79706	2.45197	0.915243	1.24924	0.531992	0	0	0	0.720157	1.11463	0	0.857744	2.21574	0.907607	1.02399	0.300261	0.0656395	2.91662	3.09577	1.78876	0.0761436	3.34795	3.3771	1.58601	2.45894	0.500604	0.428366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.144498	0.776029	0.135963	0.435902	0	0	0	0.155066	0.291687	0.470506	0.417355	0.104834	0.39128	0.141955	0.226413	0.0688607	0.631987	0.635611	0.085176	0.228336	0.323477	0.253983	0.104093	0.593124	0.523919	0.476877	0.771874	0.0503072	0	0.580221	1.07751	0.336315	0.580121	0.499505	0	0.416609
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.73975	1.22121	0.703137	0.344988	0.717303	1.08181	0.958506	1.70934	1.91124	1.09018	0.419034	0.470344	0.875099	0.519941	0.533307	0.843078	0.679963	0.674402	1.26908	1.1354	1.02623	0.935299	0.571205	0.743637	1.234	1.12169	0.683784	0.613407	0.710145	1.16096	1.13814	1.36305	0.893713	0.822618	1.16282	0.509977
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.172246	0.930056	0.259296	0.104153	0.282578	0.43876	0.270054	0.244166	0.430037	0.129119	0.062001	0.221806	0.196497	0.49105	0.0687506	0.212143	0.224727	0.674736	0.798692	0.335988	0	0.398338	0.881746	0.393174	0.599107	0.250779	0.561303	0.156955	0.684927	0.465865	0.243484	0.145833	0.0283591	0.376197	0.0329115	0.453302
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.286815	0	0	0.174307	0.668143	0.562849	0.743499	1.50791	0.59917	0.0653376	0.129768	0.315909	1.93099	0.864268	0.12886	0.0826029	0.340457	0.302322	0.214254	0.136151	0.184282	0.130675	0.0762272	0.116156	0.291416	0.181552	0.129768	0	0	0.200649	0.973208	0.0608185	0.0417435	0.13249	0.13612	0.60354
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.627863	0.357633	0.685226	0.947557	1.75271	2.12982	1.76388	1.3144	1.54509	0.410161	0.209033	0.891145	1.23164	0.917945	1.33547	0.720269	0.431399	0.608028	0.848208	0.783773	0.866603	0.484613	0.867642	1.31653	1.02202	1.11433	1.73217	1.1015	1.21572	0.987769	1.31413	0.699333	0.634893	0.596073	0.559332	0.584371
