	chr12:52836953-52837102	chr12:52837103-52837252	chr12:52837253-52837402	chr12:52837403-52837552	chr12:52837553-52837702	chr12:52837703-52837852	chr12:52837853-52838002	chr12:52838003-52838152	chr12:52838153-52838302	chr12:52838303-52838382	chr12:52838383-52838452	chr12:52838453-52838602	chr12:52838603-52838642	chr12:52838643-52838752	chr12:52838753-52838902	chr12:52838903-52839052	chr12:52839053-52839202	chr12:52839203-52839352	chr12:52839353-52839502	chr12:52839503-52839652	chr12:52839653-52839802	chr12:52839803-52839952	chr12:52839953-52840102	chr12:52840103-52840172	chr12:52840173-52840252	chr12:52840253-52840332	chr12:52840333-52840402	chr12:52840403-52840552	chr12:52840553-52840702	chr12:52840703-52840852	chr12:52840853-52841002	chr12:52841003-52841112	chr12:52841113-52841152	chr12:52841153-52841302	chr12:52841303-52841452	chr12:52841453-52841512	chr12:52841513-52841602	chr12:52841603-52841752	chr12:52841753-52841902	chr12:52841903-52841987	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0.496642	1.89479	3.32822	4.37745	2.70002	1.17036	3.91908	2.11226	1.12532	0.486494	0.720455	1.57467	0.764841	0.892468	0.6712	1.30515	1.4191	0.813778	0.221106	0.416872	0.425673	0.517676	0.227446	1.0445	0.90702	0.328718	0.659954	0.523379	0.0616866	0.373291	2.14252	1.57908	0.282811	0.575337	0.219779	0.612629	0.600575	1.98635	2.68436	0.973885	0.780459
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000055.3.f7f2e0ed-3f12-40ea-ab1e-c5e10f8d62d8.fc.signal	12.921	14.9311	16.2383	9.71176	4.29376	8.51254	9.21984	5.60573	7.30105	8.36025	9.96385	11.3035	10.8643	8.20299	8.72266	7.74751	7.9044	5.91422	6.29406	7.68866	7.57429	6.68021	1.48464	2.12004	1.51909	1.77262	2.2932	2.07326	1.35612	0.966404	3.00789	4.10792	1.62335	1.42673	0.230917	2.56431	7.14652	8.3502	17.1803	14.9525	0.317073
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.9b92fd9a-9859-4ffd-96f8-490b60d6c4db.fc.signal	0.686783	0	0	0	0	0.81741	0.629198	0.632991	0.329013	0.726325	0.178228	0.527201	0.958238	0.249491	0	0.182845	0.0868293	0	0.17083	0.463548	0.0440646	0	0	0	0	0.394137	1.2843	0.62427	0.0312602	1.05904	0.380577	0.174399	0.798052	0.557677	0.492399	1.34688	1.24591	0.217081	0.332272	0.015282	0.803571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000071.3.a976fdae-f5dd-439a-80ce-578a0400ca86.fc.signal	6.51936	13.7874	6.42228	8.23993	5.09379	7.63039	10.2281	8.11223	4.89657	10.9693	13.9842	9.95537	5.5164	1.52827	3.3365	4.81867	4.45325	3.88474	4.69619	0.656024	1.73341	3.05498	2.5468	2.97468	4.61609	2.55273	2.99473	2.47087	1.34886	1.91258	3.09899	1.34081	0	0.77276	1.1527	2.49538	6.76832	11.7064	6.28555	3.45022	0.405941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.07e61421-b434-44b9-b0ec-8515d70faad3.fc.signal	0.474911	1.67389	1.10071	0.82254	0	0.061556	0.656365	0.672473	0.503989	0.333606	1.72823	1.11277	0.260162	0	0.188032	0.25035	0.278377	0.695997	0.809539	1.0948	0	0	2.26047	1.76965	0	0	0	0	1.0148	0.496112	1.32746	5.00326	0.351023	0	0	0	0.982863	1.32921	2.36806	0.0330374	0.586751
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.18c7c517-acd2-418c-a70e-986e331348db.fc.signal	0.386574	0.589754	0.546759	0.593487	0.560189	0	0.363972	0.192249	0	0	0.174052	0.774199	1.27596	1.0099	0.52135	0.956085	0.375787	0	0	0.727532	0.44115	0	0.0924293	0.368555	0.174391	0.172196	0.42245	0.399074	0.180314	0.277473	0	0.473102	0.58002	0.447749	0	0.377098	1.45569	1.10286	0.911735	0.436531	0.780822
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.5c9cb736-993f-45fe-be70-bfabfbcef3f6.fc.signal	0.185059	0.581126	0.494975	0.0651065	0.161565	0.14492	0.728095	0.742338	0.996025	0.801968	0.774657	0.376025	0.259816	0.0936424	0	0	0.678168	0.632191	0.0836332	0.245903	0.0691343	0.587005	0.264824	0	0.19561	0.191577	0.331943	0.654674	0.0279136	0	0	0	0	0	0	0	0	0	0.204482	0.202522	0.303483
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.058af969-8786-43c5-84e7-d3c325107d07.fc.signal	1.98143	1.68773	3.04179	1.69798	0.724646	1.32503	1.2101	0.821042	0.762473	0.252185	0.675991	1.48049	0.892677	0.408023	0.423239	1.01036	0.548674	0.03923	0.294494	0.360465	0.270064	0.560595	0.676396	0.108983	0.152144	1.15231	1.77317	0.951414	0.429944	0.24212	0.811152	0.523369	0.466653	0.507858	0.002114	0	0	0.202586	0.818193	0.544689	0.477612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.719bf6dc-a72b-46ff-9660-2f00ca7238e3.fc.signal	0.946216	0.722056	0.397923	0.29817	0.179918	0.283591	1.04363	1.29543	1.03216	0.819838	0.897256	0.323901	0	0.064176	0.340754	0.441636	1.03006	0.382188	0.0520849	0.680381	0.675819	0.481975	1.36735	0.686913	0	0	0	0.0363391	0.440079	0.218992	0.1361	0.248704	0.22595	0.413488	0.320299	0.166242	0.0634969	0.477087	0.526144	0.682365	0.820896
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000129.3.b3adf3d7-6c77-4bc6-a996-7aa999aedf39.fc.signal	21.4533	21.8755	8.75989	7.86741	6.89658	14.6305	13.92	12.7873	11.591	10.1726	11.1167	13.633	10.1524	2.29337	7.35745	8.4179	2.785	8.15106	3.49815	4.56333	3.36699	2.64167	4.40551	3.62145	3.89174	3.79945	3.41049	4.72026	3.43745	2.83036	5.72494	4.52234	3.78342	3.49041	2.30381	6.43219	13.6121	5.93637	5.01078	11.3272	0.448718
