	chr4:2982013-2982162	chr4:2982163-2982312	chr4:2982313-2982462	chr4:2982463-2982612	chr4:2982613-2982762	chr4:2982763-2982912	chr4:2982913-2983062	chr4:2983063-2983212	chr4:2983213-2983362	chr4:2983363-2983512	chr4:2983513-2983662	chr4:2983663-2983812	chr4:2983813-2983962	chr4:2983963-2984112	chr4:2984113-2984262	chr4:2984263-2984412	chr4:2984413-2984562	chr4:2984563-2984712	chr4:2984713-2984802	chr4:2984803-2984862	chr4:2984863-2985012	chr4:2985013-2985162	chr4:2985163-2985312	chr4:2985313-2985462	chr4:2985463-2985612	chr4:2985613-2985762	chr4:2985763-2985912	chr4:2985913-2986062	chr4:2986063-2986212	chr4:2986213-2986232	chr4:2986233-2986322	chr4:2986323-2986362	chr4:2986363-2986512	chr4:2986513-2986662	chr4:2986663-2986812	chr4:2986813-2986862	chr4:2986863-2986962	chr4:2986963-2987108	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.1743	0.446961	2.91521	6.06135	2.73496	1.14047	1.18815	0.549769	0.999968	0.435985	1.0179	0.174329	0.481767	0	0.0609794	0.425264	0.335393	0.8068	0.0710934	0	0	0	0	0.103869	0.976181	0.257454	0.421448	0	0.198442	0.55636	0.528551	0.0139135	0.0463675	0.545236	0.00185513	0	0.0361751	0.527789	0.364341
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	1.18579	1.29411	1.24425	0.769915	0.974914	1.17094	0.649537	0.644794	0.496722	0.345989	0.464858	0.490533	0.964402	0.902764	0.234026	0	0	0.0308187	0.15801	0.248088	0.209052	0.255052	0.305291	0.145308	0.0807761	0.1593	0.145255	0.00176633	0.107451	0.18938	0.267563	0.303822	0.366579	0.609945	0.910428	0.284411	0.0740355	0.287952	0.468208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.57721	0.373533	0.127916	0.266826	0	0	0.274624	0.630925	0.326018	0.613411	0.458937	0.278312	0	0.263085	0.237331	0	0.0824963	0.415094	0.0863022	0.567018	0.347742	0.123642	0.533204	0	0	0	0.540932	0.115914	0	0	0.514621	0.57957	0.992925	1.14745	0.090319	0.390301	0.531275	0.152944	0.559441
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.221958	0.254002	0.55325	1.44835	0.83319	0.0479651	0.398506	0.0446977	0.353111	0.803896	0.536818	0.425699	0.220431	0.117543	0.142525	0.555533	0.724329	0.424865	0.0950176	1.05693	0.732454	0.266754	0.288213	0.545791	0.417508	0.095692	0.199528	0.138448	0.156772	0	0	0	0.114075	0.93289	0.906329	0.653746	1.4388	1.64713	0.313653
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0.695815	0.697699	1.07507	1.48891	2.65662	1.3387	0.00182073	0.383978	0.532591	0.135511	0.783674	0.235839	0	0	0	0	0	0	0	0	0	0.126556	0.339591	0.599023	0.769874	0	0	0	0	0	0	0	0	0	0	0	0	0.136524	0.508929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.0814026	0.123887	0.248502	0.523073	0.932583	0.77808	0.173483	0.061817	0.15188	0.0994457	0.0261527	0.17035	0.153616	0.170807	0.209778	0.279879	0.00603	0	0	0	0	0	0	0.019296	0.330685	0.0297353	0	0	0	0	0	0	0	0	0	0	0.0952876	0.428879	0.285714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.13102329-ee3d-4773-b2d1-9ab40cd17100.fc.signal	0.209743	0.189981	0.463598	0.418751	0.520525	0.724396	0.869735	0.529802	0.278024	0.440303	0.433755	0.355572	0.468726	0.168895	0.383442	0.490318	1.07491	1.01932	0.61425	0.67444	0.740342	0.684252	0.353715	0.423227	0.786848	0.760264	0.21706	0.487894	0.774489	0.54883	0.213411	0.1829	0.350058	0.209759	0.308574	0.698915	0.485555	0.475379	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.93646603-f0c6-4b5c-9750-3c77b569d934.fc.signal	1.39227	0.871581	1.02064	0.826534	0.0214703	0	0.310718	0.39003	0.459048	0.455709	0.631341	1.56609	1.46036	0.185024	0	0.006608	0.4956	0.707056	0.4956	0.42126	0.4956	0.109032	0.208152	0.4956	0.056168	0	0.23128	0.498904	0.506265	0.455702	0.324343	0.08673	0.640976	1.03415	0.581504	0	0	0.410248	0.100917
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.867f20aa-cd84-4630-be8b-4d90cccd43d7.fc.signal	0	0.53308	3.16783	3.67148	2.14607	2.38718	0.46676	0.24752	0.363734	0.311436	0.359642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297555	0.111929	0.00273093	0.27289	0.171694	0.0587216	0	0	0	0	0	0	0.0869632	0.472826
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	0.722391	1.20701	0.575772	0.096448	0.4384	0.464705	0.23842	0.140288	1.48752	0.867998	0.0364997	1.12296	1.24727	0.705188	0.504723	0.713717	0.203213	0	0	0	0.172437	0.4384	0.017536	0	0	0	0	0	0.16985	0.228462	0.570023	0.41348	0.708182	0.683048	0.309803	0.4384	0.251585	0	0.460938
