	chr2:55517905-55518054	chr2:55518055-55518204	chr2:55518205-55518354	chr2:55518355-55518504	chr2:55518505-55518654	chr2:55518655-55518684	chr2:55518685-55518804	chr2:55518805-55518954	chr2:55518955-55519104	chr2:55519105-55519254	chr2:55519255-55519404	chr2:55519405-55519464	chr2:55519465-55519554	chr2:55519555-55519644	chr2:55519645-55519704	chr2:55519705-55519854	chr2:55519855-55520004	chr2:55520005-55520154	chr2:55520155-55520304	chr2:55520305-55520454	chr2:55520455-55520604	chr2:55520605-55520754	chr2:55520755-55520904	chr2:55520905-55521054	chr2:55521055-55521204	chr2:55521205-55521354	chr2:55521355-55521504	chr2:55521505-55521654	chr2:55521655-55521804	chr2:55521805-55521954	chr2:55521955-55522104	chr2:55522105-55522254	chr2:55522255-55522404	chr2:55522405-55522554	chr2:55522555-55522704	chr2:55522705-55522854	chr2:55522855-55522979	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.253532	0.931816	2.69247	1.2197	0.0351614	0.416385	1.4043	1.70644	3.24355	5.53419	4.7385	1.62499	1.11565	1.10112	1.30641	2.6463	3.30822	5.15069	3.97919	2.44775	2.76292	3.47286	1.44467	1.26536	0.971694	0.421937	0.161002	0.688525	0.707576	0.217089	0.179508	0.357166	0.055518	0.213133	0.845025	0.886554	0.48552	0.71308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	1.02011	1.94346	0.82441	0.160001	0	0	0.513871	5.38876	5.87516	14.4059	16.7045	9.95787	3.0478	0.800951	0.989952	4.72855	8.68492	7.41482	9.17683	7.50353	8.18898	5.91489	4.68021	1.51059	1.39254	0.0967696	0.519369	0.611644	0	0	0.8727	0.274181	0.340777	0.225344	0	0.0806413	0.847363	0.418345
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.741368	0.00286327	0.478514	0.908408	0.190457	0	2.06948	6.88282	10.9205	13.5084	17.7969	9.79372	4.95812	4.00259	6.70137	15.8333	16.1307	14.2881	9.85589	8.03554	6.3531	4.60708	4.02633	3.36098	1.16038	2.2072	0.866545	0.688605	0.920062	1.4007	0.392646	0.685673	0.292991	0.219806	1.05884	1.26395	0.899207	0.596565
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.425968	0.166552	0	0	0	0	0.521128	1.34371	2.08661	7.06108	30.6425	16.0483	2.2512	2.53942	11.8711	45.9416	28.2022	17.991	40.3162	25.6397	14.4762	9.49503	6.64303	2.622	0.107835	0	0	0	0.0259719	0.491472	0.0760605	0	0.510673	0.519724	0.956146	0.2059	0	0.674415
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0	0	0	0.056532	1.9786	3.39179	3.87842	3.45142	15.2567	9.71322	6.33146	2.97525	2.9166	3.16717	13.7139	19.9667	9.06612	7.86463	9.63287	14.6754	17.1175	3.74741	2.56016	3.73165	0	0	0	0	0.175037	1.42518	0.339192	0	0	0	0.772341	5.67855	0.0706714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.804325	0.945063	0.199652	0	0	0	0.712663	2.20103	2.9351	8.87526	9.40455	7.01524	2.9601	1.31649	3.90777	8.90108	8.13256	4.74767	5.32968	2.55485	1.53795	1.37592	0.489996	1.12396	0.69696	1.17496	0.09464	0	0.251849	0.892262	0.843598	1.36508	0.476599	0.138585	0	0	0	0.515495
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.0633823	0.102895	0.238038	0.0404048	0.0625217	0.56276	1.41225	3.64611	9.79776	14.5351	11.7183	4.17911	1.72569	1.61928	3.13397	3.37665	3.04368	4.35769	3.16453	3.05345	1.20349	0.253804	0.9841	0.876494	0.528303	0.989101	0.517182	0.380029	0.0687647	0	0	0	0.308111	0.597736	0.245052	0.345152	0.246052	0.610984
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.895293	0	0	0.0567687	0.735593	0.43369	0.419026	1.48913	2.87519	5.10859	5.73698	3.97349	1.38431	0.756454	2.55095	8.35677	6.93479	5.3782	4.70949	3.92686	3.32123	1.05264	0.290086	1.08981	0.794399	0.136059	0.421788	0	0	0	0.393179	0.368614	0.411632	0	0	0	0	0.460472
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.0245665	0.272011	0.601973	0.551876	0.0856693	0.099449	0.471867	1.64508	2.85516	1.85759	2.22984	1.6774	0.747418	0.562358	1.03834	1.36665	1.74377	3.39765	4.53798	5.11873	4.30394	4.12161	2.41075	1.23312	0.188882	0.343648	0.0835282	0.1726	0.972643	0.657293	0.0444787	0	0.0262561	0.592601	0.602571	0.40889	0.295302	0.563865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	1.11868	1.65819	1.75501	0.53003	0.773563	1.3376	2.59432	9.35155	22.0239	43.6573	41.7509	12.3943	3.68228	4.93939	17.5354	32.7397	26.4946	17.1419	16.4203	9.73342	6.18829	8.83538	5.69249	2.37243	0.671992	0.607699	0.383577	0.916724	1.76998	2.2433	2.0142	1.28538	1.93049	1.35524	1.52786	2.13362	2.18088	0.357609
