	chr17:82693889-82694038	chr17:82694039-82694188	chr17:82694189-82694338	chr17:82694339-82694488	chr17:82694489-82694638	chr17:82694639-82694788	chr17:82694789-82694938	chr17:82694939-82695088	chr17:82695089-82695238	chr17:82695239-82695388	chr17:82695389-82695538	chr17:82695539-82695688	chr17:82695689-82695838	chr17:82695839-82695988	chr17:82695989-82696138	chr17:82696139-82696288	chr17:82696289-82696438	chr17:82696439-82696588	chr17:82696589-82696738	chr17:82696739-82696888	chr17:82696889-82697038	chr17:82697039-82697188	chr17:82697189-82697338	chr17:82697339-82697488	chr17:82697489-82697638	chr17:82697639-82697788	chr17:82697789-82697938	chr17:82697939-82698088	chr17:82698089-82698238	chr17:82698239-82698388	chr17:82698389-82698538	chr17:82698539-82698638	chr17:82698639-82698688	chr17:82698689-82698728	chr17:82698729-82698838	chr17:82698839-82698988	chr17:82698989-82699038	chr17:82699039-82699138	chr17:82699139-82699288	chr17:82699289-82699353	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.998334	0.489797	0.918888	1.74229	1.36649	0.63562	1.33584	0.82676	0.179994	0.0604047	0.48791	0.687421	0.488821	0.402359	0.651035	0.444412	0.102671	1.93615	0.297689	0.705075	1.44527	1.75409	2.70628	2.91011	5.06706	3.32047	3.17202	2.28834	2.20475	1.31064	2.10801	4.04688	2.41168	0.667912	0.852241	0.703668	0.709511	1.91344	3.25932	3.3482	0.661327
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.25709	0	0.347015	0.92003	0.782354	1.23362	1.38536	1.47979	0.240249	0.706189	0.458266	0.273823	1.21021	1.00127	0.531748	1.21249	0.625416	0.863882	0.36036	0.736511	0.445384	0.690196	1.29451	1.51901	4.25179	5.15431	3.66574	2.63137	5.21293	3.62767	4.18147	3.9778	0.914268	0.31866	0.759214	1.61168	2.26803	5.05913	3.80608	2.09584	0.506024
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0	0.463636	0.12982	0	0.281936	0.311608	0	0	0	0.644662	0.537279	0	0	0	0	0	0	0	0.33939	0.254081	0	0	0	0	0	0	0	0	0.183599	0.570274	0.400666	0.55636	0.442596	0.0166962	0	0.267073	0.415429	0	0.49162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0.0368305	0.353667	0.0177447	0.00993673	0.328969	0.0486708	0	0.151422	0.545287	0.911598	0	0	0	0	0	0.139126	0.873324	0.658573	2.36736	2.09053	1.29142	0.317013	0	0.038646	0.927414	0.386445	4.28535	6.37585	0.765101	0	0	0.267047	3.2459	7.73213	5.85083	2.31063	0.521413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.228811	0.321357	1.05366	1.01906	2.02025	1.66624	1.25022	2.23831	1.99802	0.934522	1.56808	2.89229	1.77433	1.98325	3.09279	2.49424	1.46637	0.788189	0	0.825634	3.06941	4.12136	3.72428	4.93084	4.89849	7.08048	9.19241	12.7394	16.0633	17.8077	21.7541	16.5287	7.5461	4.4182	2.81662	3.6406	8.57802	13.3382	14.6489	12.9716	0.40293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0.585278	0.111124	0.27942	0.141139	0.3207	0.322267	0	0.323206	0.385379	2.04199	0.205379	0.685985	0.634521	0.390537	0	0.423025	1.49005	1.6582	2.33639	2.65078	0.756433	1.47222	1.71846	0.408834	0	0.584472	3.56255	4.4848	0.0947792	0	0.371578	0.450201	2.18019	5.64603	4.6132	1.38541	0.514447
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.0543911	0.0163495	0.0434371	0.0465249	0.0585919	0.134481	0.157332	0.199285	0.132143	0.138177	0.206537	0.0738794	0.0407375	0.125603	0.121703	0.149076	0.346554	0.391166	0.0776958	0.211971	0.353723	0.406965	0.561197	0.583789	0.922954	0.772879	1.01487	0.877129	0.983487	0.610724	0.660591	1.01654	0.542246	0.338623	0.278128	0.16382	0.398853	1.13576	1.39886	1.38299	0.570762
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.666407	0.0365289	0.705438	1.51698	0.255093	0.426742	1.13957	0.572305	0.48763	1.4785	1.40169	1.13693	0.0715287	0.309252	0.705507	0.458283	1.50565	1.36381	0.138851	0.475458	1.39827	2.52067	2.42332	4.28655	4.11268	3.17181	3.3573	3.95827	3.25969	1.34094	3.94931	4.88684	1.26488	0.0416065	0	0.0197857	0.940803	3.62769	2.66487	1.67459	0.582278
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.587777	0.540387	2.26992	1.87636	3.05041	1.67664	1.23892	1.40161	0.7537	0.199063	0.417116	1.77055	1.29178	1.8582	1.94824	3.61872	1.11162	1.13532	0.455093	2.14737	2.85131	1.01209	1.04526	1.28936	1.65674	1.38178	1.6544	0.917234	0.590163	1.06418	0.808243	0.927918	0.35547	0	0.530074	1.62827	3.3348	3.63701	1.92457	0.629047	0.651458
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0.405511	0.90186	0	0	0	0	0	0	0	0	0	0.117845	0.597897	0	0	0	0	0	0	0	0.642273	0.308053	0	0	0.492218	1.64465	0.880277	1.42895	1.20386	0.508602	0.63129	3.10035	2.583	1.01408	0	0.158954	2.05887	4.00734	1.58021	0.507311	0.431611
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0.49027	0.0949009	1.84646	2.70914	1.83064	1.27375	1.25866	2.33735	2.37216	0.81263	2.0711	3.02853	2.19168	2.98576	3.74084	2.90514	1.93128	0.440887	0	1.1318	3.61473	2.98215	6.81568	4.53958	4.63368	6.96716	9.12821	10.9318	11.6256	11.3429	14.5712	25.1924	17.7377	9.65719	4.42436	3.95057	14.9343	29.7819	35.465	17.9297	0.653012
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	1.75086	0.57594	0.179477	0.247883	0.0668934	0	0	0	0.0806393	0.450729	0.738373	0.711944	0.564144	0.802976	0.771574	0.659554	0.662164	0.381203	0.309039	0.438466	0.652497	0.362291	0.109184	0.315201	0.581303	1.16284	1.7858	1.82357	1.33816	0.506729	0.86	1.67543	1.6811	1.41887	0.923328	0.484881	0.446865	1.54213	2.30289	1.4513	0.579882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.256495	0.200113	0.846462	1.1693	0.973712	1.04468	0.662861	0.548705	0.560055	1.04265	0.78611	1.12897	0.96192	0.515142	1.21969	1.87677	2.78964	1.40331	0.537447	2.59733	3.21494	2.89468	3.88416	4.58582	3.94099	3.31372	7.19447	5.96424	6.01572	3.23597	3.1348	4.75418	2.60905	1.23206	0.774659	0.733193	1.05997	3.41376	4.24466	2.93858	0.667224
