	chr1:202442546-202442695	chr1:202442696-202442845	chr1:202442846-202442995	chr1:202442996-202443145	chr1:202443146-202443295	chr1:202443296-202443445	chr1:202443446-202443595	chr1:202443596-202443745	chr1:202443746-202443895	chr1:202443896-202444045	chr1:202444046-202444195	chr1:202444196-202444345	chr1:202444346-202444495	chr1:202444496-202444645	chr1:202444646-202444795	chr1:202444796-202444945	chr1:202444946-202445095	chr1:202445096-202445245	chr1:202445246-202445395	chr1:202445396-202445545	chr1:202445546-202445695	chr1:202445696-202445845	chr1:202445846-202445995	chr1:202445996-202446145	chr1:202446146-202446295	chr1:202446296-202446445	chr1:202446446-202446595	chr1:202446596-202446745	chr1:202446746-202446895	chr1:202446896-202447045	chr1:202447046-202447195	chr1:202447196-202447345	chr1:202447346-202447495	chr1:202447496-202447645	chr1:202447646-202447728	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.0888288	0	0	0.355315	0.236877	0	0.881731	1.78931	0.453411	0.471903	1.00504	0.377522	0.729975	0.14104	0.102269	0.94856	1.00317	0.608096	0.218048	0	0.0240578	1.40645	0.749676	0.055518	0	0.738495	0.446044	0	0	0.764076	1.79161	1.51027	0.425638	0.24613	0.160534	0.336493
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.95284	0.245182	0.725543	0.847295	1.10988	0.151787	0.480774	0.82193	0.682977	0.594826	1.30104	1.8021	0.870295	0.740072	0.66407	0.919941	0.700924	0.545263	0.196829	0.489307	0.530471	0.289391	0.272478	0.629986	0.42193	0.34871	0.695359	0.0689295	1.06027	0.419799	0.246941	0	0	0	0.174733	0.475336
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.535677	0.184115	0.29333	0	0	0.499278	0.362285	0.528498	0.258234	0.11903	1.89887	0.746372	0.583778	0	0.492489	1.28717	0.0723418	1.43278	0.465753	0.669826	0.604973	0.554749	0	0	0	0.289348	0.393214	0.478495	0.0275025	0.548106	1.66556	1.05677	0.284537	0.461591	0.659153	0.461988
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	1.39532	0.187735	0.986436	0.119093	0	0	0.590761	0.860935	0	0	0	0	0	0	0	0.956482	0.690537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.395724	1.69596	0.592564	0.625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.51784	0.346031	0.0946437	0.705944	1.00925	0.359657	0.801334	1.29135	1.25479	0.320766	0.147373	0.476191	0	0	0	0	0	0	0	0.0338013	0.7976	0.41294	0	0	0	0	0	0.463752	0.212553	0	0	0	0	0	0	0.122137
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.766192	0.623573	0.217292	0	0.316352	0.572507	0.665745	0.278271	0.869621	0.520713	0	0	0.104632	0.240319	0	0	0	0.270634	0.297781	0	0.306414	1.52059	0.0987374	0	0	0	0	0	0	0.266026	0.115763	0	0	0.232999	0.59237	0.325323
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.492733	0.133749	0.158627	0.291875	0.260941	0.697632	0.570114	0.345435	0.540398	0.260697	0.0759665	0.0208717	0.133398	0.0608003	0.468434	1.97093	2.12799	1.09667	0.294119	0.133398	0.0208717	0.475689	0.295936	0	0.0128933	0.431985	0.418892	0	0.269607	0.497463	0.433013	0.364955	0.177913	0.108896	0	0.16716
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.813196	0.46483	0.397534	0.872536	0.131961	0.423555	0.607495	1.0763	0.495411	0.530605	0.5266	0.525342	0.533244	0.80169	0.199355	0.102085	0.759913	1.86277	1.24834	0.543423	0.447343	0.511903	0.890074	0.912027	0.426707	1.40642	1.4064	0.822982	1.21316	0.574048	0.675152	1.61592	1.2727	0.269587	0.0883407	0.392523
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.320457	0	0.247598	1.0064	0.485167	0.576483	1.27831	1.1237	0.0876369	1.12751	0.794734	0.449313	0.846384	0.822091	0.757372	1.31236	0.294152	0.0300095	0.581147	1.11262	0.84357	0.772647	0.48773	0.124324	0	0.423977	0.133888	0	0	0.455055	0.10201	0	0.133888	0.423977	0.259218	0.628319
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0	0	0	0.0382672	0.859584	0.813244	0.379445	0.564414	0.762202	0.570794	0.251894	0.159427	0.567658	0.165804	0.376592	1.15115	1.31729	1.22226	0.131797	0.206481	0.660135	1.81457	0.459211	0	0	0	0	0	1.13207	0.915248	0.15305	0	0.175398	0.558118	0	0.434109
