	chr1:69713642-69713791	chr1:69713792-69713941	chr1:69713942-69714091	chr1:69714092-69714241	chr1:69714242-69714391	chr1:69714392-69714541	chr1:69714542-69714691	chr1:69714692-69714841	chr1:69714842-69714991	chr1:69714992-69715141	chr1:69715142-69715291	chr1:69715292-69715441	chr1:69715442-69715591	chr1:69715592-69715661	chr1:69715662-69715741	chr1:69715742-69715821	chr1:69715822-69715891	chr1:69715892-69716041	chr1:69716042-69716191	chr1:69716192-69716341	chr1:69716342-69716491	chr1:69716492-69716641	chr1:69716642-69716791	chr1:69716792-69716941	chr1:69716942-69717091	chr1:69717092-69717241	chr1:69717242-69717391	chr1:69717392-69717541	chr1:69717542-69717691	chr1:69717692-69717841	chr1:69717842-69717991	chr1:69717992-69718141	chr1:69718142-69718211	chr1:69718212-69718291	chr1:69718292-69718441	chr1:69718442-69718591	chr1:69718592-69718718	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.1449	0.617368	0.485801	1.77113	0.219005	0.251255	0	0	0	0.0383554	0.369862	0.0371187	0.535361	0.0437281	0	0	0.425219	0.395016	0	0	0	0	0.377991	0.0805912	0	0	0	0.0630565	1.55427	0.163209	0	0.0111296	0.55636	2.50433	1.70214	0.0896769	2.11474	0.442029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	1.1846	0.584217	0.443583	0.324452	0.969464	1.07335	1.28785	0.220013	0	0	0	0	0.625376	0.898727	0.836308	0.5323	0.347158	0	0.0994859	0.548685	0.021294	0.400432	0.107018	0.976404	0.289833	0	0.212553	0.463752	0	0	0	0	0	0	0	0	0	0.597015
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.0226867	0.149748	0.13612	0	0	0.157963	1.00046	0.0762489	0	0.109803	0.155199	0.0435584	0	0	0	0	0.13612	0.0980064	0.13612	0.0108896	0	0	0	0	0	0	0.00362987	0.281394	0.842508	0.107114	0	0.0880285	0.682807	1.24093	1.34089	0.985003	0.241236	0.388889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.8a6af925-1821-4fc7-84d7-e838a44be225.fc.signal	1.20222	1.72558	2.11967	2.64092	2.87226	1.82744	1.6791	0.320187	0.75792	2.26554	2.03855	1.158	0.481948	0.243388	0.557582	0.718698	0.268876	0.358835	0.871651	1.37915	0.254	1.34209	1.45021	1.14454	2.28775	0.213292	0	0.579364	2.21608	0.693115	0	1.11424	1.30104	1.07265	1.23943	0.723744	0.958373	0.552381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	1.0414	1.79877	0.720387	0.896802	0.194339	0.38237	1.03763	0.115534	0.22368	0.257165	0.309015	0.116543	0	0	0	0	0.059445	0.812004	0.895205	0.84138	0.460283	0.89996	0.0798316	0	0.0420149	0.788872	0.090252	0.203406	0.91092	0.288379	0.391788	0.546476	1.7567	2.69645	1.29989	0.7994	1.26429	0.774834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.700947	0.227981	0.564635	1.20169	0.227975	0.057888	0	0.213596	0.117009	0.113414	0.492257	0.16649	0	0	0	0	0	0.355893	0.346222	0.451165	0.004824	0	0.15678	0.395726	0.559773	0.045828	0.044583	0.390682	0.673209	0.10976	0.910886	1.26441	1.28751	1.18768	1.11119	1.48518	1.41228	0.428571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	0	1.18357	0.406263	0.602007	0	0.511466	1.37714	0.245486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.507269	1.50134	0.787233	0.359521	0.00690457	0.504274
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.14e2d66e-78ce-42e0-867f-4b49c7b19bff.fc.signal	0	0	0	0	0	0.185456	0.134362	0	0.0126617	0.287303	0.283527	0.199462	0.0531106	0.130361	0.185792	0.118952	0	0.347274	0.81706	0.221362	0.454425	0.34164	0.0682448	0.284224	0.0539309	0	0	0	0	0	0	0	0.231507	0.326964	0.121132	0.266277	0.670442	0.627586
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.2af65a74-ad9a-47d1-bb59-7449ff40f2d9.fc.signal	1.62316	0.900592	0.390472	1.74376	1.27175	0.908139	1.05534	0.797646	0.547142	1.02336	0.735307	0.389816	0.580141	0.625109	0.44553	0.49161	0.44596	0.668672	0.496568	0	0.267128	0.945642	0.988246	0.765362	0.734248	0.22122	0.596526	1.12546	1.03287	0.754166	0.740272	0.708513	0.518832	0.44191	0.544596	1.06098	1.17396	0.503916
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	0.518061	1.41846	1.16339	2.26876	0.735173	0.185691	0.683261	0.704008	0.256281	0.486597	0.733937	0.4266	1.459	1.73241	0.518376	0.213534	0.900194	0.655877	0.721383	0.97892	0.414613	0.494287	1.54857	1.46653	0.369617	0.779231	2.05669	1.55967	1.3364	1.26693	1.49559	1.17377	0.965855	0.975574	1.66905	1.71807	2.35125	0.771941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.7d6e7c7b-090f-4b2a-a7ba-f833c718a8ac.fc.signal	0	0	0	0	0	0	0	0	0	0.174663	0.77057	0.261995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279279
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	0.610612	1.68547	0.938753	2.19078	1.15258	0.858952	0.932634	0.772549	0.598298	0	0.630785	0.078145	0.439698	0.174152	0	0	0	0	0.562049	0.870641	0	0.0520119	1.18544	0.53559	0.750851	0.629074	0.344824	1.227	2.57981	0.175062	0	0	0	1.76068	2.13861	1.41142	0.812778	0.788785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9ac74a4d-9d70-4efc-945e-29c0f04f171f.fc.signal	0.41586	0.829982	0.254889	0.139549	1.04508	0.672575	0.304217	0.149315	0.618201	0.67111	0.167459	0	0.192564	0.83711	0.476171	0.057563	0.565138	1.25693	0.123503	0.749235	0.0795435	0.358642	0.122803	1.09163	0.513516	0.145132	0.897171	0.315379	0.714374	0.728348	0.415833	1.05481	0.768417	1.67439	2.7091	1.9231	1.26026	0.297468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.976830f0-f131-4dc5-bdfd-64d83fdc4635.fc.signal	0.748307	0.98768	0.886885	1.37408	1.66241	0.644043	1.12948	0.489453	0.209793	0.944089	1.19147	1.5837	0.670154	0.37366	0.387027	0.402966	0.307199	0.284056	0.495076	0.361461	0.645566	0.928241	0.607634	0.0686387	0	0.094217	0.355372	0.028124	0.947918	0.894497	0.2264	0.153276	0.141637	0.822816	0.612483	1.23177	1.86046	0.341693
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.3ac72c63-5790-4eab-ab70-1f2408156b61.fc.signal	2.00534	2.46337	4.11958	3.56722	0.916933	0.977712	0.47893	0.413616	0.711727	2.60439	0.981575	0.84732	0.289889	0	0	0.374338	1.18036	1.17599	0.66692	0.187689	0	0	0.736592	1.43592	0.255489	0	0.577433	0.763611	2.50301	0.14171	0	0.0204223	1.55807	3.02347	3.22439	1.69524	2.44675	0.794689
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.9d98dd69-4d9c-4c81-bc8f-9c0f23e13a7b.fc.signal	0.410843	0.924869	0.928961	0.717223	0.391421	0.606945	0.29463	0.0176778	0	0	0	0.398737	0.579446	0.319885	0.24307	0.254121	0.8839	0.665872	0.0432124	0.212134	0.642303	0.0883891	0.145351	0.168921	0	0.206242	0.59909	0.22392	0.805332	0.108031	0.624623	0.575517	0.429323	0.724114	0.546112	0.534609	2.12209	0.419162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.483aa0c8-5543-4e25-b16f-2f222c5a2d5b.fc.signal	1.40733	0.673275	0.502492	0.766763	0.603676	0.444506	1.04403	2.3284	1.02219	0.494239	2.17692	0.983044	1.08542	0	0	0	0.923139	2.1603	0.890395	0.685822	0.213453	0	0.135762	0.608712	0.141304	0	0.232633	1.04112	0.820475	0.256501	0.406703	0.85953	0.447785	1.01141	1.65594	3.79602	0.847997	0.759386
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.0fc0f90b-b2ac-4c17-952e-d39560131bf4.fc.signal	2.20638	2.14127	2.04121	2.20621	1.4577	1.12927	1.39472	0.845279	0.752235	1.06519	0.467513	0.790144	1.91486	1.20005	0.307781	0.201334	0.673961	1.19984	1.09817	1.06438	1.13178	0.208324	0	0.383978	0.199771	0.0308142	0.377158	0.383511	0.30746	0.282532	0.861024	1.11332	1.34148	1.20253	2.07747	1.86114	2.29062	0.788041
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.cb8ce07d-5bf2-4abf-a883-851526414fcb.fc.signal	0.456189	1.12024	0.6648	0.914458	0.947013	0.426196	0.451534	0	0	0	0	0.425298	0.0768988	0	0	0	0	0	0	0.0768984	0.770635	0.659234	0	0	0	0	0	0.084744	0.34055	0.590142	0.491248	0	0.383392	0.841095	0.772179	0.833442	1.71627	0.334821
