	chr12:15592557-15592706	chr12:15592707-15592856	chr12:15592857-15593006	chr12:15593007-15593156	chr12:15593157-15593306	chr12:15593307-15593456	chr12:15593457-15593606	chr12:15593607-15593756	chr12:15593757-15593906	chr12:15593907-15594056	chr12:15594057-15594206	chr12:15594207-15594356	chr12:15594357-15594506	chr12:15594507-15594656	chr12:15594657-15594806	chr12:15594807-15594956	chr12:15594957-15595106	chr12:15595107-15595256	chr12:15595257-15595406	chr12:15595407-15595556	chr12:15595557-15595706	chr12:15595707-15595856	chr12:15595857-15596006	chr12:15596007-15596156	chr12:15596157-15596306	chr12:15596307-15596456	chr12:15596457-15596606	chr12:15596607-15596756	chr12:15596757-15596906	chr12:15596907-15597056	chr12:15597057-15597206	chr12:15597207-15597356	chr12:15597357-15597506	chr12:15597507-15597656	chr12:15597657-15597806	chr12:15597807-15597956	chr12:15597957-15598106	chr12:15598107-15598256	chr12:15598257-15598406	chr12:15598407-15598556	chr12:15598557-15598590	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	2.38205	3.00297	2.25499	1.0206	1.30562	0.235852	0.588649	1.64951	0.907779	0.329443	0.373289	0.457325	1.1696	0.463391	0.499321	3.60136	2.64257	2.27235	3.38936	1.5944	1.70228	3.17623	4.87737	4.91121	7.19165	6.03016	3.17484	5.20924	5.3438	5.15669	1.89388	2.20329	5.12042	4.25641	3.7641	3.65182	3.77762	3.40862	1.33623	2.83193	3.86295	0.228238
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	1.64229	0.497462	0.693585	0.461144	0.320433	0	0	0	0	0	0	0	0	0	0.0108896	0.460247	1.48885	1.53515	0.885137	0.417599	0.896966	1.28098	1.17748	1.47433	0.462093	0.712649	1.33638	0.867012	1.51699	0.848807	0.0853072	1.2156	2.3359	1.40261	1.85201	1.06853	0.61822	0.126174	0.474791	0.671144	0.7055	0.787879
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	4.07023	0.605877	0.619842	1.14485	0.602727	0	0	0	0.366681	0.172181	0.194501	0	0.676131	0.0574	0	1.02691	1.66379	1.70701	0	0.116401	1.089	1.55326	1.80157	3.49981	1.11423	0.644161	3.15078	2.51298	0.994992	0.911341	0.0615179	0.780501	0.470832	0.666953	2.06568	1.72155	1.00399	1.4	0.956715	0.274225	0	0.382671
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0.597361	1.61598	0.219654	0	0	0	0	0	0.302372	1.46501	0.455121	2.7486	0	0	0	0	0.388208	1.6449	1.2744	0.512478	1.54512	0.0655336	0	0.385517	1.72449	3.57272	1.65622	1.80181	0.189625	0	0	0	0	0.288079	0.980953	1.06278	3.11977	1.67144	0	0	0	0.261261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	2.54101	3.00114	0.927106	0.32178	0	0.75845	1.15254	0.80736	1.72017	0	0	0	0	0	0.274739	0.344373	0	0	0.217318	0.469961	0.291013	1.55915	3.50293	2.73232	0.368876	1.90632	1.75918	0.662653	1.5358	0.376193	1.21162	1.57434	3.04613	1.01267	1.00795	1.86571	1.84748	1.21845	0.789097	0.264601	0	0.17702
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	3.83778	1.3543	0.433411	0.332466	0.0563176	0	0	0	0	0	0	0	0	0	0	0.0164344	0.923291	2.73402	2.26042	0.161339	0.712639	2.59655	2.988	3.82247	5.40378	3.49596	1.38344	1.10706	0.573701	0.46302	0.22387	0.393052	0.654681	0.642399	0.932796	1.15906	0.503379	0	0	0.0809741	0.276985	0.204969
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	1.39133	1.27722	0	0.235516	0.945889	0.0127536	0	0	0	0	0	0	0	0	0	0	0	0	0.381206	0.623387	0.900888	0.0703137	0	0	0	0	0	0	0	0	0	0	0	0.0356327	2.13076	0.543557	0	0	0	0	0	0.2657
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	2.16171	0.858881	0.155048	0	0.389469	0.293478	0.465074	1.31848	0.337574	0.989645	0.0505555	0	0	0	0	0.426402	0.561292	1.13293	1.86849	1.06314	1.17748	1.30848	1.69809	1.4488	0.492836	0	0.442206	1.0387	0.78617	0.618942	0.857034	0.565454	0	0.109771	0.922303	0.345032	0.486879	1.21061	0.961221	0	0	0.363577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000008.3.2e1ab747-5c43-4469-97d5-a2e674bc3ee6.fc.signal	0.60111	0.789787	1.77577	0.979668	0.502922	0.239194	0.373049	0.642606	0.386972	0.565873	0.447572	2.49686	0.982548	0.805048	0.632163	1.33281	1.30631	2.14705	0.536475	0.365185	0.269708	0	0.466818	1.22923	0.816854	0.047183	2.27116	1.44269	1.60362	1.93255	1.07981	0.183718	0.65324	1.11243	0.551279	0.759041	1.03413	0.246827	1.1712	1.12566	0.678983	0.133858
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.004bcd0c-68a8-42c5-b5aa-454db7d061e9.fc.signal	3.25766	0.729449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303816	0.848706	1.21152	0.842281	0.384612	0.353842	0.747404	2.86407	2.97561	1.49742	1.0128	0.444834	0.102539	0	0	0.0781901	2.4615	4.03734	4.73159	4.88724	1.97539	0.110232	0	0	0	0.358472	0.639485
