	chr11:8675634-8675783	chr11:8675784-8675933	chr11:8675934-8676083	chr11:8676084-8676233	chr11:8676234-8676383	chr11:8676384-8676533	chr11:8676534-8676683	chr11:8676684-8676833	chr11:8676834-8676983	chr11:8676984-8677133	chr11:8677134-8677283	chr11:8677284-8677433	chr11:8677434-8677583	chr11:8677584-8677733	chr11:8677734-8677883	chr11:8677884-8678033	chr11:8678034-8678183	chr11:8678184-8678333	chr11:8678334-8678483	chr11:8678484-8678633	chr11:8678634-8678783	chr11:8678784-8678933	chr11:8678934-8679083	chr11:8679084-8679233	chr11:8679234-8679383	chr11:8679384-8679533	chr11:8679534-8679683	chr11:8679684-8679833	chr11:8679834-8679983	chr11:8679984-8680133	chr11:8680134-8680283	chr11:8680284-8680433	chr11:8680434-8680583	chr11:8680584-8680669	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0	0	0	0	0	0.851188	1.71014	0.242728	0.259682	0.335746	0.168379	1.08208	0.70569	1.1997	0.752677	0.398222	1.24756	0.543422	0.121146	0.20056	1.24615	1.70429	1.9705	1.79825	1.69018	1.46142	0.888508	0.464288	1.55468	1.48583	0.890801	1.42425	0.71266	1.11573	0.597315
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.351584	0.236365	0.673725	0.876899	0.653555	0.749183	0.761158	0.8316	0.969443	0.744515	0.586024	0.602927	0.179778	1.20426	1.31734	1.1737	1.07645	1.10732	0.777935	0.906944	0.169292	0.669601	0.916236	0.970466	1.11995	1.08998	0.83345	0.706513	1.41769	2.48136	1.70656	1.46834	0.646528	0.435292	0.398964
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.209264	0.830917	0.14651	0.124263	0.960773	1.21669	1.35707	1.34166	0.337531	1.12026	1.33594	0.88204	0.856821	0.132513	0.52858	1.05347	0.771594	0.587975	0.599109	0	0.689983	0.964482	1.82487	1.24595	0.787458	1.44214	1.57838	0.99971	0.298831	0.820252	0.957986	1.79979	0.502489	0.353659	0.427793
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0	0	0	0	0.502295	0.79827	0	0	0	0	0	0	0	0	0	1.34625	1.5793	0	1.11853	0.903868	0	1.43586	4.6421	1.22308	0	0	0	0	0	0	0.834991	4.02365	3.42153	0.605351
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0.177411	0.34085	0.236165	0	0	0.343987	0.0461355	1.00083	0.57353	0.252129	0	0	0.050004	0.510851	0.399694	0.396811	0.0228625	0.810558	0.479967	0.254794	0.165975	0	0.0579747	0.361883	0.00242867	0	0	0.297966	0.140054	0.352901	0.00474373	0	0.305195
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	2.38552	1.44196	1.30891	2.62675	4.29495	5.38721	3.2679	1.80736	1.44293	2.00806	2.40935	1.08755	1.35403	1.65818	1.10385	1.41325	1.81784	1.60088	1.42397	1.43466	1.71234	1.77752	1.99068	2.85456	1.5515	1.06301	1.49212	0.709649	1.46272	1.52693	0.951977	1.0841	1.87126	2.42956	0.150327
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.240423	0.425142	1.12571	0.270268	0	0.655185	0.586982	0.540119	0.787577	0.968537	0.337095	0.722704	0.993469	0.329071	0.101512	0.161173	0.0476181	0.426283	0.308889	0.697615	0.69865	0.14292	0.258618	0.26597	0.283417	0.0946077	0	0.0243684	0.223211	0.267774	0.513447	0.717782	0.801108	0.126487	0.297753
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	1.50856	1.38529	2.01037	1.62323	2.67294	1.07052	0.752335	1.49066	0.986446	0.660258	0.270688	0.898211	1.36971	0.526839	0.513189	0.818202	0.807688	0.324877	1.00613	0.411356	1.1501	1.07109	0.455806	0.994781	0.486988	1.7936	1.75166	1.38803	1.59491	1.00964	0.843358	1.51446	0.708169	1.77399	0.597403
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.68527	0.819582	0.305574	1.40304	1.84435	0.777196	0.784597	1.12838	0.874036	0.827544	0.433375	0.880921	1.59736	1.25213	0.819021	0.411457	1.49722	0.990359	0.672145	0.304493	0.19908	0.387556	1.62924	3.21922	3.40456	2.06544	0.592417	0.29449	1.07102	0.335823	1.85295	1.49699	1.02009	1.73834	0.670753
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	1.70892	0	1.14559	0.503181	0.690401	0.819219	0.996581	0.645077	0	1.46294	1.60814	0	0	0.518807	0.757888	1.18712	1.04382	0.0292344	1.16632	3.48886	2.07805	0.579195	0.269023	0.724297	0.378196	0	0.996807	0.514275	0	0.775522	2.29293	0.808403	0	0	0.580645
