	chr5:10241934-10242083	chr5:10242084-10242233	chr5:10242234-10242383	chr5:10242384-10242533	chr5:10242534-10242683	chr5:10242684-10242833	chr5:10242834-10242983	chr5:10242984-10243133	chr5:10243134-10243283	chr5:10243284-10243433	chr5:10243434-10243583	chr5:10243584-10243733	chr5:10243734-10243883	chr5:10243884-10244033	chr5:10244034-10244183	chr5:10244184-10244333	chr5:10244334-10244483	chr5:10244484-10244633	chr5:10244634-10244783	chr5:10244784-10244933	chr5:10244934-10245083	chr5:10245084-10245233	chr5:10245234-10245383	chr5:10245384-10245533	chr5:10245534-10245683	chr5:10245684-10245833	chr5:10245834-10245983	chr5:10245984-10246133	chr5:10246134-10246283	chr5:10246284-10246433	chr5:10246434-10246583	chr5:10246584-10246733	chr5:10246734-10246883	chr5:10246884-10247000	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.610732	0.721731	0.807797	0.73937	0.36299	0.511905	1.05217	0.192833	0	0.346007	0.760351	1.35966	0.827694	0.564655	0.643534	0.301298	0.348839	0.627158	0.408753	0.417285	0	0.401462	0.690312	0.597669	1.09979	0.246655	0.0315309	0.621703	1.51998	1.48393	0.222189	0.562303	1.2263	2.99781	0.456674
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.376386	0.208758	0.709353	1.80233	0.556425	0.600778	1.85412	1.36425	0.83867	0	0.0645131	1.97611	1.08971	0.260651	0.256954	0	0.269411	0.413133	0.922306	0.096576	0.540265	0	0	0.387078	0.427399	0.528201	0.471498	0.298569	0.398282	0.331267	0.199578	0.207104	0.96831	0.414654	0.61745
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.612369	0.782386	0.36629	1.61363	0.952881	0.480637	2.26381	1.06086	2.06525	1.36735	1.66076	1.31616	1.16412	0.957884	0.785865	1.82124	1.29622	0	0	0.719875	1.10396	1.18259	0.699038	0.113717	0.549024	0.791927	0.456611	0.328041	1.11166	0.388996	0.244145	1.06533	1.64308	1.71777	0.410106
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0	0.0630673	1.58397	0.727044	0.783475	2.51878	0.849486	0	0.521162	3.9655	2.13263	1.1262	2.10308	1.00307	1.00276	0.716808	0.456528	0.55636	0.0352367	0.298597	0.294888	0	0	0.456279	0.696977	0.508215	0.522731	1.15799	1.25211	2.68017	13.5967	9.51413	0.4375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	3.6058	2.1526	0	0	0	0	1.0515	1.82032	1.65073	0	0	0.0226128	1.13372	0.253371	0	0	0	0	0	0	0	0	0.949738	1.29877	0	0.621852	1.62804	0	0	0	0	0.517254	0.723028	0	0.413534
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0.274902	0.569964	0.950001	0.053234	0	0	0.285761	0.31405	0.583328	0.483299	0.954847	1.49828	1.84139	0.97776	1.61964	0.782319	0	0	0	0	0	0	0.510933	0.648011	0.837927	0.412467	0.828985	0.323448	0.395774	0.144863	0.529171
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.3854	0.507752	0.687433	0.180744	0.769555	1.50865	0.603208	0.284538	0.528595	0.392203	0.441989	0.583268	0.0970545	0	0.399213	0.631217	1.24664	0.670195	0.573697	0.748559	0.0430547	0.402865	0.849071	0.343855	0.553925	0.870326	0.341355	0.734047	0.260085	0.0125027	0.734019	1.99446	1.09664	1.37067	0.460177
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.437567	0.591786	0.74187	0.336368	0	0	0	0.463265	0.0667867	0	0	0	0	0.553381	1.36682	0.407199	0	0.292236	0.695092	0.967673	0.505489	0.146118	0	0	0.386891	0.363602	0.590945	0.479796	0	0	0.195567	0.221653	1.09974	0.950874	0.570093
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.118698	0.414206	0.375407	0.896185	0.905437	0.600718	0.635281	0.711117	0.891877	0.571837	0.38	1.11259	1.2064	1.12826	1.22469	0.666208	0.757314	0.967889	0.407043	0.249275	0.148144	0.450545	0.21851	0.213348	0.49414	0.102246	0.101434	0.160615	0.231537	0.20359	0.0877087	0.245014	0.760784	1.6941	0.485602
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.287413	0.696386	0.597782	0.909057	0.261824	0.609468	1.31483	1.57935	1.75354	1.74907	1.0082	0.386162	0.350515	1.22928	0.937646	1.46247	1.74758	1.29026	0.483993	0.933924	1.3032	1.30514	0.750195	1.31583	1.83004	0.485651	0.408247	0.531699	1.33929	1.26355	0.684771	0.421931	0.0346822	0	0.730994
