	chr16:71859276-71859425	chr16:71859426-71859575	chr16:71859576-71859725	chr16:71859726-71859875	chr16:71859876-71860025	chr16:71860026-71860175	chr16:71860176-71860325	chr16:71860326-71860475	chr16:71860476-71860625	chr16:71860626-71860775	chr16:71860776-71860925	chr16:71860926-71861075	chr16:71861076-71861225	chr16:71861226-71861375	chr16:71861376-71861525	chr16:71861526-71861675	chr16:71861676-71861825	chr16:71861826-71861975	chr16:71861976-71862125	chr16:71862126-71862275	chr16:71862276-71862425	chr16:71862426-71862575	chr16:71862576-71862725	chr16:71862726-71862875	chr16:71862876-71863025	chr16:71863026-71863175	chr16:71863176-71863325	chr16:71863326-71863475	chr16:71863476-71863625	chr16:71863626-71863775	chr16:71863776-71863925	chr16:71863926-71864075	chr16:71864076-71864225	chr16:71864226-71864375	chr16:71864376-71864442	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.65792	1.50292	0.7881	2.00384	2.05785	0.642735	0.78049	1.40796	0.805579	0.460614	0.522412	0.38698	0.245102	0.441819	0.518953	0.451513	0.619477	1.11852	0.938649	1.0374	0.448224	0.452512	0.576955	0.811285	1.43461	1.27221	0.0188474	0.029156	0.555304	0.657084	0.0555473	0.355583	1.15439	0.585889	0.307188	0.330317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.11576	1.05352	0.573365	1.10731	1.72237	1.14062	2.49666	0.867348	1.48271	1.59487	1.7062	1.53721	1.2952	0.433583	1.08419	1.42578	0.319775	0.700606	1.09946	1.71195	1.16611	0.705902	0.270182	0.244717	0.25735	0.307636	1.05029	1.52314	1.96685	0.687787	0.888581	0.450918	0.181385	0.439532	0.944703	0.692308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.29598	0.248245	0.39174	0.406176	0	0	0.161373	0.992297	0.943113	0.0327904	0	0.42659	0.762278	0.786367	0.521377	0.0502351	0.024928	0.747847	0.23289	0.516122	0.473721	1.2322	0.588397	0.0461767	0	0.591685	0.595397	0.215141	0.37834	0	0.396911	0.74319	0.146396	0.491453	0	0.51257
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	3.07841	3.23225	1.73443	3.24855	1.47759	0.754589	1.03757	0.232244	0.157332	1.61377	1.09527	0.217497	0.051123	0.690935	0.860936	0.627579	0.101404	0.192684	0.924166	0.845342	0.139889	1.25149	0.699425	0.348312	0.953941	0.601161	0.275901	0.411283	0.02366	0	0.236609	0.371767	0	0	0.445839	0.707792
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	2.183	1.13891	0.827941	1.18758	1.29338	1.71809	1.1539	0.848487	0.284322	0	0	0	0.1908	0.651441	0.319616	0	0.0739102	0.61646	0.278274	0.471267	0.580581	0.943504	0.751001	0.473089	0.0690101	0	0	0	0.369724	0.140246	0	0	0.158068	1.02133	0	0.678431
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.535547	0.604117	0.252402	0.14899	0.192138	0.123149	0.129254	0.146713	0.215403	0.1113	0.203051	0.16058	0.168412	0.54302	0.694725	0.355555	0.286133	0.51571	0.342319	0.544119	0.574722	0.809894	0.547	0.30853	0.466318	0.278037	0.109589	0.0724821	0.677994	0.742545	0.275838	0.228825	0.55341	0.506888	0.551038	0.542373
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.67854	0.544597	0.311036	1.48889	4.38671	1.53368	0.894905	1.50196	0.351964	0.584406	0.449435	0	0.825571	2.89933	3.45077	0.418825	1.18558	0.975723	0.797072	1.40572	1.32096	2.57522	1.80893	2.22204	0.268902	0	0.697931	0.515921	0.148966	0.391884	1.34942	1.25678	4.01625	1.01924	0.182025	0.772846
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	1.05739	1.36314	0.493453	2.0566	1.07312	0.953521	2.07604	0.450661	0.669672	0.379768	0.333149	0	0.538713	0.612143	1.44918	0.627407	0.383459	1.06255	0.893561	0.987941	0.877442	0.306149	0.61122	0.467796	0.39409	0.0681291	0	0.38539	1.14144	0.458275	0.795357	1.2616	0.683525	0	0.261534	0.723647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	3.53606	3.21851	1.13219	1.41664	0.675021	1.15783	0.592543	0.704007	0.0047396	0.0497658	0.583069	0.647093	0.175365	0.863959	2.12799	1.94116	0.843795	0.616233	0.0165886	1.20609	0.571589	0.10974	0.233348	0.0763317	0.215523	1.21982	0.301021	0.0568752	0.907796	0.568852	0.936251	0.782194	1.18982	0.538874	0.635464	0.168766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	1.13071	2.42238	1.34319	2.13586	0.657436	0	0.665967	0.574605	0.60398	1.1202	1.63293	0.692599	0.425788	0.972945	2.85918	1.64102	0.523189	1.5474	1.16382	0.543153	0	0.609735	0.304881	0	0	1.00743	0.324153	0	0	0	0	0.519891	1.13419	1.08709	0	0.19883
