	chr7:14751428-14751527	chr7:14751528-14751577	chr7:14751578-14751727	chr7:14751728-14751877	chr7:14751878-14752027	chr7:14752028-14752177	chr7:14752178-14752327	chr7:14752328-14752477	chr7:14752478-14752627	chr7:14752628-14752777	chr7:14752778-14752927	chr7:14752928-14753077	chr7:14753078-14753167	chr7:14753168-14753227	chr7:14753228-14753377	chr7:14753378-14753527	chr7:14753528-14753677	chr7:14753678-14753827	chr7:14753828-14753977	chr7:14753978-14754127	chr7:14754128-14754277	chr7:14754278-14754427	chr7:14754428-14754577	chr7:14754578-14754727	chr7:14754728-14754877	chr7:14754878-14754967	chr7:14754968-14755027	chr7:14755028-14755067	chr7:14755068-14755177	chr7:14755178-14755327	chr7:14755328-14755477	chr7:14755478-14755627	chr7:14755628-14755777	chr7:14755778-14755927	chr7:14755928-14756077	chr7:14756078-14756227	chr7:14756228-14756377	chr7:14756378-14756448	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.733985	4.71716	9.21191	3.11574	0.93238	0.71536	1.03679	5.45525	9.38168	5.90644	4.33044	5.31544	2.78709	1.21423	0.926914	0.809811	0.511105	0.890619	0.321374	0.89513	2.18338	1.09124	1.59327	3.82747	7.38805	7.91945	3.3545	1.60348	0.298376	0.0117971	0.40579	1.49795	0.256908	0	0	0	0	0	0.636334
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0	0.158934	0.638452	1.26607	0.126733	0.41028	0.0229015	0.592331	1.30732	0.162588	0.314185	0.040794	0	0	0.165046	0.261674	0	0	0	0	0	0.187176	0.263189	0.400408	0.650663	0	0.113272	0.435708	0.503756	0.00728667	0	0.579953	0.658561	0.0287381	0.745774	0.817449	0.928549	0.677435	0.56372
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0	0	0	0.0477472	0.279573	0.12979	0.381231	0.270679	1.33836	1.14285	0.968603	0.598942	1.60891	0.766295	0.0847294	0.59873	0.582435	0.553936	0.627255	0.343136	0.180214	0.41201	0.403213	0.611262	0.128144	0.270892	0.546147	0.385596	0.029021	0	0	0	0.178521	0.400923	0	0.124041	0.832252	0.381269	0.668246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	0.0960015	0	0	0	0	0	0.427377	1.10284	0.612902	0.668293	0.0449854	0.0616245	0.317877	0.340307	0.540425	0.713954	0.0284003	0.303708	0.465024	0.185524	0.31841	0.0531769	0.249693	0.457284	0.127446	0	0.16392	0.38166	0.378909	0.676958	0.782054	0.257155	0.301774	0.545081	0.58977	0	0	0.420254	0.501989
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83112ba3-4a46-4bcb-b23c-b8a94da18e77.fc.signal	1.80654	1.66141	1.14803	1.51	1.85218	2.27655	4.97891	6.44214	3.93873	3.90145	3.2526	1.24681	1.24103	1.4196	0.932404	0.418386	0.657835	1.52593	0.952222	0.536577	1.36548	1.14345	0.902312	0.662729	1.2028	2.00844	0.616541	0	0	0.349938	0.873869	1.03487	0.340387	0.0375169	0.253632	1.60873	1.41678	0.703486	0.520772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	0.376455	0.462626	1.16012	0.586065	0.318838	1.05121	0.73445	0.334848	0.946636	0.271956	0.277075	0.947221	0.26117	0.482696	0.684187	0.558289	0.382671	0	0.259441	0.741942	0.22893	0	0.722397	0.784191	1.10066	0.642548	0.31259	0.222718	0	0.0876852	0.612813	0.663625	0.145873	0.209886	0.265642	0	0.519632	1.11112	0.607256
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9ac74a4d-9d70-4efc-945e-29c0f04f171f.fc.signal	0.626331	0.56097	0.336853	0.635651	0.163352	0.314799	0.416113	0.365265	0.862388	1.06608	0.750496	0.721056	0.526408	0.964767	0.950457	0.71399	0.443699	1.30189	1.01209	0.679257	0.266325	0.140903	0.228819	0.0248971	0.594325	0.566454	0.497845	0.293723	0.397343	0.260651	0.268522	0.324765	0.222076	0.556081	0.496911	0.435401	0.518862	0.0525603	0.736527
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.f291fb29-a363-426c-a2c2-33a98c6182ef.fc.signal	8.42597	12.0247	12.9568	8.25835	11.3084	11.5949	11.2446	16.5466	22.7655	16.2251	15.3815	17.646	18.1179	11.7941	7.60228	7.20556	2.88196	5.7453	7.88448	5.17954	4.12526	3.36519	4.65806	5.61088	6.05598	4.78767	3.97277	1.95927	0.953768	1.35496	1.3632	2.91747	3.18281	3.74056	2.53037	1.95298	2.71425	0.610254	0.527675
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.3ac72c63-5790-4eab-ab70-1f2408156b61.fc.signal	1.33577	1.87492	1.45787	0.774986	0.432908	0.0085764	0.580155	1.29346	0.133656	0.867728	0.328777	0.0898583	0.61267	0.541192	0	0.866011	0.584136	0.571825	0	0.102112	0.626455	0.474625	0.876502	1.56964	0.527185	0.49844	0	0.199118	0.539878	0.157976	0.0589587	0.826251	0.166747	0.0864761	0.581466	0.603774	0.206466	0.60908	0.480769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.483aa0c8-5543-4e25-b16f-2f222c5a2d5b.fc.signal	0.516927	1.04792	1.03861	1.75122	0.436047	0.695188	0.845052	1.11865	0.968046	0.586281	0.40891	0.65035	0.585062	0	0	0	0.226803	0	0.583037	0.565253	0.742398	0.107111	0.498299	0.153681	0.49499	1.92807	1.35573	0.738807	0.108771	0	0.079534	0.874811	0	0	0	0.247277	0.0438603	0	0.558711
