	chr18:670576-670725	chr18:670726-670875	chr18:670876-671025	chr18:671026-671175	chr18:671176-671325	chr18:671326-671475	chr18:671476-671625	chr18:671626-671775	chr18:671776-671925	chr18:671926-672075	chr18:672076-672225	chr18:672226-672375	chr18:672376-672525	chr18:672526-672675	chr18:672676-672745	chr18:672746-672825	chr18:672826-672975	chr18:672976-673125	chr18:673126-673275	chr18:673276-673425	chr18:673426-673575	chr18:673576-673725	chr18:673726-673875	chr18:673876-674025	chr18:674026-674175	chr18:674176-674325	chr18:674326-674475	chr18:674476-674625	chr18:674626-674775	chr18:674776-674925	chr18:674926-675075	chr18:675076-675225	chr18:675226-675375	chr18:675376-675525	chr18:675526-675675	chr18:675676-675825	chr18:675826-675975	chr18:675976-676125	chr18:676126-676275	chr18:676276-676425	chr18:676426-676575	chr18:676576-676661	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.0861074	0.7597	0.387226	0.534095	0.402065	0.20802	1.19991	2.09796	1.32448	0.627062	0.590679	1.08727	2.08516	0.608114	0.816375	0.384489	0.104279	0.559047	0.639227	0.279306	0.58854	0.032724	0.225364	1.01314	0.520244	0.233835	1.24771	0.660657	0.562995	0.567793	0.191268	0.74144	1.1324	1.02039	1.99948	0.816279	0.67054	0.312451	0.792597	1.20191	1.49194	0.645022	0.32
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.589777	0.597224	0.312725	2.13165	1.48378	0.0574971	0	0.471051	0.526709	0.775279	0.563839	0.561877	0.889307	3.08844	4.1209	1.82336	0.269143	0.375899	2.67244	1.89891	2.82212	0.848374	0	0.446988	2.03654	1.1759	1.59692	0.964423	0.289213	0.287456	0.806769	1.76946	0.283913	0.36659	0.310076	0.253639	0.442513	0.134262	1.08163	0.609581	0.137721	0	0.248649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.815538	0.628492	0.403971	0.773992	0.623739	1.04323	1.8063	1.83366	0.809232	0.295085	0.906982	1.43236	1.41576	0.788511	0.420712	0.514025	0.766695	0.769309	1.67945	0.573373	0.888216	0.586459	0.778646	0.886273	1.63191	1.52694	1.54426	0.494968	0.167124	0.510289	1.5793	1.52808	0.741163	0.131414	0.334383	0.557623	0.624717	0.0243352	0.647912	1.25956	0.680776	0.692351	0.996364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	2.06017	1.52106	0.952267	1.41194	1.41108	1.24345	1.38429	1.38394	1.32175	0.632472	1.01171	1.33846	0.825184	0.911545	0.998098	0.931899	0.822003	1.21918	1.52273	2.07524	1.87068	0.932889	1.15404	2.13278	1.78396	1.3528	1.17535	0.841788	1.49366	1.34326	1.08593	2.7419	1.93936	0.59582	0.23395	0.681064	0.58845	1.26605	1.7944	1.91695	1.50552	0.466721	0.146718
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.694862	0.588269	0.783172	0.221792	0.230993	0.600264	0.692706	1.5592	0.779612	0.12285	1.88363	3.63844	2.53079	1.09443	2.49196	1.95625	0.378907	0.89496	0.511091	0.120907	0.410472	0.711975	0.611917	0.346812	0.693117	1.00634	0.416904	0.383394	0	0.806463	0.79128	0.317588	0.481126	0.22882	0.46234	0.650433	0.582789	0.425685	0.818503	0.366362	0.406396	0.784079	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0	0.628155	0.6566	0.710704	0.524578	1.0002	1.15897	0.583106	0.976519	1.57612	0.296232	0.822208	3.10452	1.48352	1.05421	0.529814	0.676675	0.846378	1.55624	1.79483	1.48133	0	0.565071	0.84781	0.910161	1.51804	1.52801	0.601478	0.760462	1.24978	1.38382	0.863555	0.903816	0.432871	0.035547	0.303675	0.231572	0.549929	0.161184	1.82973	1.77167	1.30802	0.854305
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	1.68004	1.50139	1.53738	1.39027	1.0865	1.45548	1.59024	1.82381	2.23706	1.39873	0.00802307	1.32364	0.73538	2.73858	1.83109	0.710997	0	0	0	0	0	0	0	0	0	0.829321	2.1375	0.323294	0	0	0	0.0597343	1.09317	0.179385	0	0.565844	0.604832	1.21393	1.80183	2.77988	1.37852	0	0.583569
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0.627992	1.1074	1.0141	0.18773	0	0.406119	2.05014	2.05807	1.27318	1.88397	0.557385	0	0	0	0	0	0	0	0	0	0	0	0.579851	0.717389	0.0890278	0.0335804	1.03908	1.04634	1.24836	1.11991	0.290292	1.56197	2.68816	1.82202	1.22833	0.561822	0.362774	0.617858	1.36811	1.65974	1.24209	0.421784	0.274194
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.253	0.378199	0.232977	0.142337	0	0.204835	0.909458	0.716289	1.02116	1.04142	0.235082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25833	0.791375	1.397	1.08676	0.21278	0.94576	0.918128	0.249951	0	0.274793	0.537289	0.580691	1.18094	1.22105	0.969413	0.328185	0.54569
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.977072	2.41966	0.325606	0.845752	0.663145	0	0	0.0506626	0.924121	1.98589	1.23297	0.730282	0.624107	0.0913921	0.546882	1.05633	0.651061	1.65143	1.45047	2.12037	1.29817	0.370234	0.382267	0.868779	0.604617	0	0.190179	0.935994	0.849855	0.389441	1.22468	0.727041	0.552209	1.33922	0.999714	2.28774	2.00629	0.747248	1.9696	2.53801	1.8274	0.511447	0.757353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	2.80331	2.31404	1.53908	1.94879	1.30059	2.00862	1.85	2.39887	3.80449	3.90265	3.77453	2.91245	2.94539	4.90785	5.95006	3.26101	3.63222	5.52767	2.78431	2.58455	1.68283	1.7222	1.86449	1.6828	2.13396	2.812	1.87067	3.07872	3.79736	2.92389	3.58214	3.51913	1.94057	2.15151	1.32906	1.77002	1.2898	0.811164	1.17101	1.05736	0.662435	1.28271	0.662281
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	1.46228	0.696452	0.828823	1.73576	0.667608	1.07537	0.806447	0.894661	0.751419	0.70063	0.597931	1.49655	1.38881	0.933704	0.563871	0.437384	0.869153	0.916362	0.160225	0.841379	0.200369	0.467638	0.358893	0.542191	0.580069	0.220154	0.980978	0.862347	0.549688	0.140893	0.795119	1.2708	2.22687	0.922704	0.979993	0.754848	1.47373	1.47128	1.68642	1.47188	0.898944	1.76451	0.232
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000194.3.b1e4c4c4-c6d4-40c1-a695-e34b416693ed.fc.signal	0.676919	0	0	0	0	0	0	0	0	0	0.512711	1.20374	3.15661	0.93621	0	0.208986	1.01348	1.21477	3.4942	0.307792	1.11826	0	0	0.750053	1.37686	0.238681	1.19504	1.11459	0.532953	1.58732	0.867727	0.66513	0.263115	0.683253	0.423255	0	0.549831	2.86233	0.292543	0.133751	2.71946	1.63049	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	1.67797	0.319426	0.376293	0.597914	0.110329	0.935152	1.83003	1.82096	3.21891	0.592819	1.35042	1.26953	2.09347	1.46904	0.965888	0.130653	0.178622	1.66809	1.97269	2.41914	0.939656	1.25062	1.21432	1.24328	0.549857	0.00847313	1.03534	0.719087	1.15996	1.95769	0.753314	1.26559	2.53895	0.336589	1.73804	0.796391	0.366825	0.418482	0.808594	0.546099	0.950556	1.57664	0.454545
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.deb161f9-8c5a-42cb-af84-131a7fc1593f.fc.signal	1.20092	0.368789	0.890433	0.592762	1.18859	0.200845	0.31244	0.056652	0	0	0	0.464501	0.512054	0.131515	0.953389	1.28534	0.891546	2.17414	1.12488	0.472896	0.235049	0.565236	1.11368	1.07451	1.0913	0.623999	0.439317	0.0335784	0	0.0867442	0.398485	0.883827	0.741246	1.17679	0.239193	0.568035	0.632393	0.842258	0.90102	1.22561	0.744321	0.458775	0.971698
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.68ad223e-c775-4c49-8f3f-4ec63b3e920b.fc.signal	0.484768	0.618697	0.639508	0.322566	0.0576351	0	0.115671	0.123309	0	0	0.213073	1.1401	1.72542	0.786123	2.13491	1.5848	0.0754525	0	0	0	0	0	0.50122	0.172463	0	0	0.255796	0.832497	0.704763	0.580992	0.533706	0.432526	2.64304	1.13973	1.29266	0	0.975706	0.560038	1.65197	0.603566	0.532058	0	0.705882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0.0514989	0	0	0.187519	0.30951	0.582216	0.427276	0.113095	0	0.242506	0.23798	0.332906	0.180099	0.271384	0.173756	0.0122496	0.134403	0.621935	2.04796	0.654839	1.06221	0.806072	0.592732	0.403264	0.78837	1.41513	0.511089	0.404921	0.172408	0	0	0	0.130578	0.256275	0	0	0	0.0530809	0.831867	0.214246	0.518872	0.161872	0.535354
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0	0.213292	0.367332	0.230136	0.47558	0	0	0	0	0	0.269924	1.38314	0.135969	0.593745	0.562912	0.202375	0.458577	0.815871	0	0	0	0	0.47597	0.22273	0.324321	1.04553	2.39881	0.713978	0.614837	1.03943	1.1729	0.77145	1.0874	1.23004	0.719307	0.876733	0.679304	0	1.64381	2.33332	0.906107	0.10449	0.415929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.238544	0.0719653	0.0220628	0	0.358621	0.337601	0.153737	0.231769	0.308864	0	0	0	0.51792	0.724331	0.687418	0.590807	0.800189	1.55315	1.48174	0.548255	0.747403	0.850437	0.418656	1.37539	1.47554	0.602043	0.67432	0.449984	0.00310247	0.160386	0.401643	0.225069	0.1948	0	0	0.155065	0.25895	0.30797	0.00928227	0	0.0333997	0.310804	0.264887
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	0.6638	0.843308	0.645412	0.268037	0	0.232333	1.41343	1.10073	0.317023	0.0847425	0	0	0	0.0646217	0.529434	0.53113	0.321508	0	0	0	0	0	0	0	0	0.0369197	0.417903	1.18581	1.04273	0.735365	0.328393	0.670048	1.62421	1.64859	0.531187	1.00619	1.38423	0.94002	1.02378	0.57092	0.736622	0.636364	0.226913
