	chr9:136419476-136419625	chr9:136419626-136419775	chr9:136419776-136419925	chr9:136419926-136420075	chr9:136420076-136420225	chr9:136420226-136420375	chr9:136420376-136420525	chr9:136420526-136420675	chr9:136420676-136420825	chr9:136420826-136420975	chr9:136420976-136421125	chr9:136421126-136421275	chr9:136421276-136421425	chr9:136421426-136421575	chr9:136421576-136421725	chr9:136421726-136421875	chr9:136421876-136422025	chr9:136422026-136422175	chr9:136422176-136422325	chr9:136422326-136422475	chr9:136422476-136422625	chr9:136422626-136422775	chr9:136422776-136422925	chr9:136422926-136423075	chr9:136423076-136423225	chr9:136423226-136423375	chr9:136423376-136423525	chr9:136423526-136423675	chr9:136423676-136423825	chr9:136423826-136423975	chr9:136423976-136424125	chr9:136424126-136424275	chr9:136424276-136424425	chr9:136424426-136424575	chr9:136424576-136424725	chr9:136424726-136424875	chr9:136424876-136425025	chr9:136425026-136425175	chr9:136425176-136425325	chr9:136425326-136425475	chr9:136425476-136425595	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.39676	1.5534	1.56761	1.39661	0.458475	1.83676	2.45678	1.90311	0.781102	0.459252	0.948252	0.667396	0.900815	1.64552	0.59939	0.115269	0.805917	0.885201	1.42728	0.94806	1.11768	1.32789	0.550919	0.456209	1.24089	2.1702	2.38933	2.12472	0.942185	0.929861	0.521591	0.998908	0.840943	2.36706	2.94763	1.07811	1.69119	1.56262	1.47582	1.18614	1.74374	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0	0	1.39779	1.87749	1.48688	0.648997	1.63941	0.0656427	0	1.01758	2.1821	2.00121	1.5829	0.565301	4.77118	1.4472	5.05741	5.70191	0.0525112	0	0	0.47897	1.15533	2.1108	4.50417	1.42434	0.158475	2.95381	3.5317	0	0	0.520094	1.97339	3.7932	6.29968	2.68515	2.41848	3.30897	3.94583	0.452247	0.603774
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0	0	0	0	0.231876	0.471481	0.57969	0.0695628	0	0	0	0	0.0927504	0.520006	0.00177447	0	0.266173	0.11859	0	0	0.0038646	0.57969	0.0883273	0	0	0	0	0	1.58435	0.444402	0	0	0	0	0	0.103502	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	7.65723	3.99407	2.94892	4.49536	4.78547	1.76813	1.98071	2.65598	3.34995	4.5171	4.18718	3.39521	1.92207	1.46103	2.42251	4.02695	3.63382	2.80466	1.79249	1.4344	1.96208	3.06619	1.55404	1.34107	1.79902	2.00492	2.48524	2.28179	1.42561	2.58581	3.57687	1.19168	1.34298	2.1811	2.09451	3.07272	3.7327	3.94517	1.59774	0.709033	0.776702	0.0277372
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0.0172529	0.361459	0.214277	0	0	0.27249	0.379117	0	0.036794	0.521703	0.460473	0	0	0	0	0	0	0	0	0	0	0	0	0.533133	0.118474	0	0.537924	0.0947792	0	0	0	0	0.127561	0.352331	0.50816	0.437511	0.726217	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.10741	0.229631	0.134903	0.0693285	0.0502035	0.0627747	0.0784435	0.116346	0.0386968	0.0217324	0.170805	0.170019	0.0596723	0.0740939	0.102414	0.0738083	0.0953669	0.106509	0.0111901	0.112874	0.128575	0.0789435	0.0519974	0.138287	0.0624062	0.0791966	0.112925	0.0503339	0.100581	0.143843	0.110448	0.0865374	0.150134	0.163801	0.0918609	0.126899	0.0753481	0.102348	0.140083	0.142973	0.1246	0.614094
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.734204	0.440609	1.06013	1.69415	0.92354	0.411255	0.289507	1.24108	0.997355	1.1611	0.527085	1.19228	0.617749	1.55605	1.54775	1.71389	1.3749	0.547887	0.417154	0.112825	0.250886	0.221195	0.318343	0.198927	0.924981	1.39423	0.209319	1.03487	0.932412	0	0	0.135093	0.430841	1.07648	1.72531	0.565666	0.066804	0.0326597	0.408247	0.265731	0.378556	0.450262
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.06968	1.05181	0.360205	1.836	0.388872	0	0.398448	1.59365	0.762086	2.14342	1.90728	1.22622	0.792426	0.378425	0.374004	1.28523	0.782929	0.829192	0.937115	0.851047	1.32915	0.742718	2.44596	2.20961	2.18981	0.698066	1.48212	1.78499	1.10282	1.0039	0.621487	0.143451	0.968944	1.53317	1.96989	2.68705	1.8615	1.13788	0.296458	0.15939	0.673375	0.782609
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	0	0.456563	0.719239	0.36344	0.162556	0.0073628	0.881011	0.62306	0	0.335947	2.33336	1.7445	1.15589	0.343671	0.449242	0.382954	1.2422	0.603905	1.28141	0.841959	1.46554	1.16362	0.813261	0.131988	0.611219	1.04827	0.618634	0.481991	1.01495	0.706409	1.35625	0.218491	1.7945	3.07576	2.53828	1.31429	1.13897	1.22887	0.193591	2.50802	3.01841	0.446043
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.395647	0	0	0.751858	0.265714	0.0572482	0.486484	0.516973	0.15326	0.131458	0.44557	0.583826	0.452946	0.520423	0.0833096	0.83971	0.563347	0.395896	0.454432	1.0039	0.349379	0.378649	0.580007	1.25152	0.522165	0.296976	0.47582	1.24906	0.806079	0.817041	1.02731	0.717193	1.21298	0.115125	0.553715	2.00584	0.838519	0.216971	0.862966	0.750266	0.371423	0.297101
