	chr6:30151271-30151320	chr6:30151321-30151420	chr6:30151421-30151570	chr6:30151571-30151720	chr6:30151721-30151870	chr6:30151871-30152020	chr6:30152021-30152170	chr6:30152171-30152320	chr6:30152321-30152470	chr6:30152471-30152620	chr6:30152621-30152770	chr6:30152771-30152920	chr6:30152921-30153070	chr6:30153071-30153220	chr6:30153221-30153370	chr6:30153371-30153520	chr6:30153521-30153670	chr6:30153671-30153820	chr6:30153821-30153970	chr6:30153971-30154120	chr6:30154121-30154270	chr6:30154271-30154420	chr6:30154421-30154570	chr6:30154571-30154720	chr6:30154721-30154870	chr6:30154871-30155020	chr6:30155021-30155170	chr6:30155171-30155320	chr6:30155321-30155470	chr6:30155471-30155620	chr6:30155621-30155770	chr6:30155771-30155920	chr6:30155921-30156070	chr6:30156071-30156220	chr6:30156221-30156370	chr6:30156371-30156520	chr6:30156521-30156670	chr6:30156671-30156811	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	1.48626	2.89088	3.10345	3.2234	6.09176	3.46899	3.03112	2.80592	1.88151	1.79509	1.37007	1.94531	2.77967	4.06627	3.88668	2.96152	3.72097	3.77181	5.14273	7.43559	11.3779	13.5235	12.0481	17.358	12.0647	17.08	35.0076	24.4765	7.292	9.85824	15.3451	24.3958	23.4621	16.9471	9.18827	11.0888	13.2302	9.90906	0.808853
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.373841	0.420365	0.459055	0.792593	1.01844	0.57147	0.755277	1.18914	0.946592	1.26422	0.868221	0.380877	0.890539	0.424434	0.36769	0.277705	0.392548	0.63808	0.681535	0.840281	1.23171	0.410518	0.678679	0.892732	0.959521	1.25824	0.823707	0.775432	0.0490578	0.074211	0.96367	1.34315	1.37995	1.78861	0.860999	1.00875	0.774508	1.07571	0.803279
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	1.85479	1.93389	2.99533	2.49918	3.97112	2.89538	2.49471	2.34887	2.54422	1.86595	0.605293	0.718181	1.33163	2.29199	1.09176	1.46116	3.72234	3.47952	5.5463	8.35184	8.06414	10.445	16.0802	25.3824	14.1784	10.852	34.553	24.9051	8.01348	13.0015	24.1816	28.1049	23.2859	13.8383	9.79514	10.4764	9.7282	8.85661	0.75813
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.772932	0.936861	1.22235	1.65916	2.35574	0.701097	0.186597	0.536813	0.451988	1.58913	2.70939	2.34886	1.91234	1.12751	2.21119	1.98032	0.79594	1.66722	0.767141	1.40117	1.55461	1.48306	2.43421	1.98163	2.08449	1.45623	2.18087	2.01832	1.13199	1.08186	0.763489	0.640145	3.24179	1.81799	2.07141	2.40655	1.53024	1.0219	0.78453
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	7.67243	2.71436	4.56915	2.31006	3.89084	3.77716	0.598945	0.276638	2.98844	7.42141	6.93999	3.78965	6.35078	0.456248	0.337689	1.11728	0.0214176	2.26873	6.60347	3.92625	4.23332	3.24342	4.44475	2.86816	4.71906	7.67944	4.86634	8.04222	4.43452	0.705248	1.75485	2.23647	5.1744	3.17701	0.523806	2.27374	1.72894	1.5229	0.642857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0.737576	1.2812	0.916199	0	0.879413	0.176072	0.45147	0.73228	0.883748	1.28861	0.363761	2.56149	1.15691	0	0	0	0.53149	1.48114	1.14574	1.06173	0.792432	0	1.19947	1.92102	2.88019	3.42666	5.36201	3.76258	3.66916	1.83524	2.4654	2.60763	2.12498	0.661263	0.707662	1.70918	1.49463	0.592907	0.799302
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0.675902	0.682725	0.987779	0.600559	1.4407	1.13839	1.03928	1.59305	0.788358	0.724817	0.594654	0.484458	0.653012	1.13578	0.260849	1.41195	1.53339	0.971336	1.6531	1.82269	1.0692	1.61834	1.03964	1.80068	3.46622	4.03886	4.37779	5.32398	3.25822	2.30587	1.35401	1.98645	2.46139	1.53477	1.53736	2.22816	1.50824	3.86086	0.735849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	2.19854	1.35023	0.581335	2.35008	2.90837	0.89081	0.572702	0.823035	0.30072	0.850576	1.33997	0.769232	1.24069	2.24459	3.22911	1.0924	0.359854	0.792834	0.554943	0.560516	0.794089	0.664213	0.186455	0.327105	1.33451	1.1284	0.488777	0.418156	0.122687	0	0.0133216	0.727487	1.6323	0.536412	0.571927	1.40734	0.640166	0.39833	0.478947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	2.18308	1.32759	0.136616	0.453594	1.85217	0.956496	0.489511	0.645153	1.20394	2.9609	2.19143	1.96827	2.93152	3.01094	1.60716	1.0976	1.9128	1.84807	2.84511	4.75827	4.81209	2.80397	2.64986	3.61175	5.94826	3.01558	2.40543	2.81937	4.00723	2.24522	2.48338	5.14578	6.62317	3.19489	2.39635	3.6289	1.0318	1.23029	0.592391
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	0.311577	0.759189	0.884047	0.24157	1.10818	0.683113	0.882505	1.25127	0.536725	0.27643	0.535773	0.868067	1.90971	3.58001	1.78491	0.193167	0.341313	1.74552	0.606954	1.54854	2.34144	0.824041	0.971225	1.84614	3.94664	1.4134	3.2687	2.82273	0.735351	0.463132	0.105896	1.09603	2.05857	1.38063	0.6819	0.285569	1.26984	1.74602	0.810811
