	chr12:75501404-75501553	chr12:75501554-75501703	chr12:75501704-75501853	chr12:75501854-75502003	chr12:75502004-75502153	chr12:75502154-75502303	chr12:75502304-75502453	chr12:75502454-75502603	chr12:75502604-75502753	chr12:75502754-75502903	chr12:75502904-75503053	chr12:75503054-75503203	chr12:75503204-75503353	chr12:75503354-75503503	chr12:75503504-75503653	chr12:75503654-75503803	chr12:75503804-75503953	chr12:75503954-75504103	chr12:75504104-75504253	chr12:75504254-75504403	chr12:75504404-75504553	chr12:75504554-75504703	chr12:75504704-75504853	chr12:75504854-75505003	chr12:75505004-75505153	chr12:75505154-75505303	chr12:75505304-75505453	chr12:75505454-75505603	chr12:75505604-75505753	chr12:75505754-75505903	chr12:75505904-75506053	chr12:75506054-75506203	chr12:75506204-75506353	chr12:75506354-75506503	chr12:75506504-75506574	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.676635	0.446752	0.341056	0.352683	0.295715	0.275931	0.364578	0.46797	0.635346	0.351823	0.246431	0.761816	0.171341	0	0.451627	1.07907	1.26413	0.351593	0.096287	0.651836	1.29412	0.497864	0.190612	0	0.547778	0.938353	1.55282	0.993886	1.06426	0.736659	0.351614	0.329407	0.405334	1.23267	0.930635	0.165422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	4.12449	2.15704	1.0073	1.63052	1.53898	0.775844	1.00572	1.17226	0.474237	0.398867	1.39268	1.45293	3.118	1.95028	4.16373	4.25032	2.29439	1.86557	1.21764	1.61855	2.1747	1.52914	1.83288	3.73144	2.02459	1.48726	1.46336	4.27057	2.16979	1.50606	1.9874	0.629796	1.76034	2.47446	1.38766	0.22365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.694736	0.703908	0.73477	0.245926	0.902522	0.589814	0.249353	0.489578	0.115094	0.954902	1.11536	1.18532	1.25137	0.923373	1.82745	1.24502	1.59327	0.741674	0.180215	1.91139	1.70563	1.04091	1.57697	0.538742	1.17423	0.970058	0.501315	2.75913	1.69061	0.262562	0.43242	1.55671	1.41582	0.0832005	0.470138	0.244795
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.413081	0.135276	0	0	0	0	0.212309	0.394142	0.130725	0.0949479	0.67508	0.500878	0.311565	0	0.443235	0.452499	0.704411	0.168624	0	0	0.107607	0.455401	0.364028	0.448898	0.267797	0.392324	0.46199	0.972947	0.89571	1.9622	0.0771672	0	0	0.382512	0.834993	0.193056
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0.923344	0.374163	0	0	2.82471	4.52627	2.81466	0.543912	0	0	0.32771	1.35135	4.36217	2.99558	1.64997	3.60749	2.27249	2.4735	1.10838	2.70463	2.1451	1.62357	0.631505	0	0	0	4.1487	6.37223	0	1.31527	0.791793	0.962222	0.990108	0	0.487085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.714835	0.35617	0.117708	0	0	0	0.252618	0.183769	0.469182	0.477683	0.0208197	0.25966	0.0196865	0.0709789	0.292358	0.395683	0.415991	0.23431	0.991804	0.00503853	0	0.507169	0.170413	0	0	0	0.204091	2.04777	0.74217	0.208627	0.850255	0.384169	0	0	0	0.379805
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.84901	0.788459	0.389981	1.20973	1.17431	1.83955	2.52368	3.16105	2.87831	2.48165	2.52915	3.85064	3.50623	3.90698	4.36621	5.72904	6.00054	5.34678	5.38617	9.12275	9.74037	6.90981	4.95084	5.26554	2.33656	2.35352	2.54991	3.77291	5.38314	4.14137	3.7271	3.05381	4.76921	4.50408	4.26388	0.189938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.00351947	0	0.14271	0.542707	0.301794	0	0.300934	0.817029	0.295861	0.567222	0.447864	0.104641	0.574152	0.355504	0	0	0.473977	0.337911	0	0.0591039	0.90932	0.628524	0.383095	0.573269	1.49755	0.968292	0.892336	0.252302	0.192458	0	0.128133	0.566183	0.610253	0.79739	0.308294	0.357464
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.825242	0.388515	0.127953	0.0263165	0.221511	1.06581	0.910565	0.934178	0.619159	0.93421	0.88154	0.807985	0.258745	0.565548	0.591898	1.09396	0.14794	0.130675	0.0961915	0.00907467	0.541066	0.485681	0.39218	0.33592	0.242431	0.263282	0.51474	0.68902	0.702686	0.453888	0.0617301	0.246962	0.027224	0.175187	0.13612	0.512796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	1.05847	1.71027	1.36986	1.38556	0.81546	0.342232	0.5015	0.555029	1.1955	0.797653	0.587842	0.414569	0.899438	1.18635	1.75562	1.90982	0.801379	1.03103	1.48204	0.749645	1.12135	0.568595	0.338646	1.04003	1.02608	1.0685	0.860757	1.39674	0.774737	0.884144	1.18033	1.13218	1.21092	0.972864	1.19719	0.985423
