	chr10:128112428-128112577	chr10:128112578-128112727	chr10:128112728-128112877	chr10:128112878-128113027	chr10:128113028-128113177	chr10:128113178-128113327	chr10:128113328-128113477	chr10:128113478-128113627	chr10:128113628-128113777	chr10:128113778-128113927	chr10:128113928-128114077	chr10:128114078-128114227	chr10:128114228-128114377	chr10:128114378-128114527	chr10:128114528-128114677	chr10:128114678-128114827	chr10:128114828-128114977	chr10:128114978-128115127	chr10:128115128-128115277	chr10:128115278-128115427	chr10:128115428-128115577	chr10:128115578-128115727	chr10:128115728-128115877	chr10:128115878-128116027	chr10:128116028-128116177	chr10:128116178-128116327	chr10:128116328-128116477	chr10:128116478-128116627	chr10:128116628-128116777	chr10:128116778-128116927	chr10:128116928-128117077	chr10:128117078-128117227	chr10:128117228-128117377	chr10:128117378-128117527	chr10:128117528-128117677	chr10:128117678-128117827	chr10:128117828-128117977	chr10:128117978-128118127	chr10:128118128-128118207	chr10:128118208-128118277	chr10:128118278-128118427	chr10:128118428-128118507	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.615595	1.29552	1.71645	1.48759	0.755983	0.5904	0.397691	1.0916	0.744913	0.734376	1.23079	2.08801	1.54724	1.75392	0.907032	1.02678	0.521404	0.801777	0.73089	0.567106	0.899934	0.291689	1.01391	0.832567	0.52595	1.10181	1.22923	1.79292	2.57368	1.34343	0.807906	0.875219	0.754896	0.550605	0	0.574863	0.472825	0.690041	0.990319	0.570964	0.0771338	0.157901	0.441575
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.581169	0.759565	1.29497	0.49186	1.3553	1.06731	0.351428	0.123578	0.728468	1.37471	0.465654	0.961681	1.0236	1.51692	0.540988	1.58245	0.646925	0.665107	0.890225	1.18061	1.26229	0.936429	1.61326	1.08639	0.582552	0.462825	0.449241	0.967867	0.462559	0.413386	0.272241	0.64251	0.821373	0.248746	0.810703	0.204442	0.469312	0.114482	0	0.367975	0.395544	0.551922	0.464467
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	1.76317	0.752768	0.614572	0.859348	0.173073	0.403781	0.574553	0.869028	0.359674	0.407286	0.235125	0	0.273938	0.242769	0.0503302	0.446348	0.0235125	0	0	0.161491	0.153109	0.506193	0.615711	0.387977	0	0.19693	0.331662	0	0	0	0.24752	0.174533	0.295556	0.251033	0.305079	0.736282	0	0	0	0	0.449831	0.911088	0.320373
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	2.77641	1.81868	0.760722	0.974085	0.505627	1.16627	1.07013	0	0	0.650668	1.10883	0.929553	0.0534293	0.0930525	0.31866	0	0	0	0	0	0.147931	0.612447	0	0	0	0.244001	0.888539	0.070126	0.190701	0.456771	0.420753	0.436262	0.616154	0.831672	0	0.280388	0.71521	0.0644473	0	0	0.126372	0.534058	0.332248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.728998	1.47796	1.85508	1.16971	0.402836	0.35778	0.319417	0.456171	0.857011	1.03406	0.527447	1.0985	1.93371	1.22379	0.662701	0.916008	0.501102	0.937818	0.974148	1.03495	2.12139	0.959574	0.736232	0.682685	0.095284	0.610068	1.77157	0.981953	0.45168	0.253263	0.0411431	0.155704	0.636247	0.29622	0.0223771	0.25075	0.999949	1.49878	0.889305	0.795958	0.280679	0.352413	0.342294
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.43845	1.98996	2.57205	1.69972	1.31108	0.546143	0.447775	1.13879	1.41624	1.03506	2.42013	4.17137	1.98355	1.0491	2.28957	1.54785	1.69671	2.15237	2.34611	2.77982	3.02401	1.53094	0.566501	0.504126	1.24472	2.28805	0.907956	1.42375	0.77574	0.750391	1.06508	0.569918	2.21652	2.6228	0.910272	1.63661	1.71575	1.16232	1.27805	0.764034	0.122937	0.783951	0.572668
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.270692	1.46326	0.872708	0	0.37915	1.09199	1.74001	1.8049	0.974773	0.424139	1.24205	0.785779	0.865386	0.624389	0.61	0.688888	0.161313	0.853263	0.127324	0.650606	0.308119	0.391771	1.53625	0.542503	0	0.973059	1.90877	0.619602	1.41731	1.02985	0.552338	0.0205389	1.21971	0.686913	0	0.0237989	1.04038	1.24681	1.62732	0.902625	0.402885	0.361221	0.126984
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0.739679	2.36274	0.625548	1.01677	0.32086	1.58142	0.772367	1.51203	1.75919	0	0	0	0.25226	0.783192	0	0	1.18023	3.31937	1.74459	0.892606	0.342746	0	0	0.546639	1.53304	0	0.872423	1.48223	0	0	0	0	0.240943	1.29956	1.0625	0	0.984382	0.277315	0	0	0	0	0.528661
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	1.03189	0.150071	0	0.734139	0.585179	0.0770533	1.70059	2.07553	0	0	0.915923	0.641222	0.79669	0.715327	0	0.719628	1.9839	0.600001	1.47199	1.25357	0	0	0	0	0.156788	1.15927	0.636969	0.656236	0	0	0	0	0	0	0	0	0.493181	0.936678	0	0	0	0	0.383592
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0.454318	1.10782	0.828757	0.234257	0.705043	0.989101	0.344973	0.0274249	0.301771	0.89239	0.761049	1.40965	2.64306	1.06895	0	0	0	0	0.285471	1.47776	1.69056	0.636666	0.0633359	0	0	0.0520376	0.249653	0.983059	1.02571	0.664041	0.240817	0.293576	1.14514	1.28892	0.663457	0.363171	0.449903	1.37794	1.24743	1.25944	0.809371	0.267459	0.303546
