	chr6:31637000-31637149	chr6:31637150-31637299	chr6:31637300-31637449	chr6:31637450-31637599	chr6:31637600-31637749	chr6:31637750-31637899	chr6:31637900-31638049	chr6:31638050-31638199	chr6:31638200-31638349	chr6:31638350-31638499	chr6:31638500-31638649	chr6:31638650-31638799	chr6:31638800-31638949	chr6:31638950-31639099	chr6:31639100-31639249	chr6:31639250-31639399	chr6:31639400-31639549	chr6:31639550-31639699	chr6:31639700-31639849	chr6:31639850-31639999	chr6:31640000-31640149	chr6:31640150-31640299	chr6:31640300-31640449	chr6:31640450-31640599	chr6:31640600-31640749	chr6:31640750-31640899	chr6:31640900-31641049	chr6:31641050-31641199	chr6:31641200-31641349	chr6:31641350-31641499	chr6:31641500-31641649	chr6:31641650-31641799	chr6:31641800-31641949	chr6:31641950-31642099	chr6:31642100-31642146	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.14741	2.89061	2.36367	2.20968	0.502168	0.550612	0.957792	0.708011	2.22009	0.755918	0.763337	1.46719	0.0699087	0.407019	0.7733	1.70462	2.97147	1.52387	1.68826	3.00902	2.47182	1.25085	1.25402	1.23359	0.887682	0.354163	0.358287	0.649571	1.49195	0.590223	2.05987	1.78957	1.38231	2.52219	1.29523	0.454104
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	1.58879	3.2063	6.84086	2.50375	1.61836	3.09254	7.02555	5.90567	4.23686	3.59355	2.40334	1.13487	3.67956	5.27813	3.62044	3.12117	3.80505	2.83129	3.43802	4.89073	4.26465	2.10861	1.84509	1.5463	2.73996	2.41343	3.08264	2.8135	3.75386	3.08454	3.92779	4.44297	4.34899	2.38732	0.421238	0.400318
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.73936	1.5807	2.45813	1.29187	0.725858	2.77996	3.33861	2.05094	2.21797	2.96781	3.12973	2.81932	3.95174	2.32076	2.74862	6.21243	9.9879	8.55233	4.38376	7.46132	6.22557	4.74467	3.95097	4.91536	4.89695	2.46065	1.45369	1.72375	1.42463	1.64772	1.53004	2.04699	2.7592	3.19686	2.25835	0.4484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.27047	1.50422	1.17406	0	0	0.0370919	0.55636	0.413197	0.323344	0.530604	0.348664	0.908832	0.951486	1.73605	0.493376	1.27606	0.250363	0.910665	1.58024	3.04366	0.963155	0.373278	0.224988	0.0463663	0.529978	0	0	0	0	0	0	0	0	0	0	0.637168
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	2.48039	0	2.27303	3.03487	3.38052	4.34153	3.14859	3.9127	4.55359	2.18381	1.8865	1.66204	1.89234	2.68477	2.58912	9.00944	8.25978	5.20809	4.15311	1.48165	2.96823	4.57216	7.07853	2.065	0.660781	4.24973	8.5462	2.96766	4.36013	1.95918	2.58746	12.8188	8.55921	3.9113	7.32498	0.372899
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0.509795	0.658915	0.221099	0.45551	0.174254	0	0	0	0.145504	0.388711	0.351018	0.330189	0.508947	0.165595	2.00172	0.743994	0.288277	0	0	0.54871	1.04277	0.484633	0.972866	0.639228	0.771849	0.213927	1.0472	0.262302	1.50934	0.937306	0.543251
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	2.77624	3.07675	4.72404	3.32599	2.36485	2.76634	3.04114	1.98931	1.76092	2.28248	1.52067	1.36885	1.58949	2.47453	2.47769	2.55006	3.99274	3.63057	3.22372	3.92451	3.66995	4.18934	3.00831	3.29313	3.49955	1.80443	1.27533	2.84967	2.20763	1.90357	2.41596	3.33555	2.77955	2.76315	2.5807	0.459338
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	1.21362	0.876082	0.876063	0.556552	0.222546	0.369878	0.379701	1.51657	0.373488	0.258939	0.468256	0.0516136	0.933114	0.469297	1.0015	0.782524	1.12562	0.717517	0.791744	0.717384	0.383874	0.466091	0.499025	0.848541	0.690777	0.95956	0.908543	0.441884	0	0.261852	0.0283843	0	0	0	0	0.567301
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.281787	0.403674	0.64194	0.222474	0.00218573	0.132422	0.520933	0.402918	0.288556	0.232334	0.212091	0.228476	0.126923	0.271895	0.405045	0.656332	0.534041	0.476169	0.76324	0.675473	0.413179	0.537437	0.645809	0.6657	0.568191	0.460339	0.284267	0.482288	0.317209	0.503271	0.146818	0.25037	0.217337	0.240638	0.251037	0.616933
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	1.20412	0.602812	0.30136	0.739387	1.16404	0.646519	0.288417	0.231994	0.543772	0.724317	0.657302	0.301386	1.22049	1.38984	1.48627	1.93023	1.00968	1.02895	0.607787	0.277893	0.278568	1.11951	1.39126	0.696361	2.06835	2.00445	1.05606	1.37264	1.8129	1.46845	0.274679	0.708245	0.938385	2.82706	3.71514	0.129412
