	chr6:70522691-70522840	chr6:70522841-70522990	chr6:70522991-70523140	chr6:70523141-70523290	chr6:70523291-70523440	chr6:70523441-70523590	chr6:70523591-70523740	chr6:70523741-70523890	chr6:70523891-70524040	chr6:70524041-70524190	chr6:70524191-70524340	chr6:70524341-70524490	chr6:70524491-70524640	chr6:70524641-70524790	chr6:70524791-70524940	chr6:70524941-70525090	chr6:70525091-70525240	chr6:70525241-70525390	chr6:70525391-70525540	chr6:70525541-70525690	chr6:70525691-70525840	chr6:70525841-70525990	chr6:70525991-70526140	chr6:70526141-70526290	chr6:70526291-70526440	chr6:70526441-70526590	chr6:70526591-70526740	chr6:70526741-70526890	chr6:70526891-70527040	chr6:70527041-70527190	chr6:70527191-70527340	chr6:70527341-70527490	chr6:70527491-70527640	chr6:70527641-70527790	chr6:70527791-70527940	chr6:70527941-70528090	chr6:70528091-70528240	chr6:70528241-70528364	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.490409	0.421937	0.664421	1.26779	0.0259084	1.36589	0.662566	0.75885	1.25487	0.966136	0.101783	1.28443	1.81383	1.31595	1.50325	0.799548	0.623704	0.7339	0.602342	0.570694	0.616264	0.0488363	0.167579	0.447952	0.632642	0.374424	0.52472	0.192473	0.790352	1.38439	0.779185	0.484861	0.344212	0.54813	0.682454	0.301648	0.614465	1.06722	0.703209
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.373183	0.198794	0.285651	1.09249	0.331009	0.146912	0.457646	0.313148	0.177705	0.627008	0.0170681	0.0482651	0.540167	0.204429	0.246726	1.12988	0.429033	0.895438	0.452218	0.709224	1.27636	1.4332	0.788616	1.44593	0.392906	0.185436	0	0	0.29285	0.76612	0.640798	0.0334021	0.486752	0.747923	0.0798421	0.179794	1.04387	0.8088	0.754032
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.215702	0.0783248	0.515144	0.522705	0.205357	0.267076	0.317483	0	0	0	0.287099	0.51142	0.0715459	0.145292	0.159097	0.126941	0.353102	0.212192	0.448469	0.20748	0.112779	0.220839	0.335918	0.908038	0.38448	0.131104	0.0979507	0.261012	0	0.216299	0.195871	0.75516	0.385288	1.46131	1.03153	0.926259	0.609065	0.528565	0.69506
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.114341	0	0.00181493	0.17973	0.127065	0	0.0562629	0.366739	0.194261	0	0.0590151	0.434827	0.162478	0.636395	0.721732	0.471173	0.225156	0.621867	0.713561	0.482046	0.982297	1.01405	0.275061	0.881526	1.12846	0.853372	0.522934	0.0245069	0.473876	0.493842	0.748953	0.140674	0.339535	0.752598	0.410326	0.312267	0.00725973	0.482067	0.711256
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.9017	1.1701	0.718484	0.935229	1.22975	1.15014	0.875091	0.16741	0.193589	0.544495	1.21397	1.10666	0.784612	0.846813	1.48024	0.710676	0.0409205	1.08109	0.50976	1.28124	2.12673	1.11065	0.460606	1.64483	1.89684	1.31118	0.525236	0.385568	1.06937	0.593714	0.630303	0.462579	0.206317	0.397422	0.933669	1.7132	1.89523	1.96595	0.870647
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0	0	0	0	0	0	0	1.06192	0.405003	0	0	1.02685	0.440064	0	0.219491	0.278808	0.140295	0	0	0	0.0255083	0.573984	0.133918	0.00318853	0.752611	0.56084	0.146673	0.104612	0.602432	0.271062	1.37762	0.695209	0.564414	0.0637707	1.25649	0.169186	0	0	0.590476
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0.507351	0.549944	0	0.24572	1.10161	0.805281	0	0.439372	0.883464	0	0	0	0	1.3188	0.725771	0	0	1.01998	1.49092	0.0351012	0	0.985405	2.67762	1.41905	0.752791	0	0	0.652643	0.440184	0	0	0	0.0858029	0.617202	0.106279	1.56748	1.31446	0.293345	0.831373
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	1.25855	0.709737	0	0	0.539708	1.1685	0.514313	1.02157	0.590091	0.694382	1.46946	0.84851	0.0939464	0.540562	0.405165	0.725601	0.166149	0.45089	0.247873	0.218528	0.535649	0.283028	0.445764	0.947426	0.203711	0.290232	0.288684	0	0.20324	0.811073	0.0509351	0	0	0.898481	0.518962	0	0.366882	0.664488	0.627451
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0.714074	0.461112	0	0	0	0	0	0	0	0	2.04604	0.552734	0.120496	0.766477	0.0262094	0	0.195259	0.827428	0	0.0478824	0.80834	0.133815	0	0	0.721627	2.15775	0.186319	0	0.800491	0.447755	0.120098	2.21051	0.583982	1.46372	0.61119	0	0	0	0.63961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.747293	0.824165	0.747329	0.80282	0.580801	0.539561	0.70607	0.841304	1.84632	0.333116	0.207851	0.301068	0.287824	0.124259	0.120924	0.705335	0.319371	0.627321	0.592624	0.124309	0.684212	0.938531	0.91476	1.74666	0.684555	0.738803	0.664759	0	0.420356	1.19865	0.928117	0.745902	0.980778	0.577373	0.208099	0.124989	0.370139	1.19159	0.600815
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584559
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.57108	0.2295	0	0	0	0.958949	0.692885	0.203702	1.12227	1.11021	0.0507034	0.792003	0.251025	0	0.477481	0.259895	0	0	0.739202	1.08889	1.31301	0.0613778	0.499028	0.791845	1.84496	0.717157	0	0.277534	0.520047	0.453181	1.32774	0.371464	0.496938	0.344052	0.349503	0.23956	0.359131	0.195975	0.762136
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	0.0126996	0	0.399713	0.410183	1.90045	0.417153	0.445511	0.716518	1.34822	0.217027	0.521303	0.695789	0.337417	0.786753	0.849547	0.124282	0	0	0.574599	1.78057	0.465343	0.806104	1.33952	1.19276	1.18525	1.33124	0.464216	0.249387	0.0590023	0.745066	1.45223	0.671826	0.239606	0.70467	0.286025	0	0.173131	0.337268	0.712984
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0	0	0.278867	0.66666	0	0	0.35333	1.22339	0.519279	0	0.164058	0.624031	0.289957	1.03053	1.12035	0.262132	1.0109	0.239838	0.782662	0.435477	1.18385	0.719941	0.363706	0.602214	1.11387	1.12285	0.510251	0	0.0332126	0.500252	0.0336487	0.0129453	0.90815	1.59557	0.668292	0.427056	0	0.179049	0.802575
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.152275	0.385356	0.215609	0.0366268	0	0	0.0126343	0.377555	0.544021	0.896674	0.459479	0.732296	0.533867	0.285312	0.56968	0.129907	0.285312	0.518131	0.684997	0.306731	0.604038	0.408185	0.113881	0.502317	0.608498	0.442831	0.0073048	0.530857	0.562835	0.875237	0.2785	0.220246	0.402607	0.35175	0.847624	1.18685	0.528113	0.470783	0.818713
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	0	0.0997464	0.733936	0.278641	0.262911	0.030834	0.297882	0.100636	0.404161	0.276718	0.24933	0.436563	0.544039	0.161965	0.450333	0.354099	0	0	0.233158	0.277307	0	0	0.0197599	0.617778	1.16948	0.283589	0.583829	0.756157	0.561581	0.84724	0.18328	0.0642713	0	0.103475	0.441515	0.435983	0.492312	0.537654	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.074441	0.61983	1.356	0	0.474469	0.290189	0.336752	0.0086032	0.361833	1.14048	0.207706	0.590619	0.181204	0.168992	0.796256	0.208795	0.400293	0.81203	0.287967	0	0.194793	1.05834	0.0994381	0.704147	0.140391	0.232789	0.751187	0.289178	0.850067	0.45564	0.260165	0.155099	0.0193569	0.0759893	0.640979	0.290751	0.583412	1.53259	0.636364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	0.367156	0.162233	0.488706	0.477154	0.138072	0.216268	0	0	0.0764597	0.443429	0.895685	0.67854	0.111764	0.0282949	0.368108	0.396287	0.0121806	0	0.290724	0.58789	0.392822	0.708366	0.834271	0.316798	0	0.171985	0.196368	0	0.293246	0.793948	0.303212	0.141973	0.322723	0.432562	0.716924	0.526397	0.809667	0.524916	0.780303
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0	0	0.0199173	0.463531	0.005432	0	0	0.358512	0.452667	0.166581	0	0	0	0.170337	0.278843	0.427317	0.0796693	0	0.010864	0.515308	0.411863	0.0964588	0.683898	0.362874	0.680523	0.82159	0.369376	0	0	0	0	0	0.092344	0.612005	0.273411	0	0	0.233148	0.696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.deb161f9-8c5a-42cb-af84-131a7fc1593f.fc.signal	0.276593	0.101659	0.0125893	0.103622	0.194907	0.10768	0.214185	0.530781	0.196221	0.194656	0.363549	0.249225	0.431054	0.405138	0.376933	0.403077	0.164962	0.342287	0.467841	0.21088	0.189757	0.109177	0.488058	0.45891	0.502315	0.816678	0.75004	0.319573	0.132978	0.208045	0.427498	1.03439	0.244575	0.413549	0.435794	0.47123	0.272687	0.968285	0.89726
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.bdafba4d-384d-4886-a6c9-d1ddd966b153.fc.signal	0	0.0629156	0.517277	0.771249	1.37152	0.926339	0.405488	0.28738	1.49836	1.16457	0.407842	0.951667	0.816051	0.309607	0	0	0.0501803	0.426806	0.468566	1.26784	1.18646	0.640035	1.87397	1.22358	0.202642	0.635636	0.655102	0.744695	0.323972	0	0.0916477	0.792808	1.25472	0.198055	0.30779	0	0.883798	1.42254	0.869565
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.f193a9be-90be-4e6b-adc3-81560fdb7706.fc.signal	0.651437	0.762422	0.826761	0.963485	1.1935	0.199451	0.300786	0.559275	0.943329	0.558144	0.156021	0.855713	0.702045	0.901815	0.53733	0.491878	0.474264	1.13881	1.59774	1.30037	0.875217	1.00048	1.24497	0.822048	0.352906	0.77837	0.229369	0.238055	0.414992	0.527585	0.846062	0.347433	0.633923	1.58351	0.942637	0.958658	0.673955	1.26698	0.636861
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	0	0	0.323494	0.31943	0.457097	0	0	0.491166	0.506345	0.147143	0	0.43405	1.6082	0.804214	0.330605	0.336354	0.439984	0.728108	0.525409	0.162876	0	0.623257	0	0	0.590676	0.31889	0	0.485638	0.970152	0.51722	0.354874	0	0.473555	0.670793	0.373164	0.248189	0	0.0803815	0.49825
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0	0	0	0.822705	0.196887	0	0	0	0	0	0	0.400507	0.514202	0.504943	0.599655	0.527366	0.13111	0.318368	0.321053	0.131408	0.685011	0	0.165682	1.7035	0.0837363	1.1864	0.106145	0	0.506933	0.343506	0	0	1.10921	0.51552	0	0	0	0	0.567568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.c36bbd63-78f2-464a-952f-d221dd832d3f.fc.signal	0.442314	0.388385	0	0.0599445	0.767497	0.0436276	0	0.279032	0.0394133	0	0.321367	0.81828	0.0071478	0.452773	0.390849	0	0	0	0.514602	0.392723	0.00269	0.632176	0.26231	0.755097	0.458941	0	0	0	0.0794604	0.204063	0.345609	0.365623	0	0.62396	0.400839	0.134229	0.683066	0.0617407	0.824074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.582799	0.687412	0.773686	0.782745	0.432842	0.474749	0.423051	0.602531	0.639221	1.06616	1.08715	0.825483	0.57818	0.768839	1.11622	0.934241	0.62365	0.42034	0.942128	0.639509	0.642687	0.458377	0.560032	0.556451	0.335544	0.294829	0.384999	0.487087	0.888751	0.516844	0.553688	0.356235	0.426171	0.447943	0.865782	1.20985	1.09715	1.14095	0.622276
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.670807
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.9cc4804f-5850-46a5-b627-ca441aa97c73.fc.signal	0.571894	0.560188	0.753045	1.84124	2.21245	0.147105	0.74116	0.590448	0	0.303768	0.781108	0.366239	0.230473	0.319686	0.21099	0	0.709575	0.287249	0.202469	0.33237	0.239825	1.10261	0.226889	0.568541	0.305356	1.84209	0.416165	0	0	0	0.625587	0.296136	0	0.423864	1.11137	1.07216	0.686962	0.52649	0.779817
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.d793ab3e-d7c6-45e4-8372-b368878f1961.fc.signal	1.8155	1.32037	0.816787	0.354466	0.582128	0	0.347688	1.06263	0.30658	0	0	0	0.05268	0.779568	0.568863	0.495103	0	0	0	0	0.828691	0.633674	0.542917	0.879594	1.18206	2.83154	0.253299	0.47412	0.285337	0.864475	0.505728	0.488168	1.07801	0.531894	0.782272	1.06255	0.0517005	0	0.588997
