	chr15:73986608-73986757	chr15:73986758-73986907	chr15:73986908-73987057	chr15:73987058-73987207	chr15:73987208-73987357	chr15:73987358-73987507	chr15:73987508-73987657	chr15:73987658-73987807	chr15:73987808-73987957	chr15:73987958-73988107	chr15:73988108-73988157	chr15:73988158-73988257	chr15:73988258-73988317	chr15:73988318-73988407	chr15:73988408-73988557	chr15:73988558-73988707	chr15:73988708-73988857	chr15:73988858-73989007	chr15:73989008-73989157	chr15:73989158-73989307	chr15:73989308-73989457	chr15:73989458-73989497	chr15:73989498-73989607	chr15:73989608-73989757	chr15:73989758-73989907	chr15:73989908-73990057	chr15:73990058-73990207	chr15:73990208-73990357	chr15:73990358-73990507	chr15:73990508-73990657	chr15:73990658-73990807	chr15:73990808-73990957	chr15:73990958-73991107	chr15:73991108-73991257	chr15:73991258-73991407	chr15:73991408-73991557	chr15:73991558-73991707	chr15:73991708-73991757	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	2.16322	3.94299	4.47337	2.31044	3.7482	4.4422	2.44718	1.54837	2.74129	2.69736	3.17607	3.36502	3.01955	2.6846	2.24685	3.09501	3.63619	4.04932	2.6228	4.00142	4.76918	3.65558	2.13983	1.12771	1.38329	1.24679	1.14683	1.59435	2.30082	2.93912	2.34685	2.59343	2.78453	0.871297	1.47618	2.14145	1.44728	3.1406	0.575758
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.919353	0.285738	0.580935	0.553761	0.0214613	0	0.546988	0.637565	0.877745	1.74874	0.83056	0.153556	0.204157	0.209248	0.569735	0.595877	0.809483	1.68645	1.88139	2.76271	2.1036	2.05226	0.460936	0	0	1.03778	0.562942	0.386308	1.13054	1.1191	0.770683	1.92354	1.01217	1.04712	1.52137	1.5139	2.67849	1.86201	0.576577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.22539	1.79097	2.02566	1.08517	1.56563	2.09136	1.5663	1.88961	2.61675	2.31554	2.36106	1.30952	2.6374	4.04668	2.48836	3.15707	2.50114	1.7315	3.67883	4.48974	2.2673	1.90387	2.16531	3.03906	3.96871	3.43945	2.19146	1.11931	1.52799	1.91652	2.31344	1.53431	1.64275	1.94662	4.46214	2.8391	3.53752	3.80391	0.539244
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.55053	0.599054	0.548944	0.0074022	2.26444	3.29405	3.51108	2.33327	5.50864	10.2179	4.21216	3.00191	2.09586	2.90887	1.68711	0.202154	1.24082	2.30099	1.00708	0.637993	5.55501	7.69961	4.77012	3.22543	4.4106	3.52832	2.59536	0.723336	2.14038	3.10768	2.76609	5.96547	5.453	3.48788	5.09317	11.008	12.9314	12.642	0.714898
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.748622	0.593097	1.20993	0.573177	1.16274	2.31572	0.749002	1.49491	1.69173	2.84873	2.83214	1.59345	0.679055	0.458429	0.247181	0.366918	0.50845	0.187226	0	0.77507	2.02832	2.55286	1.56826	2.39028	0.699411	0.09471	0.58894	0.462937	0.437982	0.71665	1.25143	3.38641	2.42375	1.96088	2.67012	1.6905	3.50678	5.34473	0.594077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.008	0.982839	1.48912	1.71832	0.530762	0.924296	1.27009	1.62781	1.48683	0.761646	0.335362	0.673383	0.35932	0.159556	0.135176	0.422757	0.651505	0.556097	0.244949	0.567131	1.17099	0.714823	0.585916	0.932659	0.809992	1.22956	0.780621	0.902536	0.548903	0.149187	0.126593	0.28705	0.817307	0.798109	1.39623	1.38291	3.18248	3.91678	0.597964
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.530998	1.2934	1.82017	1.3105	1.65956	1.71566	1.26242	1.47417	1.25921	0.582363	0.531685	0.658942	1.22483	1.44722	2.29055	0.861893	0.850652	0.307788	1.04338	2.53167	2.78473	1.25236	0.836408	4.62233	5.4927	0.866533	0.612603	1.55737	1.84678	1.65545	1.48627	0.841851	1.76738	2.88517	5.09984	5.25512	10.3122	11.0286	0.617174
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.364764	0.582848	0.58072	0.486507	0.570503	0.252136	0.177852	0.288305	0.310651	0.356755	0.306817	0.266847	0.181291	0.168856	0.197053	0.168734	0.216927	0.397128	0.545355	0.605717	0.688942	0.370198	0.396264	0.576929	0.549009	0.459961	0.78882	0.897192	0.928903	1.10767	1.45672	1.28827	0.794305	0.733925	1.53715	1.42956	1.8398	1.61841	0.382139
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.3783	1.40566	0.924348	2.37051	1.36553	0.661543	0.905286	0.629347	1.49209	1.55346	2.36081	2.64534	4.66166	4.15434	2.00338	1.08376	0.618378	1.56186	0.117934	1.63887	2.73196	0.698192	1.16072	0.703781	1.09611	1.38783	1.14107	0.465403	0	0.275708	0.870441	1.40889	0.334719	0.77048	3.07088	3.65286	3.43613	4.8864	0.488764
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	1.80311	1.17677	1.65089	1.23358	1.11325	2.29949	1.31584	0.534595	0.36132	0.774026	0.73395	1.81034	2.22987	1.7581	1.92129	2.50756	2.56685	1.1614	1.51531	1.60358	1.1563	0.371136	1.254	1.59539	1.87625	1.1764	1.20023	2.01684	1.76807	0.699366	0.923855	0.608362	0.208555	0.861179	1.13866	2.17703	1.60908	2.01112	0.561674
