	chr2:148445067-148445146	chr2:148445147-148445216	chr2:148445217-148445366	chr2:148445367-148445516	chr2:148445517-148445576	chr2:148445577-148445666	chr2:148445667-148445816	chr2:148445817-148445966	chr2:148445967-148446036	chr2:148446037-148446116	chr2:148446117-148446186	chr2:148446187-148446266	chr2:148446267-148446416	chr2:148446417-148446566	chr2:148446567-148446716	chr2:148446717-148446866	chr2:148446867-148447016	chr2:148447017-148447166	chr2:148447167-148447316	chr2:148447317-148447466	chr2:148447467-148447616	chr2:148447617-148447766	chr2:148447767-148447916	chr2:148447917-148448066	chr2:148448067-148448216	chr2:148448217-148448366	chr2:148448367-148448516	chr2:148448517-148448666	chr2:148448667-148448816	chr2:148448817-148448966	chr2:148448967-148449116	chr2:148449117-148449266	chr2:148449267-148449416	chr2:148449417-148449566	chr2:148449567-148449716	chr2:148449717-148449866	chr2:148449867-148450016	chr2:148450017-148450166	chr2:148450167-148450240	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.718983	0.249516	0	0	0	0	0	0.0234389	0.43948	0.43948	0.138122	0	1.19038	1.54067	0.890597	1.40363	0.131387	0.196302	1.02853	0.682742	0.829277	0.375217	0.359468	0.870965	0.954642	0.779274	1.02252	1.07285	1.08529	0.0912912	0.271648	0.573015	0.168081	0.682444	0.946691	0.780854	0.134259	0.413468	0.151863	0.403382
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.09202	0.162979	0.550798	0.0352403	0	0	0	0	0	0	0	0	0	0	0.515333	1.71193	0.145576	0.169094	1.40275	1.38525	0.987759	0.875759	0.792589	2.02901	1.57973	3.86233	1.09974	0.0934285	0.314054	0.182312	0.487748	0.270763	0.736307	1.01148	2.54317	0.109424	0	0.051579	0.368351	0.181518
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0.57969	0.328491	0	0	0	0	0	0	0.321326	0.355918	0.217243	0.00709787	0.374515	0.265639	0.410731	0.903439	0.823133	0.271491	0.267406	0	0.0763034	0.498128	0	0	0	0.38646	0.818187	0.435245	0.480187	0.513992	0.741937	1.14382	0.14299	0	0.359862
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.537384	0.0214671	0	0	0	0	0	0.556828	0.203098	0	0	0	0	0.616477	0.497167	0	1.00504	0.277553	0.0688271	0.339487	0.0347273	0.267415	0.741229	0.878742	0.759062	0.415197	0.10018	0.575881	0.605342	0	0.262665	0.378978	1.42062	1.12209	0.886319	0.367223	0.0731454	0.996966	0.711708	0.459091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.903861	0.0953229	0	0	0	0.178497	0.649075	0.467508	0.0233349	0	0.101118	0.245144	0.23515	0.209707	0.283289	0.0199707	0	0.26054	1.18926	2.00453	1.25192	1.27825	0.895155	1.83746	2.03358	0.749876	0.214215	0.0145195	0	0	0.0626227	0.739902	1.47434	1.0077	0.553768	0.120693	0.0535405	0	0	0.182213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.366786	0.0442446	0	0	0	0	0.284198	1.00271	0.0841659	0	0	0.323033	0.641107	0.794798	0.569842	0.230901	0.28815	0.215481	0.249268	1.4597	2.53917	1.21366	0.682423	0.700437	1.01844	1.35201	0.69407	0.62811	0.875415	0.57042	1.12821	1.30598	1.34696	0.400408	0.932369	1.17396	0.628248	0.488965	1.06077	0.295082
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.908377	0	0	0.184892	0.47817	0.409101	0.47817	0.015939	0	0	0	0.0761754	0.623013	0.22763	0.60099	0.53018	0.428183	0.954797	0.674475	0.437124	0.659644	1.42339	0.813063	0.495662	0.121922	0.419913	0.0191268	1.79138	0.978572	0.445246	0.461052	0.89732	0.358734	1.03034	1.39105	0.531252	0.446292	0.286902	0.47817	0.673267
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.637049	2.24331	0.538673	0	0.565798	1.12674	0	0	0.803173	1.31383	1.13455	0.533758	1.89604	1.66042	0.677114	4.03599	0.38813	0	0	1.16103	1.74812	1.18643	0.283715	3.03377	2.3233	1.6982	2.44537	0.56
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.490062	0	0	0	0	0	0	0	0	0	0	0	0.111387	0.9481	0.358666	0.035547	0.609043	0.512312	1.87486	0.950654	0.074135	0.455236	0.255938	0.428971	0.0260678	0.368074	0.341321	0	0.554671	0.156444	0	0	0.839516	0.416558	0.376921	0.245315	0.60834	1.1448	0.912884	0.355769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.629845	0.424573	0	0	0	0	0	0	0	0	0.315999	0.702956	0.413052	0.582211	0.773464	0.71709	0.275092	0	0	0.0553419	0.578512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217122	0.53832	0.177646	0	0	0	0	0	0.220339
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142531	1.06978	0.281702	0	0	0	0.705265	0.410642	0	0.309964	1.00019	0	0	1.05087	2.24749	1.31759	0.327364	0	0	0	1.03687	0.219355
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0	0.146274	0.470051	0.271183	0.134222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230095	0.49306	0.461833	0.425675	0	0	0	0	0.49187
