	chr5:69317845-69317994	chr5:69317995-69318144	chr5:69318145-69318294	chr5:69318295-69318444	chr5:69318445-69318594	chr5:69318595-69318744	chr5:69318745-69318894	chr5:69318895-69318964	chr5:69318965-69319044	chr5:69319045-69319194	chr5:69319195-69319344	chr5:69319345-69319494	chr5:69319495-69319644	chr5:69319645-69319794	chr5:69319795-69319944	chr5:69319945-69320094	chr5:69320095-69320244	chr5:69320245-69320394	chr5:69320395-69320544	chr5:69320545-69320694	chr5:69320695-69320844	chr5:69320845-69320994	chr5:69320995-69321144	chr5:69321145-69321294	chr5:69321295-69321444	chr5:69321445-69321594	chr5:69321595-69321744	chr5:69321745-69321894	chr5:69321895-69322044	chr5:69322045-69322134	chr5:69322135-69322194	chr5:69322195-69322344	chr5:69322345-69322494	chr5:69322495-69322644	chr5:69322645-69322794	chr5:69322795-69322944	chr5:69322945-69322965	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.530963	1.19527	1.28391	0.92917	0.111368	0	0	0.0515524	0.506755	0.765273	0.140646	0.63299	0.57559	0.986744	1.47086	1.47203	0.506791	0.708485	0.849464	1.03715	1.10966	0.90716	0.721587	0.133599	1.0467	1.44047	0.975908	0.690379	1.40106	1.66263	0.962482	1.42883	1.52321	0.649845	1.18326	0.647504	0.676019	0.813901
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	2.99058	0.326597	0.209667	0.455624	0	0	0	0	0	0	0.176275	0.39111	0	0	0	0	0	0.166458	0.513357	0.279166	0.257636	0.784751	0.223094	0	0	0.256397	0.292021	0.335872	0.770985	0	0	0	0	0.427399	0.237892	0.443527	0.60481	0.818182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0	0	0	0	0	0	0.0761765	0.43948	0.43948	0.581078	1.2809	1.24279	0.043948	0.920059	0.99855	1.70468	1.36977	0.853306	0.676281	0.0641644	0.635841	0.796938	0.424031	0.700327	0.930288	1.47979	0.283881	0.44247	0.669231	0.247485	0	0.249776	0.724707	0.352515	0.821414	0.987369	0.85914	0.709544
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.445108	0	0.0129859	0.456248	0.357994	0.914398	0.0389578	0	0	0	0.580553	0.606515	0.0500754	0.543381	0.469503	0.35861	1.03317	1.5561	1.03639	0.615305	0.610327	0.352798	0	0	0.121992	0.647341	0.548909	0.632435	0.854324	0.479113	0.468298	0.389483	0.268918	0.0055654	0.537821	0.0500802	0	0.799652
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	1.69596	0.44095	1.16456	2.40821	1.31154	4.99732	3.66558	1.54275	0.86918	1.13064	1.60994	2.2034	0.0339192	1.51986	0.528471	0	0	1.19076	1.54028	0.196301	0.763375	0.726423	3.15338	1.48412	1.30465	0.378963	0.746222	1.79771	1.69596	0.4711	0	0.122526	3.15905	1.108	0	0.0315072	0.918987	0.741071
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.460163	0.208688	0	0	0	0	0.390325	0.57969	0.0289845	0	0.205433	0.455075	0	0	0.388422	0.309438	0.414249	0.290754	0.502385	0	0	0	0.412313	0.612117	1.10129	1.07814	0.158449	0.51804	0	0	0	0.157327	0.425011	0	0.313033	0.363272	0	0.734812
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.97318	0.880328	0.411368	0.42641	0.407629	0.19495	0.896561	0.900332	0.288357	0.241303	0.597432	0.343709	0.323819	0.0762663	0.187526	0.0805113	0.881758	0.830943	0.617191	0.681241	0.843328	1.18324	1.29024	0.916668	1.01526	1.55798	0.628984	0.871576	1.43429	1.4151	1.46927	1.82012	1.76236	1.25793	0.676515	1.55399	2.01667	0.70015
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0.35543	0.897995	0.0315931	0	0	0	0	0	0	0	0	0	0	0	0	0.316949	0.313917	0	0.462551	1.11379	0.341336	0	0.487862	0.375492	0.659438	0.276439	0	0	0.562751	0.828824	0.779715	0	0	0.257884	0.548813	0.776836
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.199323	0.230281	0.341166	0.510869	0.116179	0.175615	0.120115	0.483172	0.379818	0.29851	0.176938	0.134488	0.152088	0.11361	0.233118	0.201751	0.252194	0.385518	0.708732	0.629963	0.475017	0.438615	0.50413	0.0608026	0.321903	0.654627	0.221704	0.102259	0.190458	0.0686614	0.0564657	0.210759	0.595413	0.639246	0.377341	0.394605	0.330747	0.8
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.124583	0.377291	1.74609	0.743872	0.749815	1.92281	1.34672	1.43498	0.517813	0.956183	1.45189	0.513662	1.44471	0.509275	1.56053	1.60358	0.945744	0.505083	1.04148	0.356917	0.524835	0.531804	0.62735	0.790855	0.267839	0.71355	0.251987	0.997452	1.98637	2.00203	1.49051	1.17047	0.443938	0.525582	0.896648	1.3546	1.11356	0.604938
