	chr19:18741608-18741757	chr19:18741758-18741907	chr19:18741908-18742057	chr19:18742058-18742207	chr19:18742208-18742357	chr19:18742358-18742507	chr19:18742508-18742657	chr19:18742658-18742807	chr19:18742808-18742957	chr19:18742958-18743107	chr19:18743108-18743257	chr19:18743258-18743407	chr19:18743408-18743557	chr19:18743558-18743707	chr19:18743708-18743857	chr19:18743858-18744007	chr19:18744008-18744157	chr19:18744158-18744307	chr19:18744308-18744457	chr19:18744458-18744607	chr19:18744608-18744757	chr19:18744758-18744907	chr19:18744908-18745057	chr19:18745058-18745207	chr19:18745208-18745357	chr19:18745358-18745507	chr19:18745508-18745657	chr19:18745658-18745807	chr19:18745808-18745957	chr19:18745958-18746107	chr19:18746108-18746257	chr19:18746258-18746407	chr19:18746408-18746557	chr19:18746558-18746655	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	3.74279	3.29496	5.83865	7.05222	6.38252	3.51745	4.34395	2.94367	2.67147	3.03254	3.40698	3.12724	3.64329	4.0668	2.8827	3.14894	0.856843	0.442632	0.298863	0.629885	1.89575	0.94658	0.869819	1.27523	0.712253	1.73836	1.58444	0.76924	0.560538	1.82856	1.83606	2.02484	0.425447	0.880146	0.105541
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.80439	1.0825	1.34018	1.18806	0.351366	0.61791	0.574833	0.473368	1.4681	1.72663	1.58744	1.32047	1.72683	1.221	1.89685	1.09432	1.71496	0.698387	0.621546	1.11698	1.07999	1.47413	1.40441	0.756962	1.06889	0.794376	0.643167	1.66649	0.990142	1.22965	0.718399	0.940045	0.731881	1.70913	0.163569
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	7.64325	9.27368	5.51649	3.53888	4.60168	1.99201	2.90269	1.46526	0.213299	2.88044	2.54844	2.61894	2.92867	0.710214	0.504435	0.08902	0	0	0	0.348653	0.663956	0.554513	0.330119	0.476618	0.467394	1.31314	0	0	0	0	0.0890368	1.04796	0.050079	0	0.277754
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	5.4282	2.69907	2.97255	1.55904	3.34371	2.9068	0	0.065642	3.04015	2.70838	2.73836	2.26122	1.08724	0.385506	1.7751	3.56121	2.47583	2.96375	0	0	0.705393	2.29999	1.99798	0.680716	0.533873	2.80963	5.74152	1.08577	1.52276	2.09116	1.7215	2.72745	0.531631	1.08642	0.578512
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	12.0497	13.6029	18.8898	14.4657	14.5626	12.9794	13.4826	19.7934	20.4553	20.882	40.3983	29.2169	11.6105	15.3875	15.7432	8.72936	4.3592	1.59017	0.423005	0.0480275	0.29588	0.384339	0.66267	0.876231	0.277166	0.0699317	0.640879	1.18826	1.1913	0.532859	1.01839	1.65392	0.217278	0.157568	0.485574
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.40472	0.953029	0.805689	0.801779	1.23394	0.800989	1.21692	0.771038	0.774963	1.21231	0.668786	1.04306	0.771781	0.486756	0.358389	0.275358	0.551973	0.638422	0.595009	0	0	0.376715	0.369065	0.437981	0.172768	0.122648	0.0485166	0.284136	0.539911	0.239163	0.150459	0.525358	0.6387	0.761295	0.269504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	20.8965	21.8723	21.6094	19.7357	19.1987	13.2991	21.3971	18.9558	18.3315	17.5002	22.7697	20.3496	11.8934	18.0079	22.8903	10.0589	7.61699	2.82386	1.28136	0.785981	1.87214	1.55219	1.37025	1.47245	1.41001	0.663475	0.957887	1.67857	1.29953	1.31267	1.58971	1.20394	1.54266	6.8071	0.445352
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.288763	0.188138	0.330795	0.361708	0.2533	0.168381	0.23118	0.247825	0.286513	0.36462	0.190387	0.106898	0.127646	0.349186	0.414662	0.482584	0.287141	0.356473	0.595777	0.864464	1.06002	1.02422	0.965035	1.07347	0.602678	0.991959	0.687804	0.439744	0.415384	0.39625	0.363712	0.598825	0.143322	0.0957437	0.295604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	2.18412	0.371187	0.336989	0.167752	0.726016	0.788402	0.00742267	0.476591	0.957684	1.01261	0.671113	0.782503	0.130639	0.317729	1.1581	1.0898	0.463242	0.380099	1.17295	0.270203	0.960624	1.51299	0.690378	0.0608659	0	0.326597	0.178144	0.0475051	0.853767	0.500319	0.599822	0.924981	0.305814	0.452182	0.651852
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.1637	1.29122	2.44487	1.98862	0.519551	0	0.149827	2.64878	1.57781	0.105984	1.67341	2.54998	1.83601	2.193	1.72125	2.00814	1.59556	1.4969	0.52961	0.380814	0.787259	0.583344	2.0508	1.26479	1.785	3.68155	2.28225	0.793684	0.418725	1.63718	2.98031	2.13883	1.51736	0.685063	0.490196
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	4.28301	1.71722	2.42736	4.48941	3.0778	2.11007	2.20292	1.3474	1.35625	1.72212	2.52547	2.04349	1.59317	1.2768	2.11053	0.754662	0.771129	0.599439	1.39197	1.12673	1.44023	0.835481	0.71793	0.654089	0.340702	1.03943	1.26527	1.14094	0.526315	0.432861	0.977023	0.901411	0.134465	0.232303	0.175287
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0.427113	0	1.11394	2.02154	0.0794777	0.438786	2.64554	1.08737	0	1.20446	2.09659	0	0.519705	1.6814	0.321792	2.57887	0.324036	0	0	0	0	0.505329	0.605253	0.577221	1.34711	0.835486	0.942656	0.825628	0.704936	0.290884	0	0	0.348508	1.83426	0.465347
