	chr8:25457800-25457949	chr8:25457950-25458099	chr8:25458100-25458249	chr8:25458250-25458399	chr8:25458400-25458459	chr8:25458460-25458549	chr8:25458550-25458699	chr8:25458700-25458849	chr8:25458850-25458899	chr8:25458900-25458949	chr8:25458950-25458999	chr8:25459000-25459149	chr8:25459150-25459209	chr8:25459210-25459299	chr8:25459300-25459449	chr8:25459450-25459599	chr8:25459600-25459749	chr8:25459750-25459899	chr8:25459900-25460049	chr8:25460050-25460199	chr8:25460200-25460349	chr8:25460350-25460499	chr8:25460500-25460649	chr8:25460650-25460799	chr8:25460800-25460949	chr8:25460950-25461099	chr8:25461100-25461249	chr8:25461250-25461399	chr8:25461400-25461549	chr8:25461550-25461699	chr8:25461700-25461849	chr8:25461850-25461999	chr8:25462000-25462149	chr8:25462150-25462299	chr8:25462300-25462449	chr8:25462450-25462599	chr8:25462600-25462749	chr8:25462750-25462884	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.79715	4.3402	3.88117	0.973507	0.55518	0.463739	1.28134	0.606888	0.825793	2.37312	7.43626	12.0994	5.2702	2.20836	1.96344	1.69235	0.44823	0.53915	0.640147	0.836153	0.906948	0.888972	0.372666	0.850177	1.63215	1.44774	0.698058	1.34467	1.91201	0.816362	0.203857	0.809712	0.440895	1.01609	1.05126	1.41958	1.04586	0.514078	0.342776
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	8.18418	12.8755	8.84933	6.23556	1.0329	0.39953	1.71708	2.20335	3.53387	7.6919	13.104	16.7715	9.98723	5.44076	2.98128	2.5833	2.00499	1.80258	0.716729	1.0062	0.545921	0.689675	0.595546	0.815256	1.10318	0.848708	0.394824	0.2573	0.383369	0.362463	1.03145	1.75105	1.6457	0.607951	0.798414	0.802994	0.922206	0.894703	0.390805
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	5.56614	4.91747	5.3806	3.77201	0.833957	0.493239	0.149635	0.0635431	1.66174	6.1745	19.7016	38.2627	15.9417	4.41012	2.96759	1.49635	1.34093	0.755771	0.607536	0.557338	1.83291	1.44064	0.393402	0.27822	0.802052	0.126586	0	0	0	0	0.190479	0.251558	0.300131	0.398482	0.378209	0.445048	0.355471	0.132232	0.261224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	5.21611	8.25261	7.59714	5.37666	1.28342	0.279085	0.203804	0.954154	1.56495	4.34432	14.8584	48.246	16.765	4.95127	6.71256	4.92584	2.53412	0.896996	0.113533	0	0.314534	0.0427225	0.474322	0.700017	0.173486	0	0	0	0.188481	0.315377	0.0781379	0.218569	0	0.0799911	0.420493	0.652486	0.92386	0.299805	0.289377
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	3.83997	13.3109	12.1092	6.62355	4.6537	2.95903	2.10059	0.991271	2.52448	5.25931	10.7003	14.1696	11.188	8.76557	7.81579	8.8428	4.63183	1.90736	1.17642	0.404116	1.31449	1.07596	1.64163	0.419446	0.304518	0.334282	0.193211	0.686945	0.647593	1.09917	1.07883	2.37609	2.78993	0.512732	0.523633	0.904031	0.884762	4.2854	0.493174
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	15.9262	29.1339	16.5892	2.95243	4.04295	2.18911	4.96754	1.06571	0.615919	1.38388	8.02049	22.4841	11.0741	6.47183	8.27427	12.7103	4.69518	5.14705	2.62802	4.51296	1.5909	2.41225	2.1077	4.07005	4.45456	0.608522	0	0	1.26298	1.85419	0.978231	0	0.8885	0.22755	0.891639	0	0.603568	4.07938	0.39726
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	7.21079	3.47177	1.56182	0.301241	1.14128	1.18424	1.35076	4.69078	14.0839	29.7505	75.1337	103.506	36.07	9.89066	18.3562	27.9408	21.6358	13.6805	5.56202	2.45904	6.16904	5.04592	3.31739	5.37419	1.52171	0	0.659857	0.920118	4.03339	1.57129	1.26921	1.87183	1.12395	1.0836	1.2197	0.162238	0	0	0.405759
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	4.36465	8.54203	7.01541	2.16136	1.51543	0.904664	0.53332	0.609046	2.41873	4.25107	5.50193	6.49315	4.47623	1.93482	0.637035	0.551808	0.684118	0.0780647	0	0	0	0	0	0	0.486658	0.904381	0.423732	0.0608518	0	0	0	0	0.197549	1.32874	1.68317	0.777549	0.670643	0.882161	0.556604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	7.27328	7.87321	7.15594	4.78127	3.72373	1.83813	0.504037	3.47	8.74947	15.559	41.1181	86.7515	45.7397	11.4438	14.6831	15.3099	10.5772	10.0538	4.83187	3.73064	2.93212	2.80592	2.43216	0	0.524564	0.598491	0	0.551961	1.74528	1.59416	1.15186	0	0	0	0.867434	3.37777	2.24525	0.437615	0.345714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.827ded64-aa40-4620-8391-8dd4ae096d90.fc.signal	19.3268	35.0344	27.9615	16.436	6.98287	2.60703	0.731476	0.242976	5.18084	17.3896	37.4259	57.4532	30.1974	15.6975	15.1346	7.34089	2.45129	1.16889	0.764484	0.274276	0.288361	0.712189	0.458292	0.191646	0.280675	0.448842	0.284782	0.472118	0.00281413	0.32214	0.874969	0.735628	1.15611	0.466656	0.0756491	0.972831	0.773425	1.13295	0.533333
