	chr10:82982283-82982362	chr10:82982363-82982432	chr10:82982433-82982582	chr10:82982583-82982732	chr10:82982733-82982882	chr10:82982883-82983032	chr10:82983033-82983182	chr10:82983183-82983332	chr10:82983333-82983482	chr10:82983483-82983632	chr10:82983633-82983782	chr10:82983783-82983932	chr10:82983933-82984082	chr10:82984083-82984182	chr10:82984183-82984232	chr10:82984233-82984382	chr10:82984383-82984532	chr10:82984533-82984632	chr10:82984633-82984682	chr10:82984683-82984772	chr10:82984773-82984832	chr10:82984833-82984982	chr10:82984983-82985132	chr10:82985133-82985282	chr10:82985283-82985432	chr10:82985433-82985582	chr10:82985583-82985732	chr10:82985733-82985882	chr10:82985883-82986032	chr10:82986033-82986182	chr10:82986183-82986332	chr10:82986333-82986482	chr10:82986483-82986632	chr10:82986633-82986782	chr10:82986783-82986932	chr10:82986933-82987082	chr10:82987083-82987232	chr10:82987233-82987354	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	1.68349	2.7644	2.24782	0.349516	0.380383	0.599178	0.364012	0.350378	0.00362987	0.0308539	0.130675	0.431196	0.363141	0.407152	0.980517	1.33726	0.65636	0.885186	0.607357	0.319283	0.624127	0.840667	0.629999	0.781661	0.34318	0.430301	0.217884	0.529281	1.62321	1.3663	0.837931	0.948526	0.638198	0.187906	0.124323	0.0825795	0.12886	0	0.0986395
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.66958	0.758118	1.44273	0.773852	0.0721876	0.391465	0.0253827	0.40519	0.144247	0.451853	0.449254	0.38199	0.268891	0	0	0	0.193814	0.437682	0.520778	0.57854	0.328423	0.820976	1.27988	0.32066	0	0.745965	0.300055	0	0.919814	1.01314	0.417302	0.49065	0.268765	0.451047	0.180746	0.269829	0.662486	0.412807	0.55293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.677268	0.618215	0.52352	0.438918	0.0728875	0.070082	0.316609	0.333644	0.0188981	0	0.00654553	0.413698	0.278193	0	0	0.0476528	0.15345	0.011347	0.239372	0.286405	0.331781	0.165057	0	0	0.06889	0.232887	0.299475	0.27415	0.227777	0.124543	0	0	0	0.00303253	0.294095	0.351738	0.0517498	0.113201	0.602941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.0732958	0.698114	1.45542	2.56548	1.60312	0.983817	0.303028	0	0.185543	0.566669	0.0269532	0.350398	0.193664	0.0667542	0.493227	0.456805	0.49012	0.609924	0.426192	0.165455	0.492952	0.191764	0.0415819	0.630037	0.367681	0.382929	0.651678	0.535587	1.23211	0.254537	0.368505	0.687435	0.0707983	0.374527	0.311258	0.208918	0	0.147735	0.258284
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.583552	0.699235	0.920197	0.989098	0.90215	0.73861	0.735634	0.737437	0.789868	0.534154	0.345719	0.31993	0.636907	0.446016	0.37875	0.70336	0.496463	0.361211	0.282063	0.244303	0.213502	0.487511	0.430765	0.326538	0.376278	0.359164	0.721699	0.424692	0.568125	0.229975	0.401444	0.501077	0.434407	0.382838	0.376505	0.279798	0.651382	0.775322	0.341584
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.f6d26e48-e432-43c5-8ad8-8ec3b14cf9c0.fc.signal	0	0	0.572529	0.534583	0.065855	0.202978	0.0900462	0.330056	0.17528	0	0.0487301	0.783714	0.084071	0.223478	0.798292	1.10662	0.270372	0	0	0.318931	0.45757	0.049283	0.293594	0.208756	0.161846	0.0305187	0.776858	1.01991	0.171984	0.312942	1.06828	0.409731	0.399202	0.229267	0	0.144147	0.425831	0.62161	0.41866
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.a3034dad-cf3f-4b0e-b7ac-4dfa7b52d765.fc.signal	2.41154	2.20128	2.76132	2.2732	1.70566	1.26084	1.51111	0.913703	0.979094	0.344122	0.450884	0.43969	0.293783	1.06419	1.69262	0.895544	0.354467	0.668145	0.670615	0.336597	0.177661	0.552112	0.85547	0.515377	1.42694	1.09605	0.954361	0.97471	1.2576	0.283883	0.0847453	0.647904	0.275957	0.172601	1.03154	0.991345	0.300447	0.252804	0.52381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.13102329-ee3d-4773-b2d1-9ab40cd17100.fc.signal	7.35521	10.7492	11.4063	10.582	12.8577	9.85097	8.57625	5.93942	3.31812	1.77746	1.95154	1.92779	0.938368	0.61199	0.60577	0.629433	0.660998	0.384306	0.127205	0.207659	0.49398	0.528759	0.119194	0.539325	0.648371	0.382579	0.306934	0.213747	0.254321	0.31325	0.610211	0.318498	0.460964	0.542953	1.47819	1.25151	0.721888	1.34874	0.357143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.440b0def-8afc-49ae-ab48-eb6e55baaba4.fc.signal	1.16543	1.97777	2.03047	1.86986	1.52282	2.52384	1.46136	1.37174	0.673041	0.383874	0.420204	1.19707	0.341659	0.661416	0.786175	1.12844	1.93847	1.77424	2.15681	1.6491	0.776944	0.69807	0.689948	1.14668	1.71981	2.7052	0.635861	0.51171	1.22942	0.2461	0.574442	0.629477	0.752572	0.331733	0.322094	1.27865	0.914232	0.173691	0.767081
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	1.82646	1.91362	2.39368	0.737557	0.550875	0.855818	1.24623	1.3654	0.422367	0	0.272707	0.604944	0.494532	0.257972	0.5542	0.871257	0.460867	0	0	0.14647	0.631132	0.844658	0.12184	0	0.118595	0.211158	0.200988	0.330308	0.360843	0.113035	0.386662	0.595244	0.0713897	0.105849	0.588153	0.145791	0.217141	0.363787	0.625127
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.73d0436f-3c8c-4e5c-a1fe-dc4d41b2902f.fc.signal	2.58132	8.29964	16.9617	27.6163	19.0372	14.1126	13.603	8.78405	2.98558	3.17925	1.68542	1.09135	0.944377	0.218035	0.396535	0.519859	0.920393	0.366921	0	0.28326	0.39569	0.137948	0.187634	1.12654	0.512472	0.233082	0.00942173	0.0208734	0.538989	0.238163	0	0	0.245924	0.617165	0.291664	0.46405	0.0963191	0	0.534483
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.7d6e7c7b-090f-4b2a-a7ba-f833c718a8ac.fc.signal	0.780203	0.908217	0.38534	0.354513	0.282583	0	0	0	0	0	0	0	0	0	0	0.719248	1.63629	1.2638	1.54125	1.34002	0.764149	0.0077068	0.82969	1.39997	0.444395	1.31005	0.852811	0.911872	1.93424	1.78158	1.22047	1.77466	0.424729	0	0	0	0	0	0.337766
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83112ba3-4a46-4bcb-b23c-b8a94da18e77.fc.signal	0.702033	1.90982	2.26399	2.1245	1.96686	1.4769	0.0381012	0.182671	0.232027	0.247391	0.465842	0.403187	0.300232	0.76071	1.02026	1.07885	0.690363	0.146438	0.294101	0.664863	0.572114	0.362272	0.847341	0.867319	0.385574	0.283767	0.0312242	0.0410563	0.252521	0.0771377	0.244532	0.382102	0.0207895	0.17697	0.0985256	0.0192919	0.529126	0.431199	0.0736041
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	0.569358	0.432546	0.360524	1.26932	0.698587	0	0	0	0	0	0	0.68563	0.862578	0	0.663486	0.988931	0.488287	0.451166	0.636941	1.02453	1.0699	0.329278	0	0	0.0802088	0.340208	0.625325	0.0530784	0	0	0	0	0	0	0.252418	0.359467	0	0	0.621265
