	chr15:48148600-48148749	chr15:48148750-48148899	chr15:48148900-48149049	chr15:48149050-48149199	chr15:48149200-48149349	chr15:48149350-48149499	chr15:48149500-48149649	chr15:48149650-48149799	chr15:48149800-48149949	chr15:48149950-48150099	chr15:48150100-48150159	chr15:48150160-48150249	chr15:48150250-48150399	chr15:48150400-48150549	chr15:48150550-48150699	chr15:48150700-48150849	chr15:48150850-48150999	chr15:48151000-48151149	chr15:48151150-48151299	chr15:48151300-48151449	chr15:48151450-48151599	chr15:48151600-48151749	chr15:48151750-48151899	chr15:48151900-48152049	chr15:48152050-48152199	chr15:48152200-48152349	chr15:48152350-48152499	chr15:48152500-48152649	chr15:48152650-48152799	chr15:48152800-48152949	chr15:48152950-48153099	chr15:48153100-48153249	chr15:48153250-48153319	chr15:48153320-48153399	chr15:48153400-48153549	chr15:48153550-48153671	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.044983	0.570054	0.829181	0.146197	0.747769	0.0758746	0.170255	0.357173	1.12396	0.436179	0.439551	0.653468	0.551439	0.499652	0.410451	0.730511	0.424391	0.102864	0	0	0.880505	1.13533	0.826028	1.63997	1.12989	0.929441	1.76641	2.15616	1.36703	0.686659	0.653376	0	0	0.410472	1.01019	1.5928	0.461224
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.0159068	1.04482	1.70854	0.258499	0.486622	1.6058	1.37097	1.03368	0.50987	0.417092	1.29562	1.22671	1.96326	2.57889	1.48001	0.672615	0.544328	0.307659	0	0.258924	0.459748	1.28324	0.571864	0.151947	0.255652	0.403394	0.027664	0.327711	0.63338	0	0.43049	0.0937557	0	0.296649	0.250558	0.259006	0.207436
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0.0901809	0.828386	0.625079	0.405594	0	0	0.251112	0.257653	0.155217	0	0.0282753	0.305282	0.0533469	0.794162	0.116034	0	0	0	0.100157	1.13653	0.276624	0	0	0.255425	0.407871	0.323256	0.201641	0.236897	0.663402	0.369327	0.170399	0	0	0.140706	0.601692	0.344037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.0731383	0.822311	0.267114	0	0.307337	0.29388	0.0624	0.672876	1.2196	1.37055	0.968492	0.634499	0.404233	0.574075	0.777489	0.127212	0	0	0.272658	0.277151	0.391405	0.276788	0	0	0	0.249943	0.554207	0.470526	0.0905364	0.327451	0.0782262	0.569556	0.316873	0.121771	0	0	0.40413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.852978	0.393346	0.423086	0.0890467	0	0	0.0101188	1.0083	1.08948	0.0550974	0	0.211379	0.535768	0.374761	0.425865	0	0	0	0	0	0	0	0.169037	0.335268	0.298775	0.654191	0.505489	1.57904	0.966095	0.991358	0	0	0	0.033392	0.266028	0.0164226	0.320061
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.237829	0.0308539	0.207894	0.356777	1.40988	0.966874	0.136177	0.040836	0.115248	0.467495	0.333616	0.187614	0.229699	0.425773	0.974149	0.677253	0.0789816	0.13612	0.00362987	0.275947	0.472954	0.196111	0.427572	0.870627	0.911485	0.278679	0.394895	0.0834869	0.100729	0	0	0	0.0661154	0.245144	0.472981	0.674189	0.324444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.0242127	0.297663	0.955088	1.28997	1.52345	1.34622	1.09797	1.41714	1.0945	0.223573	0.71609	0.689118	0.644643	1.27031	0.921016	1.07295	0.576599	0.0114587	0.224986	1.17118	0.383738	0.211752	0.609682	0.519051	1.1569	0.821437	0.483413	1.15708	1.20022	0.988822	0.86651	0.385358	0.351763	0.676118	1.60121	0.872511	0.57485
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.780293	0.217232	0.094644	0.291861	0.921611	0.260755	0	0	0	0.127683	0.250067	0.298758	0.729557	1.11443	0.263619	0.978004	0.628489	0.732284	0	0.262672	0.35835	0.650629	1.13369	0.0293141	0.226869	0.409583	0.142386	0.441812	0.137342	0	0.269296	0.455163	0.609931	0.386562	0	0	0.32243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431156	0.651683	0	0	0.647867	0.62023	0.470215	1.02159	0.757869	0	0.801371	0.764922	0	0.033692	1.34768	0.876579	0.485612
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0	0	0	0.33017	1.07664	0.459366	0	0	0	0	0	0	0	0	0	0	0	0.401946	0.516787	0.0143552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357602
