	chr17:1584449-1584598	chr17:1584599-1584748	chr17:1584749-1584898	chr17:1584899-1585048	chr17:1585049-1585198	chr17:1585199-1585348	chr17:1585349-1585498	chr17:1585499-1585648	chr17:1585649-1585798	chr17:1585799-1585948	chr17:1585949-1586098	chr17:1586099-1586248	chr17:1586249-1586398	chr17:1586399-1586548	chr17:1586549-1586698	chr17:1586699-1586848	chr17:1586849-1586998	chr17:1586999-1587148	chr17:1587149-1587208	chr17:1587209-1587298	chr17:1587299-1587388	chr17:1587389-1587448	chr17:1587449-1587598	chr17:1587599-1587748	chr17:1587749-1587898	chr17:1587899-1588048	chr17:1588049-1588198	chr17:1588199-1588348	chr17:1588349-1588498	chr17:1588499-1588648	chr17:1588649-1588798	chr17:1588799-1588948	chr17:1588949-1589098	chr17:1589099-1589248	chr17:1589249-1589398	chr17:1589399-1589460	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.41666	0.302968	0.679226	1.47313	1.36511	1.19238	1.16628	1.12889	1.32943	2.58893	2.08899	2.54058	2.73034	2.38811	1.70134	1.38071	0.909224	2.75011	3.38361	3.91784	3.41811	2.64797	1.8814	1.38527	1.55072	2.08034	2.02341	1.34953	2.06125	1.00782	0.523137	1.81818	2.56396	2.21234	2.10149	1.76772	0.664773
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.915279	0.0967696	1.5216	1.38325	1.55497	0.791929	1.82635	1.52624	2.59566	2.75794	2.84655	4.81805	3.95847	3.10731	4.04003	5.4444	9.16616	14.0313	6.13582	8.58911	17.8886	24.5952	20.2124	11.1122	10.6768	8.98733	6.45519	4.09655	4.55617	2.28927	6.16714	18.0921	23.6371	18.3053	12.5637	8.53095	0.0477058
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.80892	0.408337	0.22822	0.856346	0.58618	0.934773	0.287222	1.08837	1.64615	2.37557	1.0485	1.62607	1.13981	1.48032	1.74396	1.13068	1.3261	1.30865	1.09505	1.51948	1.26685	1.06326	1.44479	1.10402	1.12555	1.29782	0.445952	0.53235	0.557485	0.849767	0.560681	0.480692	0.753618	0.739592	1.00749	0.841509	0.544218
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.91942	0.0630589	0	0	0	0	0.0922164	0.782318	0.311572	0.181765	0.411727	0	0.625035	0.561974	0	0	0	0.506299	0.217936	0	0.22876	0.55636	0.749309	1.17219	0.656536	0.072343	0.543382	0.0166962	1.00346	0.174344	0	0	0	0	0	0	0.597334
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0.0257885	0.244637	0.52397	0.780295	0.121686	0.714737	0.51646	0.927244	0.0918304	0.260836	0.57794	0.858896	0.426173	0.710256	0.317488	2.86699	1.04451	0.029575	0.226944	1.08486	0.916663	1.89709	1.7532	0.721368	0	0	0	0.468716	0.192078	0.529164	0.918956	1.33234	1.45057	1.18509	1.01649	0.681357
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.506673	0.267241	0	0.146925	0.455999	0.282043	0.255955	0.27546	0.328583	0.453875	1.2905	0.831567	0.510476	0.768384	0.0656399	0.961963	0.536531	0.552076	1.04699	0.391011	0.94438	3.6364	4.09968	1.41762	2.15383	0.47891	0	0.414285	0.440489	0.614472	1.0297	1.12535	2.88076	3.36881	3.93556	2.19894	0.683576
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.058627	0.0253765	0.00372853	0.123567	0.130568	0.0585413	0.162223	0.208307	0.262966	0.113254	0.146573	0.15598	0.180355	0.134265	0.128036	0.0655545	0.152731	0.0563245	0.138985	0.148613	0.139849	0.200383	0.204658	0.17538	0.174217	0.120474	0.173115	0.197409	0.236563	0.143008	0.0675911	0.130472	0.225583	0.156728	0.296233	0.211068	0.649464
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0	0.745995	0.888656	0.74863	0.383346	0.266693	0	0.948507	0.860455	1.11876	0.726735	0.0382536	0.506851	0.545091	0.462231	0.13223	0	0.248615	1.40247	1.2856	1.03057	0.95618	0.634315	1.6288	1.46304	0.984926	0.481357	0.516411	0.548278	0.357034	0.749042	0.21677	0.516411	0.831938	1.36103	0.95618	0.580392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.562072	0.167784	0.263156	0.423808	1.13341	0.317388	0.445195	0.131394	0.354415	0.719873	2.18384	0.588486	0.247311	0.0872041	0.847579	0.823321	1.39449	1.53856	1.96346	1.92308	1.71356	2.7749	0.954598	0.538201	0.939557	1.38915	1.69586	0.904013	0.808121	0.324504	0.47419	1.14725	0.964316	0.863061	0.950797	1.33066	0.672293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0.0273072	0	0	1.24654	0.737248	0	0	0.526152	1.37922	3.16661	3.78182	1.46251	0.159741	0	0	0	0	0	0	0.240131	1.80098	1.80098	0.732399	1.40476	0	0	0	0	0	0	0	6.39968	6.51977	1.36881	0	1.12313	0.417989
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	4.74912	3.6161	2.90874	2.70014	5.55898	7.24064	6.59765	6.67284	7.87879	20.7447	24.5976	21.8886	6.97201	12.293	25.1039	52.5364	50.4301	55.2751	36.9077	25.3335	27.265	50.6236	63.6647	33.101	21.3928	15.3705	18.7087	13.6158	20.9398	16.066	19.2979	37.8426	61.9655	46.9151	52.5067	50.5366	0.0712303
