	chr5:74771368-74771517	chr5:74771518-74771667	chr5:74771668-74771817	chr5:74771818-74771967	chr5:74771968-74772117	chr5:74772118-74772267	chr5:74772268-74772417	chr5:74772418-74772567	chr5:74772568-74772717	chr5:74772718-74772867	chr5:74772868-74773017	chr5:74773018-74773167	chr5:74773168-74773317	chr5:74773318-74773467	chr5:74773468-74773617	chr5:74773618-74773767	chr5:74773768-74773917	chr5:74773918-74774067	chr5:74774068-74774217	chr5:74774218-74774367	chr5:74774368-74774517	chr5:74774518-74774667	chr5:74774668-74774817	chr5:74774818-74774967	chr5:74774968-74775117	chr5:74775118-74775267	chr5:74775268-74775417	chr5:74775418-74775567	chr5:74775568-74775717	chr5:74775718-74775867	chr5:74775868-74776017	chr5:74776018-74776167	chr5:74776168-74776317	chr5:74776318-74776467	chr5:74776468-74776560	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.334788	0.40158	0.394178	0.198014	0.138795	0.379373	0.623687	0.623685	0.0111036	0	0	0.184234	0.772602	0.603327	1.06056	0.766273	1.36591	0.81801	0.119501	0.661917	0.32673	0.0755201	0.0129542	1.49731	1.64167	1.49532	1.40664	2.16916	0.577439	0.417134	0.486963	0.525741	0.0718947	0.580512	0.850774	0.512397
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	1.17219	0	0	0.252707	0.71392	0.696948	0.808834	0.510387	0.931432	1.44717	1.61039	0.868775	0.1042	0.269597	0.525282	0.33686	0.278213	0.773227	0.392616	0.60481	0.0120962	0.0120962	0.890766	1.72839	1.97571	1.09833	0.459108	0	0	0.641703	0.464547	0.244424	0.441336	1.67328	0.47596	0.68705
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.12129	1.32572	1.47654	0.0322285	0	0	0	0.588969	0.732567	1.68027	0.679138	1.48897	2.24387	1.36677	1.49586	0.450451	1.27182	1.57595	0.500341	0.213481	0.685673	1.55892	0.7677	0.855613	0.665166	0.586975	1.19247	1.77921	0.930101	0.427761	0.565108	0.177171	0.196263	0.814824	0.797946	0.846566
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.0463783	0	0	0	0.459924	0.133526	0	0	0	0.306021	1.06778	0.503695	0.445625	0.0463783	0.370908	0.222545	0	0	0	0	0	0	0.408006	0.612014	0.166909	0	0	0	0	0	0	0	0	0.673455	0.737581	0.561191
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0.452256	3.14307	1.57158	1.61682	1.33416	1.44722	1.69596	0.0452256	1.18717	2.89437	2.70213	0.77934	1.35677	1.96726	2.55517	1.03863	1.0515	0.56532	1.94468	1.69596	1.5829	0.994963	0	0	0	1.04016	3.73098	2.1821	1.54302	1.08874	2.46372	0.507609	3.86883	3.29007	1.64943	0.698795
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.289926	0.57969	0.019323	0.56058	1.22236	0.135244	0	0	0	0	0.0141953	0.649949	0.237564	0	0	0.486905	0.865586	0	0	0.247334	0.428971	0.0656982	1.03714	0.297235	0.494669	0	0	0	0	0	0	0	0	0	0	0.544205
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.809785	0.555145	0.435719	1.1283	2.29366	3.21876	1.41776	2.66085	2.28363	2.84602	1.28531	0.905334	1.85803	2.00972	1.41086	1.05304	1.42135	0.855118	0.990532	1.45173	1.36967	1.37369	1.42042	1.15844	1.73532	0.755238	0.548079	0.408131	0.437798	0.916623	0.498887	0.917372	1.30954	0.818446	0.616309	0.615861
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.0840832	0.428541	0	0.0178091	0.422323	0.0238103	0	0.30846	0.140247	0	0	0.108985	0.433461	0.361427	0.163185	0.297285	0.3194	0.268531	0	0	0.360624	0.866688	0.119099	0.641222	0.0650747	0	0	0	0	0	0	0	0	1.31252	1.69303	0.5753
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.0279576	0.189317	0.207373	0.126683	0.016513	0.123883	0.185297	0.443926	0.555402	0.437056	0.748182	0.858447	0.401852	0.154584	0.147187	0.0838908	0.356538	0.456034	0.202923	0.707829	0.429307	0.107588	0.0321438	0.302482	0.513648	0.231345	0.224105	0.255895	0.00839827	0.186196	0.255012	0.343666	0.2396	0.41149	0.267769	0.791557
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.529706	0.91553	0.676966	1.01566	0.481462	2.39693	1.06099	1.17392	1.92271	0.899101	0.667943	2.00197	1.40174	1.50653	2.20498	1.42058	0.622508	0.545496	1.07052	0.627002	1.17983	0.835439	0.389022	0.650906	1.29374	0.64473	1.03008	1.16442	0.728077	0.988387	1.32812	1.71484	1.60175	1.98096	2.5381	0.319342
