	chr1:7753138-7753287	chr1:7753288-7753437	chr1:7753438-7753587	chr1:7753588-7753737	chr1:7753738-7753887	chr1:7753888-7754037	chr1:7754038-7754187	chr1:7754188-7754337	chr1:7754338-7754487	chr1:7754488-7754637	chr1:7754638-7754787	chr1:7754788-7754937	chr1:7754938-7755087	chr1:7755088-7755237	chr1:7755238-7755387	chr1:7755388-7755537	chr1:7755538-7755687	chr1:7755688-7755837	chr1:7755838-7755987	chr1:7755988-7756137	chr1:7756138-7756287	chr1:7756288-7756437	chr1:7756438-7756587	chr1:7756588-7756737	chr1:7756738-7756887	chr1:7756888-7757037	chr1:7757038-7757187	chr1:7757188-7757337	chr1:7757338-7757487	chr1:7757488-7757637	chr1:7757638-7757787	chr1:7757788-7757937	chr1:7757938-7758087	chr1:7758088-7758168	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	1.17199	0.581286	0.743572	0.510386	0.574603	2.42201	0.736334	1.30585	0.906039	0.417353	1.30189	0.44948	0.48694	0.0888858	0.460248	0.745532	1.6616	0.170038	0.38936	0.283144	0.270137	0.356654	0	0	0	0	0	0	0	0	0.220684	0.414965	0	0	0.435103
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	2.09623	1.35571	0.030054	0.976698	0.555252	0.416299	0.720955	0.448787	0.655006	0.674354	0.620761	0.889793	0.0534293	0	0	0	0.467395	0.120216	0	0.247662	0.0779155	0	0.184103	0.139941	0	0	0.367269	0.54894	1.4403	0.0567743	0	0.852978	0.337845	0	0.455056
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	6.03808	5.73215	2.46934	2.46844	3.79842	3.04676	4.00905	2.65275	2.49023	0.463001	0.0217792	0.0390285	0.893319	1.6969	0.824874	0.282184	1.4126	1.70863	1.12507	1.07759	1.3915	0.971536	0.496353	1.0597	1.45195	0.0581511	0.100306	0.578285	0.64636	0.945209	0.432404	0.17973	0.307775	0.297606	0.401796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.350812	1.03815	1.24976	0.746667	0.144585	0.445809	0.947313	0.32743	0	0.100907	0.798358	0.0671908	0	0	0	0.450371	1.23959	0.442492	0	0	0	0	0.102702	0.651735	0.220044	0.792092	0.609288	0.748749	0.395777	0.526182	0.0402866	0.308138	0.940012	0.200379	0.661017
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	2.22265	0.727669	0.375793	0.40679	0.441051	4.26719	4.10608	3.95678	5.2753	1.40883	4.09463	0.711255	0	0	0	1.08609	0.182277	0.718274	0.749803	0.2327	2.11734	1.34938	0.0951883	0	0.279309	1.15356	1.1919	1.60475	0	0	0	0.128991	1.2758	1.405	0.522581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.0295417	0	0	0	0	0	0	0	0	0	0	0	0.337266	0.445154	0.209373	0.122446	0.0199415	0.186105	0.317077	0.142254	0.0611212	0.320122	0.505783	0.730352	0.421351	0.0045012	0.0110797	0.286076	0.717621	0.811222	0.508718	0.102361	0	0	0.601246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.426493	0.818807	1.00123	0.912384	0.964739	0.147305	0.885619	0.960649	2.42823	1.44115	0.30422	0.421706	0.401949	0	0	0	0	0	0	0.026686	0.771225	0.0026686	0	0	0	0.464359	1.13693	1.16357	0.38725	0	0	0	0.756034	1.13553	0.671642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	2.73987	4.10998	2.89945	2.24608	3.19879	3.65117	5.76273	6.0937	4.59893	6.81198	5.84342	2.03816	3.11403	2.37608	1.13584	2.95022	3.01895	1.46813	1.18613	2.07243	1.86022	1.16853	1.68487	2.14923	0.943123	0	0	0.280469	0.650501	1.54933	0.401091	0.5473	1.04476	0.219753	0.615927
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	3.1459	2.08023	2.88193	2.33763	2.36439	1.8752	1.52148	1.05882	0.776445	1.02869	1.50385	0.876115	0.665211	0.600709	0.415356	0.581218	0.270164	0.1492	0.17142	0.714448	0.673103	0.248183	0.0879294	0.33247	0.435861	0.398816	0.187892	0	0.704587	0.706064	0	0.0999179	0.203034	0	0.372197
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	0.513027	0.0993623	0.148588	0.433566	0.153499	0.136816	0.218473	0.842486	0.830374	0.195283	0.367358	0.319733	0	0.169645	0.632332	0.303203	0.131419	0.216022	0.724528	0.433577	0.220665	0.0425742	0.383951	0.696537	0.254965	0.201563	0.610692	0.122845	0.188452	0.508205	0.314245	0.717364	0.904074	0.539978	0.288256
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	5.50704	4.87372	1.55119	1.67981	1.60706	2.67079	2.63427	4.71917	6.89856	3.2942	4.03405	2.52365	1.9809	2.03238	1.07281	2.55619	3.80403	2.32631	1.82368	0.861051	1.45019	1.47806	2.32318	3.58333	2.48964	0.727207	0.0154139	0.827834	0.514128	1.0381	0.568168	0.278669	1.37391	0.650216	0.595434
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	1.87292	1.25782	0.176259	0.229682	0.546323	0.600566	1.06627	0.317257	0.0946153	0.114622	0.24444	0	0.133989	0.548632	0.295139	0	0	0.226156	1.36568	0.696664	0.443929	0.409574	0.15078	0.271968	0	0	0	0.251683	0.456288	1.17331	0.563117	0	0	0	0.66548
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.656fbaec-dfab-4967-84ac-8cd7cc42a743.fc.signal	0.673526	0.416396	0.137419	1.41431	0.741398	0.733996	0.551586	0.284058	1.40715	1.02762	0.465552	0.407185	0.321866	0.93662	0.914531	0.152631	1.07448	0.544149	0.330445	0.866526	0	0.125518	0.697058	1.12094	1.80648	0.666205	0.633951	0.712927	0.550511	0.692146	1.37538	0.510014	0.0272367	0	0.313514
